secuencias,ID_Ruta,Transformed_Sequences,Total_Distance_km,Total_Duration_hr
"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1181, PG1142, PG1103, PG1004, PG1065, PG1026, PG1027, PG988, PG949, PG910, PG911, PG872, PG873, PG834, PG835, PG796, PG797, PG836, PG837, PG838, PG799, PG800, PG761, PG762, PG723, PG724, PG725, PG686, PG647, PG648, PG609, PG610, PG611, PG572, PG573, PG534, PG495, PG496, PG497, PG498, PG499, PG460, PG421, PG383, PG344, PG345, PG306, PG268, PG229, PG190",RP241,"[('PG1530', 'PG1491'), ('PG1491', 'PG1492'), ('PG1492', 'PG1453'), ('PG1453', 'PG1414'), ('PG1414', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1375'), ('PG1375', 'PG1297'), ('PG1297', 'PG1258'), ('PG1258', 'PG1219'), ('PG1219', 'PG1220'), ('PG1220', 'PG1181'), ('PG1181', 'PG1142'), ('PG1142', 'PG1103'), ('PG1103', 'PG1004'), ('PG1004', 'PG1065'), ('PG1065', 'PG1026'), ('PG1026', 'PG1027'), ('PG1027', 'PG988'), ('PG988', 'PG949'), ('PG949', 'PG910'), ('PG910', 'PG911'), ('PG911', 'PG872'), ('PG872', 'PG873'), ('PG873', 'PG834'), ('PG834', 'PG835'), ('PG835', 'PG796'), ('PG796', 'PG797'), ('PG797', 'PG836'), ('PG836', 'PG837'), ('PG837', 'PG838'), ('PG838', 'PG799'), ('PG799', 'PG800'), ('PG800', 'PG761'), ('PG761', 'PG762'), ('PG762', 'PG723'), ('PG723', 'PG724'), ('PG724', 'PG725'), ('PG725', 'PG686'), ('PG686', 'PG647'), ('PG647', 'PG648'), ('PG648', 'PG609'), ('PG609', 'PG610'), ('PG610', 'PG611'), ('PG611', 'PG572'), ('PG572', 'PG573'), ('PG573', 'PG534'), ('PG534', 'PG495'), ('PG495', 'PG496'), ('PG496', 'PG497'), ('PG497', 'PG498'), ('PG498', 'PG499'), ('PG499', 'PG460'), ('PG460', 'PG421'), ('PG421', 'PG383'), ('PG383', 'PG344'), ('PG344', 'PG345'), ('PG345', 'PG306'), ('PG306', 'PG268'), ('PG268', 'PG229'), ('PG229', 'PG190')]",1812.1799999999998,408.36027777777775
"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1181, PG1142, PG1103, PG1004, PG1065, PG1026, PG1027, PG988, PG949, PG910, PG911, PG872, PG873, PG834, PG835, PG796, PG797, PG836, PG837, PG838, PG799, PG800, PG761, PG762, PG723, PG724, PG725, PG686, PG647, PG648, PG609, PG610, PG611, PG572, PG573, PG534, PG495, PG496, PG497, PG498, PG499, PG460, PG421, PG383, PG344, PG345, PG306, PG267, PG268",RP242,"[('PG1530', 'PG1491'), ('PG1491', 'PG1492'), ('PG1492', 'PG1453'), ('PG1453', 'PG1414'), ('PG1414', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1375'), ('PG1375', 'PG1297'), ('PG1297', 'PG1258'), ('PG1258', 'PG1219'), ('PG1219', 'PG1220'), ('PG1220', 'PG1181'), ('PG1181', 'PG1142'), ('PG1142', 'PG1103'), ('PG1103', 'PG1004'), ('PG1004', 'PG1065'), ('PG1065', 'PG1026'), ('PG1026', 'PG1027'), ('PG1027', 'PG988'), ('PG988', 'PG949'), ('PG949', 'PG910'), ('PG910', 'PG911'), ('PG911', 'PG872'), ('PG872', 'PG873'), ('PG873', 'PG834'), ('PG834', 'PG835'), ('PG835', 'PG796'), ('PG796', 'PG797'), ('PG797', 'PG836'), ('PG836', 'PG837'), ('PG837', 'PG838'), ('PG838', 'PG799'), ('PG799', 'PG800'), ('PG800', 'PG761'), ('PG761', 'PG762'), ('PG762', 'PG723'), ('PG723', 'PG724'), ('PG724', 'PG725'), ('PG725', 'PG686'), ('PG686', 'PG647'), ('PG647', 'PG648'), ('PG648', 'PG609'), ('PG609', 'PG610'), ('PG610', 'PG611'), ('PG611', 'PG572'), ('PG572', 'PG573'), ('PG573', 'PG534'), ('PG534', 'PG495'), ('PG495', 'PG496'), ('PG496', 'PG497'), ('PG497', 'PG498'), ('PG498', 'PG499'), ('PG499', 'PG460'), ('PG460', 'PG421'), ('PG421', 'PG383'), ('PG383', 'PG344'), ('PG344', 'PG345'), ('PG345', 'PG306'), ('PG306', 'PG267'), ('PG267', 'PG268')]",1812.1799999999998,408.36027777777775
"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1181, PG1142, PG1103, PG1004, PG1065, PG1026, PG1027, PG988, PG949, PG910, PG911, PG872, PG873, PG834, PG835, PG796, PG797, PG836, PG837, PG838, PG799, PG800, PG761, PG762, PG723, PG724, PG725, PG686, PG647, PG648, PG609, PG610, PG611, PG572, PG573, PG534, PG495, PG496, PG497, PG498, PG499, PG460, PG421, PG383, PG344, PG345, PG306, PG307",RP243,"[('PG1530', 'PG1491'), ('PG1491', 'PG1492'), ('PG1492', 'PG1453'), ('PG1453', 'PG1414'), ('PG1414', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1375'), ('PG1375', 'PG1297'), ('PG1297', 'PG1258'), ('PG1258', 'PG1219'), ('PG1219', 'PG1220'), ('PG1220', 'PG1181'), ('PG1181', 'PG1142'), ('PG1142', 'PG1103'), ('PG1103', 'PG1004'), ('PG1004', 'PG1065'), ('PG1065', 'PG1026'), ('PG1026', 'PG1027'), ('PG1027', 'PG988'), ('PG988', 'PG949'), ('PG949', 'PG910'), ('PG910', 'PG911'), ('PG911', 'PG872'), ('PG872', 'PG873'), ('PG873', 'PG834'), ('PG834', 'PG835'), ('PG835', 'PG796'), ('PG796', 'PG797'), ('PG797', 'PG836'), ('PG836', 'PG837'), ('PG837', 'PG838'), ('PG838', 'PG799'), ('PG799', 'PG800'), ('PG800', 'PG761'), ('PG761', 'PG762'), ('PG762', 'PG723'), ('PG723', 'PG724'), ('PG724', 'PG725'), ('PG725', 'PG686'), ('PG686', 'PG647'), ('PG647', 'PG648'), ('PG648', 'PG609'), ('PG609', 'PG610'), ('PG610', 'PG611'), ('PG611', 'PG572'), ('PG572', 'PG573'), ('PG573', 'PG534'), ('PG534', 'PG495'), ('PG495', 'PG496'), ('PG496', 'PG497'), ('PG497', 'PG498'), ('PG498', 'PG499'), ('PG499', 'PG460'), ('PG460', 'PG421'), ('PG421', 'PG383'), ('PG383', 'PG344'), ('PG344', 'PG345'), ('PG345', 'PG306'), ('PG306', 'PG307')]",1812.1799999999998,408.36027777777775
"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1181, PG1142, PG1103, PG1004, PG1065, PG1026, PG1027, PG988, PG949, PG910, PG911, PG872, PG873, PG834, PG835, PG796, PG797, PG836, PG837, PG838, PG799, PG800, PG761, PG762, PG723, PG724, PG725, PG686, PG647, PG648, PG609, PG610, PG611, PG572, PG573, PG534, PG495, PG496, PG497, PG498, PG499, PG460, PG422, PG423, PG384, PG345, PG306, PG268, PG229, PG190",RP244,"[('PG1530', 'PG1491'), ('PG1491', 'PG1492'), ('PG1492', 'PG1453'), ('PG1453', 'PG1414'), ('PG1414', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1375'), ('PG1375', 'PG1297'), ('PG1297', 'PG1258'), ('PG1258', 'PG1219'), ('PG1219', 'PG1220'), ('PG1220', 'PG1181'), ('PG1181', 'PG1142'), ('PG1142', 'PG1103'), ('PG1103', 'PG1004'), ('PG1004', 'PG1065'), ('PG1065', 'PG1026'), ('PG1026', 'PG1027'), ('PG1027', 'PG988'), ('PG988', 'PG949'), ('PG949', 'PG910'), ('PG910', 'PG911'), ('PG911', 'PG872'), ('PG872', 'PG873'), ('PG873', 'PG834'), ('PG834', 'PG835'), ('PG835', 'PG796'), ('PG796', 'PG797'), ('PG797', 'PG836'), ('PG836', 'PG837'), ('PG837', 'PG838'), ('PG838', 'PG799'), ('PG799', 'PG800'), ('PG800', 'PG761'), ('PG761', 'PG762'), ('PG762', 'PG723'), ('PG723', 'PG724'), ('PG724', 'PG725'), ('PG725', 'PG686'), ('PG686', 'PG647'), ('PG647', 'PG648'), ('PG648', 'PG609'), ('PG609', 'PG610'), ('PG610', 'PG611'), ('PG611', 'PG572'), ('PG572', 'PG573'), ('PG573', 'PG534'), ('PG534', 'PG495'), ('PG495', 'PG496'), ('PG496', 'PG497'), ('PG497', 'PG498'), ('PG498', 'PG499'), ('PG499', 'PG460'), ('PG460', 'PG422'), ('PG422', 'PG423'), ('PG423', 'PG384'), ('PG384', 'PG345'), ('PG345', 'PG306'), ('PG306', 'PG268'), ('PG268', 'PG229'), ('PG229', 'PG190')]",1954.5199999999998,440.3194444444444
"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1181, PG1142, PG1103, PG1004, PG1065, PG1026, PG1027, PG988, PG949, PG910, PG911, PG872, PG873, PG834, PG835, PG796, PG797, PG836, PG837, PG838, PG799, PG800, PG761, PG762, PG723, PG724, PG725, PG686, PG647, PG648, PG609, PG610, PG611, PG572, PG573, PG534, PG495, PG496, PG497, PG498, PG499, PG460, PG422, PG423, PG384, PG345, PG306, PG267, PG268",RP245,"[('PG1530', 'PG1491'), ('PG1491', 'PG1492'), ('PG1492', 'PG1453'), ('PG1453', 'PG1414'), ('PG1414', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1375'), ('PG1375', 'PG1297'), ('PG1297', 'PG1258'), ('PG1258', 'PG1219'), ('PG1219', 'PG1220'), ('PG1220', 'PG1181'), ('PG1181', 'PG1142'), ('PG1142', 'PG1103'), ('PG1103', 'PG1004'), ('PG1004', 'PG1065'), ('PG1065', 'PG1026'), ('PG1026', 'PG1027'), ('PG1027', 'PG988'), ('PG988', 'PG949'), ('PG949', 'PG910'), ('PG910', 'PG911'), ('PG911', 'PG872'), ('PG872', 'PG873'), ('PG873', 'PG834'), ('PG834', 'PG835'), ('PG835', 'PG796'), ('PG796', 'PG797'), ('PG797', 'PG836'), ('PG836', 'PG837'), ('PG837', 'PG838'), ('PG838', 'PG799'), ('PG799', 'PG800'), ('PG800', 'PG761'), ('PG761', 'PG762'), ('PG762', 'PG723'), ('PG723', 'PG724'), ('PG724', 'PG725'), ('PG725', 'PG686'), ('PG686', 'PG647'), ('PG647', 'PG648'), ('PG648', 'PG609'), ('PG609', 'PG610'), ('PG610', 'PG611'), ('PG611', 'PG572'), ('PG572', 'PG573'), ('PG573', 'PG534'), ('PG534', 'PG495'), ('PG495', 'PG496'), ('PG496', 'PG497'), ('PG497', 'PG498'), ('PG498', 'PG499'), ('PG499', 'PG460'), ('PG460', 'PG422'), ('PG422', 'PG423'), ('PG423', 'PG384'), ('PG384', 'PG345'), ('PG345', 'PG306'), ('PG306', 'PG267'), ('PG267', 'PG268')]",1954.5199999999998,440.3194444444444
"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1181, PG1142, PG1103, PG1004, PG1065, PG1026, PG1027, PG988, PG949, PG910, PG911, PG872, PG873, PG834, PG835, PG796, PG797, PG836, PG837, PG838, PG799, PG800, PG761, PG762, PG723, PG724, PG725, PG686, PG647, PG648, PG609, PG610, PG611, PG572, PG573, PG534, PG495, PG496, PG497, PG498, PG499, PG460, PG422, PG423, PG384, PG345, PG306, PG307",RP246,"[('PG1530', 'PG1491'), ('PG1491', 'PG1492'), ('PG1492', 'PG1453'), ('PG1453', 'PG1414'), ('PG1414', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1375'), ('PG1375', 'PG1297'), ('PG1297', 'PG1258'), ('PG1258', 'PG1219'), ('PG1219', 'PG1220'), ('PG1220', 'PG1181'), ('PG1181', 'PG1142'), ('PG1142', 'PG1103'), ('PG1103', 'PG1004'), ('PG1004', 'PG1065'), ('PG1065', 'PG1026'), ('PG1026', 'PG1027'), ('PG1027', 'PG988'), ('PG988', 'PG949'), ('PG949', 'PG910'), ('PG910', 'PG911'), ('PG911', 'PG872'), ('PG872', 'PG873'), ('PG873', 'PG834'), ('PG834', 'PG835'), ('PG835', 'PG796'), ('PG796', 'PG797'), ('PG797', 'PG836'), ('PG836', 'PG837'), ('PG837', 'PG838'), ('PG838', 'PG799'), ('PG799', 'PG800'), ('PG800', 'PG761'), ('PG761', 'PG762'), ('PG762', 'PG723'), ('PG723', 'PG724'), ('PG724', 'PG725'), ('PG725', 'PG686'), ('PG686', 'PG647'), ('PG647', 'PG648'), ('PG648', 'PG609'), ('PG609', 'PG610'), ('PG610', 'PG611'), ('PG611', 'PG572'), ('PG572', 'PG573'), ('PG573', 'PG534'), ('PG534', 'PG495'), ('PG495', 'PG496'), ('PG496', 'PG497'), ('PG497', 'PG498'), ('PG498', 'PG499'), ('PG499', 'PG460'), ('PG460', 'PG422'), ('PG422', 'PG423'), ('PG423', 'PG384'), ('PG384', 'PG345'), ('PG345', 'PG306'), ('PG306', 'PG307')]",1954.5199999999998,440.3194444444444
"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1181, PG1142, PG1103, PG1004, PG1065, PG1026, PG1027, PG988, PG949, PG910, PG911, PG872, PG873, PG834, PG835, PG796, PG797, PG836, PG837, PG838, PG799, PG800, PG761, PG762, PG723, PG724, PG725, PG686, PG647, PG648, PG609, PG610, PG611, PG572, PG573, PG534, PG495, PG496, PG497, PG498, PG499, PG460, PG422, PG423",RP247,"[('PG1530', 'PG1491'), ('PG1491', 'PG1492'), ('PG1492', 'PG1453'), ('PG1453', 'PG1414'), ('PG1414', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1375'), ('PG1375', 'PG1297'), ('PG1297', 'PG1258'), ('PG1258', 'PG1219'), ('PG1219', 'PG1220'), ('PG1220', 'PG1181'), ('PG1181', 'PG1142'), ('PG1142', 'PG1103'), ('PG1103', 'PG1004'), ('PG1004', 'PG1065'), ('PG1065', 'PG1026'), ('PG1026', 'PG1027'), ('PG1027', 'PG988'), ('PG988', 'PG949'), ('PG949', 'PG910'), ('PG910', 'PG911'), ('PG911', 'PG872'), ('PG872', 'PG873'), ('PG873', 'PG834'), ('PG834', 'PG835'), ('PG835', 'PG796'), ('PG796', 'PG797'), ('PG797', 'PG836'), ('PG836', 'PG837'), ('PG837', 'PG838'), ('PG838', 'PG799'), ('PG799', 'PG800'), ('PG800', 'PG761'), ('PG761', 'PG762'), ('PG762', 'PG723'), ('PG723', 'PG724'), ('PG724', 'PG725'), ('PG725', 'PG686'), ('PG686', 'PG647'), ('PG647', 'PG648'), ('PG648', 'PG609'), ('PG609', 'PG610'), ('PG610', 'PG611'), ('PG611', 'PG572'), ('PG572', 'PG573'), ('PG573', 'PG534'), ('PG534', 'PG495'), ('PG495', 'PG496'), ('PG496', 'PG497'), ('PG497', 'PG498'), ('PG498', 'PG499'), ('PG499', 'PG460'), ('PG460', 'PG422'), ('PG422', 'PG423')]",1954.5199999999998,440.3194444444444
"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1181, PG1142, PG1103, PG1004, PG1065, PG1026, PG1027, PG988, PG949, PG910, PG911, PG912, PG913, PG914, PG875, PG836, PG837, PG838, PG799, PG800, PG761, PG762, PG723, PG724, PG725, PG686, PG647, PG648, PG609, PG610, PG611, PG572, PG573, PG534, PG495, PG496, PG497, PG498, PG499, PG460, PG421, PG383, PG344, PG345, PG306, PG268, PG229, PG190",RP251,"[('PG1530', 'PG1491'), ('PG1491', 'PG1492'), ('PG1492', 'PG1453'), ('PG1453', 'PG1414'), ('PG1414', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1375'), ('PG1375', 'PG1297'), ('PG1297', 'PG1258'), ('PG1258', 'PG1219'), ('PG1219', 'PG1220'), ('PG1220', 'PG1181'), ('PG1181', 'PG1142'), ('PG1142', 'PG1103'), ('PG1103', 'PG1004'), ('PG1004', 'PG1065'), ('PG1065', 'PG1026'), ('PG1026', 'PG1027'), ('PG1027', 'PG988'), ('PG988', 'PG949'), ('PG949', 'PG910'), ('PG910', 'PG911'), ('PG911', 'PG912'), ('PG912', 'PG913'), ('PG913', 'PG914'), ('PG914', 'PG875'), ('PG875', 'PG836'), ('PG836', 'PG837'), ('PG837', 'PG838'), ('PG838', 'PG799'), ('PG799', 'PG800'), ('PG800', 'PG761'), ('PG761', 'PG762'), ('PG762', 'PG723'), ('PG723', 'PG724'), ('PG724', 'PG725'), ('PG725', 'PG686'), ('PG686', 'PG647'), ('PG647', 'PG648'), ('PG648', 'PG609'), ('PG609', 'PG610'), ('PG610', 'PG611'), ('PG611', 'PG572'), ('PG572', 'PG573'), ('PG573', 'PG534'), ('PG534', 'PG495'), ('PG495', 'PG496'), ('PG496', 'PG497'), ('PG497', 'PG498'), ('PG498', 'PG499'), ('PG499', 'PG460'), ('PG460', 'PG421'), ('PG421', 'PG383'), ('PG383', 'PG344'), ('PG344', 'PG345'), ('PG345', 'PG306'), ('PG306', 'PG268'), ('PG268', 'PG229'), ('PG229', 'PG190')]",2051.304,463.5519444444444
"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1181, PG1142, PG1103, PG1004, PG1065, PG1026, PG1027, PG988, PG949, PG910, PG911, PG912, PG913, PG914, PG875, PG836, PG837, PG838, PG799, PG800, PG761, PG762, PG723, PG724, PG725, PG686, PG647, PG648, PG609, PG610, PG611, PG572, PG573, PG534, PG495, PG496, PG497, PG498, PG499, PG460, PG421, PG383, PG344, PG345, PG306, PG267, PG268",RP252,"[('PG1530', 'PG1491'), ('PG1491', 'PG1492'), ('PG1492', 'PG1453'), ('PG1453', 'PG1414'), ('PG1414', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1375'), ('PG1375', 'PG1297'), ('PG1297', 'PG1258'), ('PG1258', 'PG1219'), ('PG1219', 'PG1220'), ('PG1220', 'PG1181'), ('PG1181', 'PG1142'), ('PG1142', 'PG1103'), ('PG1103', 'PG1004'), ('PG1004', 'PG1065'), ('PG1065', 'PG1026'), ('PG1026', 'PG1027'), ('PG1027', 'PG988'), ('PG988', 'PG949'), ('PG949', 'PG910'), ('PG910', 'PG911'), ('PG911', 'PG912'), ('PG912', 'PG913'), ('PG913', 'PG914'), ('PG914', 'PG875'), ('PG875', 'PG836'), ('PG836', 'PG837'), ('PG837', 'PG838'), ('PG838', 'PG799'), ('PG799', 'PG800'), ('PG800', 'PG761'), ('PG761', 'PG762'), ('PG762', 'PG723'), ('PG723', 'PG724'), ('PG724', 'PG725'), ('PG725', 'PG686'), ('PG686', 'PG647'), ('PG647', 'PG648'), ('PG648', 'PG609'), ('PG609', 'PG610'), ('PG610', 'PG611'), ('PG611', 'PG572'), ('PG572', 'PG573'), ('PG573', 'PG534'), ('PG534', 'PG495'), ('PG495', 'PG496'), ('PG496', 'PG497'), ('PG497', 'PG498'), ('PG498', 'PG499'), ('PG499', 'PG460'), ('PG460', 'PG421'), ('PG421', 'PG383'), ('PG383', 'PG344'), ('PG344', 'PG345'), ('PG345', 'PG306'), ('PG306', 'PG267'), ('PG267', 'PG268')]",2051.304,463.5519444444444
"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1181, PG1142, PG1103, PG1004, PG1065, PG1026, PG1027, PG988, PG949, PG910, PG911, PG912, PG913, PG914, PG875, PG836, PG837, PG838, PG799, PG800, PG761, PG762, PG723, PG724, PG725, PG686, PG647, PG648, PG609, PG610, PG611, PG572, PG573, PG534, PG495, PG496, PG497, PG498, PG499, PG460, PG421, PG383, PG344, PG345, PG306, PG307",RP253,"[('PG1530', 'PG1491'), ('PG1491', 'PG1492'), ('PG1492', 'PG1453'), ('PG1453', 'PG1414'), ('PG1414', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1375'), ('PG1375', 'PG1297'), ('PG1297', 'PG1258'), ('PG1258', 'PG1219'), ('PG1219', 'PG1220'), ('PG1220', 'PG1181'), ('PG1181', 'PG1142'), ('PG1142', 'PG1103'), ('PG1103', 'PG1004'), ('PG1004', 'PG1065'), ('PG1065', 'PG1026'), ('PG1026', 'PG1027'), ('PG1027', 'PG988'), ('PG988', 'PG949'), ('PG949', 'PG910'), ('PG910', 'PG911'), ('PG911', 'PG912'), ('PG912', 'PG913'), ('PG913', 'PG914'), ('PG914', 'PG875'), ('PG875', 'PG836'), ('PG836', 'PG837'), ('PG837', 'PG838'), ('PG838', 'PG799'), ('PG799', 'PG800'), ('PG800', 'PG761'), ('PG761', 'PG762'), ('PG762', 'PG723'), ('PG723', 'PG724'), ('PG724', 'PG725'), ('PG725', 'PG686'), ('PG686', 'PG647'), ('PG647', 'PG648'), ('PG648', 'PG609'), ('PG609', 'PG610'), ('PG610', 'PG611'), ('PG611', 'PG572'), ('PG572', 'PG573'), ('PG573', 'PG534'), ('PG534', 'PG495'), ('PG495', 'PG496'), ('PG496', 'PG497'), ('PG497', 'PG498'), ('PG498', 'PG499'), ('PG499', 'PG460'), ('PG460', 'PG421'), ('PG421', 'PG383'), ('PG383', 'PG344'), ('PG344', 'PG345'), ('PG345', 'PG306'), ('PG306', 'PG307')]",2051.304,463.5519444444444
"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1181, PG1142, PG1103, PG1004, PG1065, PG1026, PG1027, PG988, PG949, PG910, PG911, PG912, PG913, PG914, PG875, PG836, PG837, PG838, PG799, PG800, PG761, PG762, PG723, PG724, PG725, PG686, PG647, PG648, PG609, PG610, PG611, PG572, PG573, PG534, PG495, PG496, PG497, PG498, PG499, PG460, PG422, PG423, PG384, PG345, PG306, PG268, PG229, PG190",RP254,"[('PG1530', 'PG1491'), ('PG1491', 'PG1492'), ('PG1492', 'PG1453'), ('PG1453', 'PG1414'), ('PG1414', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1375'), ('PG1375', 'PG1297'), ('PG1297', 'PG1258'), ('PG1258', 'PG1219'), ('PG1219', 'PG1220'), ('PG1220', 'PG1181'), ('PG1181', 'PG1142'), ('PG1142', 'PG1103'), ('PG1103', 'PG1004'), ('PG1004', 'PG1065'), ('PG1065', 'PG1026'), ('PG1026', 'PG1027'), ('PG1027', 'PG988'), ('PG988', 'PG949'), ('PG949', 'PG910'), ('PG910', 'PG911'), ('PG911', 'PG912'), ('PG912', 'PG913'), ('PG913', 'PG914'), ('PG914', 'PG875'), ('PG875', 'PG836'), ('PG836', 'PG837'), ('PG837', 'PG838'), ('PG838', 'PG799'), ('PG799', 'PG800'), ('PG800', 'PG761'), ('PG761', 'PG762'), ('PG762', 'PG723'), ('PG723', 'PG724'), ('PG724', 'PG725'), ('PG725', 'PG686'), ('PG686', 'PG647'), ('PG647', 'PG648'), ('PG648', 'PG609'), ('PG609', 'PG610'), ('PG610', 'PG611'), ('PG611', 'PG572'), ('PG572', 'PG573'), ('PG573', 'PG534'), ('PG534', 'PG495'), ('PG495', 'PG496'), ('PG496', 'PG497'), ('PG497', 'PG498'), ('PG498', 'PG499'), ('PG499', 'PG460'), ('PG460', 'PG422'), ('PG422', 'PG423'), ('PG423', 'PG384'), ('PG384', 'PG345'), ('PG345', 'PG306'), ('PG306', 'PG268'), ('PG268', 'PG229'), ('PG229', 'PG190')]",2193.6440000000002,495.51111111111106
"PG1530, PG1491, PG1492, PG1453, PG1414, PG1415, PG1376, PG1375, PG1297, PG1258, PG1219, PG1220, PG1181, PG1142, PG1103, PG1004, PG1065, PG1026, PG1027, PG988, PG949, PG910, PG911, PG912, PG913, PG914, PG875, PG836, PG837, PG838, PG799, PG800, PG761, PG762, PG723, PG724, PG725, PG686, PG647, PG648, PG609, PG610, PG611, PG572, PG573, PG534, PG495, PG496, PG497, PG498, PG499, PG460, PG422, PG423, PG384, PG345, PG306, PG267, PG268",RP255,"[('PG1530', 'PG1491'), ('PG1491', 'PG1492'), ('PG1492', 'PG1453'), ('PG1453', 'PG1414'), ('PG1414', 'PG1415'), ('PG1415', 'PG1376'), ('PG1376', 'PG1375'), ('PG1375', 'PG1297'), ('PG1297', 'PG1258'), ('PG1258', 'PG1219'), ('PG1219', 'PG1220'), ('PG1220', 'PG1181'), ('PG1181', 'PG1142'), ('PG1142', 'PG1103'), ('PG1103', 'PG1004'), ('PG1004', 'PG1065'), ('PG1065', 'PG1026'), ('PG1026', 'PG1027'), ('PG1027', 'PG988'), ('PG988', 'PG949'), ('PG949', 'PG910'), ('PG910', 'PG911'), ('PG911', 'PG912'), ('PG912', 'PG913'), ('PG913', 'PG914'), ('PG914', 'PG875'), ('PG875', 'PG836'), ('PG836', 'PG837'), ('PG837', 'PG838'), ('PG838', 'PG799'), ('PG799', 'PG800'), ('PG800', 'PG761'), ('PG761', 'PG762'), ('PG762', 'PG723'), ('PG723', 'PG724'), ('PG724', 'PG725'), ('PG725', 'PG686'), ('PG686', 'PG647'), ('PG647', 'PG648'), ('PG648', 'PG609'), ('PG609', 'PG610'), ('PG610', 'PG611'), ('PG611', 'PG572'), ('PG572', 'PG573'), ('PG573', 'PG534'), ('PG534', 'PG495'), ('PG495', 'PG496'), ('PG496', 'PG497'), ('PG497', 'PG498'), ('PG498', 'PG499'), ('PG499', 'PG460'), ('PG460', 'PG422'), ('PG422', 'PG423'), ('PG423', 'PG384'), ('PG384', 'PG345'), ('PG345', 'PG306'), ('PG306', 'PG267'), ('PG267', 'PG268')]",2193.6440000000002,495.51111111111106
