,Unnamed: 0.1,Unnamed: 0,nommun,estado,region,id_poligon,codigo_uni,eventos,inm_30km,inm_in_gri,inm_in_est,eventos_ed,eventos_gr,sc_30km,promedio_s,sc_estado,geometry,distancia_metros,distancia_km,max_vul2r1_normalized,max_vul2r2_normalized,max_vul2r3_normalized,max_vul2r4_normalized,inm_30km_adjusted,log_eventos_per_inm_30km,norm_log_eventos_per_inm_30km,latitud
289,289,289,"Santa Lucia del Camino, Oaxaca",Oaxaca,Sur,PG1299,S-PG1299-12,6.0,1,1,4,8835,2797,8,7.785714286,16.0,POINT (-96.693333 17.0625),700156.0,700.156,,,,,2,1.3862943611198906,0.09913167204618285,17.0625
290,290,290,"Ocampo, Guanajuato",Guanajuato,Centro,PG1032,C-PG1032-1,6.0,0,0,0,199,6,0,0.0,13.0,POINT (-101.476239300191 21.6042823),1388287.0,1388.287,0.05065739320099374,0.021311096891272457,0.03327648807506135,0.10200968284617463,1,1.9459101490553132,0.14962778367145496,21.6042823
291,291,291,"Nogales, Veracruz",Veracruz,Golfo,PG1262,G-PG1262-1,6.0,0,0,3,66430,1947,2,2.0,54.0,POINT (-97.1627659 18.8226013),715755.0,715.755,,,,,1,1.9459101490553132,0.14962778367145496,18.8226013
292,292,292,"El Mante, Tamaulipas",Tamaulipas,Golfo,PG1190,G-PG1190-1,6.0,0,0,3,10385,14,1,0.5,46.0,POINT (-98.9353414059303 22.60787365),1294533.0,1294.533,,,,,1,1.9459101490553132,0.14962778367145496,22.60787365
293,293,293,"San Jose Tenango, Oaxaca",Oaxaca,Sur,PG1300,S-PG1300-1,115.0,0,0,4,8835,115,1,1.0,16.0,POINT (-96.716667 18.15),791435.0,791.435,0.4339620186946982,0.38985451771556817,0.46987768358427323,0.4711390768071262,1,4.7535901911063645,0.4029746832192909,18.15
294,294,294,"Dolores Hidalgo Cuna de la Independencia Nacional, Guanajuato",Guanajuato,Centro,PG1070,C-PG1070-4,,0,0,0,199,75,0,9.0,13.0,POINT (-100.7259581 21.1043597),1263030.0,1263.03,,,,,1,,,21.1043597
295,295,295,"Tezonapa, Veracruz",Veracruz,Golfo,PG1301,G-PG1301-3,6.0,0,0,3,66430,1747,0,0.75,54.0,POINT (-96.782341148248 18.5587309),693419.0,693.419,,,,,1,1.9459101490553132,0.14962778367145496,18.5587309
296,296,296,"Guerrero, Coahuila",Coahuila,Centro,PG1120,C-PG1120-1,,0,0,4,26155,0,0,0.0,72.0,POINT (-100.3805564 28.3093253),1996980.0,1996.98,,,,,1,,,28.3093253
297,297,297,"Colima, Colima",Colima,Pacifico,PG912,P-PG912-2,6.0,0,0,0,18,9,6,4.333333333,8.0,POINT (-103.725030676615 19.2448781553705),1905670.0,1905.67,0.14423261825350206,0.06241139117880007,0.06471151523625603,0.286060218123353,1,1.9459101490553132,0.14962778367145496,19.2448781553705
298,298,298,"Salamanca, Guanajuato",Guanajuato,Centro,PG1031,C-PG1031-3,6.0,0,0,0,199,52,3,2.666666667,13.0,POINT (-101.192444 20.571358),1266055.0,1266.055,,,,,1,1.9459101490553132,0.14962778367145496,20.571358
299,299,299,"Valladolid, Yucatan",Yucatan,Sur,PG1772,S-PG1772-1,5.0,0,0,1,938,5,1,1.0,9.0,POINT (-88.2016999 20.6902505),301516.0,301.516,0.22146131294216106,0.21466258214468448,0.2525010373689857,0.387084845894745,1,1.791759469228055,0.13571822267714104,20.6902505
300,300,300,"Villaflores, Chiapas",Chiapas,Sur,PG1493,S-PG1493-1,2.0,0,1,13,223058,13987,0,4.75,117.0,POINT (-93.3589334041931 16.37550225),279966.0,279.966,,,,,1,1.0986122886681098,0.07317310126191635,16.37550225
301,301,301,"San Bartolo Coyotepec, Oaxaca",Oaxaca,Sur,PG1298,S-PG1298-4,5.0,1,0,4,8835,463,8,4.857142857,16.0,POINT (-96.7066199 16.9575983),704897.0,704.897,,,,,2,1.252762968495368,0.08708266225623029,16.9575983
302,302,302,"Cedral, San Luis Potosi",San Luis Potosi,Centro,PG1074,C-PG1074-1,5.0,0,0,1,4072,5,1,1.0,16.0,POINT (-100.7242892 23.8205361),1580964.0,1580.964,0.23587807267554137,0.1658659101410575,0.24598750243689602,0.24471659579434615,1,1.791759469228055,0.13571822267714104,23.8205361
303,303,303,"San Jeronimo Zacualpan, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-1,4.0,2,1,0,7686,5071,45,17.90909091,8.0,POINT (-98.261389 19.240833),880578.0,880.578,,,,,3,0.8472978603872036,0.050496111625272115,19.240833
304,304,304,"Apan, Hidalgo",Hidalgo,Centro,PG1185,C-PG1185-11,5.0,0,0,1,1046,3233,1,12.92857143,6.0,POINT (-98.4502318 19.7098559),946108.0,946.108,,,,,1,1.791759469228055,0.13571822267714104,19.7098559
305,305,305,"Ahome, Sinaloa",Sinaloa,Pacifico,PG609,P-PG609-1,3.0,0,0,1,1070,3,1,1.0,12.0,POINT (-109.205834408303 25.9240491),2419440.0,2419.44,0.0061097341004599055,0.001648954230479111,0.001921610267172782,0.010371548280856435,1,1.3862943611198906,0.09913167204618285,25.9240491
306,306,306,"Aramberri, Nuevo Leon",Nuevo Leon,Golfo,PG1114,G-PG1114-1,4.0,0,0,0,16985,4,0,0.0,104.0,POINT (-99.9241345206951 24.22172555),1610328.0,1610.328,0.0010658402390434727,0.0008924672699537488,0.0010876427702364363,0.013145839154990287,1,1.6094379124341003,0.1192667038278849,24.22172555
307,307,307,"Emiliano Zapata, Morelos",Morelos,Centro,PG1145,C-PG1145-5,4.0,0,0,0,45,42,9,7.833333333,9.0,POINT (-99.1870274 18.83995),1250138.0,1250.138,,,,,1,1.6094379124341003,0.1192667038278849,18.83995
308,308,308,"Santa Maria Atzompa, Oaxaca",Oaxaca,Sur,PG1299,S-PG1299-5,4.0,1,1,4,8835,2797,8,7.785714286,16.0,POINT (-96.7777739 17.1011053),712776.0,712.776,,,,,2,1.0986122886681098,0.07317310126191635,17.1011053
309,309,309,"San Felipe, Baja California",Baja California,Pacifico,PG305,P-PG305-1,5.0,0,0,2,33879,5,0,0.0,66.0,POINT (-114.839607 31.0269529),3674555.0,3674.555,,,,,1,1.791759469228055,0.13571822267714104,31.0269529
310,310,310,"San Cristobal Suchixtlahuaca, Oaxaca",Oaxaca,Sur,PG1261,S-PG1261-2,4.0,0,0,4,8835,29,0,0.0,16.0,POINT (-97.3666425 17.7265261),820446.0,820.446,,,,,1,1.6094379124341003,0.1192667038278849,17.7265261
311,311,311,"Tolcayuca, Hidalgo",Hidalgo,Centro,PG1186,C-PG1186-3,,1,1,1,1046,119,4,2.777777778,6.0,POINT (-98.920278 19.956667),990540.0,990.54,,,,,2,,,19.956667
312,312,312,"Nava, Coahuila",Coahuila,Centro,PG1081,C-PG1081-2,,0,1,4,26155,21530,0,0.666666667,72.0,POINT (-100.7674167 28.4217309),2050991.0,2050.991,,,,,1,,,28.4217309
313,313,313,"Progreso, Yucatan",Yucatan,Sur,PG1695,S-PG1695-1,3.0,0,0,1,938,3,0,0.0,9.0,POINT (-89.6636637 21.2822136),409524.0,409.524,0.06419685576877171,0.10821587958634632,0.056077262078894,0.2603543660321608,1,1.3862943611198906,0.09913167204618285,21.2822136
314,314,314,"Villa Aldama, Veracruz",Veracruz,Golfo,PG1263,G-PG1263-2,3.0,0,0,3,66430,109,1,4.25,54.0,POINT (-97.2228382 19.6489805),841263.0,841.263,,,,,1,1.3862943611198906,0.09913167204618285,19.6489805
315,315,315,"Yajalon, Chiapas",Chiapas,Sur,PG1533,S-PG1533-1,,0,0,13,223058,9,0,12.0,117.0,POINT (-92.3519609858044 17.1768885),191112.0,191.112,,,,,1,,,17.1768885
316,316,316,"San Sebastian Tutla, Oaxaca",Oaxaca,Sur,PG1299,S-PG1299-13,3.0,1,1,4,8835,2797,8,7.785714286,16.0,POINT (-96.672222 17.059722),697961.0,697.961,,,,,2,0.9162907318741551,0.05672158241266023,17.059722
317,317,317,"Jantetelco, Morelos",Morelos,Centro,PG1184,C-PG1184-1,3.0,0,0,0,45,3,1,1.0,9.0,POINT (-98.7766172 18.7167516),1149034.0,1149.034,0.36581249924564346,0.41949911385035754,0.33373290875087197,0.48165634451192435,1,1.3862943611198906,0.09913167204618285,18.7167516
318,318,318,"Soledad de Doblado, Veracruz",Veracruz,Golfo,PG1301,G-PG1301-6,3.0,0,0,3,66430,1747,0,0.75,54.0,POINT (-96.4233756 19.0452067),675578.0,675.578,,,,,1,1.3862943611198906,0.09913167204618285,19.0452067
319,319,319,"Cintalapa de Figueroa, Chiapas",Chiapas,Sur,PG1454,S-PG1454-1,520.0,0,0,13,223058,2490,1,0.666666667,117.0,POINT (-93.7257625 16.6905402),304306.0,304.306,,,,,1,6.255750041753367,0.5385198789277906,16.6905402
320,320,320,"Pueblo Viejo, Veracruz",Veracruz,Golfo,PG1228,G-PG1228-3,484.0,1,1,3,66430,1412,5,4.0,54.0,POINT (-97.8985550734824 22.1638426),1122193.0,1122.193,,,,,2,5.493061443340548,0.4696997894466478,22.1638426
321,321,321,"San Pedro Mixtepec -Dto. 22 -, Oaxaca",Oaxaca,Sur,PG1297,S-PG1297-4,3.0,0,1,4,8835,203,0,0.0,16.0,POINT (-96.2825 16.271111),685010.0,685.01,,,,,1,1.3862943611198906,0.09913167204618285,16.271111
322,322,322,"Nanacamilpa de Mariano Arista, Tlaxcala",Tlaxcala,Centro,PG1185,C-PG1185-9,2.0,0,0,0,7686,3233,1,12.92857143,8.0,POINT (-98.5432407645627 19.5080315),927275.0,927.275,,,,,1,1.0986122886681098,0.07317310126191635,19.5080315
323,323,323,"Tecamac, Estado de Mexico",Estado de Mexico,Centro,PG1185,C-PG1185-1,2.0,0,0,1,9586,3233,3,12.92857143,,POINT (-98.968354 19.7115011),1014762.0,1014.762,,,,,1,1.0986122886681098,0.07317310126191635,19.7115011
324,324,324,"Xalatlaco, Estado de Mexico",Estado de Mexico,Centro,PG1146,C-PG1146-3,2.0,0,1,1,9586,14894,20,91.23076923,,POINT (-99.4145622 19.1843821),1233463.0,1233.463,,,,,1,1.0986122886681098,0.07317310126191635,19.1843821
325,325,325,"Ocoyoacac, Estado de Mexico",Estado de Mexico,Centro,PG1146,C-PG1146-2,3.0,0,1,1,9586,14894,53,91.23076923,,POINT (-99.4177778597143 19.2587373),1020043.0,1020.043,,,,,1,1.3862943611198906,0.09913167204618285,19.2587373
326,326,326,"Cuautitlan, Estado de Mexico",Estado de Mexico,Centro,PG1146,C-PG1146-6,3.0,0,1,1,9586,14894,83,91.23076923,,POINT (-99.2145002 19.6531356),1029069.0,1029.069,,,,,1,1.3862943611198906,0.09913167204618285,19.6531356
327,327,327,"Tres Valles, Veracruz",Veracruz,Golfo,PG1339,G-PG1339-1,2.0,0,0,3,66430,3221,1,0.6,54.0,POINT (-96.1664119682439 18.2921576),612594.0,612.594,,,,,1,1.0986122886681098,0.07317310126191635,18.2921576
328,328,328,"San Agustin de las Juntas, Oaxaca",Oaxaca,Sur,PG1299,S-PG1299-10,2.0,1,1,4,8835,2797,8,7.785714286,16.0,POINT (-96.7092291 17.005436),708996.0,708.996,,,,,2,0.6931471805599453,0.03658655063095818,17.005436
329,329,329,"Villa de Tamazulapam del Progreso, Oaxaca",Oaxaca,Sur,PG1260,S-PG1260-1,2.0,0,0,4,8835,146,1,0.166666667,16.0,POINT (-97.5720083 17.6748203),832925.0,832.925,,,,,1,1.0986122886681098,0.07317310126191635,17.6748203
330,330,330,"Cunduacan, Tabasco",Tabasco,Sur,PG1495,G-PG1495-4,,1,1,3,290299,105212,6,2.833333333,43.0,POINT (-93.173675 18.066059),254588.0,254.588,,,,,2,,,18.066059
331,331,331,"Actopan, Hidalgo",Hidalgo,Centro,PG1186,C-PG1186-2,2.0,1,1,1,1046,119,4,2.777777778,6.0,POINT (-98.9431476 20.2687373),1028675.0,1028.675,,,,,2,0.6931471805599453,0.03658655063095818,20.2687373
332,332,332,"Paraiso, Tabasco",Tabasco,Sur,PG1495,G-PG1495-3,4.0,0,1,3,290299,105212,0,2.833333333,43.0,POINT (-93.2125326 18.3987331),295475.0,295.475,,,,,1,1.6094379124341003,0.1192667038278849,18.3987331
333,333,333,"Tetla de la Solidaridad, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-16,2.0,1,1,0,7686,5071,7,17.90909091,8.0,POINT (-98.103333 19.440556),880769.0,880.769,,,,,2,0.6931471805599453,0.03658655063095818,19.440556
334,334,334,"Xochitepec, Morelos",Morelos,Centro,PG1145,C-PG1145-3,3.0,0,0,0,45,42,9,7.833333333,9.0,POINT (-99.2308448 18.7831747),1245664.0,1245.664,,,,,1,1.3862943611198906,0.09913167204618285,18.7831747
335,335,335,"Munoz de Domingo Arenas, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-6,2.0,1,1,0,7686,5071,7,17.90909091,8.0,POINT (-98.208056 19.474722),913950.0,913.95,,,,,2,0.6931471805599453,0.03658655063095818,19.474722
336,336,336,"Tecolutla, Veracruz",Veracruz,Golfo,PG1264,G-PG1264-4,2.0,0,0,3,66430,74,0,0.25,54.0,POINT (-96.9936370355502 20.41847865),874434.0,874.434,,,,,1,1.0986122886681098,0.07317310126191635,20.41847865
337,337,337,"Atitalaquia, Hidalgo",Hidalgo,Centro,PG1147,C-PG1147-5,2.0,0,0,1,1046,3846,4,2.75,6.0,POINT (-99.213288197313 20.0597395),1026748.0,1026.748,,,,,1,1.0986122886681098,0.07317310126191635,20.0597395
338,338,338,"Papalotla de Xicohtencatl, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-7,2.0,2,1,0,7686,5071,45,17.90909091,8.0,POINT (-98.203889 19.168611),867385.0,867.385,,,,,3,0.5108256237659907,0.02013503178170206,19.168611
339,339,339,"Leon, Guanajuato",Guanajuato,Centro,PG1031,C-PG1031-1,3.0,0,0,0,199,52,2,2.666666667,13.0,POINT (-101.6825081 21.1218598),1342210.0,1342.21,,,,,1,1.3862943611198906,0.09913167204618285,21.1218598
340,340,340,"San Lorenzo Cacaotepec, Oaxaca",Oaxaca,Sur,PG1299,S-PG1299-3,2.0,1,1,4,8835,2797,8,7.785714286,16.0,POINT (-96.8017692 17.1278714),716981.0,716.981,,,,,2,0.6931471805599453,0.03658655063095818,17.1278714
341,341,341,"Bahia de Banderas, Nayarit",Nayarit,Pacifico,PG797,P-PG797-1,2.0,0,0,0,221,2,1,1.0,9.0,POINT (-105.317508736965 20.8290434),2006370.0,2006.37,0.27666194033001196,0.03497697101230478,0.02327710332382072,0.2562984682816712,1,1.0986122886681098,0.07317310126191635,20.8290434
342,342,342,"Perote, Veracruz",Veracruz,Golfo,PG1263,G-PG1263-1,2.0,0,0,3,66430,109,0,4.25,54.0,POINT (-97.2685344806973 19.51086405),859696.0,859.696,,,,,1,1.0986122886681098,0.07317310126191635,19.51086405
343,343,343,"San Pablo del Monte, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-14,2.0,2,1,0,7686,5071,44,17.90909091,8.0,POINT (-98.1653957169548 19.12695185),859174.0,859.174,,,,,3,0.5108256237659907,0.02013503178170206,19.12695185
344,344,344,"Acacoyagua, Chiapas",Chiapas,Sur,PG1530,S-PG1530-1,2.0,0,4,13,223058,113641,1,22.33333333,117.0,POINT (-92.6972939305788 15.4060577),118846.0,118.846,,,,,1,1.0986122886681098,0.07317310126191635,15.4060577
345,345,345,"Ixtaczoquitlan, Veracruz",Veracruz,Golfo,PG1262,G-PG1262-5,2.0,0,0,3,66430,1947,2,2.0,54.0,POINT (-97.0271071244907 18.85134015),703359.0,703.359,,,,,1,1.0986122886681098,0.07317310126191635,18.85134015
346,346,346,"Villa Tejupam de la Union, Oaxaca",Oaxaca,Sur,PG1260,S-PG1260-2,2.0,0,0,4,8835,146,0,0.166666667,16.0,POINT (-97.470833 17.6625),822226.0,822.226,,,,,1,1.0986122886681098,0.07317310126191635,17.6625
347,347,347,"Villa de Etla, Oaxaca",Oaxaca,Sur,PG1299,S-PG1299-4,2.0,1,1,4,8835,2797,7,7.785714286,16.0,POINT (-96.7981939 17.2057678),722218.0,722.218,,,,,2,0.6931471805599453,0.03658655063095818,17.2057678
348,348,348,"Villa de Alvarez, Colima",Colima,Pacifico,PG912,P-PG912-1,2.0,0,0,0,18,9,6,4.333333333,8.0,POINT (-103.736013 19.2651417),1907267.0,1907.267,,,,,1,1.0986122886681098,0.07317310126191635,19.2651417
349,349,349,"Ixmiquilpan, Hidalgo",Hidalgo,Centro,PG1147,C-PG1147-4,1.0,0,0,1,1046,3846,1,2.75,6.0,POINT (-99.218056 20.481944),1068213.0,1068.213,,,,,1,0.6931471805599453,0.03658655063095818,20.481944
350,350,350,"Santa Maria Tonameca, Oaxaca",Oaxaca,Sur,PG1297,S-PG1297-1,1.0,1,1,4,8835,203,0,0.0,16.0,POINT (-96.547222 15.745833),660595.0,660.595,,,,,2,0.4054651081081644,0.01062797984669166,15.745833
351,351,351,"Tepoztlan, Morelos",Morelos,Centro,PG1145,C-PG1145-6,1.0,0,0,0,45,42,9,7.833333333,9.0,POINT (-99.1025453272487 18.9914959),1203122.0,1203.122,,,,,1,0.6931471805599453,0.03658655063095818,18.9914959
352,352,352,"Siltepec, Chiapas",Chiapas,Sur,PG1530,S-PG1530-7,1.0,0,4,13,223058,113641,1,22.33333333,117.0,POINT (-92.3226035 15.5561492),54276.0,54.276,,,,,1,0.6931471805599453,0.03658655063095818,15.5561492
353,353,353,"Calkini, Campeche",Campeche,Sur,PG1654,S-PG1654-3,1.0,0,1,3,3630,452,0,2.666666667,10.0,POINT (-90.0510784 20.3695121),395892.0,395.892,,,,,1,0.6931471805599453,0.03658655063095818,20.3695121
354,354,354,"Acambay de Ruiz Castaneda, Estado de Mexico",Estado de Mexico,Centro,PG1108,C-PG1108-3,1.0,0,0,1,9586,1355,1,1.666666667,,POINT (-99.8480208629308 19.95904705),1104961.0,1104.961,,,,,1,0.6931471805599453,0.03658655063095818,19.95904705
355,355,355,"Alfajayucan, Hidalgo",Hidalgo,Centro,PG1147,C-PG1147-1,1.0,0,0,1,1046,3846,1,2.75,6.0,POINT (-99.4031534355859 20.410277),1095674.0,1095.674,,,,,1,0.6931471805599453,0.03658655063095818,20.410277
356,356,356,"Teopisca, Chiapas",Chiapas,Sur,PG1532,S-PG1532-3,1.0,0,1,13,223058,771,3,2.25,117.0,POINT (-92.4736561 16.5420839),112564.0,112.564,,,,,1,0.6931471805599453,0.03658655063095818,16.5420839
357,357,357,"San Pedro Ixtlahuaca, Oaxaca",Oaxaca,Sur,PG1299,S-PG1299-2,1.0,1,1,4,8835,2797,8,7.785714286,16.0,POINT (-96.818056 17.063056),715049.0,715.049,,,,,2,0.4054651081081644,0.01062797984669166,17.063056
358,358,358,"Naucalpan de Juarez, Estado de Mexico",Estado de Mexico,Centro,PG1146,C-PG1146-4,1.0,1,1,1,9586,14894,132,91.23076923,,POINT (-99.2327986 19.4788356),994871.0,994.871,,,,,2,0.4054651081081644,0.01062797984669166,19.4788356
359,359,359,"Amecameca, Estado de Mexico",Estado de Mexico,Centro,PG1185,C-PG1185-5,,0,0,1,9586,3233,1,12.92857143,,POINT (-98.7065318136262 19.1200254),982511.0,982.511,,,,,1,,,19.1200254
360,360,360,"Trinidad Zaachila, Oaxaca",Oaxaca,Sur,PG1298,S-PG1298-1,1.0,1,0,4,8835,463,8,4.857142857,16.0,POINT (-96.765 16.921389),712433.0,712.433,,,,,2,0.4054651081081644,0.01062797984669166,16.921389
361,361,361,"Santa Maria del Tule, Oaxaca",Oaxaca,Sur,PG1299,S-PG1299-14,1.0,1,1,4,8835,2797,8,7.785714286,16.0,POINT (-96.6334574 17.0476822),692829.0,692.829,,,,,2,0.4054651081081644,0.01062797984669166,17.0476822
362,362,362,"San Antonio de la Cal, Oaxaca",Oaxaca,Sur,PG1299,S-PG1299-11,1.0,1,1,4,8835,2797,8,7.785714286,16.0,POINT (-96.700556 17.028333),705904.0,705.904,,,,,2,0.4054651081081644,0.01062797984669166,17.028333
363,363,363,"Guasave, Sinaloa",Sinaloa,Pacifico,PG648,P-PG648-1,1.0,0,0,1,1070,1,2,2.0,12.0,POINT (-108.4674697 25.5738),2328247.0,2328.247,0.0005893657819739546,0.00020314685953711363,0.0002923387654063956,0.0031485133265360863,1,0.6931471805599453,0.03658655063095818,25.5738
364,364,364,"Montemorelos, Nuevo Leon",Nuevo Leon,Golfo,PG1115,G-PG1115-2,1.0,0,0,0,16985,5395,0,0.0,104.0,POINT (-99.8293539 25.1886604),1581287.0,1581.287,,,,,1,0.6931471805599453,0.03658655063095818,25.1886604
365,365,365,"Zapotlan el Grande, Jalisco",Jalisco,Pacifico,PG912,P-PG912-3,1.0,0,0,1,1428,9,1,4.333333333,86.0,POINT (-103.510648021864 19.6973465),1840190.0,1840.19,,,,,1,0.6931471805599453,0.03658655063095818,19.6973465
366,366,366,"Buenavista, Michoacan",Michoacan,Pacifico,PG951,P-PG951-1,1.0,0,0,0,317,1,1,1.0,13.0,POINT (-102.555157985076 19.21451245),1694373.0,1694.373,,,,,1,0.6931471805599453,0.03658655063095818,19.21451245
367,367,367,"Apatzingan, Michoacan",Michoacan,Pacifico,PG989,P-PG989-1,1.0,0,0,0,317,1,1,1.0,13.0,POINT (-102.3537356 19.0913792),1662158.0,1662.158,,,,,1,0.6931471805599453,0.03658655063095818,19.0913792
368,368,368,"Lazaro Cardenas, Michoacan",Michoacan,Pacifico,PG988,P-PG988-1,1.0,0,0,0,317,1,1,1.0,13.0,POINT (-102.198659 17.9594769),1789505.0,1789.505,,,,,1,0.6931471805599453,0.03658655063095818,17.9594769
369,369,369,"Apaseo el Alto, Guanajuato",Guanajuato,Centro,PG1069,C-PG1069-2,1.0,0,0,0,199,177,32,16.0,13.0,POINT (-100.621263 20.4562767),1201046.0,1201.046,,,,,1,0.6931471805599453,0.03658655063095818,20.4562767
370,370,370,"El Salto, Jalisco",Jalisco,Pacifico,PG953,P-PG953-1,1.0,1,0,1,1428,1,72,72.0,86.0,POINT (-103.1813141 20.5196964),1706496.0,1706.496,0.1846509543049568,0.014284547420211801,0.020951714631615943,0.5101646889838453,2,0.4054651081081644,0.01062797984669166,20.5196964
371,371,371,"San Pedro Garza Garcia, Nuevo Leon",Nuevo Leon,Golfo,PG1077,G-PG1077-4,1.0,1,1,0,16985,3453,99,74.2,104.0,POINT (-100.4018251 25.6651753),1666210.0,1666.21,,,,,2,0.4054651081081644,0.01062797984669166,25.6651753
372,372,372,"Jerez, Zacatecas",Zacatecas,Centro,PG956,C-PG956-1,3.0,0,1,0,1126,45,0,0.0,8.0,POINT (-103.00147264243 22.7105933),1642935.0,1642.935,,,,,1,1.3862943611198906,0.09913167204618285,22.7105933
373,373,373,"Cuitzeo, Michoacan",Michoacan,Pacifico,PG1030,P-PG1030-1,1.0,0,0,0,317,1,1,1.0,13.0,POINT (-101.1412203 19.9693141),1259101.0,1259.101,,,,,1,0.6931471805599453,0.03658655063095818,19.9693141
374,374,374,"Uruapan, Michoacan",Michoacan,Pacifico,PG990,P-PG990-1,1.0,0,0,0,317,1,1,1.0,13.0,POINT (-102.0522647 19.4147269),1583068.0,1583.068,,,,,1,0.6931471805599453,0.03658655063095818,19.4147269
375,375,375,"Coatepec, Veracruz",Veracruz,Golfo,PG1263,G-PG1263-3,1.0,0,0,3,66430,109,8,4.25,54.0,POINT (-96.9596375 19.4543134),803922.0,803.922,,,,,1,0.6931471805599453,0.03658655063095818,19.4543134
376,376,376,"Alamo Temapache, Veracruz",Veracruz,Golfo,PG1226,G-PG1226-1,3.0,0,0,3,66430,3,0,0.0,54.0,POINT (-97.7557841914082 20.9951932),991527.0,991.527,,,,,1,1.3862943611198906,0.09913167204618285,20.9951932
377,377,377,"San Juan Evangelista, Veracruz",Veracruz,Golfo,PG1378,G-PG1378-2,1.0,0,1,3,66430,45773,0,15.0,54.0,POINT (-95.2304293935886 17.76252635),495918.0,495.918,,,,,1,0.6931471805599453,0.03658655063095818,17.76252635
378,378,378,"Emiliano Zapata, Hidalgo",Hidalgo,Centro,PG1185,C-PG1185-8,1.0,0,0,1,1046,3233,1,12.92857143,6.0,POINT (-98.544552 19.6546865),935615.0,935.615,,,,,1,0.6931471805599453,0.03658655063095818,19.6546865
379,379,379,"Pantepec, Chiapas",Chiapas,Sur,PG1494,S-PG1494-2,,0,0,13,223058,18974,0,0.25,117.0,POINT (-93.0524660849375 17.1944142),300650.0,300.65,,,,,1,,,17.1944142
380,380,380,"Epazoyucan, Hidalgo",Hidalgo,Centro,PG1186,C-PG1186-7,1.0,1,1,1,1046,119,3,2.777777778,6.0,POINT (-98.6364294 20.0181268),991386.0,991.386,,,,,2,0.4054651081081644,0.01062797984669166,20.0181268
381,381,381,"Huasca de Ocampo, Hidalgo",Hidalgo,Centro,PG1186,C-PG1186-8,1.0,1,1,1,1046,119,3,2.777777778,6.0,POINT (-98.5552467331717 20.2231549),1031654.0,1031.654,,,,,2,0.4054651081081644,0.01062797984669166,20.2231549
382,382,382,"Jimenez, Tamaulipas",Tamaulipas,Golfo,PG1192,G-PG1192-1,1.0,0,0,3,10385,1,0,0.0,46.0,POINT (-98.483929 24.2169169),1469584.0,1469.584,0.1203156992403422,0.1767098720370743,0.1088738745894399,0.25278358137524864,1,0.6931471805599453,0.03658655063095818,24.2169169
383,383,383,"Santiago Juxtlahuaca, Oaxaca",Oaxaca,Sur,PG1221,S-PG1221-1,1.0,0,0,4,8835,1,0,0.0,16.0,POINT (-98.010574 17.334443),972218.0,972.218,0.38983013930385757,0.35466055051811585,0.4183371904663954,0.4845563903720669,1,0.6931471805599453,0.03658655063095818,17.334443
384,384,384,"San Juan Huactzinco, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-2,1.0,2,1,0,7686,5071,45,17.90909091,8.0,POINT (-98.2520375 19.2329326),879483.0,879.483,,,,,3,0.2876820724517809,0.0,19.2329326
385,385,385,"Amaxac de Guerrero, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-12,1.0,1,1,0,7686,5071,11,17.90909091,8.0,POINT (-98.167778 19.348889),898212.0,898.212,,,,,2,0.4054651081081644,0.01062797984669166,19.348889
386,386,386,"Chicomuselo, Chiapas",Chiapas,Sur,PG1531,S-PG1531-1,,0,4,13,223058,988,0,3.0,117.0,POINT (-92.4192662013789 15.7935524),85686.0,85.686,,,,,1,,,15.7935524
387,387,387,"Carlos A. Carrillo, Veracruz",Veracruz,Golfo,PG1339,G-PG1339-4,1.0,0,0,3,66430,3221,0,0.6,54.0,POINT (-95.7154033804156 18.32836115),544400.0,544.4,,,,,1,0.6931471805599453,0.03658655063095818,18.32836115
388,388,388,"Puerto Penasco, Sonora",Sonora,Pacifico,PG383,P-PG383-1,1.0,0,0,2,31997,1,0,0.0,28.0,POINT (-113.531819 31.3170867),3274463.0,3274.463,0.01122499968480269,0.005442441533932349,0.010388597318705214,0.09042329480030878,1,0.6931471805599453,0.03658655063095818,31.3170867
