,ciudad,latitude,longitude,etiqueta,entidad federativa / municipio,presentados 1,canalizados 1,subtotal 1,presentados 2,canalizados 2,subtotal 2,presentados 3,canalizados 3,subtotal 3,presentados 4,canalizados 4,subtotal 4,presentados 5,canalizados 5,subtotal 5,presentados 6,canalizados 6,subtotal 6,presentados 7,canalizados 7,subtotal 7,presentados 8,canalizados 8,subtotal 8,presentados 9,canalizados 9,subtotal 9,presentados 10,canalizados 10,subtotal 10,presentados 11,canalizados 11,subtotal 11,presentados 12,canalizados 12,subtotal 12,presentados total,canalizados total,total
325,"Tzompantepec, Tlaxcala",19.38326045,-98.08616228,municipio,"Zacatelco, Tlax.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,2,0,2,0,0,0,0,0,0,8,0,8
360,"Ozuluama de Mascareñas, Veracruz",21.661111,-97.850556,municipio,"Ozuluama de Mascareñas, Ver.",0,0,0,0,0,0,5,5,10,0,0,0,3,59,62,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,66,74
362,"Papantla, Veracruz",20.4458721,-97.32327775,municipio,"Papantla, Ver.",0,0,0,0,0,0,0,0,0,2,0,2,3,6,9,0,11,11,0,0,0,0,0,0,3,23,26,0,0,0,0,0,0,0,0,0,8,40,48
31,"Escuintla, Chiapas",15.35100255,-92.55576537,municipio,"Copainalá, Chis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,7
98,"Tlalnepantla de Baz, México",19.54649025,-99.18993522,municipio,"Celaya, Gto.",1,0,1,4,0,4,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8
146,"Zinapécuaro, Michoacán",19.8563181,-100.7709097,municipio,"Temixco, Mor.",0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,7,0,7
196,"San Andrés Huaxpaltepec, Oaxaca",16.3411829,-97.93462519,municipio,"San Dionisio Ocotepec, Oax.",0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
221,"Santa María Huatulco, Oaxaca",15.8337711,-96.3214401,municipio,"Santiago Pinotepa Nacional, Oax.",2,0,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
41,"Ocosingo, Chiapas",16.9057,-92.092776,municipio,"Motozintla, Chis.",2,0,2,1,0,1,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
72,"Monclova, Coahuila",26.8999988,-101.4171173,municipio,"Colima, Col.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
102,"Apaseo el Alto, Guanajuato",20.4562767,-100.621263,municipio,"Ocampo, Gto.",5,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
103,"Apaseo el Grande, Guanajuato",20.59193265,-100.5979868,municipio,"Salamanca, Gto.",0,0,0,5,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
320,"Santa Cruz Quilehtla, Tlaxcala",19.212222,-98.221111,municipio,"Tocatlán, Tlax.",0,0,0,0,0,0,0,0,0,5,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
7,"San Felipe, Baja California",31.0269529,-114.839607,municipio,"San Felipe, BC",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,5,0,5
193,"Oaxaca de Juárez, Oaxaca",17.0604663,-96.7253575,municipio,"San Bartolo Coyotepec, Oax.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5
242,"Benito Juárez, Quintana Roo",21.07668085,-86.92633522,municipio,"Cedral, SLP",0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
374,"Tierra Blanca, Veracruz",18.5272475,-96.21520077,municipio,"Tierra Blanca, Ver.",5,0,5,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,5,8,13
384,"Valladolid, Yucatán",20.6902505,-88.2016999,municipio,"Valladolid, Yuc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
42,"Ocozocoautla de Espinosa, Chiapas",16.7931431,-93.45696355,municipio,"Ocosingo, Chis.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,20,20,0,7,7,0,27,27,1,9,10,0,3,3,4,66,70
113,"Acapulco de Juárez, Guerrero",16.8680495,-99.8940182,municipio,"Apan, Hgo.",0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,1,5
135,"Villa de Tezontepec, Hidalgo",19.9143587,-98.80032768,municipio,"Charo, Mich.",0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
143,"Lázaro Cárdenas, Michoacán",17.9594769,-102.198659,municipio,"Emiliano Zapata, Mor.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,4
153,"Xochitepec, Morelos",18.7831747,-99.2308448,municipio,"Aramberri, NL",3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
158,"Aramberri, Nuevo León",24.1028828,-99.8178742,municipio,"El Carmen, NL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,34,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,31,35
195,"San Agustín de las Juntas, Oaxaca",17.005436,-96.7092291,municipio,"San Cristóbal Suchixtlahuaca, Oax.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
211,"San Pedro Mixtepec -Dto. 22 -, Oaxaca",16.271111,-96.2825,municipio,"Santa Lucía del Camino, Oax.",1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,4,2,6
271,"Centla, Tabasco",18.3536762,-92.65219864,municipio,"Paraíso, Tab.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
304,"Atlangatepec, Tlaxcala",19.530833,-98.208333,municipio,"Hueyotlipan, Tlax.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,0,0,0,0,0,0,0,0,0,4,10,14
3,"San Francisco de los Romo, Aguascalientes",22.0746282,-102.2707133,municipio,"San Francisco de los Romo, Ags.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,0,0,0,2,7,9,0,3,3,0,0,0,0,0,0,3,15,18
38,"Mapastepec, Chiapas",15.43981,-92.898367,municipio,"La Trinitaria, Chis.",2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,0,0,0,0,6,6,0,0,0,0,4,4,0,0,0,0,0,0,3,14,17
82,"Mapimí, Durango",25.8337403,-103.8480216,municipio,"Cuautitlán, Méx.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3
88,"Cuautitlán, México",19.6531356,-99.2145002,municipio,"Ocoyoacac, Méx.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,3,0,3
101,"Zumpango, México",19.81293675,-99.08180953,municipio,"León, Gto.",2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
115,"Chilpancingo de los Bravo, Guerrero",17.5542149,-99.5048416,municipio,"Chapulhuacán, Hgo.",0,0,0,3,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,18
144,"Morelia, Michoacán",19.7027116,-101.1923818,municipio,"Jantetelco, Mor.",0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
148,"Emiliano Zapata, Morelos",18.83995,-99.1870274,municipio,"Xochitepec, Mor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3
205,"San Juan Bautista Tuxtepec, Oaxaca",18.0874632,-96.1227767,municipio,"San Pedro Mixtepec -Dto. 22 -, Oax.",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3
280,"Tacotalpa, Tabasco",17.5952197,-92.8253388,municipio,"El Mante, Tamps.",0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
281,"Teapa, Tabasco",17.5566526,-92.9480504,municipio,"González, Tamps.",0,0,0,2,2,4,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
315,"Papalotla de Xicohténcatl, Tlaxcala",19.168611,-98.203889,municipio,"Santa Cruz Quilehtla, Tlax.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,6,0,0,0,0,0,0,0,0,0,3,6,9
318,"San Pablo del Monte, Tlaxcala",19.12695185,-98.16539572,municipio,"Tlaxcala, Tlax.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3
370,"Soledad de Doblado, Veracruz",19.0452067,-96.4233756,municipio,"Soledad de Doblado, Ver.",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
379,"Villa Aldama, Veracruz",19.6489805,-97.2228382,municipio,"Villa Aldama, Ver.",0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
383,"Progreso, Yucatán",21.2822136,-89.6636637,municipio,"Progreso, Yuc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
386,"Jerez, Zacatecas",22.7105933,-103.0014726,municipio,"Jerez, Zac.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3,0,3
22,"Arriaga, Chiapas",16.2344709,-93.9008414,municipio,"Acacoyagua, Chis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
58,"Villaflores, Chiapas",16.37550225,-93.3589334,municipio,"Villaflores, Chis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
66,"Iztapalapa, Ciudad de México",19.3591195,-99.0929294,municipio,"Venustiano Carranza, CDMX",0,148,148,0,156,156,0,217,217,1,110,111,0,26,26,0,124,124,1,158,159,0,275,275,0,190,190,0,175,175,0,109,109,0,138,138,2,1826,1828
74,"Piedras Negras, Coahuila",28.7041725,-100.5148362,municipio,"Villa de Álvarez, Col.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2
89,"Ecatepec de Morelos, México",19.6043981,-98.988231,municipio,"Tecámac, Méx.",0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
94,"Ocoyoacac, México",19.2587373,-99.41777786,municipio,"Xalatlaco, Méx.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
95,"Tecámac, México",19.7115011,-98.968354,municipio,"Zumpango, Méx.",0,13,13,0,9,9,0,15,15,0,0,0,0,14,14,0,0,0,0,12,12,0,22,22,0,22,22,2,22,24,0,13,13,0,11,11,2,153,155
111,"San Luis de la Paz, Guanajuato",21.2970466,-100.516269,municipio,"Actopan, Hgo.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
114,"Azoyú, Guerrero",16.730833,-98.600833,municipio,"Atitalaquia, Hgo.",0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
149,"Jantetelco, Morelos",18.7167516,-98.7766172,municipio,"Bahía de Banderas, Nay.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,2
190,"Juchitán de Zaragoza, Oaxaca",16.413329,-94.91187946,municipio,"San Agustín de las Juntas, Oax.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2
226,"Santiago Niltepec, Oaxaca",16.5614134,-94.6131085,municipio,"Villa de Etla, Oax.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
227,"Santiago Pinotepa Nacional, Oaxaca",16.3406076,-98.0536701,municipio,"Villa de Tamazulápam del Progreso, Oax.",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
230,"Tlacolula de Matamoros, Oaxaca",16.9314623,-96.46110746,municipio,"Villa Tejúpam de la Unión, Oax.",0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
307,"Cuapiaxtla, Tlaxcala",19.2961777,-97.768912,municipio,"Muñoz de Domingo Arenas, Tlax.",0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
308,"Huamantla, Tlaxcala",19.313427,-97.9230236,municipio,"Nanacamilpa de Mariano Arista, Tlax.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2
310,"Ixtacuixtla de Mariano Matamoros, Tlaxcala",19.34670365,-98.3781581,municipio,"Papalotla de Xicohténcatl, Tlax.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
313,"Nanacamilpa de Mariano Arista, Tlaxcala",19.5080315,-98.54324076,municipio,"San Pablo del Monte, Tlax.",0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
316,"San Jerónimo Zacualpan, Tlaxcala",19.240833,-98.261389,municipio,"Santa Cruz Tlaxcala, Tlax.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2
14,"Campeche, Campeche",19,-90.5,municipio,"Calkiní, Camp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
48,"Siltepec, Chiapas",15.5561492,-92.3226035,municipio,"Siltepec, Chis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
78,"Manzanillo, Colima",19.0506256,-104.3159957,municipio,"Acambay de Ruíz Castañeda, Méx.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
86,"Atlacomulco, México",19.81591915,-99.86811932,municipio,"Naucalpan de Juárez, Méx.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
96,"Tepotzotlán, México",19.7173392,-99.2230683,municipio,"Apaseo el Alto, Gto.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
112,"San Miguel de Allende, Guanajuato",20.9142238,-100.743784,municipio,"Alfajayucan, Hgo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
116,"San Marcos, Guerrero",16.85734375,-99.39034185,municipio,"Emiliano Zapata, Hgo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
117,"Zihuatanejo de Azueta, Guerrero",17.80789995,-101.4969524,municipio,"Epazoyucan, Hgo.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
118,"Actopan, Hidalgo",20.2687373,-98.9431476,municipio,"Huasca de Ocampo, Hgo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
119,"Alfajayucan, Hidalgo",20.410277,-99.40315344,municipio,"Ixmiquilpan, Hgo.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
128,"Pachuca de Soto, Hidalgo",20.1165413,-98.7413535,municipio,"El Salto, Jal.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
131,"Tizayuca, Hidalgo",19.841245,-98.9815648,municipio,"Zapotlán el Grande, Jal.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
134,"Tulancingo de Bravo, Hidalgo",20.0792094,-98.3475328,municipio,"Buenavista, Mich.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
136,"El Salto, Jalisco",20.5196964,-103.1813141,municipio,"Cuitzeo, Mich.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
137,"Guadalajara, Jalisco",20.6720375,-103.338396,municipio,"Lázaro Cárdenas, Mich.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
139,"Zapotlán el Grande, Jalisco",19.6973465,-103.510648,municipio,"Uruapan, Mich.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
141,"Buenavista, Michoacán",19.21451245,-102.555158,municipio,"Cuautla, Mor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
147,"Cuernavaca, Morelos",18.9218274,-99.2342282,municipio,"Tepoztlán, Mor.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
167,"General Escobedo, Nuevo León",25.808517,-100.3224334,municipio,"Linares, NL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1,0,1,0,0,0,0,6,6,0,0,0,1,18,19
170,"Hualahuises, Nuevo León",24.8838044,-99.6739794,municipio,"Montemorelos, NL",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
176,"Monterrey, Nuevo León",25.6802019,-100.315258,municipio,"San Pedro Garza García, NL",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
192,"Miahuatlán de Porfirio Díaz, Oaxaca",16.3610815,-96.58505785,municipio,"San Antonio de la Cal, Oax.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
204,"San José Tenango, Oaxaca",18.15,-96.716667,municipio,"San Pedro Ixtlahuaca, Oax.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
209,"San Pablo Huitzo, Oaxaca",17.2777969,-96.8866692,municipio,"San Sebastián Tutla, Oax.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,2,3
218,"Santa María Atzompa, Oaxaca",17.1011053,-96.7777739,municipio,"Santa María Tonameca, Oax.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
219,"Santa María Coyotepec, Oaxaca",16.9716988,-96.71080424,municipio,"Santiago Juxtlahuaca, Oax.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
225,"Santiago Juxtlahuaca, Oaxaca",17.334443,-98.010574,municipio,"Trinidad Zaachila, Oax.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
244,"Isla Mujeres, Quintana Roo",21.2371906,-86.7350001,municipio,"Ahome, Sin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,1,2,3
247,"Tulum, Quintana Roo",20.1692965,-87.44954813,municipio,"Guasave, Sin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
259,"General Plutarco Elías Calles, Sonora",31.6949837,-112.7117489,municipio,"Puerto Peñasco, Son.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
285,"Antiguo Morelos, Tamaulipas",22.56570125,-99.08713716,municipio,"Jiménez, Tamps.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
296,"Río Bravo, Tamaulipas",25.988981,-98.0945766,municipio,"Amaxac de Guerrero, Tlax.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
311,"Ixtenco, Tlaxcala",19.2518725,-97.8947561,municipio,"San Jerónimo Zacualpan, Tlax.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
312,"Muñoz de Domingo Arenas, Tlaxcala",19.474722,-98.208056,municipio,"San Juan Huactzinco, Tlax.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
329,"Acayucan, Veracruz",17.9487862,-94.9145752,municipio,"Álamo Temapache, Ver.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
331,"Álamo Temapache, Veracruz",20.9951932,-97.75578419,municipio,"Amatlán de los Reyes, Ver.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,16,17
336,"Carlos A. Carrillo, Veracruz",18.32836115,-95.71540338,municipio,"Coatepec, Ver.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
341,"Cosamaloapan de Carpio, Veracruz",18.28167395,-95.96435747,municipio,"Cotaxtla, Ver.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,138,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,143,144
348,"Ixtaczoquitlán, Veracruz",18.85134015,-97.02710712,municipio,"Ixtaczoquitlán, Ver.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
364,"Poza Rica de Hidalgo, Veracruz",20.53765745,-97.4451248,municipio,"Poza Rica de Hidalgo, Ver.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,11,0,0,0,0,87,87,0,21,21,0,2,2,0,7,7,0,0,0,1,128,129
8,"Tecate, Baja California",32.5653831,-116.6298787,municipio,"San Quintín, BC",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
27,"Chicomuselo, Chiapas",15.7935524,-92.4192662,municipio,"Chanal, Chis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
51,"Teopisca, Chiapas",16.5420839,-92.4736561,municipio,"Teopisca, Chis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
