name,ciudad,estado,tipo,subtipo,latitud,longitud,ID_Poligono,direccion
Ayuda Humanitaria al Migrante Casa Monarca ,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.6944425,-100.4998078,PG530,"Priv. Nicolas Bravo 510, Col. Nueva Santa Catarina C.P. 66350,Santa Catarina, Nuevo Leon"
Casa del Forastero Santa Martha ,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.69107496,-100.3198497,PG530,"Jose Maria Bocanegra Pte. No. 801 esquina con Amado Nervo Col. Industrial (Parroquia Santa Maria Goretti),Monterrey, Nuevo Leon"
Albergue y Comedor Publico para Mujeres Migrantes Vislumbrando un Nuevo Horizonte ,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.6768957,-100.3393574,PG530,"Av. 5 de Mayo 494, Col. Centro C.P. 64000,Monterrey, Nuevo Leon"
Hogar de las Bienaventuranzas A.C. ,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.67542125,-100.293736,PG530,"Emilio Carranza 301 Norte Esquina con Alvino Espinoza, Col. Centro,Monterrey, Nuevo Leon"
Casa Monarca,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.6694898,-100.4617456,PG530,"Priv. Nicolas Bravo 510, Col. Nueva Santa Catarina, C.P. 66350"
Casa de Migrantes Casa Nicolas Tolentino ,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.66444527,-100.2144739,PG530,"Emiliano Zapata 4417 esq. con Serafin Pena. Col. Guadalupe Victoria C.P. 67180,Ciudad Guadalupe, Nuevo Leon"
HIAS Monterrey ,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.6373305,-100.308514,PG530,"Eglantina 1709, Jardin de Las Torres, 64754 Monterrey, N.L.,Monterrey, Nuevo Leon"
Casa Hogar Nuestra Senora del Rosario,"Angostura, Sinaloa",Sinaloa,OSC / ONG,Centros de Asistencia Social,25.56820559,-108.4672064,PG314,"Silvia Miriam Chavez 687, Col. Union de los Colonos, Guasave, Sinaloa."
Bienestar Familiar Lagunero A.C. ,"Torreon, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.5323748,-103.430479,PG449,"Calle Popocatepetl 510 Fracc. Carolinas CP 27040,Torreon, Coahuila"
Jesus Torres,"Torreon, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.49892435,-103.3996363,PG449,"Yucatan 171, Col. Las Julietas C.P. 27296"
Refugio de los necesitados A.C.,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.430834,-101.0063541,PG503,"Muzquiz 472 poniente, col centro, c.p. 25000 Saltillo."
Asistencia y Ropero del Pobre A.C.,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.4243847,-100.9985202,PG530,"Calle Hidalgo 637, Centro, 25000 Saltillo."
Casa San Juan Diego. Albergue del peregrino A.C.,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.4120659,-101.0018165,PG503,"Calle Ojo de Agua no. 642 Col. Ojo de Agua, c.p. 25000 Saltillo."
Casa de los Ninos y las Ninas Seccion Casa Cuna,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.41022,-100.9930569,PG530,"Paseo de los Nogales 922, Col. Chapultepec Saltillo, Coahuila. C.P. 25050"
Albergue Transitorio,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.4055802,-101.034223,PG503,"Pedro Ampudia s/n, Col. Guayulera Saltillo, Coahuila."
Frontera con Justicia A.C. Casa del Migrante de Saltillo ,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.4042551,-101.0248406,PG503,"Juan de Erbaez # 2406 Col. Landin CP 25070,Saltillo, Coahuila"
Casa del Migrante Saltillo,"Saltillo, Coahuila",Coahuila,OSC / ONG,Centros de Asistencia Social,25.4042551,-101.0248406,PG503,"Juan de Erbaez No. 2406, Col. Landin, Saltillo."
"Modelo de Atencion para Adolescentes Institucionalizados y Migrantes no Acompanados ""Casa Crecemos""","Durango, Durango",Durango,OSC / ONG,Centros de Asistencia Social,24.39530875,-104.3239542,PG421,"Avenida del Hierro s/n, Fracc. Fidel Velazquez, Durango, Durango. C.P. 34227"
Lasos de Union por Durango AC ,"Durango, Durango",Durango,OSC / ONG,Centros de Asistencia Social,23.974331,-104.0465283,PG420,"Villa Union Poanas, Durango,Durango, Durango"
Fundacion Despierta al Mundo A.C. ,"Jaumave, Tamaulipas",Tamaulipas,OSC / ONG,Centros de Asistencia Social,23.7149186,-99.1467543,PG555,"Villa de Aguayo 255, Fracc. Haciendas del Santuario, Cd. Victoria, Tamaulipas, Mexico,Ciudad Victoria, Tamaulipas"
"Caritas Mazatlan, I.A.P (Albergue al peregrino) ","Mazatlan, Sinaloa",Sinaloa,OSC / ONG,Centros de Asistencia Social,23.254348,-106.4268821,PG366,"Toma de Celaya 86, Col. Francisco Villa, C.P. 82127,Mazatlan, Sinaloa"
Una Gota en el Oceano,"Mazatlan, Sinaloa",Sinaloa,OSC / ONG,Centros de Asistencia Social,23.2375837,-106.3860717,PG366,"Bahia Magdalena 20, Col. Rincon de Urias C.P. 82070"
Albergue Una Gota en el Oceano ,"Mazatlan, Sinaloa",Sinaloa,OSC / ONG,Centros de Asistencia Social,23.2375837,-106.3860717,PG366,"Bahia Magdalena 20, Col. Rincon de Urias, C.P. 82070,Mazatlan, Sinaloa"
CAVI Centro de Atencion a la Violencia Intrafamiliar ,"Mazatlan, Sinaloa",Sinaloa,OSC / ONG,Centros de Asistencia Social,23.22572888,-106.4208727,PG366,"Av. Ejercito Mexicano 2017, Palos Prietos, 82010"
Albergue Ejercito de Salvacion ,"Mazatlan, Sinaloa",Sinaloa,OSC / ONG,Centros de Asistencia Social,23.2107755,-106.4197138,PG366,"C. Gutierrez Najera #514 Colonia Centro 82000,Mazatlan, Sinaloa"
"ALBERGUE ""MI ANGEL DE LA GUARDA""","Mazatlan, Sinaloa",Sinaloa,OSC / ONG,Centros de Asistencia Social,23.20714342,-106.4127998,PG366,"Corona 1729, Col. Centro Mazatlan, Sinaloa. C. P. 82000"
Casa Hogar Maria Angela,"Los Cabos, Baja California Sur",Baja California Sur,OSC / ONG,Centros de Asistencia Social,22.9971918,-109.728566,PG284,"vista Hermosa, San Jose del Cabo. Los Cabos, Baja California Sur."
"Centro de los Derechos del Migrante, Inc (CDM) ","Aguascalientes, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,22.77156717,-102.5720402,PG473,"Calle Victor Rosales #164, Col. Centro, C.P. 98000,Zacatecas, Zacatecas"
"Federacion Zacatecana, AC (FEDZAC) ","Aguascalientes, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,22.75498849,-102.5029034,PG473,"Francisco Villa #11 Colonia Revolucion Mexicana,Guadalupe, Zacatecas"
Albergue Semillas de Amor,"Altamira, Tamaulipas",Tamaulipas,OSC / ONG,Centros de Asistencia Social,22.23668367,-97.86021671,PG608,"Tomas G. Urbina entre Norte y Sur 208 Col. Francisco Villa, Tampico, Tamaulipas."
Centro Crecer Tepezala ,"Aguascalientes, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,22.21902162,-102.1642429,PG473,"Av. 12 de Diciembre S/N Unidad Deportiva Blvd. Granados Roldan,Aguascalientes, Aguascalientes"
Emaus,"Altamira, Tamaulipas",Tamaulipas,OSC / ONG,Centros de Asistencia Social,22.21778133,-97.86290054,PG608,"Diaz Miron 607, entre Gochicoa y Alarcon, Col. Casjal C.P. 89280"
Frontera Digna,"Altamira, Tamaulipas",Tamaulipas,OSC / ONG,Centros de Asistencia Social,22.1996177,-97.85395699,PG608,"Anahuac 605, Col. Centro C.P. 26000"
Casa de la Caridad Cristiana CCC ,"San Luis Potosi, San Luis Potosi",San Luis Potosi,OSC / ONG,Centros de Asistencia Social,22.1647974,-100.9775358,PG527,"Calle Juan Alvarez #210, esquina via Mexico-Laredo, barrio de Tlaxcala,San Luis Potosi, San Luis Potosi"
Casa Del Migrante San Luis Potosi. Programa de Caritas SLP ,"San Luis Potosi, San Luis Potosi",San Luis Potosi,OSC / ONG,Centros de Asistencia Social,22.15287,-100.9770271,PG527,"Alvaro Obregon 626, Centro Historico, 78000,San Luis Potosi, San Luis Potosi"
"Instituto de Reintegracion Social ""Rafael Nieto""","San Luis Potosi, San Luis Potosi",San Luis Potosi,OSC / ONG,Centros de Asistencia Social,22.1513209,-100.9959592,PG527,"Agustin Vera 915, Col. Tequisquiapan San Luis Potosi, San Luis Potosi."
"Casa Hogar ""Inmaculada Concepcion""","San Luis Potosi, San Luis Potosi",San Luis Potosi,OSC / ONG,Centros de Asistencia Social,22.131201,-100.9062281,PG527,"3a Privada Bahia Blanca 315-A, Fracc. Las Palmas. San Luis Potosi."
Centro Crecer San Francisco De Los Romo ,"Aguascalientes, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,22.0741242,-102.2701389,PG473,"Av. Mexico esquina Venezuela Fracc. San Jose Buenavista,Aguascalientes, Aguascalientes"
"Casa Hogar ""BETESDA""","Antiguo Morelos, Tamaulipas",Tamaulipas,OSC / ONG,Centros de Asistencia Social,22.018423,-99.0146463,PG554,"Cascada 100, esq. Cielo, Col. Garita San Luis Potosi."
Centro Crecer San Marcos ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.9989758,-102.1995373,PG472,"Av. Aguascalientes #604 Col. San Marcos,Aguascalientes, Aguascalientes"
Centro Crecer Jose Maria Matamoros ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.9641777,-102.3496074,PG472,"Matamoros #704 Centro Jesus Maria,Aguascalientes, Aguascalientes"
Centro Crecer Rincon De Romos ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.96408705,-102.283281,PG472,"Fracc. Haciendas de San Jose del Rincon,Aguascalientes, Aguascalientes"
Centro Crecer Olivares Santana ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.9615899,-102.2704338,PG472,"Benjamin de la Mora S/N Fracc. Olivares Santana,Aguascalientes, Aguascalientes"
Centro Crecer La Salud ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.9311864,-102.2688076,PG472,"Calle De La Luna 125, Laurel, Barrio de la Salud, C.P. 20240,Aguascalientes, Aguascalientes"
Centro Crecer Constitucion ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.93065,-102.2849828,PG472,"Art. 24 esquina con Art. 14 Col. Constitucion,Aguascalientes, Aguascalientes"
Centro Crecer Palomino Dena ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.91666694,-102.2511348,PG472,"Gilberto Lopez Velarde #314, Lic Benito Palomino Dena, C. P. 20172,Aguascalientes, Aguascalientes"
Centro Crecer Primo Verdad ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.90958392,-102.3186746,PG472,"Av. Guadalupe Gonzalez #611 Col. Primo Verdad,Aguascalientes, Aguascalientes"
Centro Crecer Nazario Ortiz Garza ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.9049946,-102.26619,PG472,"Calle Agustin Pradillo #302, Col. Progreso, C. P. 20179,Aguascalientes, Aguascalientes"
Centro Crecer Miravalle ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.89145522,-102.3110766,PG472,"Calle Felipe Ruiz de Chavez #614, Col. Miravalle, C. P. 20040,Aguascalientes, Aguascalientes"
Casa Migrante Camino a la Vida ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.88601,-102.307635,PG472,"Jose Guadalupe Posada #828, (a un lado del Panteon de la Cruz) C.P 20050,Aguascalientes, Aguascalientes"
Centro Crecer La Estrella ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.8806701,-102.2753972,PG472,"Calle La Lira #1009, Col. La Estrella, C. P. 20150,Aguascalientes, Aguascalientes"
Centro Crecer Jesus Teran (Gomez Portugal) ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.87361796,-102.2652612,PG472,"Av. Palmas Esq Olivos Fracc. Jesus Teran,Aguascalientes, Aguascalientes"
Centro Crecer Jesus Maria Jonacatique ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.8727297,-102.2757964,PG472,"C. Diego Flores #126 Fracc. Solar de Jonacatique,Aguascalientes, Aguascalientes"
Centro Crecer Pirules ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.86795796,-102.3203422,PG472,"Actualmente se cuenta con 26 centros CRECER distribuidos en todo el estado, funcionando con mas de 72 clases o talleres, con alrededor de 25 000 beneficiarios mensuales.,Aguascalientes, Aguascalientes"
Centro Crecer Guadalupe Peralta ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.86744488,-102.2390822,PG472,"Av. La Salud #302 esquina Catedraticos Fracc. J. Guadalupe Peralta,Aguascalientes, Aguascalientes"
"Centro de Asistencia Social de Ninas, Ninos y Adolescentes Migrantes","Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.8632697818535,-102.297488321405,PG472,"Argentina 710, Col. Agricultura Aguascalientes, Ags. C. P. 20234"
Centro Crecer Cosio ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.85895467,-102.2540634,PG472,"Prol. Esteban Castorena S/N a un costado de Seguridad Publica,Aguascalientes, Aguascalientes"
Centro Crecer Obraje ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.8586252,-102.3053952,PG472,"Prof. Enrique Olivares Santana #119, Col. Obraje, C. P. 20230,Aguascalientes, Aguascalientes"
Centro Crecer Solidaridad ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.849846,-102.2466439,PG472,"Av. Mariano Hidalgo #102 Frac Solidaridad,Aguascalientes, Aguascalientes"
Centro Crecer Insurgentes ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.84945298,-102.2474071,PG472,"Actualmente se cuenta con 26 centros CRECER distribuidos en todo el estado, funcionando con mas de 72 clases o talleres, con alrededor de 25 000 beneficiarios mensuales.,Aguascalientes, Aguascalientes"
Centro Crecer Mujeres Ilustres ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.84713695,-102.2477187,PG472,"C. Angela Peralta #228 esquina Margarita Maza de Juarez Fracc. Mujeres Ilustres,Aguascalientes, Aguascalientes"
Migrante Hagamos un puente contigo SEDESO ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.84124658,-102.289416,PG472,"Plan de Ayala numero 825 Plaza Cristal local 26 y 27a 3er nivel Teopanzolco C.P. 62350 Cuernavaca, Morelos,Cuernavaca, Morelos"
Centro Crecer Calvillo ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.8411316,-102.7150395,PG472,"Serapio Figueroa 119, Ejidal, 20804,Aguascalientes, Aguascalientes"
Centro Crecer Pabellon De Arteaga ,"Jesus Maria, Aguascalientes",Aguascalientes,OSC / ONG,Centros de Asistencia Social,21.7167602,-102.4114054,PG472,"C. Pedro Parga S/N Frac Trojes de San Pedro,Aguascalientes, Aguascalientes"
Casa de la Esperanza San Jose ,"Tepic, Nayarit",Nayarit,OSC / ONG,Centros de Asistencia Social,21.5088255,-104.8892938,PG418,"Padre Enrique Mejia 194, Col. Centro, C.P. 63000,Tepic, Nayarit"
Centro Casa Origen Nayarit ,"Tepic, Nayarit",Nayarit,OSC / ONG,Centros de Asistencia Social,21.501593,-104.895176,PG418,"Privada Margarita No. 32, Col. Villas de San Juan, C.P. 63130,Tepic, Nayarit"
"Casa de Ninos Frank Gonzalez, A.C.","Tepic, Nayarit",Nayarit,OSC / ONG,Centros de Asistencia Social,21.48583966,-104.9083274,PG418,"Prolongacion Sabino 138, Col. Cuauhtemoc Tepic, Nayarit."
"Materno Infantil de la Asuncion de Maria, A.C.","Tepic, Nayarit",Nayarit,OSC / ONG,Centros de Asistencia Social,21.449164,-104.8196438,PG418,"Roble 47, Col. San Juan, Tepic, Nayarit."
Santo Toribio,"Leon, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,21.3680904,-101.9280848,PG499,"Hernando de Martell 14-A, Col. La Luz C.P. 47400"
Mision derechos humanos de la sierra gorda de Queretaro A.C. ,"Jalpan de Serra, Queretaro",Guanajuato,OSC / ONG,Centros de Asistencia Social,21.2141788,-99.4762632,PG553,"Mariano Matamoros No. 14 Zona Centro 76340 Jalpan de Serra, Queretaro, Mexico,Jalpan de Serra, Queretaro"
Casa Fuente de Apoyo a Mujeres Ninas y Ninos Victimas de Violencia A.C.,"Leon, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,21.1794407,-101.6360908,PG499,"piedra prieta numero 4 colonia la cascada, alcadia, Alvaro Obregon, codigo postal 01490 ciudad de mexico"
Casa Hogar San Jose de los Huerfanos,"San Luis de la Paz, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,21.1532626,-100.929166,PG526,"Prolongacion Independencia 163, Col. La Armonia, Colima, Colima. C.P. 28020"
Casa del migrante Galilea ,"Leon, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,21.10733877,-101.6820344,PG499,"Calle Independencia 878 esquina con calle Rio Balsas. Col. Barrio de San Miguel,Leon, Guanajuato"
Hmnas de San Jose de Lyon (albergue Decanal Guadalupano) ,"Ozuluama de Mascarenas, Veracruz",Veracruz,OSC / ONG,Centros de Asistencia Social,21.08140337,-97.37691806,PG607,"Calle Aldama #50, entre Tuxpan y Lafragua Tierra Blanca, Col. El Viejo, C.P. 95180,Tierra Blanca de Ignacio de la Llave, Veracruz"
Albergue Obsidiana ,"Tepic, Nayarit",Nayarit,OSC / ONG,Centros de Asistencia Social,21.03953669,-104.3708381,PG418,"Calle Amado Nervo 164 A, Col. Everardo Pena Navarro C.P. 63940,Ixtlan del Rio, Nayarit"
Casa del Migrante para Ninas y Ninos No Acompanados,"Progreso, Yucatan",Yucatan,OSC / ONG,Centros de Asistencia Social,21.0171873,-89.57724918,PG823,"Avenida Bonampak, esquina Chocol-Ha s/n, Col. Maya Laca"
Instituto para el desarrollo de la cultura Maya del estado de Yucatan INDEMAYA ,"Merida, Yucatan",Yucatan,OSC / ONG,Centros de Asistencia Social,20.96686275,-89.62718863,PG822,"Calle 66 num 532 x 63 y 65 col centro cp. 97000,Merida, Yucatan"
Casa hogar para ancianos de Silao,"Salamanca, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.9439214,-101.439425,PG498,"Guanajuato 28, De los Angeles, 36125 Silao, Gto."
Caminamos Juntos ,"Celaya, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.9122595,-100.7445762,PG525,"Abierto por cita. Solicitar cita previa. Zona Centro 37700 San Miguel de Allende, Guanajuato,San Miguel de Allende, Guanajuato"
San Juan de Dios,"Salamanca, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.6999218,-101.3497475,PG498,"Rio Silao 1897, esq. Rio Balsas, Col. La Pradera C.P. 36670"
Fundacion Comunitaria del Bajio ,"Salamanca, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.6760812,-101.3498669,PG498,"Manuel Altamirano No. 480-1 C.P. 35600,Irapuato, Guanajuato"
Instituto Jalisciense para los Migrantes ,"Tlajomulco de Zuniga, Jalisco",Jalisco,OSC / ONG,Centros de Asistencia Social,20.674638,-103.3661476,PG444,"Calle Penitenciaria 180, Colonia Americana, CP. 44160,Guadalajara, Jalisco"
"Irapuato Vive, AC ","Salamanca, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.6729881,-101.3490121,PG498,"Jesus Garcia 356 Zona Centro C.P. 36510,Irapuato, Guanajuato"
Aldea Arcoiris,"Tlajomulco de Zuniga, Jalisco",Jalisco,OSC / ONG,Centros de Asistencia Social,20.6715739,-103.3155908,PG444,"Metalurgia No. 2878, Col. Alamo Industrial, San Pedro Tlaquepaque."
"Dignidad y Justicia en el Camino, AC (FM4-Paso Libre)","Tlajomulco de Zuniga, Jalisco",Jalisco,OSC / ONG,Centros de Asistencia Social,20.6674802,-103.3790077,PG444,"Calderon de la Barca #468-A, Col. Arcos Vallarta, C.P. 44130,Guadalajara, Jalisco"
FM4 Paso libre,"Tlajomulco de Zuniga, Jalisco",Jalisco,OSC / ONG,Centros de Asistencia Social,20.6674802,-103.3790077,PG444,"Calderon de la Barca No. 468-A, Col. Barrera, Guadalajara, Jalisco."
Albergue Infantil de Irapuato,"Salamanca, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.6641103,-101.3350695,PG498,"Vasco de Quiroga 1384, Valle de las Flores, 36585 Irapuato, Gto."
"Villas Juveniles San Juan, A.C.","Tlajomulco de Zuniga, Jalisco",Jalisco,OSC / ONG,Centros de Asistencia Social,20.6500061,-103.450271,PG444,"Chicozapote 1109, Paraisos del Colli Zapopan, Jalisco. C.P. 45070"
Exodus,"Tlajomulco de Zuniga, Jalisco",Jalisco,OSC / ONG,Centros de Asistencia Social,20.64748061,-103.3457003,PG444,"Calle 6 y Avenida Anahuac, Col. Ferrocarril, C.P. 84200"
"Albergue para migrantes Toribio Romo, A.C. ","Celaya, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.6416217,-100.3984202,PG525,"Priv. Campesinos 1, Col. San Pedrito Penuelas, C.P. 76140,Queretaro, Queretaro"
Casa Monarca,"Tlajomulco de Zuniga, Jalisco",Jalisco,OSC / ONG,Centros de Asistencia Social,20.6100081,-103.3375723,PG444,"Calle Hidalgo #100 entre Manuel Ordonez y Benito Juarez col. Centro Santa Catarina, N.L."
"Vida y Familia Queretaro, A.C.","Celaya, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.6093964,-100.377501,PG525,"Nogaleda 202, Col. Arboledas del Parque Queretaro, Queretaro, C.P. 76140"
The Rhizome Center for Migrants ,"Tlajomulco de Zuniga, Jalisco",Jalisco,OSC / ONG,Centros de Asistencia Social,20.60851254,-103.3481204,PG444,"Contactar via pagina web o por telefono.,Guadalajara, Jalisco"
La casa del migrante del Cerro del Cuatro ,"Tlajomulco de Zuniga, Jalisco",Jalisco,OSC / ONG,Centros de Asistencia Social,20.605528,-103.370684,PG444,"Constitucion 332 esquina con Ignacio Mejia, Col. Cerro del 4 C.P. 45599,Tlaquepaque, Jalisco"
El Refugio,"Tlajomulco de Zuniga, Jalisco",Jalisco,OSC / ONG,Centros de Asistencia Social,20.60263499,-103.3479408,PG444,"Constitucion 350, entre Melchor Ocampo e Ignacio Mejia, Col. Cerro del Cuatro C.P. 45599"
Centro de Apoyo Marista al Migrante  (CAMMI) ,"Celaya, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.6016889,-100.3850034,PG525,"Marte No. 2 Esq. Av. Universidad Col. Centro CP. 76000 Queretaro, Qro. (Universidad Marista de Queretaro),Queretaro, Queretaro"
Hogar de Proteccion Infantil DIF Caminando Juntos,"Celaya, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.59115495,-100.4130026,PG525,"Av. Universidad s/n, Col. Cerro de las Campanas, Queretaro, Queretaro C.P. 76010"
Caritas de Queretaro I.A.P.,"Celaya, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.5902405,-100.3888379,PG525,"Calle Vergara Sur #35-A, Centro, C. P.76000."
Casa San Carlos Borromeo ,"Salamanca, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.5611765,-101.2012816,PG498,"Moroleon #107, Col. Guanajuato C.P. 36790,Salamanca, Guanajuato"
Casa del migrante ABBA ,"Celaya, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.5458105,-100.7950601,PG525,"Calle, Eufemio Zapata #216. Colonia, Emiliano Zapata. Celaya Guanajuato. C.P 38030,Celaya, Guanajuato"
"Albergue Manos Extendidas para los Necesitados, AC ","Celaya, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.5275419,-100.8030489,PG525,"16 de Septiembre 428 Celaya, Guanajuato, C.P. 38057 (casi enfrente del templo del Barrio del Zapote),Celaya, Guanajuato"
Centro Regional de la Red de Mujeres de Bajio ACCEREMUBA ,"Celaya, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.5230916,-100.8135865,PG525,"Alvaro Obregon 381-5, Planta Alta, zona Centro, CP 3800,Celaya, Guanajuato"
Estancia Gonzalez y Martinez A.C ,"Ixmiquilpan, Hidalgo",Hidalgo,OSC / ONG,Centros de Asistencia Social,20.50956805,-99.8631679,PG552,"Antigua Estacion Bernal, Calle Juarez oriente C.P 76776,Tequisquiapan, Queretaro"
Padre Chava,"Celaya, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.4536004,-100.6167234,PG525,"Melchor Ocampo 700, Zona Centro C.P. 22000"
"Nuestra Senora de Guadalupe, A.C.","Alamo Temapache, Veracruz",Veracruz,OSC / ONG,Centros de Asistencia Social,20.4463728,-97.3258503,PG606,"Maria J. Gonzalez 501, Col. Aquiles Serdan C.P. 88540"
San Carlos Borromeo,"Salamanca, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.3781593,-101.1593774,PG498,"2a Privada de Morelon 107, Col. Guanajuato C.P. 36780"
ABBA,"Salamanca, Guanajuato",Guanajuato,OSC / ONG,Centros de Asistencia Social,20.3641739,-101.9746263,PG498,"Eufemio Zapata 216, Col. Emiliano Zapata C.P. 03800"
"Casa Hogar Annabel de Vallejo, A.C. (Casa de Varones)","Tlajomulco de Zuniga, Jalisco",Jalisco,OSC / ONG,Centros de Asistencia Social,20.1600133,-103.1147188,PG444,"Carretera a Tizapan el Alto 51, Localidad de Mismaloya, Tizapan El Alto, Jalisco."
"El Diamante de Fuego, AC ","Pachuca de Soto, Hidalgo",Hidalgo,OSC / ONG,Centros de Asistencia Social,20.1265924,-98.7543876,PG579,"V Carranza 528, San Clemente C.P. 42070,Pachuca, Hidalgo"
El Santuario,"Pachuca de Soto, Hidalgo",Hidalgo,OSC / ONG,Centros de Asistencia Social,20.0858249,-104.1105118,PG417,Capilla de Macuspana (Estacion de tren)
Casa del Migrante El Samaritano ,"Ixmiquilpan, Hidalgo",Hidalgo,OSC / ONG,Centros de Asistencia Social,20.0438802,-99.2473813,PG552,"Av. del Bosque 360, U.H. Antonio Osorio de Leon, Col. Bojay, Atitalaquia, Hidalgo. C.P. 42970,Atitalaquia, Hidalgo"
"HERMANAS de los Sagrados Corazones Casa del Migrante ""El Samaritano"" ","Ixmiquilpan, Hidalgo",Hidalgo,OSC / ONG,Centros de Asistencia Social,20.043333,-99.244722,PG552,"Av. del Bosque 360, U.H. Antonio Osorio de Leon, Col. Bojay, Atitalaquia, Hidalgo.,Bojay, Hidalgo"
