nommun,estado,region,id_poligon,codigo_uni,eventos,inm_30km,inm_in_gri,inm_in_est,eventos_ed,eventos_gr,sc_30km,promedio_s,sc_estado,geometry,distancia_metros,distancia_km,max_vul2r1_normalized,max_vul2r2_normalized,max_vul2r3_normalized,max_vul2r4_normalized,inm_30km_adjusted,log_eventos_per_inm_30km,norm_log_eventos_per_inm_30km,latitud
"Pesqueria, Nuevo Leon",Nuevo Leon,Golfo,PG1116,G-PG1116-11,93,0,1,0,16985,6668,69,66.5,104,POINT (-100.0520621 25.7851361),1671057,1671.057,,,,,1,4.543294782,0.383998985,25.7851361
"Yauhquemehcan, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-10,98,1,1,0,7686,5071,7,17.90909091,8,POINT (-98.1824244 19.4057444),904133,904.133,,,,,2,3.912023005,0.3270371,19.4057444
"Cosio, Aguascalientes",Aguascalientes,Centro,PG994,C-PG994-2,98,0,1,2,559,515,0,29.66666667,46,POINT (-102.312008510523 22.3705155),1530445,1530.445,0.312359052,0.245500568,0.328981142,0.335055586,1,4.59511985,0.388675344,22.3705155
"Trancoso, Zacatecas",Zacatecas,Centro,PG995,C-PG995-1,99,1,0,0,1126,99,7,7,8,POINT (-102.3667969 22.7353025),1549770,1549.77,0.30817671,0.233200234,0.228718484,0.247381162,2,3.921973336,0.327934953,22.7353025
"Ojinaga, Chihuahua",Chihuahua,Centro,PG887,C-PG887-1,101,0,0,3,10221,101,0,0,39,POINT (-104.4128523 29.5654282),2531470,2531.47,0.131015913,0.124109336,0.147980978,0.146169431,1,4.624972813,0.391369082,29.5654282
"San Andres Tuxtla, Veracruz",Veracruz,Golfo,PG1379,G-PG1379-2,102,0,0,3,66430,123,0,0,54,POINT (-95.1983153392005 18.4633672),544504,544.504,,,,,1,4.634728988,0.392249417,18.4633672
"Xalapa, Veracruz",Veracruz,Golfo,PG1263,G-PG1263-4,103,0,0,3,66430,109,8,4.25,54,POINT (-96.9146374 19.5408338),795909,795.909,,,,,1,4.644390899,0.393121245,19.5408338
"San Juan Bautista Tuxtepec, Oaxaca",Oaxaca,Sur,PG1339,S-PG1339-2,108,0,0,4,8835,3221,1,0.6,16,POINT (-96.1227767 18.0874632),605361,605.361,,,,,1,4.691347882,0.39735834,18.0874632
"Tlajomulco de Zuniga, Jalisco",Jalisco,Pacifico,PG913,P-PG913-1,113,1,0,1,1428,113,78,78,86,POINT (-103.400509663829 20.48187375),1734853,1734.853,0.375674655,0.077499589,0.15134384,0.479362233,2,4.051784948,0.339648314,20.48187375
"San Jose Tenango, Oaxaca",Oaxaca,Sur,PG1300,S-PG1300-1,115,0,0,4,8835,115,1,1,16,POINT (-96.716667 18.15),791435,791.435,0.433962019,0.389854518,0.469877684,0.471139077,1,4.753590191,0.402974683,18.15
"Janos, Chihuahua",Chihuahua,Centro,PG655,C-PG655-1,116,1,1,3,10221,116,0,0,39,POINT (-108.1930484 30.8893267),2777768,2777.768,0.272597404,0.196083482,0.231107929,0.330760547,2,4.077537444,0.341972053,30.8893267
"Antiguo Morelos, Tamaulipas",Tamaulipas,Golfo,PG1150,G-PG1150-1,122,0,0,3,10385,122,1,1,46,POINT (-99.0871371606598 22.56570125),1316568,1316.568,0.310008423,0.296853522,0.350845649,0.236727687,1,4.812184355,0.408261842,22.56570125
"Camerino Z. Mendoza, Veracruz",Veracruz,Golfo,PG1262,G-PG1262-2,126,0,0,3,66430,1947,2,2,54,POINT (-97.1599321403411 18.7896308),725465,725.465,,,,,1,4.844187086,0.411149561,18.7896308
"Poza Rica de Hidalgo, Veracruz",Veracruz,Golfo,PG1265,G-PG1265-2,129,0,0,3,66430,382,1,0.666666667,54,POINT (-97.4451247998728 20.53765745),926465,926.465,,,,,1,4.86753445,0.413256277,20.53765745
"Apizaco, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-15,133,1,1,0,7686,5071,7,17.90909091,8,POINT (-98.14 19.415556),879904,879.904,,,,,2,4.212127598,0.354116599,19.415556
"Morelia, Michoacan",Michoacan,Pacifico,PG1029,P-PG1029-1,136,0,0,0,317,136,6,6,13,POINT (-101.1923818 19.7027116),1481231,1481.231,,,,,1,4.919980926,0.417988708,19.7027116
"Berriozabal, Chiapas",Chiapas,Sur,PG1493,S-PG1493-2,141,0,1,13,223058,13987,5,4.75,117,POINT (-93.3370761804707 16.87168945),243408,243.408,,,,,1,4.955827058,0.421223231,16.87168945
"Nuevo Laredo, Tamaulipas",Tamaulipas,Golfo,PG1157,G-PG1157-1,143,1,1,3,10385,143,10,10,46,POINT (-99.5074055 27.4930466),1874895,1874.895,0.030366217,0.050815302,0.01398834,0.031705895,2,4.283586562,0.360564594,27.4930466
"Cotaxtla, Veracruz",Veracruz,Golfo,PG1301,G-PG1301-7,144,0,0,3,66430,1747,0,0.75,54,POINT (-96.350999057041 18.85765725),652417,652.417,,,,,1,4.976733742,0.423109715,18.85765725
"China, Nuevo Leon",Nuevo Leon,Golfo,PG1194,G-PG1194-1,146,0,0,0,16985,146,0,0,104,POINT (-98.9811115045569 25.4915799),1634099,1634.099,0.027337192,0.025515838,0.030009069,0.053414154,1,4.990432587,0.42434581,25.4915799
"Champoton, Campeche",Campeche,Sur,PG1614,S-PG1614-1,149,0,0,3,3630,162,0,3.5,10,POINT (-90.7242742 19.3439655),214597,214.597,0.273941183,0.263195259,0.2456657,0.161161038,1,5.010635294,0.426168772,19.3439655
"Texcoco, Estado de Mexico",Estado de Mexico,Centro,PG1185,C-PG1185-4,153,0,0,1,9586,3233,46,12.92857143,,POINT (-98.8821254 19.5144327),974203,974.203,,,,,1,5.036952602,0.428543476,19.5144327
"Zumpango, Estado de Mexico",Estado de Mexico,Centro,PG1147,C-PG1147-8,155,0,0,1,9586,3846,2,2.75,,POINT (-99.081809533527 19.81293675),1018632,1018.632,,,,,1,5.049856007,0.429707796,19.81293675
"Salina Cruz, Oaxaca",Oaxaca,Sur,PG1375,S-PG1375-1,155,0,0,4,8835,155,1,1,16,POINT (-95.195833 16.1825),494431,494.431,0.322297475,0.285624601,0.332740587,0.22504437,1,5.049856007,0.429707796,16.1825
"Matias Romero Avendano, Oaxaca",Oaxaca,Sur,PG1376,S-PG1376-6,157,0,1,4,8835,4326,1,1.571428571,16,POINT (-95.0405586 16.8761133),448196,448.196,,,,,1,5.062595033,0.430857283,16.8761133
"La Antigua, Veracruz",Veracruz,Golfo,PG1302,G-PG1302-2,160,1,0,3,66430,2223,3,2,54,POINT (-96.3186409251967 19.3176799),716947,716.947,,,,,2,4.394449155,0.370568117,19.3176799
"Santa Maria Huatulco, Oaxaca",Oaxaca,Sur,PG1297,S-PG1297-3,163,1,1,4,8835,203,0,0,16,POINT (-96.3214401 15.8337711),635359,635.359,0.514464906,0.382516195,0.458151273,0.309149076,2,4.412798293,0.372223825,15.8337711
"Solidaridad, Quintana Roo",Quintana Roo,Sur,PG1811,S-PG1811-1,166,0,0,2,2492,166,0,0,74,POINT (-87.5034526829676 20.5843747),,,0.271233705,0.182790778,0.223249067,0.130897113,1,5.117993812,0.435856111,20.5843747
"Santa Catarina, Nuevo Leon",Nuevo Leon,Golfo,PG1077,G-PG1077-3,167,1,1,0,16985,3453,95,74.2,104,POINT (-100.4616371 25.6745052),1671669,1671.669,,,,,2,4.436751534,0.374385211,25.6745052
"Zinapecuaro, Michoacan",Michoacan,Pacifico,PG1069,P-PG1069-1,176,0,0,0,317,177,0,16,13,POINT (-100.770909712988 19.8563181),1216029,1216.029,,,,,1,5.176149733,0.441103725,19.8563181
"Comitan de Dominguez, Chiapas",Chiapas,Sur,PG1531,S-PG1531-2,178,2,4,13,223058,988,6,3,117,POINT (-92.1753212427065 16.2911698),60272,60.272,,,,,3,4.099884743,0.343988529,16.2911698
"Juarez, Nuevo Leon",Nuevo Leon,Golfo,PG1116,G-PG1116-10,180,1,1,0,16985,6668,82,66.5,104,POINT (-100.0907766 25.6467011),1642261,1642.261,,,,,2,4.510859507,0.381072235,25.6467011
"Ecatepec de Morelos, Estado de Mexico",Estado de Mexico,Centro,PG1146,C-PG1146-13,185,0,1,1,9586,14894,87,91.23076923,,POINT (-99.000754 19.6074415),1010826,1010.826,,,,,1,5.225746674,0.445579032,19.6074415
"Calakmul, Campeche",Campeche,Sur,PG1690,S-PG1690-1,211,0,0,3,3630,211,0,0,10,POINT (-89.8083280398131 18.1073406),,,0.043940024,0.032575495,0.040077826,0.05497724,1,5.356586275,0.457385152,18.1073406
"Tuxpan, Veracruz",Veracruz,Golfo,PG1265,G-PG1265-3,218,0,0,3,66430,382,0,0.666666667,54,POINT (-97.4073817712075 20.95647915),967339,967.339,,,,,1,5.38907173,0.46031643,20.95647915
"Tepic, Nayarit",Nayarit,Pacifico,PG837,P-PG837-1,219,0,0,0,221,219,8,8,9,POINT (-104.8915889 21.5119156),1717249,1717.249,0.292660087,0.171102777,0.226880156,0.431586666,1,5.393627546,0.460727517,21.5119156
"Santo Domingo Tehuantepec, Oaxaca",Oaxaca,Sur,PG1376,S-PG1376-3,222,0,1,4,8835,4326,1,1.571428571,16,POINT (-95.2468005 16.3172613),464543,464.543,,,,,1,5.407171771,0.461949661,16.3172613
"Guadalupe, Nuevo Leon",Nuevo Leon,Golfo,PG1116,G-PG1116-5,223,1,1,0,16985,6668,99,66.5,104,POINT (-100.2151753 25.6751114),1661086,1661.086,,,,,2,4.722953222,0.400210201,25.6751114
"Tonala, Chiapas",Chiapas,Sur,PG1453,S-PG1453-2,230,0,0,13,223058,19971,4,4,117,POINT (-93.7546502 16.0894476),251033,251.033,,,,,1,5.442417711,0.465130026,16.0894476
"Carmen, Campeche",Campeche,Sur,PG1574,S-PG1574-1,260,1,1,3,3630,260,2,2,10,POINT (-91.81492 18.651739),274885,274.885,0.244276854,0.140677406,0.16932336,0.134784686,2,4.875197323,0.413947725,18.651739
"Ixtenco, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-21,261,0,1,0,7686,5071,0,17.90909091,8,POINT (-97.8947561 19.2518725),870042,870.042,,,,,1,5.568344504,0.476492846,19.2518725
"San Pedro Tapanatepec, Oaxaca",Oaxaca,Sur,PG1415,S-PG1415-2,283,1,1,4,8835,297,0,0,16,POINT (-94.1927528 16.3689223),317108,317.108,0.582833209,0.556278662,0.67147707,0.415049214,2,4.959342,0.421540397,16.3689223
"Las Choapas, Veracruz",Veracruz,Golfo,PG1455,G-PG1455-1,300,0,0,3,66430,739,0,0,54,POINT (-93.9400086353229 17.56348585),388786,388.786,,,,,1,5.707110265,0.489014172,17.56348585
"Coatzacoalcos, Veracruz",Veracruz,Golfo,PG1417,G-PG1417-3,316,0,0,3,66430,4568,14,13.2,54,POINT (-94.4501731 18.1396787),388224,388.224,,,,,1,5.758901774,0.493687503,18.1396787
"Apetatitlan de Antonio Carvajal, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-9,321,1,1,0,7686,5071,12,17.90909091,8,POINT (-98.1912020545409 19.3505173),896718,896.718,,,,,2,5.084505143,0.43283431,19.3505173
"Comalcalco, Tabasco",Tabasco,Sur,PG1495,G-PG1495-2,334,0,1,3,290299,105212,0,2.833333333,43,POINT (-93.2231523 18.2615076),278177,278.177,,,,,1,5.814130532,0.498670989,18.2615076
"La Paz, Baja California Sur",Baja California Sur,Pacifico,PG529,P-PG529-1,346,0,0,0,404,346,4,4,15,POINT (-110.3158532 24.1619948),2636501,2636.501,,,,,1,5.84932478,0.50184669,24.1619948
"Othon P. Blanco, Quintana Roo",Quintana Roo,Sur,PG1730,S-PG1730-1,347,0,0,2,2492,347,0,0,74,POINT (-88.8257581580335 18.43704555),37910,37.91,0.386611429,0.22955986,0.300459356,0.150447219,1,5.85220248,0.502106355,18.43704555
"Huehuetoca, Estado de Mexico",Estado de Mexico,Centro,PG1147,C-PG1147-6,349,0,0,1,9586,3846,3,2.75,,POINT (-99.2044638 19.833375),1037604,1037.604,,,,,1,5.857933154,0.502623454,19.833375
"Tlacolula de Matamoros, Oaxaca",Oaxaca,Sur,PG1298,S-PG1298-6,351,0,0,4,8835,463,2,4.857142857,16,POINT (-96.4611074593091 16.9314623),683132,683.132,0.295076994,0.261873201,0.328696915,0.473526464,1,5.863631176,0.503137607,16.9314623
"Matamoros, Tamaulipas",Tamaulipas,Golfo,PG1272,G-PG1272-1,374,1,1,3,10385,374,8,8,46,POINT (-97.5064866 25.8810158),1636595,1636.595,0.292392781,0.315739779,0.211418983,0.160187919,2,5.236441963,0.446544106,25.8810158
"San Marcos, Guerrero",Guerrero,Pacifico,PG1142,P-PG1142-1,379,0,0,1,1478,379,0,0,8,POINT (-99.390341851477 16.85734375),1063625,1063.625,0.200224276,0.179920504,0.221329802,0.15208371,1,5.940171253,0.510044089,16.85734375
"Villa Corzo, Chiapas",Chiapas,Sur,PG1492,S-PG1492-1,380,0,1,13,223058,11676,0,0,117,POINT (-93.2650025252038 16.0631888),352251,352.251,,,,,1,5.942799375,0.510281234,16.0631888
"Jesus Maria, Aguascalientes",Aguascalientes,Centro,PG994,C-PG994-1,399,1,1,2,559,515,45,29.66666667,46,POINT (-102.468451716512 21.9345555),1483041,1483.041,,,,,2,5.300814247,0.452352645,21.9345555
"Chalco, Estado de Mexico",Estado de Mexico,Centro,PG1185,C-PG1185-2,411,1,0,1,9586,3233,25,12.92857143,,POINT (-98.8958362 19.2612215),952121,952.121,,,,,2,5.330300412,0.455013286,19.2612215
"Caborca, Sonora",Sonora,Pacifico,PG460,P-PG460-1,413,0,0,2,31997,413,1,1,28,POINT (-112.1562598 30.7166014),3145678,3145.678,0.496596488,0.587804127,0.552268616,0.359203262,1,6.025865974,0.517776626,30.7166014
"Campeche, Campeche",Campeche,Sur,PG1654,S-PG1654-1,430,1,1,3,3630,452,8,2.666666667,10,POINT (-90.5355146399854 19.830285751988),,,0.372918645,0.353760679,0.319620689,0.282813389,2,5.375278408,0.45907181,19.83028575
"Mezcalapa, Chiapas",Chiapas,Sur,PG1455,S-PG1455-2,439,0,0,13,223058,739,0,0,117,POINT (-93.6349751688609 17.2364959),388319,388.319,,,,,1,6.086774727,0.523272639,17.2364959
"Monterrey, Nuevo Leon",Nuevo Leon,Golfo,PG1116,G-PG1116-3,446,1,1,0,16985,6668,99,66.5,104,POINT (-100.315258 25.6802019),1660167,1660.167,,,,,2,5.411646052,0.462353391,25.6802019
"Pueblo Viejo, Veracruz",Veracruz,Golfo,PG1228,G-PG1228-3,484,1,1,3,66430,1412,5,4,54,POINT (-97.8985550734824 22.1638426),1122193,1122.193,,,,,2,5.493061443,0.469699789,22.1638426
"Cintalapa de Figueroa, Chiapas",Chiapas,Sur,PG1454,S-PG1454-1,520,0,0,13,223058,2490,1,0.666666667,117,POINT (-93.7257625 16.6905402),304306,304.306,,,,,1,6.255750042,0.538519879,16.6905402
"Jaumave, Tamaulipas",Tamaulipas,Golfo,PG1152,G-PG1152-1,538,0,0,3,10385,571,0,5,46,POINT (-99.3806698 23.40496),1421561,1421.561,0.366317675,0.349483047,0.408947409,0.258974538,1,6.289715571,0.541584709,23.40496
"Durango, Durango",Durango,Centro,PG841,C-PG841-1,574,0,0,0,1446,574,4,4,5,POINT (-104.663661325132 24.0350752647048),1874364,1874.364,0.492850025,0.377382894,0.419543355,0.315001776,1,6.354370041,0.54741871,24.03507526
"Cordoba, Veracruz",Veracruz,Golfo,PG1262,G-PG1262-7,609,0,0,3,66430,1947,2,2,54,POINT (-96.9352891 18.8944704),687119,687.119,,,,,1,6.413458957,0.552750512,18.8944704
"San Cristobal de las Casas, Chiapas",Chiapas,Sur,PG1532,S-PG1532-1,700,1,1,13,223058,771,3,2.25,117,POINT (-92.6155184199116 16.6835469),153172,153.172,0.269014364,0.617783665,0.100501486,0.405468853,2,5.860786223,0.502880897,16.6835469
"San Fernando, Tamaulipas",Tamaulipas,Golfo,PG1232,G-PG1232-1,703,0,0,3,10385,703,0,0,46,POINT (-98.1473493 24.8466769),1492162,1492.162,0.27863831,0.283653755,0.31383264,0.19145335,1,6.556778356,0.565682728,24.8466769
"San Pablo Huitzo, Oaxaca",Oaxaca,Sur,PG1299,S-PG1299-1,728,0,1,4,8835,2797,6,7.785714286,16,POINT (-96.8866692 17.2777969),742189,742.189,,,,,1,6.591673732,0.568831461,17.2777969
"Tecate, Baja California",Baja California,Pacifico,PG190,P-PG190-3,738,0,1,2,33879,28143,5,26,66,POINT (-116.6298787 32.5653831),4015439,4015.439,,,,,1,6.605297921,0.57006082,32.5653831
"Jiquipilas, Chiapas",Chiapas,Sur,PG1454,S-PG1454-2,743,0,0,13,223058,2490,1,0.666666667,117,POINT (-93.6056542788837 16.57497565),307476,307.476,,,,,1,6.612041035,0.570669275,16.57497565
"Santa Cruz Xoxocotlan, Oaxaca",Oaxaca,Sur,PG1299,S-PG1299-8,750,1,1,4,8835,2797,8,7.785714286,16,POINT (-96.733333 17.026389),708226,708.226,,,,,2,5.929589143,0.509089228,17.026389
"Toluca, Estado de Mexico",Estado de Mexico,Centro,PG1146,C-PG1146-1,754,0,1,1,9586,14894,5,91.23076923,,POINT (-99.6569007 19.292545),1040676,1040.676,,,,,1,6.626717749,0.571993607,19.292545
"Tepeji del Rio de Ocampo, Hidalgo",Hidalgo,Centro,PG1147,C-PG1147-3,788,0,0,1,1046,3846,3,2.75,6,POINT (-99.3487181526625 19.89368265),1047905,1047.905,,,,,1,6.670766321,0.575968265,19.89368265
"Frontera Comalapa, Chiapas",Chiapas,Sur,PG1531,S-PG1531-3,793,2,4,13,223058,988,0,3,117,POINT (-92.1422219 15.6590135),37111,37.111,0.456946569,0.607299977,0.535138609,0.431382615,3,5.580986897,0.477633614,15.6590135
"Torreon, Coahuila",Coahuila,Centro,PG921,C-PG921-3,824,1,1,4,26155,1696,4,2.666666667,72,POINT (-103.410512 25.542698),1974757,1974.757,,,,,2,6.023447593,0.517558407,25.542698
"Navojoa, Sonora",Sonora,Pacifico,PG611,P-PG611-1,834,0,0,2,31997,834,1,1,28,POINT (-109.4438227 27.0721872),2543410,2543.41,0.119295965,0.071602256,0.090098892,0.07446703,1,6.727431725,0.581081385,27.0721872
"Gomez Palacio, Durango",Durango,Centro,PG921,C-PG921-2,849,1,1,0,1446,1696,4,2.666666667,5,POINT (-103.494779 25.5732473),1972177,1972.177,0.729549127,0.507462862,0.687329892,0.550650412,2,6.053264948,0.520248933,25.5732473
"Guaymas, Sonora",Sonora,Pacifico,PG534,P-PG534-1,863,0,0,2,31997,863,1,1,28,POINT (-110.8994059 27.9216441),2739835,2739.835,0.305708281,0.217146527,0.312835911,0.174656008,1,6.761572769,0.584162052,27.9216441
"Queretaro, Queretaro",Queretaro,Centro,PG1109,C-PG1109-1,871,0,0,0,2174,871,37,37,40,POINT (-100.3902245 20.5927744),1180844,1180.844,0.471662958,0.239654579,0.319687702,0.217460379,1,6.770789424,0.584993704,20.5927744
"Altamira, Tamaulipas",Tamaulipas,Golfo,PG1228,G-PG1228-2,873,1,1,3,10385,1412,5,4,46,POINT (-97.9362975 22.3921625),1149502,1149.502,0.435098632,0.351698021,0.263878997,0.195431797,2,6.081076706,0.522758486,22.3921625
"Saltillo, Coahuila",Coahuila,Centro,PG1077,C-PG1077-1,925,1,1,4,26155,3453,64,74.2,72,POINT (-100.9927509 25.4230425),1742942,1742.942,,,,,2,6.138806385,0.527967639,25.4230425
"Merida, Yucatan",Yucatan,Sur,PG1694,S-PG1694-1,930,1,1,1,938,930,7,7,9,POINT (-89.6237402 20.9670759),374364,374.364,0.22829465,0.340687435,0.236224224,0.486299021,2,6.144185634,0.528453028,20.9670759
"Mazatlan, Sinaloa",Sinaloa,Pacifico,PG761,P-PG761-1,976,1,1,1,1070,976,4,4,12,POINT (-106.4208391 23.2035785),1989017,1989.017,0.572131613,0.483354054,0.520240105,0.331424481,2,6.192362489,0.532800196,23.2035785
"Zacatecas, Zacatecas",Zacatecas,Centro,PG1223,C-PG1223-2,982,1,1,0,1126,6051,39,39,8,POINT (-98.2024861642833 19.0390187823288),858863,858.863,,,,,2,6.198478716,0.533352085,19.03901878
"Gustavo A. Madero, Ciudad de Mexico",Ciudad de Mexico,Centro,PG1146,C-PG1146-9,995,1,1,0,8915,14894,132,91.23076923,,POINT (-99.1137888 19.4831686),984915,984.915,,,,,2,6.211603589,0.534536388,19.4831686
"Cruillas, Tamaulipas",Tamaulipas,Golfo,PG1193,G-PG1193-1,1017,0,0,3,10385,1017,0,0,46,POINT (-98.5369904 24.7554618),1492180,1492.18,0.277213201,0.27189926,0.324814697,0.196206193,1,6.925595197,0.598962376,24.7554618
"Azoyu, Guerrero",Guerrero,Pacifico,PG1181,P-PG1181-1,1023,0,0,1,1478,1023,0,0,8,POINT (-98.600833 16.730833),970273,970.273,0.869404447,0.843903317,1,0.592467047,1,6.931471806,0.599492643,16.730833
"Cajeme, Sonora",Sonora,Pacifico,PG573,P-PG573-1,1039,0,0,2,31997,1039,1,1,28,POINT (-109.902207535928 27.71198065),2642537,2642.537,0.333536851,0.273472113,0.355610142,0.18099636,1,6.946975992,0.600891641,27.71198065
"Huatabampo, Sonora",Sonora,Pacifico,PG572,P-PG572-1,1042,0,0,2,31997,1042,0,0,28,POINT (-109.6420085 26.8248431),2544809,2544.809,0.64896272,0.624392491,0.647256308,0.38450655,1,6.949856455,0.601151555,26.8248431
"Orizaba, Veracruz",Veracruz,Golfo,PG1262,G-PG1262-4,1100,0,0,3,66430,1947,2,2,54,POINT (-97.1060062 18.8497366),710275,710.275,,,,,1,7.003974137,0.606034785,18.8497366
"Monclova, Coahuila",Coahuila,Centro,PG1040,C-PG1040-1,1204,0,0,4,26155,1204,1,1,72,POINT (-101.4171173 26.8999988),1851614,1851.614,,,,,1,7.094234846,0.614179328,26.8999988
"General Escobedo, Nuevo Leon",Nuevo Leon,Golfo,PG1116,G-PG1116-2,1204,1,1,0,16985,6668,101,66.5,104,POINT (-100.3224334 25.808517),1684447,1684.447,,,,,2,6.401917197,0.551709058,25.808517
"Oaxaca de Juarez, Oaxaca",Oaxaca,Sur,PG1299,S-PG1299-9,1217,1,1,4,8835,2797,8,7.785714286,16,POINT (-96.7253575 17.0604663),704590,704.59,0.684728156,0.620515417,0.532028799,0.55424451,2,6.412638949,0.55267652,17.0604663
"Ocozocoautla de Espinosa, Chiapas",Chiapas,Sur,PG1454,S-PG1454-3,1227,0,0,13,223058,2490,0,0.666666667,117,POINT (-93.4569635533782 16.7931431),265926,265.926,0.513042188,0.452282038,0.543688995,0.320131567,1,7.113142109,0.615885397,16.7931431
"Santa Maria Jalapa del Marques, Oaxaca",Oaxaca,Sur,PG1376,S-PG1376-1,1265,0,1,4,8835,4326,0,1.571428571,16,POINT (-95.4448148 16.4403557),484711,484.711,,,,,1,7.143617603,0.618635309,16.4403557
"San Juan del Rio, Queretaro",Queretaro,Centro,PG1108,C-PG1108-1,1303,0,0,0,2174,1355,3,1.666666667,40,POINT (-99.9931982 20.3867547),1130114,1130.114,0.631045684,0.363371918,0.543803857,0.387949521,1,7.173191742,0.621303888,20.3867547
"Guadalajara, Jalisco",Jalisco,Pacifico,PG914,P-PG914-1,1313,1,1,1,1428,1313,78,78,86,POINT (-103.338396 20.6720375),1719024,1719.024,0.459745569,0.185997,0.249808216,0.38245073,2,6.488444764,0.559516747,20.6720375
"Frontera Hidalgo, Chiapas",Chiapas,Sur,PG1529,S-PG1529-2,1356,1,0,13,223058,49262,67,54.66666667,117,POINT (-92.2161368344744 14.7531678),1190,1.19,,,,,2,6.520621128,0.562420134,14.7531678
"General Plutarco Elias Calles, Sonora",Sonora,Pacifico,PG422,P-PG422-1,1432,0,0,2,31997,1432,0,0,28,POINT (-112.711748945241 31.6949837),3293270,3293.27,0.381359149,0.363227069,0.458212161,0.282634059,1,7.267525428,0.62981595,31.6949837
"Cuitlahuac, Veracruz",Veracruz,Golfo,PG1301,G-PG1301-4,1447,0,0,3,66430,1747,2,0.75,54,POINT (-96.7223775 18.814226),667379,667.379,,,,,1,7.277938573,0.630755565,18.814226
"Balancan, Tabasco",Tabasco,Sur,PG1573,G-PG1573-1,1477,0,0,3,290299,1477,0,0,43,POINT (-91.3458588938522 17.79751665),64560,64.56,0.477425363,0.582542347,0.480842381,0.317616915,1,7.298445102,0.632605942,17.79751665
"Acuna, Coahuila",Coahuila,Centro,PG1082,C-PG1082-2,1672,0,0,4,26155,1672,1,1,72,POINT (-100.9322287 29.3248796),2130333,2130.333,,,,,1,7.422373701,0.643788457,29.3248796
"Huamantla, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-20,1687,1,1,0,7686,5071,2,17.90909091,8,POINT (-97.9230236 19.313427),878276,878.276,,,,,2,6.738744736,0.582102198,19.313427
"Villa Comaltitlan, Chiapas",Chiapas,Sur,PG1530,S-PG1530-2,1823,2,4,13,223058,113641,2,22.33333333,117,POINT (-92.6128862908011 15.1709732),92603,92.603,,,,,3,6.411270772,0.552553064,15.1709732
"Venustiano Carranza, Ciudad de Mexico",Ciudad de Mexico,Centro,PG1146,C-PG1146-10,1828,1,1,0,8915,14894,134,91.23076923,,POINT (-99.1135639 19.4192787),977282,977.282,,,,,2,6.818924065,0.589337063,19.4192787
"Benito Juarez, Quintana Roo",Quintana Roo,Sur,PG1850,S-PG1850-1,1909,0,0,2,2492,1909,25,25,74,POINT (-86.9263352170841 21.07668085),372698,372.698,,,,,1,7.554858521,0.655743031,21.07668085
"Chihuahua, Chihuahua",Chihuahua,Centro,PG769,C-PG769-1,2040,1,1,3,10221,2040,6,6,39,POINT (-106.0000001 28.5000001),2418040,2418.04,0.638145228,0.516443241,0.492509883,0.527271258,2,6.928537818,0.599227899,28.5000001
"Catazaja, Chiapas",Chiapas,Sur,PG1534,S-PG1534-4,2052,1,1,13,223058,33857,23,6.5,117,POINT (-92.0379312528531 17.76826375),134764,134.764,,,,,2,6.93439721,0.599756613,17.76826375
"General Bravo, Nuevo Leon",Nuevo Leon,Golfo,PG1155,G-PG1155-2,2056,0,0,0,16985,2063,1,0.5,104,POINT (-99.1811424 25.7932962),1684235,1684.235,0.414777864,0.416038534,0.496440109,0.293868239,1,7.62900389,0.66243343,25.7932962
"Veracruz, Veracruz",Veracruz,Golfo,PG1302,G-PG1302-1,2063,0,0,3,66430,2223,1,2,54,POINT (-96.666667 19.333333),774711,774.711,,,,,1,7.632401127,0.662739975,19.333333
"Xaloztoc, Tlaxcala",Tlaxcala,Centro,PG1224,C-PG1224-18,2301,1,1,0,7686,5071,7,17.90909091,8,POINT (-98.048611 19.403611),872666,872.666,0.457711357,0.447391503,0.537752812,0.466988745,2,7.048820719,0.610081451,19.403611
"Mina, Nuevo Leon",Nuevo Leon,Golfo,PG1077,G-PG1077-2,2343,0,1,0,16985,3453,14,74.2,104,POINT (-100.5300485 26.0025145),1707639,1707.639,0.491358425,0.394821223,0.516199439,0.284228957,1,7.759614151,0.674218856,26.0025145
"Apaxco, Estado de Mexico",Estado de Mexico,Centro,PG1147,C-PG1147-7,2474,0,0,1,9586,3846,4,2.75,,POINT (-99.1518101102043 19.9807399),1016815,1016.815,,,,,1,7.813995675,0.679125893,19.9807399
"Escarcega, Campeche",Campeche,Sur,PG1613,S-PG1613-1,2524,1,1,3,3630,2524,0,0,10,POINT (-90.7385823 18.606934),,,0.376238614,0.379976431,0.347597194,0.188432514,2,7.141245122,0.618421232,18.606934
"Ixtacuixtla de Mariano Matamoros, Tlaxcala",Tlaxcala,Centro,PG1185,C-PG1185-12,2544,1,0,0,7686,3233,8,12.92857143,8,POINT (-98.3781581037396 19.34670365),907852,907.852,0.515421086,0.503807447,0.611906447,0.468659969,2,7.149131599,0.619132856,19.34670365
