nombre,ciudad,estado,latitud,longitud,codigo_ruta,ID_Poligon,codigo_unico,detenciones,conteo_puntos
San Luis Río Colorado (terrestre),"San Luis Río Colorado , Sonora",Sonora,32.47235274611327,-114.74271635360935,FN,PG307,FN-PG307-2,0,0
Algodones (terrestre),"Algodones , Baja California",Baja California,32.714894020334775,-114.73331058811812,FN,PG307,FN-PG307-3,0,0
"Puerto Penasco, Sonora","Puerto Penasco, Sonora",Sonora,31.3170867,-113.531819,P,PG383,P-PG383-1, 1,0
"General Plutarco Elias Calles, Sonora","General Plutarco Elias Calles, Sonora",Sonora,31.6949837,-112.71174894524104,P,PG422,P-PG422-1,1 431,0
Sonoyta (terrestre) 14,"Sonoyta , Sonora",Sonora,31.879224908149183,-112.8184805322132,FN,PG423,FN-PG423-1,0,0
"Caborca, Sonora","Caborca, Sonora",Sonora,30.7166014,-112.1562598,P,PG460,P-PG460-1, 414,0
"Altar, Sonora","Altar, Sonora",Sonora,30.7170323,-111.8380038,P,PG460,P-PG460-2, 30,0
"Hermosillo, Sonora","Hermosillo, Sonora",Sonora,29.0948207,-110.9692202,P,PG497,P-PG497-1,9 637,1
"Santa Ana, Sonora","Santa Ana, Sonora",Sonora,30.5410922,-111.1184881,P,PG499,P-PG499-1,12 341,0
"Nogales, Sonora","Nogales, Sonora",Sonora,31.3285057,-110.9450472,P,PG500,P-PG500-1,4 084,0
Nogales Uno (terrestre) 13,"Nogales Uno , Sonora",Sonora,31.36902805394341,-110.92226029044784,FN,PG500,FN-PG500-2,0,0
"La Paz, Baja California Sur","La Paz, Baja California Sur",Baja California Sur,24.1619948,-110.3158532,P,PG529,P-PG529-1, 342,0
"Guaymas, Sonora","Guaymas, Sonora",Sonora,27.9216441,-110.8994059,P,PG534,P-PG534-1, 860,0
"Imuris, Sonora","Imuris, Sonora",Sonora,30.7874899,-110.8463861,P,PG538,P-PG538-1, 7,0
"Los Cabos, Baja California Sur","Los Cabos, Baja California Sur",Baja California Sur,23.271848050000003,-109.6897684130629,P,PG566,P-PG566-1, 62,0
"Huatabampo, Sonora","Huatabampo, Sonora",Sonora,26.8248431,-109.6420085,P,PG572,P-PG572-1,1 045,0
"Cajeme, Sonora","Cajeme, Sonora",Sonora,27.71198065,-109.9022075359282,P,PG573,P-PG573-1,1 040,0
Naco (terrestre),"Naco , Sonora",Sonora,31.445106759029134,-109.80021547124612,FN,PG578,FN-PG578-1,0,1
"Agua Prieta, Sonora","Agua Prieta, Sonora",Sonora,31.3305591,-109.5564331,P,PG578,P-PG578-2, 35,1
Agua Prieta (terrestre),"Agua Prieta , Sonora",Sonora,31.329756729149427,-109.54851121539532,FN,PG578,FN-PG578-3,0,1
"Ahome, Sinaloa","Ahome, Sinaloa",Sinaloa,25.9240491,-109.20583440830308,P,PG609,P-PG609-1, 4,0
"Navojoa, Sonora","Navojoa, Sonora",Sonora,27.0721872,-109.4438227,P,PG611,P-PG611-1, 823,0
"Angostura, Sinaloa","Angostura, Sinaloa",Sinaloa,25.3657471,-108.16152,P,PG647,P-PG647-1, 79,0
"Guasave, Sinaloa","Guasave, Sinaloa",Sinaloa,25.5738,-108.4674697,P,PG648,P-PG648-1, 1,0
"Janos, Chihuahua","Janos, Chihuahua",Chihuahua,30.8893267,-108.1930484,C,PG655,C-PG655-1, 129,1
El Berrendo (terrestre),"El Berrendo , Chihuahua",Chihuahua,31.332426830940964,-108.5316032312158,FN,PG656,FN-PG656-1,0,0
"Gral. Rodrígo M. Quevedo, Puerto Palomas (terrestre)","Gral, Chihuahua",Chihuahua,31.783335880695912,-107.62951151770936,FN,PG696,FN-PG696-1,0,0
"Culiacan, Sinaloa","Culiacan, Sinaloa",Sinaloa,24.7978965,-107.393395,P,PG725,P-PG725-1, 11,0
"Mazatlan, Sinaloa","Mazatlan, Sinaloa",Sinaloa,23.2035785,-106.4208391,P,PG761,P-PG761-1, 976,1
"Chihuahua, Chihuahua","Chihuahua, Chihuahua",Chihuahua,28.5000001,-106.0000001,C,PG769,C-PG769-1,2 035,1
"Juarez, Chihuahua","Juarez, Chihuahua",Chihuahua,31.7372575,-106.485655,C,PG774,C-PG774-1,7 925,1
"Ciudad Juárez, Córdova (terrestre)","Ciudad Juárez, Chihuahua",Chihuahua,31.75899892717944,-106.46192972829584,FN,PG774,FN-PG774-2,0,1
"Bahia de Banderas, Nayarit","Bahia de Banderas, Nayarit",Nayarit,20.8290434,-105.31750873696538,P,PG797,P-PG797-1, 2,0
"Tepic, Nayarit","Tepic, Nayarit",Nayarit,21.5119156,-104.8915889,P,PG837,P-PG837-1, 219,0
"Durango, Durango","Durango, Durango",Durango,24.03507526470482,-104.66366132513204,C,PG841,C-PG841-1, 375,0
"Manzanillo, Colima","Manzanillo, Colima",Colima,19.0506256,-104.3159957,P,PG872,P-PG872-1, 9,0
"Ojinaga, Chihuahua","Ojinaga, Chihuahua",Chihuahua,29.5654282,-104.4128523,C,PG887,C-PG887-1, 94,0
Ojinaga (terrestre),"Ojinaga , Chihuahua",Chihuahua,29.53236756891329,-104.39109084872342,FN,PG887,FN-PG887-2,0,0
"Villa de Alvarez, Colima","Villa de Alvarez, Colima",Colima,19.2651417,-103.736013,P,PG912,P-PG912-1, 2,0
"Colima, Colima","Colima, Colima",Colima,19.24487815537049,-103.7250306766154,P,PG912,P-PG912-2, 6,0
"Zapotlan el Grande, Jalisco","Zapotlan el Grande, Jalisco",Jalisco,19.6973465,-103.51064802186409,P,PG912,P-PG912-3, 1,0
"Tlajomulco de Zuniga, Jalisco","Tlajomulco de Zuniga, Jalisco",Jalisco,20.48187375,-103.40050966382874,P,PG913,P-PG913-1, 103,1
"Guadalajara, Jalisco","Guadalajara, Jalisco",Jalisco,20.6720375,-103.338396,P,PG914,P-PG914-1,1 332,1
"Mapimi, Durango","Mapimi, Durango",Durango,25.8337403,-103.8480216,C,PG921,C-PG921-1, 23,0
"Gomez Palacio, Durango","Gomez Palacio, Durango",Durango,25.5732473,-103.494779,C,PG921,C-PG921-2,1 048,1
"Torreon, Coahuila","Torreon, Coahuila",Coahuila,25.542698,-103.410512,C,PG921,C-PG921-3, 825,1
"Buenavista, Michoacan","Buenavista, Michoacan",Michoacan,19.21451245,-102.55515798507564,P,PG951,P-PG951-1, 1,0
"El Salto, Jalisco","El Salto, Jalisco",Jalisco,20.5196964,-103.1813141,P,PG953,P-PG953-1, 1,1
"Aguascalientes, Aguascalientes","Aguascalientes, Aguascalientes",Aguascalientes,22.0000001,-102.5000001,C,PG955,C-PG955-1, 423,1
"Jerez, Zacatecas","Jerez, Zacatecas",Zacatecas,22.7105933,-103.00147264243049,C,PG956,C-PG956-1, 1,0
"Calera, Zacatecas","Calera, Zacatecas",Zacatecas,22.97848,-102.85622288611614,C,PG956,C-PG956-2, 42,0
"Francisco I. Madero, Coahuila","Francisco I. Madero, Coahuila",Coahuila,26.23755265,-103.09965556876554,C,PG961,C-PG961-1, 25,0
"Lazaro Cardenas, Michoacan","Lazaro Cardenas, Michoacan",Michoacan,17.9594769,-102.198659,P,PG988,P-PG988-1, 1,0
"Apatzingan, Michoacan","Apatzingan, Michoacan",Michoacan,19.0913792,-102.3537356,P,PG989,P-PG989-1, 1,0
"Uruapan, Michoacan","Uruapan, Michoacan",Michoacan,19.4147269,-102.0522647,P,PG990,P-PG990-1, 1,0
"Jesus Maria, Aguascalientes","Jesus Maria, Aguascalientes",Aguascalientes,21.9345555,-102.46845171651152,C,PG994,C-PG994-1, 20,1
"Cosio, Aguascalientes","Cosio, Aguascalientes",Aguascalientes,22.3705155,-102.3120085105234,C,PG994,C-PG994-2, 98,0
"San Francisco de los Romo, Aguascalientes","San Francisco de los Romo, Aguascalientes",Aguascalientes,22.0746282,-102.2707133,C,PG994,C-PG994-3, 18,1
"Trancoso, Zacatecas","Trancoso, Zacatecas",Zacatecas,22.7353025,-102.3667969,C,PG995,C-PG995-1, 96,1
