folio,unidad,trim,ciudad,punto,turno,p1,p2,p3a,p3n,p4,p5,p5_1,p6,p6_1,p7,p8,p8_1,p9,p9_1_1,p9_1_2,p9_1_3,p9_2,p9_3,p9_4_1,p9_4_2,p9_4_3,p9_4_4,p9_5_1,p9_5_2,p9_5_3,p9_5_4,p10p,p10_1d,p10_1m,p10_1u,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_4c,p11_4t,p12,p12_1,p12_2,p12_2_1,p12_4,p12_5,p12_6_1,p12_6_2,p12_6_3,p12_6_4,p12_6_5,p12_6_6,p12_6_7,p12_6_8,p12_7,p12_8,p12_9c,p12_9u,p12_9t,p12_10,p12_11,p12_12,p12_13_1,p12_13_2,p12_14,p13,p14,p14_1,p15,p16,p16_1,p16_2,p17,p18,p18_1,p18_1_1,p18_1_2_1,p18_1_2_2,p19,p20,p20_1c,p20_1u,p20_2,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p22_1e,p22_1l,p22_1u,p22_2e,p22_2l,p22_2u,p23_0_1,p23_0_2,p23_0_3,p23_0_4,p23_0_5,p23_1,p23_2,p24e,p24m,p24l,p24u,p25_0_1,p25_0_2,p25_0_3,p25_0_4,p25_1,p26,p26_1_1,p26_1_2,p26_1_3,p26_1_4,p26_1_5,p26_1_6,p26_1_7,p26_2,p27_1,p27_1_1,p27_2,p27_1_2,p27_3,p27_1_3,p27_4,p27_1_4,p28,p29,p30e,p30m,p30l,p30u,p30_1c,p30_1t,p30_3,p30_4,p31,p32,p33c,p33t,p33_1c,p33_1u,p33_1_1,p34e,p34m,p34l,p34u,p34_1,p34_1_1,p34_2,p34_2_1_1,p34_2_1_2,p34_2_1_3,p34_2_1_4,p34_2_1_5,p34_2_1_6,p34_2_2,p34_2_3_1,p34_2_3_2,p34_2_3_3,p34_3_0_1,p34_3_0_2,p34_3_0_3,p34_3_0_4,p34_3_1_1,p34_3_1_2,p34_3_1_3,p34_3_1_4,p34_4c,p34_4t,p34_5_1,p34_5_2,p34_5_3,p34_5_4,p34_5_5,p34_5_6,p34_5_7,p34_6,p34_7,p34_8,p34_9,p34_10_1,p34_10_2,p34_10_3,p34_10_4,p34_10_5,p34_10_6,p34_10_7,p34_10_8,p34_11,p34_12,p34_12_1,p34_13,p34_14,p35,p36,p37,p38,p39m,p39a,p40,p41,p42,p43,p44,p45,p45_1,p45_2,p46,p47,p48,p48_1,p49,p50,p50_1,p51c,p51t,p52,p52_1,p52_2,p52_3,nivel,oficio_mx,filtro,estrato,upm,ponfin3
37108,162208,3,1,1,1,1,29,6,1,1,2,2,6,2,1,1,-2,4,2,2,0,1,1,1,1,1,1,1,2,2,2,2,12,1205,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,100,4,2,111,3,2,1,2,1,5,2,1,1705099,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,27,270040001,2,19,190390001,2,2,1,2,2,2,-20,-20,19,19039,190390001,2,1,2,2,2,6,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,12,2,1500,4,2,19,19039,190390001,2,4,1,4,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,12,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,-32,1,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,2,0,1,1011,1011162208,47.0155720647514
37208,162208,3,1,1,1,1,24,4,1,1,2,2,6,2,5,1,-2,8,4,4,0,2,1,5,1,1,1,1,2,2,2,2,8,805,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,612,1,2,2,2,2,2,2,2,2,8,6,6000,4,5,112,1,2,2,96,1,5,2,1,1705099,2,-15,-15,1,1,0,-17,-17,-17,6,2,-19,-19,-19,1,2,1,2,2,2,19,190390001,2,5,50020001,2,1,1,2,2,2,-20,-20,19,19039,190390001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,2,1,2,5,99999,99,1,5,5002,50020001,2,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,-31,-31,-31,-31,8,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50020001,2,-41,48,1,2,2,6,1,2,1,1,1,0,1,1011,1011162208,47.0155720647514
37308,162208,3,1,1,1,1,24,6,1,1,2,2,6,2,1,1,-2,3,1,2,0,1,1,1,1,1,1,2,2,2,2,2,4,404,1,2,17,1709,1,-8,-8,-8,-8,-8,-8,5,6,1,-10,1,-12,835,1,1,2,2,1,2,2,2,2,8,6,15000,4,5,236,1,2,7,96,2,5,2,1,1705099,2,-15,-15,1,1,0,-17,-17,-17,6,2,-19,-19,-19,1,2,2,2,2,2,9,90020001,2,19,190390001,2,1,2,2,2,2,-20,-20,5,5025,50250001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,15,2,10000,4,1,5,5025,50250001,2,4,1,2,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50250001,2,-41,48,2,-42,7,6,1,2,1,2,2,0,1,1011,1011162208,47.0155720647514
37608,162208,3,1,1,1,1,32,4,1,1,2,2,6,2,1,1,-2,5,2,3,0,2,2,1,2,1,0,2,2,2,2,2,13,1305,1,4,-6,-6,-6,19,19039,190390001,2,-9,-9,4,6,1,-10,1,-12,834,2,2,2,2,2,2,2,2,2,8,5,1500,4,3,484,2,2,1,96,2,4,2,1,1312047,2,-15,-15,2,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,7,70090001,2,24,240280001,2,2,2,2,2,2,-20,-20,19,19039,190390001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,2,4,6,4500,1,2,19,19039,190390001,2,8,1,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,2,2,2,2,-31,-31,-31,-31,7,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,1,1,1,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,1,1,2,1,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,1,0, ,1011,1011162208,47.0155720647514
37708,162208,3,1,1,1,1,24,6,1,1,2,2,6,2,5,1,-2,5,1,4,0,1,1,1,1,1,1,1,2,2,2,2,8,806,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,150,4,2,111,2,2,1,96,2,5,2,1,1705099,2,-15,-15,1,9,2,3,-18,-18,3,2,-19,-19,-19,1,2,2,2,2,2,7,70090001,2,32,320560001,2,2,2,2,2,2,-20,-20,9,9014,90140001,2,2,2,2,2,-21,1,1,2,2,2,2,2,2,5,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,15,2,4000,4,2,32,32056,320560001,2,4,1,2,2,2,2,2,2,2,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,5,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,80410082,2,-41,48,1,1,4,6,2,-43,1,2,2,0,1,1011,1011162208,47.0155720647514
37808,162208,3,1,1,1,1,29,3,3,-1,2,2,6,2,5,1,-2,3,1,2,0,2,1,1,1,1,1,1,2,2,2,2,6,601,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,3,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,2,2,2,1,2,5,2,1,1217001,2,-15,-15,1,0,-16,-16,-16,-16,1,2,-19,-19,-19,1,2,2,2,2,2,7,70090001,2,7,70890001,2,1,1,2,2,2,-20,-20,7,7089,70890001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,30,2,20000,4,1,19,19039,190390001,2,4,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,-31,-31,-31,-31,8,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50250001,2,-41,48,1,1,2,6,1,2,1,1,4,0,1,1011,1011162208,47.0155720647514
37908,162208,3,1,1,1,1,21,6,1,1,2,2,6,2,1,2,2,3,1,2,0,1,1,1,99,1,0,2,2,2,2,2,8,817,1,2,8,817,1,-8,-8,-8,-8,-8,-8,777,7,1,-10,1,-12,731,2,2,2,2,2,2,2,2,2,8,6,250,4,2,337,3,2,2,96,2,4,2,1,1705099,2,-15,-15,2,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,7,70150001,2,19,190390001,2,2,2,2,2,2,-20,-20,19,19039,190390001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,30,2,99999,99,2,19,19039,190390001,2,4,2,3,1,2,2,2,2,2,1,2,2,1,2,2,2,2,-31,-31,-31,-31,4,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,1,2,-38,1,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,2,0,1,1011,1011162208,47.0155720647514
57308,232208,3,1,1,1,1,27,6,1,1,2,2,6,2,1,1,-2,3,1,2,0,1,1,1,1,1,1,1,2,2,2,2,4,420,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,200,4,2,111,1,2,1,2,2,5,2,1,1705099,2,-15,-15,1,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,30,300390001,2,24,240280001,2,1,1,2,2,2,-20,-20,30,30118,301180001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,6,2,20000,4,1,19,19039,190390001,2,3,1,4,1,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50250001,2,-41,48,1,1,5,6,1,2,1,2,2,0,1,1011,1011232208,70.6492926651577
57408,232208,3,1,1,1,1,27,6,1,1,2,2,6,2,1,1,-2,3,1,2,0,1,1,1,1,1,1,1,2,2,2,2,15,1501,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,150,4,2,111,2,2,1,96,2,5,2,1,9999999,2,-15,-15,1,3,1,1,4,96,3,2,-19,-19,-19,1,2,2,2,2,2,7,70090001,2,5,50350001,2,2,2,2,2,2,-20,-20,28,28038,280380001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,8,2,8000,4,2,99,99999,999999999,99,4,1,2,2,2,2,2,2,2,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,30,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,999999999,2,-41,24,1,2,888,8,2,-43,1,2,2,0,1,1011,1011232208,70.6492926651577
57708,232208,3,1,1,1,1,19,3,1,1,2,2,6,2,6,2,2,5,2,3,0,2,2,1,0,1,0,1,2,2,2,2,14,1407,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,250,4,2,111,3,2,2,96,1,5,2,1,1705099,2,-15,-15,1,1,0,-17,-17,-17,6,2,-19,-19,-19,1,2,2,2,2,2,7,70890001,2,30,300390001,2,2,2,2,2,2,-20,-20,30,30039,300390001,2,2,2,2,2,-21,1,1,1,1,2,2,2,2,1,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,1,5,99999,99,1,30,30193,301930001,2,4,1,1,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,1,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,280320001,2,-41,48,1,1,5,6,1,2,1,1,1,0,1,1011,1011232208,70.6492926651577
57808,232208,3,1,1,1,1,20,3,2,-1,1,2,1,2,6,2,2,2,0,2,0,1,1,1,0,1,0,2,2,2,2,2,15,1523,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,120,4,2,111,1,2,1,2,2,5,2,1,9999997,2,-15,-15,2,0,-16,-16,-16,-16,3,2,-19,-19,-19,2,2,1,2,2,2,17,170060001,2,97,999999997,97,2,2,2,2,2,-20,-20,97,99997,999999997,97,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,15,2,99997,97,2,97,99997,999999997,97,4,1,1,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,10,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,999999997,2,-41,34,1,1,888,8,2,-43,1,2,3,0,1,1011,1011232208,70.6492926651577
57908,232208,3,1,1,1,2,27,4,1,1,2,2,6,2,1,2,1,4,1,2,1,1,2,0,1,1,1,2,2,2,2,2,15,1503,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,2,6,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,1,2,1,96,2,5,2,1,9999997,2,-15,-15,2,2,0,-17,-17,-17,3,2,-19,-19,-19,1,2,2,2,2,2,7,70890001,2,97,999999997,97,2,2,2,2,2,-20,-20,7,7089,70890001,2,2,2,2,2,-21,1,1,1,1,1,2,2,2,3,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,1,5,500,1,2,7,7089,70890001,2,4,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,-31,-31,-31,-31,4,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,999999997,2,-41,12,1,1,4,6,1,2,1,2,1,0,1,1011,1011232208,45.9836790405235
58208,232208,3,1,1,1,1,21,3,1,1,2,2,6,2,1,1,-2,3,1,2,0,1,1,1,1,1,1,2,2,2,2,2,13,1321,1,2,13,1304,1,-8,-8,-8,-8,-8,-8,5,6,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,12,6,250,4,2,111,1,2,1,2,2,5,2,1,1705099,2,-15,-15,2,1,0,-17,-17,-17,7,2,-19,-19,-19,2,1,2,2,2,2,30,999999998,98,27,270160001,2,1,1,2,2,2,-20,-20,13,13027,999999997,97,2,2,2,2,-21,1,2,1,2,2,2,2,2,5,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,30,2,2000,4,2,13,13025,999999997,97,4,1,1,1,1,1,1,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,2,5,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50250001,2,-41,12,2,-42,3,6,1,2,1,2,1,0,1,1011,1011232208,70.6492926651577
58308,232208,3,1,1,1,2,20,6,1,1,2,2,6,2,5,2,1,3,1,2,0,2,2,5,1,1,1,1,2,2,2,2,15,1501,99,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,961,1,2,2,2,2,2,2,2,2,10,6,1500,4,5,814,1,2,1,2,2,5,2,1,1312047,2,-15,-15,1,3,1,1,1,96,3,2,-19,-19,-19,1,2,2,2,2,2,17,170180001,2,97,999999997,97,2,2,2,2,2,-20,-20,17,17018,999999997,97,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,2,2,3000,4,2,19,19039,999999997,97,8,1,1,1,1,1,1,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,30,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,280220001,2,-41,47,1,1,888,8,1,2,1,2,2,0,1,1011,1011232208,45.9836790405235
58409,292209,3,1,1,1,1,20,5,1,1,2,2,6,2,1,2,2,4,2,2,0,2,2,1,1,1,1,2,2,2,2,2,16,1622,99,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,6,6,150,4,2,111,2,2,2,1,2,5,2,1,1312047,2,-15,-15,2,0,-16,-16,-16,-16,1,2,-19,-19,-19,2,1,2,2,2,2,24,240280001,2,9,90020001,2,1,2,2,2,2,-20,-20,5,5035,50350001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,5,2,10000,4,1,28,28032,280320001,2,3,1,2,2,2,2,2,2,2,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,50250001,2,-41,48,1,1,2,6,1,2,1,2,1,0,1,1011,1011292209,277.979569832843
61008,242208,3,1,1,1,1,25,6,1,1,2,2,6,2,6,2,2,4,2,2,0,3,2,1,0,1,1,1,2,2,2,2,13,1326,99,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,2,1,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,2,2,1,2,2,5,2,1,1705099,2,-15,-15,2,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,27,270040001,2,21,211140001,2,2,2,2,2,2,-20,-20,21,21114,211140001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,51,2,5000,4,2,21,21114,211140001,2,4,2,2,2,2,2,2,2,2,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,280320001,2,-41,48,2,-42,888,8,2,-43,1,2,2,0,1,1011,1011242208,256.969486066407
61308,242208,3,1,1,1,1,22,6,1,1,2,2,6,2,5,1,-2,3,1,2,0,1,1,1,1,1,1,2,2,2,2,2,15,1519,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,150,4,2,111,1,2,1,96,1,5,2,1,9999997,2,-15,-15,2,0,-16,-16,-16,-16,1,2,-19,-19,-19,1,2,2,2,2,2,19,190390001,2,28,280320001,2,2,2,2,2,2,-20,-20,28,28032,280320001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,15,2,99997,97,2,28,28032,280320001,2,4,1,2,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,8,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,280320001,2,-41,98,1,2,888,8,1,2,1,1,2,0,1,1011,1011242208,256.969486066407
66308,292208,3,1,1,1,1,37,3,1,1,2,2,3,2,6,2,2,3,0,2,1,0,2,1,0,1,3,2,2,2,2,2,5,501,98,2,18,1804,1,-8,-8,-8,-8,-8,-8,777,7,2,2,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,2,2,1,96,2,5,2,1,1705099,2,-15,-15,2,0,-16,-16,-16,-16,3,2,-19,-19,-19,1,2,2,2,2,2,7,70650001,2,27,270040001,2,2,1,2,2,2,-20,-20,7,7065,999999999,99,2,2,2,2,-21,1,1,1,2,2,2,2,2,1,1,2,2,-24,2,-25,2,-26,2,1,7,7065,70650001,2,10,2,933,111,3,1,10,2,3000,4,2,7,7092,999999999,99,2,1,3,1,2,2,1,1,1,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,7,2,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,2,-32,1,1,5,2020,5,9999,1,2005,1,2,2,-37,-37,-37,-37,-37,1,280220001,2,-41,26,1,2,888,8,1,1,-44,-44,1,7,1,1011,1011292208,127.676662888341
66608,292208,3,1,1,1,1,19,3,2,-1,2,2,6,2,6,2,2,3,1,2,0,0,2,99,0,1,0,2,2,2,2,2,5,501,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,922,2,2,2,2,2,2,2,2,2,8,6,200,4,2,236,3,2,2,1,2,5,2,1,1705099,2,-15,-15,2,0,-16,-16,-16,-16,0,2,-19,-19,-19,2,2,2,2,2,2,7,70650001,2,7,70890001,2,2,2,2,2,2,-20,-20,30,30193,301930001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,2,1,9,2,99999,99,2,27,27017,270170001,2,3,1,3,2,2,2,2,2,2,3,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,1,2022,8,2022,0,-36,-36,-37,-37,-37,-37,-37,1,280320001,2,-41,12,1,1,888,8,1,1,-44,-44,3,0,1,1011,1011292208,127.676662888341
66908,292208,3,1,1,1,1,19,0,0,2,2,2,6,2,6,2,2,2,0,2,0,1,2,1,0,1,0,2,2,2,2,2,3,301,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,962,2,2,2,2,2,2,2,2,2,8,6,6,4,2,561,2,2,1,96,2,4,2,1,1705099,2,-15,-15,2,0,-16,-16,-16,-16,3,2,-19,-19,-19,2,2,2,2,2,2,27,270170001,2,27,270050001,2,2,2,2,2,2,-20,-20,30,30039,300390001,2,1,2,2,2,6,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,2,3,5000,4,2,30,30039,300390001,2,4,4,4,2,2,2,1,2,2,2,-30,-30,-30,1,1,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,1,1,1,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,0,0,1,1011,1011292208,127.676662888341
67008,292208,3,1,1,1,1,25,1,1,2,2,2,6,2,6,1,-2,1,-3,-3,-3,-3,-3,0,0,1,0,2,2,2,2,2,4,412,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,777,7,1,-10,1,-12,611,2,2,2,2,2,2,2,2,2,8,6,180,4,2,111,2,2,1,2,2,5,2,1,1705015,2,-15,-15,2,0,-16,-16,-16,-16,0,2,-19,-19,-19,1,2,2,2,2,2,27,270170001,2,27,270140001,2,2,2,2,2,2,-20,-20,27,27017,270170001,2,2,2,2,2,-21,2,-22,-22,-22,-22,-22,-22,-22,-22,2,-23,2,-24,2,-25,2,-26,2,2,-27,-27,-27,-27,-27,-27,-27,-27,1,1,40,2,99999,99,2,27,27017,270170001,2,4,1,2,2,2,2,2,2,2,2,-30,-30,-30,2,2,2,2,-31,-31,-31,-31,4,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,1,2,-32,2,-33,0,-34,0,-35,-35,-35,0,-36,-36,-37,-37,-37,-37,-37,1,280320001,2,-41,48,1,2,888,8,1,2,1,2,1,0,1,1011,1011292208,127.676662888341
