,sexo,edad,pais
16220,Hombre,28,Guatemala
16221,Mujer,28,Guatemala
16222,Hombre,25,Guatemala
16223,Mujer,22,Guatemala
16224,Mujer,25,Guatemala
16225,Hombre,23,Guatemala
16226,Hombre,28,Honduras
16227,Hombre,22,Guatemala
16228,Mujer,25,Guatemala
16229,Hombre,22,Guatemala
16230,Mujer,28,Guatemala
16231,Mujer,23,Guatemala
16232,Mujer,26,Guatemala
16233,Hombre,22,Guatemala
16234,Mujer,25,Guatemala
16235,Hombre,25,Guatemala
16236,Hombre,30,Guatemala
16237,Hombre,25,Guatemala
16238,Hombre,35,Guatemala
16239,Hombre,25,Guatemala
16240,Hombre,24,Guatemala
16241,Hombre,32,Guatemala
16242,Hombre,40,El Salvador
16243,Hombre,32,El Salvador
16244,Hombre,29,Estados Unidos
16245,Hombre,28,Guatemala
16246,Hombre,35,El Salvador
16247,Hombre,41,El Salvador
16248,Hombre,30,Estados Unidos
16249,Hombre,38,Estados Unidos
16250,Hombre,30,Estados Unidos
16251,Hombre,26,Estados Unidos
16252,Hombre,25,El Salvador
16253,Hombre,41,Argentina
16254,Hombre,27,El Salvador
16255,Hombre,25,Estados Unidos
16256,Hombre,42,Estados Unidos
16257,Hombre,38,Estados Unidos
16258,Hombre,42,Estados Unidos
16259,Hombre,30,Estados Unidos
16260,Hombre,29,Estados Unidos
16261,Hombre,25,Estados Unidos
16262,Hombre,35,Estados Unidos
16263,Hombre,42,Guatemala
16264,Hombre,41,Estados Unidos
16265,Hombre,42,Guatemala
16266,Hombre,25,Guatemala
16267,Hombre,23,El Salvador
16268,Hombre,29,Guatemala
16269,Hombre,48,Guatemala
16270,Hombre,26,Estados Unidos
16271,Hombre,31,Estados Unidos
16272,Hombre,47,Estados Unidos
16273,Hombre,26,Estados Unidos
16274,Hombre,28,Estados Unidos
16275,Hombre,29,Estados Unidos
16276,Hombre,26,Estados Unidos
16277,Hombre,27,Estados Unidos
16278,Hombre,25,Estados Unidos
16279,Hombre,31,Estados Unidos
16280,Hombre,29,Estados Unidos
16281,Hombre,42,Estados Unidos
16282,Hombre,48,Estados Unidos
16283,Mujer,47,Argentina
16284,Hombre,25,Estados Unidos
16285,Mujer,23,Honduras
16286,Hombre,29,Estados Unidos
16287,Hombre,25,Estados Unidos
16288,Hombre,29,Estados Unidos
16289,Hombre,27,
16290,Hombre,38,
16291,Hombre,34,Guatemala
16292,Hombre,35,Guatemala
16293,Hombre,31,Guatemala
16294,Hombre,34,Guatemala
16295,Hombre,42,Guatemala
16296,Hombre,27,Guatemala
16297,Hombre,33,Guatemala
16298,Hombre,30,Guatemala
16299,Hombre,46,Guatemala
16300,Hombre,30,Guatemala
16301,Hombre,58,Guatemala
16302,Hombre,40,Guatemala
16303,Hombre,40,Guatemala
16304,Hombre,26,Guatemala
16305,Hombre,40,Guatemala
16306,Hombre,35,Guatemala
16307,Hombre,39,Guatemala
16308,Hombre,36,Guatemala
16309,Hombre,53,Guatemala
16310,Hombre,48,Guatemala
16311,Hombre,48,Guatemala
16312,Hombre,35,Guatemala
16313,Hombre,36,Guatemala
16314,Hombre,50,Guatemala
16315,Hombre,32,Guatemala
16316,Hombre,34,Guatemala
16317,Hombre,41,Guatemala
16318,Hombre,35,Guatemala
16319,Hombre,43,Guatemala
16320,Hombre,35,Guatemala
16321,Hombre,62,Honduras
16322,Hombre,50,Guatemala
16323,Hombre,26,Guatemala
16324,Hombre,25,Guatemala
16325,Hombre,53,Guatemala
16326,Hombre,34,Guatemala
16327,Hombre,38,Guatemala
16328,Hombre,53,Guatemala
16329,Hombre,54,Guatemala
16330,Hombre,41,Guatemala
16331,Hombre,31,Guatemala
16332,Hombre,32,Guatemala
16333,Hombre,38,Guatemala
16334,Hombre,38,Guatemala
16335,Hombre,36,Guatemala
16336,Hombre,33,Guatemala
16337,Hombre,33,Guatemala
16338,Hombre,26,Guatemala
16339,Hombre,36,Guatemala
16340,Hombre,44,Guatemala
16341,Hombre,41,Guatemala
16342,Hombre,40,Guatemala
16343,Hombre,45,Guatemala
16344,Hombre,35,Guatemala
16345,Hombre,41,Guatemala
16346,Hombre,33,Guatemala
16347,Hombre,29,Guatemala
16348,Hombre,39,Guatemala
16349,Hombre,33,Guatemala
16350,Hombre,29,Guatemala
16351,Hombre,29,Guatemala
16352,Hombre,45,Guatemala
16353,Hombre,37,Guatemala
16354,Hombre,46,Guatemala
16355,Hombre,49,Guatemala
16356,Hombre,24,Guatemala
16357,Hombre,33,Guatemala
16358,Hombre,28,Guatemala
16359,Hombre,48,Guatemala
16360,Hombre,46,Guatemala
16361,Hombre,29,Guatemala
16362,Hombre,40,Guatemala
16363,Hombre,29,Guatemala
16364,Hombre,45,Guatemala
16365,Hombre,41,Guatemala
16366,Hombre,36,Guatemala
16367,Hombre,45,Guatemala
16368,Hombre,45,Guatemala
16369,Hombre,42,Guatemala
16370,Hombre,38,Guatemala
16371,Hombre,31,Guatemala
16372,Hombre,52,Guatemala
16373,Hombre,35,Guatemala
16374,Hombre,21,Guatemala
16375,Hombre,21,No especificado
16376,Hombre,37,Guatemala
16377,Hombre,37,Guatemala
16378,Hombre,45,Guatemala
16379,Hombre,44,Guatemala
16380,Hombre,48,Guatemala
16381,Hombre,60,Guatemala
16382,Hombre,36,Guatemala
16383,Hombre,52,Guatemala
16384,Hombre,27,Guatemala
16385,Hombre,32,Guatemala
16386,Hombre,28,Guatemala
16387,Hombre,48,Guatemala
16388,Hombre,58,Guatemala
16389,Hombre,47,Guatemala
16390,Hombre,29,Guatemala
16391,Hombre,37,Guatemala
16392,Hombre,29,Guatemala
16393,Hombre,33,Guatemala
16394,Hombre,33,Guatemala
16395,Hombre,45,Guatemala
16396,Hombre,59,Guatemala
16397,Hombre,48,Guatemala
16398,Hombre,53,Guatemala
16399,Hombre,36,Guatemala
16400,Hombre,47,Guatemala
16401,Hombre,47,Guatemala
16402,Hombre,41,Guatemala
16403,Hombre,41,Guatemala
16404,Hombre,44,Guatemala
16405,Hombre,35,Guatemala
16406,Hombre,40,Guatemala
16407,Hombre,55,Guatemala
16408,Hombre,29,Guatemala
16409,Hombre,30,Guatemala
16410,Hombre,48,Guatemala
16411,Hombre,39,Guatemala
16412,Hombre,49,Guatemala
16413,Hombre,30,Guatemala
16414,Hombre,40,Guatemala
16415,Hombre,20,Guatemala
16416,Hombre,58,Guatemala
16417,Hombre,34,Guatemala
16418,Hombre,47,Guatemala
16419,Hombre,41,Guatemala
16420,Hombre,68,Guatemala
16421,Hombre,58,Guatemala
16422,Hombre,40,Guatemala
16423,Hombre,43,Guatemala
16424,Hombre,38,Guatemala
16425,Hombre,40,Guatemala
16426,Hombre,38,Guatemala
16427,Hombre,48,Guatemala
16428,Hombre,33,Guatemala
16429,Hombre,42,Guatemala
16430,Hombre,36,Guatemala
16431,Hombre,42,Guatemala
16432,Hombre,33,Guatemala
16433,Hombre,38,Guatemala
16434,Hombre,58,Guatemala
16435,Mujer,26,Guatemala
16436,Hombre,66,Guatemala
16437,Hombre,29,Guatemala
16438,Hombre,34,Guatemala
16439,Hombre,63,Guatemala
16440,Hombre,52,Guatemala
16441,Hombre,46,Guatemala
16442,Hombre,58,Guatemala
16443,Hombre,59,Guatemala
16444,Hombre,42,Guatemala
16445,Hombre,43,Guatemala
16446,Hombre,38,Guatemala
16447,Hombre,45,Guatemala
16448,Hombre,46,Guatemala
16449,Hombre,68,Guatemala
16450,Hombre,43,Guatemala
16451,Hombre,38,Guatemala
16452,Hombre,35,Guatemala
16453,Hombre,34,Guatemala
16454,Hombre,37,Guatemala
16455,Hombre,29,Guatemala
16456,Hombre,36,Guatemala
16457,Hombre,58,Guatemala
16458,Hombre,39,Guatemala
16459,Hombre,54,Guatemala
16460,Hombre,57,Guatemala
16461,Hombre,57,Guatemala
16462,Hombre,52,Guatemala
16463,Hombre,52,Guatemala
16464,Hombre,46,Guatemala
16465,Hombre,29,Guatemala
16466,Hombre,34,Guatemala
16467,Hombre,42,Guatemala
16468,Hombre,42,Guatemala
16469,Hombre,34,Guatemala
16470,Hombre,26,Guatemala
16471,Hombre,30,Guatemala
16472,Hombre,44,Guatemala
16473,Hombre,28,Guatemala
16474,Hombre,34,Guatemala
16475,Hombre,31,Guatemala
16476,Hombre,34,Guatemala
16477,Hombre,42,Guatemala
16478,Hombre,24,Guatemala
16479,Hombre,46,Guatemala
16480,Hombre,25,Guatemala
16481,Hombre,24,Guatemala
16482,Hombre,27,Guatemala
16483,Hombre,52,Guatemala
16484,Hombre,28,Guatemala
16485,Hombre,35,Guatemala
16486,Hombre,29,Guatemala
16487,Hombre,36,Guatemala
16488,Hombre,27,Guatemala
16489,Hombre,52,Guatemala
16490,Hombre,25,Guatemala
16491,Hombre,32,Guatemala
16492,Hombre,29,Guatemala
16493,Hombre,25,Guatemala
16494,Hombre,39,Guatemala
16495,Hombre,29,Guatemala
16496,Hombre,34,Guatemala
16497,Hombre,35,Guatemala
16498,Hombre,25,Guatemala
16499,Hombre,25,Guatemala
16500,Hombre,24,Guatemala
16501,Hombre,32,Guatemala
16502,Hombre,36,Guatemala
16503,Hombre,25,Guatemala
16504,Hombre,34,Guatemala
16505,Hombre,34,Guatemala
16506,Hombre,58,Guatemala
16507,Hombre,34,Guatemala
16508,Hombre,37,Guatemala
16509,Hombre,48,Guatemala
16510,Hombre,37,Guatemala
16511,Hombre,22,Guatemala
16512,Hombre,50,Guatemala
16513,Hombre,25,Guatemala
16514,Mujer,45,Guatemala
16515,Hombre,41,Guatemala
16516,Hombre,49,Guatemala
16517,Hombre,42,Guatemala
16518,Hombre,39,Guatemala
16519,Hombre,42,Guatemala
16520,Hombre,42,Guatemala
16521,Hombre,33,Guatemala
16522,Hombre,43,Guatemala
16523,Hombre,26,Guatemala
16524,Hombre,34,Guatemala
16525,Hombre,29,Guatemala
16526,Hombre,43,Guatemala
16527,Hombre,32,Guatemala
16528,Hombre,48,Guatemala
16529,Hombre,35,Guatemala
16530,Hombre,24,Guatemala
16531,Hombre,20,Guatemala
16532,Hombre,41,Guatemala
16533,Hombre,26,Guatemala
16534,Hombre,43,Guatemala
16535,Hombre,51,Guatemala
16536,Hombre,46,Guatemala
16537,Hombre,28,Guatemala
16538,Hombre,43,Guatemala
16539,Hombre,29,Guatemala
16540,Hombre,41,Guatemala
16541,Hombre,38,Guatemala
16542,Hombre,47,Guatemala
16543,Hombre,34,Guatemala
16544,Hombre,24,Guatemala
16545,Hombre,25,Guatemala
16546,Hombre,27,Guatemala
16547,Hombre,30,Guatemala
16548,Hombre,29,Guatemala
16549,Hombre,27,Guatemala
16550,Hombre,34,Guatemala
16551,Hombre,24,Guatemala
16552,Hombre,34,Guatemala
16553,Hombre,19,Guatemala
16554,Hombre,36,Guatemala
16555,Hombre,49,Guatemala
16556,Hombre,34,Guatemala
16557,Hombre,49,Guatemala
16558,Hombre,25,Guatemala
16559,Hombre,25,Guatemala
16560,Hombre,34,Guatemala
16561,Hombre,46,Guatemala
16562,Hombre,30,Honduras
16563,Hombre,43,Guatemala
16564,Hombre,59,Honduras
16565,Hombre,34,Guatemala
16566,Hombre,29,Guatemala
16567,Hombre,27,Guatemala
16568,Hombre,36,Guatemala
16569,Hombre,42,Guatemala
16570,Hombre,27,Guatemala
16571,Hombre,33,Guatemala
16572,Hombre,39,Guatemala
16573,Hombre,41,Guatemala
16574,Hombre,35,Guatemala
16575,Hombre,26,Guatemala
16576,Hombre,39,Guatemala
16577,Hombre,41,Guatemala
16578,Hombre,41,Guatemala
16579,Hombre,36,Guatemala
16580,Hombre,27,Guatemala
16581,Hombre,43,Guatemala
16582,Hombre,41,Guatemala
16583,Hombre,24,Guatemala
16584,Hombre,46,Guatemala
16585,Hombre,44,Guatemala
16586,Hombre,49,Guatemala
16587,Hombre,25,Guatemala
16588,Hombre,47,Guatemala
16589,Hombre,28,Guatemala
16590,Hombre,42,Guatemala
16591,Hombre,41,Guatemala
16592,Hombre,35,Guatemala
16593,Hombre,42,Guatemala
16594,Hombre,23,Guatemala
16595,Hombre,29,Guatemala
16596,Mujer,45,Guatemala
16597,Hombre,36,Guatemala
16598,Hombre,41,Guatemala
16599,Hombre,38,Guatemala
16600,Hombre,39,Guatemala
16601,Hombre,43,Guatemala
16602,Hombre,35,Guatemala
16603,Hombre,34,Guatemala
16604,Hombre,35,Guatemala
16605,Hombre,30,Guatemala
16606,Hombre,43,Guatemala
16607,Hombre,43,Guatemala
16608,Hombre,41,Guatemala
16609,Hombre,34,Guatemala
16610,Hombre,30,Guatemala
16611,Hombre,41,Guatemala
16612,Hombre,25,Guatemala
16613,Hombre,26,Guatemala
16614,Hombre,30,Guatemala
16615,Hombre,40,Guatemala
16616,Hombre,42,Guatemala
16617,Hombre,23,Guatemala
16618,Hombre,45,Guatemala
16619,Hombre,24,Guatemala
16620,Hombre,24,Guatemala
16621,Hombre,32,Estados Unidos
16622,Hombre,32,Guatemala
16623,Hombre,48,Guatemala
16624,Hombre,36,Guatemala
16625,Hombre,31,Guatemala
16626,Hombre,28,Guatemala
16627,Hombre,30,Guatemala
16628,Hombre,29,Guatemala
16629,Hombre,35,Guatemala
16630,Hombre,23,Guatemala
16631,Hombre,62,Guatemala
16632,Hombre,40,Guatemala
16633,Hombre,38,Guatemala
16634,Hombre,33,Guatemala
16635,Hombre,38,Guatemala
16636,Hombre,52,Guatemala
16637,Hombre,32,Guatemala
16638,Hombre,40,Guatemala
16639,Hombre,23,Guatemala
16640,Hombre,30,Guatemala
16641,Hombre,48,Guatemala
16642,Hombre,22,Guatemala
16643,Hombre,23,Guatemala
16644,Hombre,42,Guatemala
16645,Hombre,31,Guatemala
16646,Hombre,40,Guatemala
16647,Hombre,33,Guatemala
16648,Hombre,32,Guatemala
16649,Hombre,41,Guatemala
16650,Hombre,37,Guatemala
16651,Hombre,39,Guatemala
16652,Hombre,36,Guatemala
16653,Hombre,48,Guatemala
16654,Hombre,40,Guatemala
16655,Hombre,37,Guatemala
16656,Hombre,26,Guatemala
16657,Hombre,28,Guatemala
16658,Hombre,44,Guatemala
16659,Hombre,51,Guatemala
16660,Hombre,22,Guatemala
16661,Hombre,28,Guatemala
16662,Hombre,27,Guatemala
16663,Hombre,29,Guatemala
16664,Hombre,29,Guatemala
16665,Hombre,44,Guatemala
16666,Hombre,25,Guatemala
16667,Mujer,38,Guatemala
16668,Hombre,29,Guatemala
16669,Hombre,38,Guatemala
16670,Hombre,28,Honduras
16671,Hombre,45,Guatemala
16672,Hombre,52,Guatemala
16673,Hombre,38,Guatemala
16674,Hombre,44,Guatemala
16675,Hombre,27,Guatemala
16676,Hombre,28,Guatemala
16677,Hombre,34,Guatemala
16678,Hombre,65,Guatemala
16679,Hombre,30,Guatemala
16680,Hombre,30,Guatemala
16681,Hombre,34,Guatemala
16682,Hombre,30,Guatemala
16683,Hombre,28,Guatemala
16684,Mujer,36,Guatemala
16685,Hombre,51,Guatemala
16686,Hombre,59,Guatemala
16687,Hombre,29,Guatemala
16688,Hombre,46,Guatemala
16689,Hombre,37,Guatemala
16690,Hombre,30,Guatemala
16691,Hombre,46,Guatemala
16692,Hombre,29,Guatemala
16693,Hombre,41,Guatemala
16694,Hombre,37,Guatemala
16695,Hombre,46,Guatemala
16696,Hombre,25,Guatemala
16697,Hombre,65,Guatemala
16698,Hombre,32,Guatemala
16699,Hombre,47,Guatemala
16700,Hombre,43,Guatemala
16701,Hombre,53,Guatemala
16702,Hombre,57,Guatemala
16703,Hombre,37,Guatemala
16704,Hombre,38,Guatemala
16705,Hombre,42,Guatemala
16706,Hombre,43,Guatemala
16707,Hombre,43,Guatemala
16708,Hombre,35,Guatemala
16709,Hombre,34,Guatemala
16710,Hombre,43,Guatemala
16711,Hombre,42,Guatemala
16712,Hombre,36,Guatemala
16713,Hombre,29,Guatemala
16714,Hombre,45,Guatemala
16715,Hombre,36,Guatemala
16716,Hombre,43,Guatemala
16717,Hombre,38,Guatemala
16718,Hombre,42,Guatemala
16719,Hombre,45,Guatemala
16720,Hombre,63,Guatemala
16721,Hombre,36,Guatemala
16722,Hombre,54,Guatemala
16723,Hombre,41,Guatemala
16724,Hombre,35,Guatemala
16725,Hombre,41,Guatemala
16726,Hombre,43,Guatemala
16727,Hombre,52,Guatemala
16728,Hombre,24,Guatemala
16729,Hombre,29,Guatemala
16730,Hombre,43,Guatemala
16731,Hombre,31,Guatemala
16732,Hombre,25,Guatemala
16733,Hombre,61,Guatemala
16734,Hombre,58,Guatemala
16735,Hombre,35,Honduras
16736,Hombre,43,Guatemala
16737,Hombre,36,Guatemala
16738,Hombre,55,Guatemala
16739,Hombre,58,Guatemala
16740,Hombre,38,Guatemala
16741,Hombre,43,Guatemala
16742,Hombre,27,Honduras
16743,Hombre,32,Guatemala
16744,Hombre,47,Guatemala
16745,Hombre,66,Guatemala
16746,Hombre,27,Guatemala
16747,Hombre,32,Guatemala
16748,Hombre,28,Guatemala
16749,Hombre,42,Guatemala
16750,Hombre,34,Guatemala
16751,Hombre,28,Guatemala
16752,Hombre,28,Guatemala
16753,Hombre,38,Guatemala
16754,Hombre,43,Guatemala
16755,Hombre,29,Guatemala
16756,Hombre,30,Guatemala
16757,Hombre,29,Guatemala
16758,Hombre,31,Guatemala
16759,Hombre,50,Guatemala
16760,Hombre,31,Guatemala
16761,Hombre,34,Guatemala
16762,Hombre,27,Guatemala
16763,Hombre,58,Guatemala
16764,Hombre,42,Guatemala
16765,Hombre,45,Guatemala
16766,Hombre,45,Guatemala
16767,Hombre,56,Guatemala
16768,Hombre,41,Guatemala
16769,Hombre,43,Guatemala
16770,Hombre,56,Guatemala
16771,Hombre,28,Guatemala
16772,Hombre,54,Guatemala
16773,Hombre,57,Guatemala
16774,Hombre,29,Guatemala
16775,Hombre,53,Guatemala
16776,Hombre,41,Guatemala
16777,Hombre,25,Estados Unidos
16778,Hombre,27,El Salvador
16779,Hombre,29,Guatemala
16780,Mujer,38,México
16781,Mujer,34,Honduras
16782,Mujer,52,Honduras
16783,Mujer,38,Honduras
16784,Mujer,24,Estados Unidos
16785,Mujer,35,Honduras
16786,Mujer,27,Honduras
16787,Mujer,42,Honduras
16788,Mujer,35,Estados Unidos
16789,Mujer,52,Honduras
16790,Mujer,32,El Salvador
16791,Mujer,21,Honduras
16792,Mujer,52,Honduras
16793,Mujer,39,Argentina
16794,Mujer,26,Estados Unidos
16795,Mujer,46,Argentina
16796,Mujer,48,Honduras
16797,Mujer,39,Honduras
16798,Mujer,24,Honduras
16799,Mujer,18,Honduras
16800,Mujer,37,Anguila
16801,Mujer,33,Estados Unidos
16802,Mujer,35,Honduras
16803,Mujer,27,Honduras
16804,Mujer,24,Honduras
16805,Mujer,56,Guatemala
16806,Mujer,23,Honduras
16807,Mujer,25,Honduras
16808,Mujer,40,Honduras
16809,Mujer,42,Honduras
16810,Mujer,35,Honduras
16811,Hombre,26,Honduras
16812,Mujer,36,
16813,Hombre,22,Guatemala
16814,Mujer,32,Guatemala
16815,Mujer,25,Guatemala
16816,Mujer,27,Guatemala
16817,Mujer,38,Guatemala
16818,Mujer,47,Guatemala
16819,Mujer,30,Guatemala
16820,Hombre,39,Honduras
16821,Mujer,40,Guatemala
16822,Mujer,49,Honduras
16823,Mujer,25,Guatemala
16824,Mujer,33,Guatemala
16825,Mujer,46,Guatemala
16826,Mujer,36,Guatemala
16827,Mujer,40,Honduras
16828,Mujer,35,Guatemala
16829,Mujer,40,Guatemala
16830,Mujer,40,Guatemala
16831,Mujer,33,Guatemala
16832,Mujer,35,Guatemala
16833,Mujer,35,Guatemala
16834,Mujer,35,Honduras
16835,Mujer,29,Honduras
16836,Mujer,56,Honduras
16837,Mujer,43,Guatemala
16838,Mujer,41,Guatemala
16839,Mujer,31,Guatemala
16840,Mujer,42,Guatemala
16841,Mujer,35,Guatemala
16842,Mujer,21,Honduras
16843,Mujer,34,Guatemala
16844,Mujer,35,Guatemala
16845,Mujer,32,Guatemala
16846,Mujer,33,Guatemala
16847,Mujer,28,Guatemala
16848,Mujer,36,Guatemala
16849,Mujer,34,Guatemala
16850,Mujer,34,Guatemala
16851,Mujer,35,Guatemala
16852,Mujer,35,Guatemala
16853,Mujer,24,Guatemala
16854,Mujer,35,Estados Unidos
16855,Mujer,36,Honduras
16856,Mujer,40,Honduras
16857,Mujer,66,Guatemala
16858,Mujer,37,Honduras
16859,Mujer,32,Guatemala
16860,Mujer,34,Guatemala
16861,Mujer,45,Guatemala
16862,Mujer,30,Guatemala
16863,Mujer,51,Guatemala
16864,Mujer,34,Guatemala
16865,Mujer,42,Guatemala
16866,Mujer,23,Guatemala
16867,Mujer,35,Guatemala
16868,Mujer,36,Guatemala
16869,Mujer,50,Argentina
16870,Mujer,41,Guatemala
16871,Mujer,38,Guatemala
16872,Mujer,38,Guatemala
16873,Mujer,30,Guatemala
16874,Mujer,32,Guatemala
16875,Mujer,24,Guatemala
16876,Mujer,33,Guatemala
16877,Mujer,54,Guatemala
16878,Mujer,38,Guatemala
16879,Mujer,38,Honduras
16880,Mujer,39,Guatemala
16881,Mujer,30,Guatemala
16882,Mujer,29,Guatemala
16883,Mujer,52,Guatemala
16884,Mujer,36,Guatemala
16885,Mujer,35,Guatemala
16886,Mujer,48,Honduras
16887,Mujer,38,Guatemala
16888,Mujer,53,Guatemala
16889,Mujer,28,Guatemala
16890,Hombre,32,Guatemala
16891,Hombre,24,Guatemala
16892,Hombre,24,Guatemala
16893,Mujer,25,Guatemala
16894,Mujer,30,Guatemala
16895,Mujer,36,Guatemala
16896,Hombre,26,Guatemala
16897,Hombre,25,Guatemala
16898,Mujer,30,Guatemala
16899,Hombre,26,Guatemala
16900,Mujer,25,Guatemala
16901,Hombre,22,Guatemala
16902,Mujer,23,Guatemala
16903,Hombre,23,Guatemala
16904,Mujer,38,Guatemala
16905,Mujer,32,Guatemala
16906,Mujer,25,Guatemala
16907,Hombre,21,Guatemala
16908,Mujer,30,Guatemala
16909,Hombre,47,Guatemala
16910,Hombre,35,Guatemala
16911,Hombre,46,Guatemala
16912,Hombre,27,Estados Unidos
16913,Hombre,30,Estados Unidos
16914,Hombre,54,Estados Unidos
16915,Hombre,27,Estados Unidos
16916,Hombre,25,Estados Unidos
16917,Hombre,19,Estados Unidos
16918,Hombre,40,Estados Unidos
16919,Hombre,30,El Salvador
16920,Hombre,23,Estados Unidos
16921,Hombre,22,Estados Unidos
16922,Hombre,24,Estados Unidos
16923,Hombre,35,El Salvador
16924,Hombre,35,El Salvador
16925,Hombre,26,El Salvador
16926,Hombre,36,El Salvador
16927,Hombre,42,Estados Unidos
16928,Hombre,35,Estados Unidos
16929,Hombre,32,Estados Unidos
16930,Hombre,31,Estados Unidos
16931,Hombre,36,Estados Unidos
16932,Hombre,34,Estados Unidos
16933,Hombre,23,Estados Unidos
16934,Hombre,29,El Salvador
16935,Hombre,32,Estados Unidos
16936,Mujer,33,El Salvador
16937,Hombre,32,Estados Unidos
16938,Hombre,32,Estados Unidos
16939,Hombre,22,Estados Unidos
16940,Hombre,32,Estados Unidos
16941,Hombre,23,Estados Unidos
16942,Hombre,31,Estados Unidos
16943,Hombre,38,Argentina
16944,Hombre,24,Guatemala
16945,Mujer,28,Honduras
16946,Hombre,28,Estados Unidos
16947,Hombre,33,Estados Unidos
16948,Hombre,38,Estados Unidos
16949,Hombre,34,Estados Unidos
16950,Mujer,41,El Salvador
16951,Hombre,27,El Salvador
16952,Hombre,22,Estados Unidos
16953,Hombre,41,El Salvador
16954,Hombre,38,Guatemala
16955,Hombre,35,
16956,Hombre,35,Estados Unidos
16957,Hombre,38,Estados Unidos
16958,Hombre,33,Estados Unidos
16959,Hombre,38,Estados Unidos
16960,Hombre,36,Estados Unidos
16961,Hombre,36,Estados Unidos
16962,Hombre,38,Estados Unidos
16963,Hombre,34,Estados Unidos
16964,Hombre,30,Estados Unidos
16965,Hombre,33,Estados Unidos
16966,Hombre,55,Guatemala
16967,Hombre,45,Guatemala
16968,Hombre,28,Estados Unidos
16969,Hombre,28,Estados Unidos
16970,Hombre,52,Guatemala
16971,Hombre,32,Estados Unidos
16972,Hombre,48,Estados Unidos
16973,Hombre,35,
16974,Hombre,29,Guatemala
16975,Hombre,27,Guatemala
16976,Hombre,25,Guatemala
16977,Hombre,24,Guatemala
16978,Hombre,42,Guatemala
16979,Hombre,60,Guatemala
16980,Hombre,32,Guatemala
16981,Hombre,25,Guatemala
16982,Hombre,50,Guatemala
16983,Hombre,37,Guatemala
16984,Hombre,45,Guatemala
16985,Hombre,27,Guatemala
16986,Hombre,45,Guatemala
16987,Hombre,37,Guatemala
16988,Hombre,42,Guatemala
16989,Hombre,37,Guatemala
16990,Hombre,34,Guatemala
16991,Hombre,27,Guatemala
16992,Hombre,40,Guatemala
16993,Hombre,35,Guatemala
16994,Hombre,35,Guatemala
16995,Hombre,49,Guatemala
16996,Hombre,53,Guatemala
16997,Hombre,25,Guatemala
16998,Hombre,47,Guatemala
16999,Hombre,38,Guatemala
17000,Hombre,29,Guatemala
17001,Hombre,28,Guatemala
17002,Hombre,42,Guatemala
17003,Hombre,47,Guatemala
17004,Hombre,40,Guatemala
17005,Hombre,22,Guatemala
17006,Hombre,34,Guatemala
17007,Hombre,37,Guatemala
17008,Hombre,38,Guatemala
17009,Hombre,47,Guatemala
17010,Hombre,24,Guatemala
17011,Hombre,26,Guatemala
17012,Hombre,26,Guatemala
17013,Hombre,54,Guatemala
17014,Hombre,51,Guatemala
17015,Hombre,28,Guatemala
17016,Hombre,58,Guatemala
17017,Hombre,18,Guatemala
17018,Hombre,35,Guatemala
17019,Hombre,38,Guatemala
17020,Hombre,28,Guatemala
17021,Hombre,41,Guatemala
17022,Hombre,38,Guatemala
17023,Hombre,25,Guatemala
17024,Hombre,23,Guatemala
17025,Hombre,40,Guatemala
17026,Hombre,27,Guatemala
17027,Hombre,21,Guatemala
17028,Hombre,54,Guatemala
17029,Hombre,36,Guatemala
17030,Hombre,34,Guatemala
17031,Hombre,37,Guatemala
17032,Hombre,34,Guatemala
17033,Hombre,68,Guatemala
17034,Hombre,26,Guatemala
17035,Hombre,25,Guatemala
17036,Hombre,42,Guatemala
17037,Hombre,42,Guatemala
17038,Hombre,46,Guatemala
17039,Hombre,35,Guatemala
17040,Hombre,32,Guatemala
17041,Hombre,36,Guatemala
17042,Hombre,44,Guatemala
17043,Hombre,38,Guatemala
17044,Hombre,39,Guatemala
17045,Hombre,55,Honduras
17046,Hombre,26,Guatemala
17047,Hombre,35,Guatemala
17048,Hombre,42,Guatemala
17049,Hombre,32,Guatemala
17050,Hombre,27,Guatemala
17051,Hombre,51,Guatemala
17052,Hombre,40,Guatemala
17053,Hombre,46,Guatemala
17054,Hombre,34,Guatemala
17055,Mujer,35,Guatemala
17056,Hombre,35,Guatemala
17057,Hombre,32,Guatemala
17058,Hombre,21,Guatemala
17059,Hombre,45,Guatemala
17060,Hombre,38,Guatemala
17061,Hombre,32,Guatemala
17062,Hombre,20,Guatemala
17063,Hombre,30,Guatemala
17064,Hombre,35,Guatemala
17065,Hombre,27,Guatemala
17066,Hombre,34,Guatemala
17067,Hombre,57,Guatemala
17068,Hombre,46,Guatemala
17069,Hombre,42,Guatemala
17070,Hombre,35,Guatemala
17071,Hombre,40,Guatemala
17072,Hombre,35,Guatemala
17073,Hombre,35,Guatemala
17074,Hombre,37,Guatemala
17075,Hombre,38,Guatemala
17076,Hombre,32,Guatemala
17077,Hombre,48,Guatemala
17078,Hombre,33,Guatemala
17079,Hombre,40,Guatemala
17080,Hombre,34,Guatemala
17081,Hombre,35,Guatemala
17082,Hombre,33,Guatemala
17083,Hombre,31,Guatemala
17084,Hombre,35,Guatemala
17085,Hombre,36,Guatemala
17086,Hombre,34,Guatemala
17087,Hombre,22,Guatemala
17088,Hombre,27,Guatemala
