folio,unidad,ciudad,trim,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p7_4_1,p7_4_2,p7_4_3,p7_4_4,p7_5,p7_5_1,p7_5_2,p7_5_2_1,p8,p9_1,p9_2,p9_3,p9_4,p10p,p10_1d,p10_1m,p10_1u,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12,p13_13_1,p13_13_2,p13_14,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_0_1,p18_0_2,p18_0_3,p18_0_4,p18_0_5,p18_1,p18_2,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1e,p22_1m,p22_1l,p22_1u,p22_3,p22_4,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_1,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_0_1,p29_0_2,p29_0_3,p29_0_4,p29_0_5,p29_1,p29_2,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_2_3_1,p35_2_3_2,p35_2_3_3,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p35_9,p35_9_1,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,nivel,oficio_res,filtro,estrato,upm,ponfin3
35911,292211,1,4,1,1,1,23,1,3,3,-2,2,2,6,2,6,2,2,5,0,2,3,2,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,16,1601,99,1,16,1601,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,923,1,1,2,1,2,2,2,2,2,10,6,1500,3,5,311,4,2,2,96,1,3,-19,-19,2,-20,2,-21,-21,1,2,2,2,2,-22,-22,13,999999999,99,9,999999999,99,97,999999997,97,997,97,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,190000000,1,3,1,2,2,-28,-28,-28,-28,999997,97,2,1,2,2,2,2,-31,-31,2,2,1,2,2,-33,0,-34,-34,-34,-34,48,99999,9999999999,3,1,2,1,2,2,2,1,1,3,-37,-37,-37,2,2,2,2,1,3,2,2,2,4,1,4,48,99999,9999999999,1,3,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,4,2,1,1011,1011292211,13.6658570494739
36011,292211,1,4,1,1,1,18,1,6,1,1,1,1,6,2,6,2,3,7,0,6,1,3,2,1,0,5,0,-5,-5,-5,-5,-5,2,2,2,1,1,13,1315,99,1,13,1315,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,611,6,1,1,2,2,2,2,2,2,10,6,2000,3,5,111,3,2,1,96,2,1,1305024,3,2,-20,1,999999,99,1,1,2,2,2,-22,-22,21,999999999,99,7,70190001,2,21,999999999,99,6,2,2,-23,-23,-23,-23,-23,-23,2,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999999,3,1,2,-27,1,999999,99,99,2,999999,99,1,2,2,2,2,2,-31,-31,5,1,1,1,2,-33,0,-34,-34,-34,-34,99,99999,9999999999,6,1,3,1,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,5,2,2,2,2,4,2,-38,99,99999,9999999999,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,1,-44,2022,2,2,1,-46,-46,10,2022,0,0,-49,1,-50,-50,2,1,1,1011,1011292211,13.6658570494739
36311,292211,1,4,1,1,2,18,1,3,2,-2,1,1,6,2,6,2,2,5,0,5,0,4,2,1,0,5,0,-5,-5,-5,-5,-5,2,2,2,2,1,8,801,99,1,8,801,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,522,1,1,1,1,2,2,2,2,2,14,6,1000,3,5,814,2,2,1,96,2,1,9999999,3,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,99,999999999,99,99,999999999,99,99,999999999,99,22,2,2,-23,-23,-23,-23,-23,-23,2,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,80410082,3,2,1,3,1,55000,3,3,2,56000,3,1,2,2,2,2,2,-31,-31,3,1,1,2,2,-33,0,-34,-34,-34,-34,48,99999,9999999999,6,1,3,2,2,2,1,1,1,2,-37,-37,-37,2,2,2,2,7,2,2,1,2,4,1,4,48,99999,9999999999,7,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,1,0,-43,-43,-43,-43,2,0,-47,-47,-47,-47,0,-49,2,1,2,3,7,1,1011,1011292211,8.07588910973055
36411,292211,1,4,1,1,1,22,1,3,1,1,1,1,6,2,6,2,2,11,1,10,0,4,2,1,0,5,0,-5,-5,-5,-5,-5,2,2,2,2,1,14,1401,99,1,14,1401,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,411,1,1,1,2,2,2,2,2,2,11,7,1500,3,5,999,3,2,1,96,2,1,9999999,3,2,-20,1,999999,99,1,1,2,2,2,-22,-22,99,999999999,99,99,999999999,99,99,999999999,99,13,2,2,-23,-23,-23,-23,-23,-23,1,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280270001,2,2,1,3,1,999999,99,4,1,999999,99,1,1,1,2,2,2,-31,-31,2,1,1,2,2,-33,0,-34,-34,-34,-34,48,99999,9999999999,6,1,3,1,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,12,2,2,2,2,4,2,-38,48,99999,9999999999,12,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,10,2022,0,0,-49,1,-50,-50,1,4,1,1011,1011292211,13.6658570494739
36511,292211,1,4,1,1,2,20,1,3,3,-2,2,2,6,2,6,1,-3,5,0,5,0,3,1,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,4,410,99,1,4,410,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,739,2,2,2,2,2,2,2,2,2,9,3,100,3,2,313,3,2,1,96,1,1,9999997,1,2,-20,1,100000,3,2,2,2,2,2,-22,-22,19,190390001,2,97,999999997,97,19,190390001,2,15,2,2,-23,-23,-23,-23,-23,-23,2,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999997,3,2,1,3,1,100000,3,6,2,100000,3,1,2,2,2,2,2,-31,-31,1,2,1,2,2,-33,0,-34,-34,-34,-34,48,99999,9999999999,5,1,4,1,2,2,2,1,1,2,-37,-37,-37,2,2,2,2,8,2,2,2,2,4,1,4,48,99999,9999999999,8,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,2,0,-43,-43,-43,-43,0,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,4,2,1,1011,1011292211,8.07588910973055
36811,292211,1,4,1,1,1,18,1,2,3,-2,1,1,3,2,6,2,2,3,0,3,0,3,2,5,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,8,808,99,1,9,901,99,-13,-13,-13,-13,-13,-13,-13,8,6,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,4,2,1,96,1,1,1312047,3,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,20,999999999,99,9,999999999,99,9,999999999,99,9,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,1,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,8,2,1,2,2,-28,-28,-28,-28,999997,97,2,1,2,2,2,2,-31,-31,1,2,1,2,2,-33,0,-34,-34,-34,-34,48,99999,9999999999,3,4,3,1,2,2,2,1,1,2,-37,-37,-37,2,2,2,2,6,2,2,1,2,4,1,4,48,99999,9999999999,6,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,11,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011292211,13.6658570494739
36911,292211,1,4,1,1,1,19,1,2,3,-2,2,2,6,2,6,2,2,5,2,3,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,22,2213,99,1,22,2211,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,2,3,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,2,1,1,1705015,6,2,-20,1,10000,2,1,2,2,2,2,-22,-22,21,999999999,99,28,999999999,99,28,280320001,2,50,2,2,-23,-23,-23,-23,-23,-23,2,2,2,1,2,2,2,2,1,2,8,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,26,2,1,3,1,10000,2,4,2,10500,2,1,1,2,2,2,2,-31,-31,0,2,1,2,2,-33,1,0,-35,-35,0,48,48225,9999999999,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,5,2,2,2,2,4,1,4,48,48225,9999999999,1,3,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,1,-44,2022,2,2,1,-46,-46,10,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011292211,13.6658570494739
37011,292211,1,4,1,1,2,22,1,2,3,-2,1,1,6,2,6,1,-3,8,1,7,0,4,1,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,7,701,99,1,7,701,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,2,3,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,3,2,1,2,1,1,9999997,3,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,28,280320001,2,97,999999997,97,28,280320001,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,3,1,3,2,-28,-28,-28,-28,80000,3,1,1,2,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,48,48225,9999999998,2,4,5,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,3,2,2,2,4,1,4,48,48225,9999999999,1,3,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,1,-44,9997,2,2,1,-46,-46,11,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011292211,8.07588910973055
38811,302211,1,4,1,1,1,19,1,1,3,-2,2,2,3,2,6,2,2,3,0,2,1,2,2,3,0,0,0,-5,-5,-5,-5,-5,1,2,2,2,1,22,2206,99,5,-11,-11,-11,-11,-11,-11,-11,36,99999,9999999999,5,6,1,-15,2,8,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,3,96,2,1,9999997,3,2,-20,1,7000,2,2,2,2,2,2,-22,-22,19,190390001,2,97,999999997,97,5,50250001,2,997,97,97,97,99997,999999997,97,997,997,2,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,2,3,1,3,1,7000,2,6,1,7000,2,97,1,2,2,2,2,-31,-31,0,4,97,2,2,-33,1,1,3,-36,0,36,99999,9999999999,3,4,3,1,1,2,2,1,1,3,-37,-37,-37,2,2,1,2,3,5,2,1,1,2,2,-38,36,99999,9999999999,5,6,1,511,10,5,1000,2,3,722,2,97,500,4,6,1,0,-43,-43,-43,-43,1,-46,-46,2,2017,0,0,-49,1,-50,-50,4,0,1,1011,1011302211,29.3562855136846
38911,302211,1,4,1,1,1,24,1,3,2,-2,2,2,2,2,1,1,-3,1,-4,-4,-4,-4,-4,3,3,1,3,1,5,1,2,1,2,2,2,2,1,4,412,99,1,4,412,99,-13,-13,-13,-13,-13,-13,-13,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,2,96,2,1,1305024,3,2,-20,1,3000,2,1,2,2,2,2,-22,-22,21,999999999,99,24,999999999,99,28,280320001,2,10,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,1,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,289999999,5,2,1,3,1,3000,2,4,1,3000,2,1,2,2,2,2,2,-31,-31,0,1,2,-32,2,-33,0,-34,-34,-34,-34,39,99999,9999999999,2,2,2,2,1,2,1,2,2,3,-37,-37,-37,2,2,2,2,3,6,2,1,2,4,2,-38,39,99999,9999999999,6,6,2,-41,-41,-41,-41,-41,-41,-41,3,12,1000,8,96,1,3,2019,2019,2,2,3,2,2015,11,2019,0,0,-49,1,-50,-50,3,0,1,1011,1011302211,29.3562855136846
39011,302211,1,4,1,1,2,29,1,1,1,2,2,2,6,2,1,1,-3,1,-4,-4,-4,-4,-4,1,3,1,3,1,1,2,-7,97,1,2,2,2,1,12,1215,99,5,-11,-11,-11,-11,-11,-11,-11,13,99999,9999999999,6,6,1,-15,1,-17,421,6,2,2,2,2,2,2,2,2,10,7,99998,98,98,461,4,2,1,2,1,1,9999997,3,2,-20,1,999997,97,1,1,2,2,2,-22,-22,97,999999997,97,97,999999997,97,97,999999997,97,997,97,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999997,997,97,1,3,1,999997,97,97,1,999997,97,98,1,1,2,2,2,-31,-31,2,2,97,97,2,-33,1,1,1,1,1,13,99999,9999999999,2,4,4,1,2,2,2,1,1,3,-37,-37,-37,1,2,2,2,1,5,2,1,2,4,1,3,13,99999,9999999999,6,6,-40,-40,-40,-40,-40,-40,-40,-40,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,97,2016,0,0,-49,1,-50,-50,1,4,1,1011,1011302211,17.3482062357175
39111,302211,1,4,1,1,1,22,1,3,2,-2,1,1,3,2,6,2,3,2,0,2,0,2,2,1,0,5,0,-5,-5,-5,-5,-5,2,2,2,2,1,4,401,99,5,-11,-11,-11,-11,-11,-11,-11,39,99999,9999999999,6,6,1,-15,2,8,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,3,2,1,96,2,1,9999999,3,2,-20,1,2000,2,2,2,2,2,2,-22,-22,99,999999999,99,99,999999999,99,99,999999999,99,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999999,999,99,99,99,1,2000,2,4,1,2000,2,1,2,2,2,2,2,-31,-31,0,1,2,-32,2,-33,0,-34,-34,-34,-34,4,99999,9999999999,4,2,3,1,2,2,1,1,1,3,-37,-37,-37,2,2,2,2,1,5,2,1,2,4,2,-38,39,99999,9999999999,6,6,1,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,1,1011,1011302211,29.3562855136846
39511,302211,1,4,1,1,2,35,1,2,1,1,2,2,6,2,1,1,-3,8,1,6,1,7,1,1,3,5,0,-5,-5,-5,-5,-5,2,2,2,2,1,3,9999,99,1,3,9999,99,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,1,-17,815,1,2,2,2,1,2,2,2,2,12,6,1500,3,4,315,2,1,1,2,1,1,1312047,3,2,-20,1,36000,3,1,1,1,1,2,1,2,30,999999999,99,9,999999999,99,26,999999999,99,1,5,2,-23,-23,-23,-23,-23,-23,1,1,1,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,260700001,7,2,1,3,1,36000,3,6,2,36000,3,2,1,1,2,2,2,-31,-31,0,2,2,-32,2,-33,0,-34,-34,-34,-34,48,99999,9999999999,6,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,3,5,2,1,2,4,1,4,48,99999,9999999999,3,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,7,2,2018,8,2022,0,0,-49,7,1,1,1,2,1,1011,1011302211,17.3482062357175
39611,302211,1,4,1,1,1,24,1,2,2,-2,1,1,3,2,1,1,-3,5,0,5,0,1,1,1,3,5,3,1,2,1,1,2,2,2,2,2,1,13,1318,99,5,-11,-11,-11,-11,-11,-11,-11,13,99999,9999999999,5,6,1,-15,2,8,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,3,2,1,2,1,1,1312047,3,2,-20,1,15000,2,2,2,2,2,2,-22,-22,26,999999999,99,97,999999997,97,26,999999999,99,1,5,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,260700001,3,1,2,-27,1,15000,2,6,1,21000,2,1,2,2,2,2,2,-31,-31,3,2,2,-32,2,-33,3,1,3,-36,0,13,99999,9999999999,2,2,3,2,2,2,2,1,1,2,-37,-37,-37,2,2,2,2,40,5,2,1,2,4,1,3,13,99999,9999999999,5,6,1,712,8,5,1000,2,3,236,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,10,2017,0,0,-49,1,-50,-50,3,0,1,1011,1011302211,29.3562855136846
