folio,unidad,trim,region,ciudad,punto,turno,sexo,edad,nacio,vieneud,paisvive,trabaja,estuvo,p1,p1_1,p1_1_1,p1_1_2_1,p1_1_2_2,p1_2,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1c,p8_1t,p8_2m,p8_2a,p9,p9_1,p10,p11,p11_1,p11_1_1,p11_1_2,p12,p12_1c,p12_1u,p12_2,p13c,p13t,p13_1_1c,p13_1_1t,p13_1_2c,p13_1_2t,p13_1_3c,p13_1_3t,p14,p14_1,p14_1_1f,p14_1_1p,p14_1_1u,p14_1_2e,p14_1_2m,p14_1_3,p14_3,p14_4,p14_5,p14_6_0_1,p14_6_0_2,p14_6_0_3,p14_6_0_4,p14_6_0_5,p14_6_0_6,p14_6_0_7,p14_6_1,p14_7_1,p14_7_2,p14_7_3,p14_7_4,p14_7_5,p14_7_6,p14_7_7,p14_8,p14_9,p14_10c,p14_10u,p14_10t,p14_10_1,p14_11,p14_12,p14_12_1,p14_12_2,p14_12_3,p14_12_4,p14_12_5,p14_12_6,p15,p15_1,p15_2c,p15_2t,p16c,p16t,p17,p17_1_1,p17_1_2,p17_1_3,p17_2,p18_1,p18_1_1,p18_2,p18_2_1,p18_3,p18_3_1,p18_4,p18_4_1,p19_0_1,p19_0_2,p19_0_3,p19_0_4,p19_1,p20,p21,p22,p23c,p23t,p23_1,p23_2c,p23_2t,p23_3,p23_4c,p23_4t,p23_5,p24,p24_1,p25a,p25m,p26p,p26_1e,p26_1m,p26_1l,p26_1u,p26_2d,p26_2m,p26_2b,p26_2u,p27,p27_1,p27_2,p27_2_1,p27_4,p27_5,p27_6,p27_7,p27_8,p28,p29,p29_1m,p29_1a,p29_2,p29_3,p29_3_1,p29_4,p29_5c,p29_5t,p29_6,p29_7,p30,filtro,estrato,upm,ponfin3
1112709,272209,3,1,3,2,3,1,29,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,1,1,2,1,1,-10,8,1,4,3,4,1,1,-12,-12,10,2021,0,1312047,1,1,2,2,-16,2,-17,-17,-17,11,5,11,5,1,3,1,3,1,2,-19,230050001,2,23,23005,1,511,1,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,12,6,2300,1,4,1,722,2,-24,-24,-24,-24,-24,-24,1,-29,4,2,11,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,1,1,6,-40,-40,-40,-40,11,5,1,0,-43,2021,10,1,-44,-44,-44,-44,13,1306,1306025,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023272209,27.3538275225661
1111509,272209,3,1,3,2,3,1,41,1,1,1,1,-5,1,0,-7,-7,-7,0,1,1,0,0,2,2,1,1,-10,4,1,3,0,2,1,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,5,2,-17,-17,-17,4,5,4,5,1,2,1,2,1,2,-19,70340289,1,7,7034,1,712,1,1,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,9,6,2800,1,5,1,236,2,-24,-24,-24,-24,-24,-24,1,-29,4,2,4,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,5,5,-40,-40,-40,-40,4,5,3,0,-43,2012,13,1,-44,-44,-44,-44,13,1306,1306010,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023272209,21.8830622796981
1071109,272209,3,1,1,1,2,1,37,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,1,1,-10,5,1,4,0,3,1,1,-12,-12,8,2022,0,1217001,1,1,1,-15,-15,2,-17,-17,-17,1,5,1,5,998,98,998,98,1,2,-19,70890001,2,7,7089,1,712,1,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,250,1,2,1,236,2,-24,-24,-24,-24,-24,-24,1,-29,3,2,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,1,5,5,0,-43,2022,4,1,-44,-44,-44,-44,9,920,920001,2,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1012,1012272209,16.1980727677704
1040209,262209,3,1,3,1,3,1,46,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,1,1,-10,5,1,3,1,1,1,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,5,5,5,5,3,2,2,2,1,2,-19,70340053,1,7,7034,2,731,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,1400,1,4,1,337,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,5,5,2,0,-43,2016,13,1,-44,-44,-44,-44,13,1312,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3013,3013262209,19.3141802649358
994109,252209,3,1,1,2,2,1,25,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,1,1,-10,3,1,2,0,1,1,1,-12,-12,8,2022,1,1217001,1,1,1,-15,-15,2,-17,-17,-17,1,5,1,5,999,99,999,99,1,2,-19,70870001,2,7,7087,2,712,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,300,1,2,1,236,2,-24,-24,-24,-24,-24,-24,1,-29,2,2,3,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,1,5,12,0,-43,2018,13,1,-44,-44,-44,-44,5,501,501001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1022,1022252209,20.1283976331677
988209,242209,3,1,2,1,3,1,65,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,0,0,2,2,1,1,-10,3,1,2,0,2,1,1,-12,-12,9,2022,0,1215013,1,2,-14,-14,2,2,-17,-17,-17,5,1,5,1,999,99,999,99,1,2,-19,70890001,2,7,7089,2,421,6,-21,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,100,1,2,1,463,2,-24,-24,-24,-24,-24,-24,2,2,-30,-30,5,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,888,88,-39,20,6,6,-42,-42,-42,0,-43,2002,13,1,-44,-44,-44,-44,12,1215,1215039,1,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,2013,2013242209,15.8970119073017
916209,212209,3,1,3,1,2,1,32,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,5,1,3,1,3,1,1,-12,-12,1,2022,0,1312047,1,1,2,2,-16,2,-17,-17,-17,8,5,8,5,1,2,1,2,1,2,-19,70340053,1,7,7034,1,712,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,140,1,2,1,236,2,-24,-24,-24,-24,-24,-24,1,-29,2,3,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,8,1,6,-40,-40,-40,-40,8,5,1,0,-43,2016,13,1,-44,-44,-44,-44,13,1331,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012212209,26.7459639910104
906709,212209,3,1,3,1,2,1,47,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,5,1,1,1,1,1,-10,6,1,3,2,4,1,1,-12,-12,1,2022,0,1312047,1,1,1,-15,-15,2,-17,-17,-17,8,5,8,5,7,1,7,1,1,2,-19,70340014,1,7,7034,1,712,2,1,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,130,1,2,1,236,2,-24,-24,-24,-24,-24,-24,1,-29,1,3,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,10,5,-40,-40,-40,-40,8,5,1,0,-43,2011,13,1,-44,-44,-44,-44,13,1312,1312049,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012212209,5.34919305984739
905809,212209,3,1,3,1,2,1,43,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,1,1,1,-10,6,1,3,2,1,1,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,7,5,7,5,1,3,3,2,1,2,-19,70340001,2,7,7034,2,263,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,1700,1,4,1,811,2,-24,-24,-24,-24,-24,-24,1,-29,2,5,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,2,5,-40,-40,-40,-40,7,5,1,0,-43,2012,13,1,-44,-44,-44,-44,13,1301,1301074,1,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012212209,8.91532176641232
904609,212209,3,1,3,1,2,1,53,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,1,1,-10,5,1,3,1,3,1,1,-12,-12,2,2022,0,1312047,1,1,2,2,-16,2,-17,-17,-17,7,5,7,5,1,2,1,2,1,2,-19,70300001,1,7,7030,1,524,1,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,1900,1,4,1,561,2,-24,-24,-24,-24,-24,-24,1,-29,4,2,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,9,5,-40,-40,-40,-40,7,5,1,0,-43,2014,13,1,-44,-44,-44,-44,13,1312,1312171,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012212209,53.4919292902474
904309,212209,3,1,3,1,2,1,57,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,1,1,-10,7,1,4,2,4,1,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,5,2,-17,-17,-17,5,5,5,5,3,2,3,2,1,2,-19,70590001,2,7,7059,2,263,1,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,10,6,1800,1,4,1,811,2,-24,-24,-24,-24,-24,-24,1,-29,1,3,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,6,5,-40,-40,-40,-40,5,5,2,0,-43,2014,13,1,-44,-44,-44,-44,13,1312,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012212209,26.7459639910104
895409,212209,3,1,1,2,3,1,37,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,3,-9,2,1,1,-10,3,1,2,0,1,1,1,-12,-12,7,2022,0,1217001,1,1,2,1,-16,2,-17,-17,-17,2,5,2,5,998,98,998,98,1,2,-19,70890001,2,7,7089,2,263,1,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,9,6,7500,1,5,1,811,2,-24,-24,-24,-24,-24,-24,1,-29,5,2,4,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,2,5,-40,-40,-40,-40,2,5,6,0,-43,2018,13,1,-44,-44,-44,-44,5,511,511001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1023,1023212209,23.834105741
891309,212209,3,1,1,2,3,1,38,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,1,1,-10,7,1,6,0,2,1,1,-12,-12,8,2022,1,1705016,1,2,-14,-14,2,2,-17,-17,-17,1,5,1,5,999,99,999,99,1,2,-19,270040001,2,27,27004,2,721,1,2,1,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,3000,1,4,1,811,2,-24,-24,-24,-24,-24,-24,1,-29,2,2,3,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,1,5,3,0,-43,2022,6,1,-44,-44,-44,-44,20,2001,2001001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1023,1023212209,23.834105741
853009,202209,3,1,3,2,3,1,42,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,1,6,1,1,2,1,1,-10,6,1,3,2,2,1,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,7,5,7,5,1,3,2,2,1,2,-19,70340001,2,7,7034,2,751,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,1450,1,4,1,311,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,7,5,1,0,-43,2015,13,1,-44,-44,-44,-44,13,1304,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023202209,21.8830622796981
851509,202209,3,1,3,2,3,1,43,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,5,1,3,1,1,1,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,4,5,4,5,1,3,2,2,1,2,-19,70340001,2,7,7034,2,611,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,220,1,2,1,111,2,-24,-24,-24,-24,-24,-24,2,1,2,5,4,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,2,5,-40,-40,-40,-40,4,5,2,0,-43,2015,13,1,-44,-44,-44,-44,13,1304,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023202209,49.2368898022642
851309,202209,3,1,3,2,3,1,43,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,6,1,3,2,2,1,1,-12,-12,3,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,6,5,6,5,1,3,2,2,1,2,-19,70340053,1,7,7034,2,722,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,1600,1,4,1,332,2,-24,-24,-24,-24,-24,-24,1,-29,2,5,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,2,5,-40,-40,-40,-40,6,5,1,0,-43,2013,13,1,-44,-44,-44,-44,13,1301,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3023,3023202209,32.824592765434
790709,192209,3,1,1,1,3,1,35,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,1,1,-10,6,1,5,0,2,1,1,-12,-12,9,2022,1,1217001,1,2,-14,-14,1,2,-17,-17,-17,8,1,8,1,998,98,998,98,1,2,-19,70870001,2,7,7087,2,952,6,-21,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,300,1,2,1,463,2,-24,-24,-24,-24,-24,-24,1,-29,16,1,3,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,888,88,-39,3,6,6,-42,-42,-42,0,-43,2019,-998,1,-44,-44,-44,-44,12,1215,1215001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1013,1013192209,30.8731938469024
788509,192209,3,1,1,1,3,1,34,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,1,1,-10,4,1,3,0,2,1,1,-12,-12,9,2022,2,1217001,1,1,1,-15,-15,2,-17,-17,-17,8,1,8,1,998,98,998,98,1,2,-19,70870001,2,7,7087,2,712,2,2,2,2,2,2,2,2,2,-22,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,1,1013,1013192209,30.8731938469024
779109,192209,3,1,1,1,3,1,43,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,1,1,1,-10,6,1,5,0,2,1,1,-12,-12,9,2022,2,1217001,1,1,2,2,-16,2,-17,-17,-17,8,1,8,1,998,98,998,98,1,2,-19,70870001,2,7,7087,2,712,1,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,2000,1,3,1,236,2,-24,-24,-24,-24,-24,-24,1,-29,16,1,3,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,888,88,-39,4,6,6,-42,-42,-42,0,-43,2018,13,1,-44,-44,-44,-44,12,1222,1222001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1013,1013192209,30.8731938469024
769909,172209,3,1,3,1,2,1,42,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,1,1,-10,5,1,3,1,1,1,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,5,5,5,5,1,3,2,2,1,2,-19,70340053,1,7,7034,2,263,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,1600,1,4,1,811,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,5,5,2,0,-43,2015,13,1,-44,-44,-44,-44,13,1312,1312009,2,2,3,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012172209,8.91532176641232
749509,172209,3,1,1,1,3,1,36,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,2,2,-9,2,1,1,-10,9,1,5,3,2,1,1,-12,-12,9,2022,0,1217001,1,1,2,1,-16,2,-17,-17,-17,8,1,8,1,998,98,998,98,1,2,-19,70870001,2,7,7087,2,922,2,2,1,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,200,1,2,1,236,2,-24,-24,-24,-24,-24,-24,1,-29,18,1,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,888,88,-39,3,6,6,-42,-42,-42,0,-43,2019,-998,1,-44,-44,-44,-44,12,1215,1215001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1013,1013172209,24.3278447854068
735109,172209,3,1,1,1,3,1,29,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,1,1,-10,3,1,2,0,1,1,1,-12,-12,9,2022,1,1217001,1,2,-14,-14,2,2,-17,-17,-17,8,1,8,1,998,98,998,98,1,2,-19,70870001,2,7,7087,2,951,6,-21,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,250,1,2,1,463,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,7,888,88,-39,8,5,6,-42,-42,-42,0,-43,2022,2,1,-44,-44,-44,-44,9,920,920001,2,2,1,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1013,1013172209,24.3278447854068
670609,162209,3,1,3,2,2,1,45,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,1,1,-10,6,1,4,1,4,1,1,-12,-12,11,2021,0,1312047,1,1,2,2,-16,2,-17,-17,-17,10,5,10,5,1,2,1,2,1,2,-19,70300001,1,7,7030,1,722,1,1,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,10,6,2900,1,4,1,238,2,-24,-24,-24,-24,-24,-24,1,-29,1,3,10,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,1,6,-40,-40,-40,-40,10,5,1,0,-43,2016,13,1,-44,-44,-44,-44,4,416,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3022,3022162209,8.20614786430186
668409,162209,3,1,3,2,2,1,36,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,1,1,-10,6,1,5,0,3,1,1,-12,-12,2,2022,0,1312047,1,1,2,2,-16,2,-17,-17,-17,7,5,7,5,1,2,1,2,1,2,-19,70340001,2,7,7034,1,834,1,1,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,3200,1,4,1,484,2,-24,-24,-24,-24,-24,-24,1,-29,1,3,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,8,5,-40,-40,-40,-40,7,5,1,0,-43,2017,13,1,-44,-44,-44,-44,13,1302,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3022,3022162209,16.4122970368302
666409,162209,3,1,3,2,2,1,43,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,1,1,-10,6,1,3,2,1,1,1,-12,-12,3,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,6,5,6,5,1,3,3,2,1,2,-19,70300001,1,7,7030,2,411,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,1300,1,4,1,431,2,-24,-24,-24,-24,-24,-24,1,-29,2,5,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,2,5,-40,-40,-40,-40,6,5,1,0,-43,2016,13,1,-44,-44,-44,-44,13,1303,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3022,3022162209,5.4707652428679
663109,142209,3,1,3,1,2,1,38,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,2,2,-9,2,1,1,-10,6,1,4,1,2,1,1,-12,-12,3,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,6,5,6,5,3,2,3,2,1,2,-19,70340001,2,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,170,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,1,1,5,-40,-40,-40,-40,6,5,1,0,-43,2022,3,1,-44,-44,-44,-44,13,1312,1312034,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3012,3012142209,17.8306435328246
656109,152209,3,1,3,2,2,1,42,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,4,1,3,0,1,1,1,-12,-12,6,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,3,5,3,5,5,2,1,2,1,2,-19,70340001,2,7,7034,2,611,2,2,1,1,2,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,240,1,2,1,111,2,-24,-24,-24,-24,-24,-24,2,1,2,5,3,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,2,5,-40,-40,-40,-40,3,5,2,0,-43,2014,13,1,-44,-44,-44,-44,13,1307,9999999,99,2,2,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3022,3022152209,8.20614786430186
656009,152209,3,1,3,2,2,1,45,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,1,1,-10,5,1,4,0,3,1,1,-12,-12,2,2022,0,1312047,1,1,2,2,-16,2,-17,-17,-17,7,5,7,5,1,2,1,2,1,2,-19,70190001,2,7,7019,1,731,1,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,2100,1,4,1,337,2,-24,-24,-24,-24,-24,-24,1,-29,1,3,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,9,5,-40,-40,-40,-40,7,5,1,0,-43,2013,13,1,-44,-44,-44,-44,13,1316,1316001,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3022,3022152209,5.4707652428679
652709,152209,3,1,3,2,2,1,63,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,1,1,2,1,1,-10,6,1,3,2,3,1,1,-12,-12,3,2022,0,1312047,1,1,2,2,-16,2,-17,-17,-17,6,5,6,5,2,2,2,2,1,2,-19,70340001,2,7,7034,1,712,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,10,6,200,1,2,1,236,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,7,5,-40,-40,-40,-40,6,5,1,0,-43,2005,13,1,-44,-44,-44,-44,13,1319,1319010,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3022,3022152209,21.8830622796981
651209,152209,3,1,3,2,2,1,36,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,1,1,-10,6,1,3,2,3,1,1,-12,-12,4,2021,0,1312047,1,1,2,5,-16,2,-17,-17,-17,1,6,1,6,1,3,1,2,1,2,-19,70300001,1,7,7030,1,313,1,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,12,6,2500,1,4,1,434,2,-24,-24,-24,-24,-24,-24,1,-29,1,3,1,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,1,6,-40,-40,-40,-40,11,5,1,0,-43,2021,4,1,-44,-44,-44,-44,13,1302,1302001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,3022,3022152209,5.4707652428679
