folio,unidad,trim,region,ciudad,punto,turno,sexo,edad,nacio,vieneud,paisvive,trabaja,estuvo,p1,p1_1,p1_1_1,p1_1_2_1,p1_1_2_2,p1_2,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1c,p8_1t,p8_2m,p8_2a,p9,p9_1,p10,p11,p11_1,p11_1_1,p11_1_2,p12,p12_1c,p12_1u,p12_2,p13c,p13t,p13_1_1c,p13_1_1t,p13_1_2c,p13_1_2t,p13_1_3c,p13_1_3t,p14,p14_1,p14_1_1f,p14_1_1p,p14_1_1u,p14_1_2e,p14_1_2m,p14_1_3,p14_3,p14_4,p14_5,p14_6_0_1,p14_6_0_2,p14_6_0_3,p14_6_0_4,p14_6_0_5,p14_6_0_6,p14_6_0_7,p14_6_1,p14_7_1,p14_7_2,p14_7_3,p14_7_4,p14_7_5,p14_7_6,p14_7_7,p14_8,p14_9,p14_10c,p14_10u,p14_10t,p14_10_1,p14_11,p14_12,p14_12_1,p14_12_2,p14_12_3,p14_12_4,p14_12_5,p14_12_6,p15,p15_1,p15_2c,p15_2t,p16c,p16t,p17,p17_1_1,p17_1_2,p17_1_3,p17_2,p18_1,p18_1_1,p18_2,p18_2_1,p18_3,p18_3_1,p18_4,p18_4_1,p19_0_1,p19_0_2,p19_0_3,p19_0_4,p19_1,p20,p21,p22,p23c,p23t,p23_1,p23_2c,p23_2t,p23_3,p23_4c,p23_4t,p23_5,p24,p24_1,p25a,p25m,p26p,p26_1e,p26_1m,p26_1l,p26_1u,p26_2d,p26_2m,p26_2b,p26_2u,p27,p27_1,p27_2,p27_2_1,p27_4,p27_5,p27_6,p27_7,p27_8,p28,p29,p29_1m,p29_1a,p29_2,p29_3,p29_3_1,p29_4,p29_5c,p29_5t,p29_6,p29_7,p30,filtro,estrato,upm,ponfin3
1177608,302208,3,1,3,1,2,2,32,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,2,1,5,2,3,0,2,2,3,9,6,99,9999,0,1312047,2,2,-14,-14,7,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,4,779,77,6,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7097,70970980,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3012,3012302208,17.9605850450964
1175908,302208,3,1,3,1,2,2,26,1,1,1,2,1,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,2,1,6,2,4,0,2,2,1,-12,-12,7,2022,0,1312047,9,1,2,-15,-15,2,-17,-17,-17,1,5,999,99,999,99,1,5,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,0,0,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1312,1312009,2,1,-47,1,-49,411,461,1,2,2,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3012,3012302208,4.49014560239396
1156708,272208,3,1,3,2,3,2,40,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,2,1,4,2,2,0,1,2,1,-12,-12,1,2019,0,1312047,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,779,77,99,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7006,70060038,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3023,3023272208,15.6781412212388
1155408,272208,3,1,3,2,3,2,32,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,2,1,4,2,2,0,2,2,3,3,6,99,9999,0,1312047,2,2,-14,-14,7,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,779,77,5,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7006,70060044,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3023,3023272208,15.6781412212388
1154408,272208,3,1,3,2,3,2,38,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,2,1,4,2,2,0,1,2,3,3,6,99,9999,0,1312047,2,2,-14,-14,7,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,4,779,77,3,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7070,70700001,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3023,3023272208,15.6781412212388
1127808,272208,3,1,1,2,3,2,35,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,5,2,1,4,2,2,0,1,2,3,10,6,4,2022,2,1217001,2,1,5,-15,-15,2,-17,-17,-17,777,7,777,7,999,99,999,99,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,779,77,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7040,70400001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1023,1023272208,25.0779026159999
1104108,262208,3,1,3,1,2,2,35,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,3,2,-9,2,5,2,1,4,2,2,0,2,2,1,-12,-12,7,2022,0,1312047,4,1,2,-15,-15,2,-17,-17,-17,40,2,999,99,999,99,999,99,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1326,1326526,1,1,-47,1,-49,411,722,2,2,2,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3012,3012262208,4.49014560239396
1033508,252208,3,1,1,2,1,2,22,1,1,4,-4,-4,2,2,1,1,96,2,2,2,1,2,-9,2,5,2,1,4,2,2,0,1,2,3,4,6,1,2022,0,1217001,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,999,99,999,99,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,-36,1,1,4,779,77,3,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7037,70370001,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1021,1021252208,39.9644369041498
978808,222208,3,1,3,2,3,2,40,1,1,4,-4,-4,1,1,1,1,96,1,2,2,2,2,-9,2,5,2,1,6,2,3,1,2,2,1,-12,-12,1,2018,0,1312047,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,1,2,1,1,1,2,-32,1,2,2,-34,1,2,2,2,2,2,-36,2,-37,4,779,77,25,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7040,70400001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3023,3023222208,20.2056571874132
910208,212208,3,1,3,2,2,2,34,1,1,4,-4,-4,1,0,-7,-7,-7,1,2,2,6,1,1,2,5,2,1,4,2,2,0,1,2,3,4,6,99,9999,0,1312047,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,779,77,8,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7019,70190001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3022,3022212208,12.6302117684894
878808,212208,3,1,1,1,2,2,39,1,1,4,-4,-4,2,2,1,1,96,2,2,2,6,1,1,2,5,2,1,4,2,2,0,1,2,3,15,6,5,2022,1,1217001,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,998,98,998,98,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,998,98,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,779,77,4,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7089,70890001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1012,1012212208,18.1236443225801
768508,182208,3,1,3,1,2,2,27,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,5,2,1,6,2,4,0,3,2,3,10,6,2,2022,0,1312047,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,8,779,77,3,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7011,70110001,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3012,3012182208,12.7367540048877
755208,182208,3,1,3,1,2,2,28,1,1,1,2,1,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,5,2,1,4,2,2,0,1,2,1,-12,-12,10,2021,3,1312047,3,1,2,-15,-15,2,-17,-17,-17,1,5,999,99,999,99,999,99,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,999,99,-40,-40,-40,-40,999,99,999,999,9999,9998,99,1,-44,-44,-44,-44,13,1312,1312004,1,2,5,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3012,3012182208,12.7367540048877
686608,162208,3,1,3,1,3,2,29,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,5,2,1,5,2,3,0,2,2,3,1,6,99,9999,0,1312047,2,2,-14,-14,7,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,4,779,77,5,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7034,70340022,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3013,3013162208,13.0285034953591
656408,152208,3,1,3,1,3,2,28,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,2,1,4,2,2,0,1,2,3,6,6,99,9999,0,1312047,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,4,779,77,6,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,1,-44,-44,-44,-44,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998, ,3013,3013152208,5.27104112
526908,122208,3,1,1,2,2,2,47,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,5,2,1,5,2,3,0,1,2,3,15,6,1,2022,0,1217001,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,999,99,999,99,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,779,77,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7089,70890001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1022,1022122208,19.7640433799217
393408,82208,3,1,3,2,3,2,38,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,2,2,-9,2,5,2,1,5,2,3,0,2,2,3,7,6,99,9999,0,1312047,2,2,-14,-14,7,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998, ,3023,3023082208,11.8784769681195
318208,72208,3,1,3,2,3,2,27,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,5,2,1,4,2,2,0,2,1,3,14,6,5,2022,0,1312047,2,2,-14,-14,2,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,4,779,77,5,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7089,70890001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3023,3023072208,18.7897079534299
247108,72208,3,1,1,1,2,2,37,1,1,1,2,1,2,2,1,1,96,2,2,2,3,3,-9,2,5,2,1,4,2,2,0,2,2,1,-12,-12,7,2022,0,1217001,3,1,2,-15,-15,2,-17,-17,-17,1,5,998,98,998,98,998,98,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,998,98,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,0,0,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,11,1101,1101001,2,2,5,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1012,1012072208,21.18596658928
200608,62208,3,1,1,1,2,2,27,1,1,4,-4,-4,3,2,1,1,96,3,2,2,3,2,-9,2,5,2,1,4,2,2,0,1,2,3,5,6,3,2022,1,1217001,2,2,-14,-14,2,2,-17,-17,-17,777,7,777,7,998,98,998,98,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,998,98,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,779,77,1,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7087,70870001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1012,1012062208,25.0791328256336
199208,62208,3,1,1,1,2,2,37,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,3,3,-9,2,5,2,1,6,2,4,0,1,2,3,20,6,2,2022,0,1217001,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,999,99,999,99,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,-36,1,1,1,779,77,4,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7108,71080001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1012,1012062208,25.0791328256336
135708,42208,3,1,1,1,2,2,26,1,1,4,-4,-4,2,2,1,4,96,2,2,2,3,2,-9,2,5,2,1,4,2,2,0,1,2,3,4,6,7,2022,0,1217001,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,998,98,998,98,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,998,98,1,2,1,1,1,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,4,779,77,3,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7089,70890001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,1012,1012042208,26.0902139746742
8408,12208,3,1,3,1,3,2,26,1,1,1,2,1,2,0,-7,-7,-7,2,2,2,6,1,1,2,5,2,1,5,2,3,0,2,2,1,-12,-12,7,2022,0,1312047,4,2,-14,-14,1,1,0,0,1,3,3,999,99,999,99,999,99,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,0,0,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,13,1307,9999999,99,2,5,-48,-48,-48,-48,-48,-48,-48,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3013,3013012208,111.298335015904
1029609,262209,3,1,3,1,2,2,33,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,5,2,1,6,2,4,0,2,2,3,3,6,99,9999,0,1312047,2,2,-14,-14,7,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,779,77,8,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7011,70110001,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3012,3012262209,16.1312662711196
1001409,252209,3,1,3,1,3,1,39,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,5,2,1,5,2,3,0,3,2,1,-12,-12,9,2022,0,1312047,9,2,-14,-14,4,2,-17,-17,-17,7,1,7,1,1,1,1,1,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,7,1,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,888,88,-39,9,5,3,-42,-42,-42,0,-43,2017,13,1,-44,-44,-44,-44,13,1311,1311088,1,1,-47,1,-49,411,463,2,2,2,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3013,3013252209,17.7408285487713
1000709,252209,3,1,3,1,3,2,40,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,5,2,1,5,2,2,1,1,2,3,2,6,1,2020,0,1312047,2,1,4,-15,-15,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,1,2,1,1,2,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,779,77,99,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7057,70570001,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3013,3013252209,17.8701155308333
951709,232209,3,1,3,1,2,2,36,1,1,4,-4,-4,1,1,1,1,96,1,2,2,6,1,1,2,5,2,1,5,2,2,1,1,2,1,-12,-12,1,2021,0,1312047,2,2,-14,-14,2,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,1,2,1,1,2,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,779,77,99,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,4,7,7034,999999999,99,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3012,3012232209,4.98445066102476
899009,212209,3,1,3,1,3,2,31,1,1,4,-4,-4,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,5,2,1,5,2,3,0,2,1,3,8,5,1,2022,0,1312047,2,2,-14,-14,2,2,-17,-17,-17,777,7,777,7,777,7,777,7,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,4,7,7034,70340053,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2, ,3013,3013212209,8.94799948912652
