folio,trim,unidad,region,ciudad,punto,turno,sexo,edad,nacio,cruzar,trabajar,estuvo,p1,p1_1,p1_2,p1_2_1,p1_2_2_1,p1_2_2_2,p1_3,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1d,p8_1m,p8_1u,p8_1_1,p8_2e,p8_2m,p8_2l,p8_2u,p9,p9_1,p9_2,p9_2_1,p9_4,p9_5,p9_6_1,p9_6_2,p9_6_3,p9_6_4,p9_6_5,p9_6_6,p9_6_7,p9_7,p9_8,p9_9c,p9_9u,p9_9t,p9_10,p9_11,p9_11_1_1,p9_11_1_2,p9_12,p9_13,p9_14,p9_15_1,p9_15_2,p10,p11,p12,p13,p13_1,p13_2,p14,p14_1,p14_2,p15,p16,p16_1,p16_2,p16_3,p16_4,p17,p17_1f,p17_1p,p17_1u,p17_2e,p17_2m,p17_3,p18,p18_1,p18_2,p18_2_1,p18_2_2c,p18_2_2t,p19c,p19t,p20,p20_1c,p20_1t,p20_2,p21,p21_1c,p21_1t,p22c,p22t,p23,p24m,p24a,p25_1,p25_1_1,p25_2,p25_2_1,p25_3,p25_3_1,p26,p26_1,p26_2,p27,p28,p28_1f,p28_1p,p28_1u,p28_2e,p28_2m,p28_4,p28_5,p28_6,p28_7_1,p28_7_2,p28_7_3,p28_7_4,p28_7_5,p28_7_6,p28_7_7,p28_8,p28_9,p28_10c,p28_10u,p28_10t,p28_10_1,p28_11,p28_12,p29,p30,p31,filtro,estrato,upm,ponfin3
1027109,3,292209,1,1,3,3,1,23,56,1,1,-4,2,6,2,3,-7,-7,-7,2,2,3,3,-8,2,6,2,2,10,3,5,2,3,2,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,0,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,4,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,17.3580053222837
1027209,3,292209,1,1,3,3,1,29,56,1,1,-4,2,5,2,3,-7,-7,-7,2,2,3,3,-8,2,5,1,-9,2,0,2,0,2,1,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,0,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,4,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,31.8230095845689
1028109,3,292209,1,1,3,3,1,24,56,1,1,-4,2,6,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,2,2,8,2,6,0,3,2,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,29,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.67900214228843
1028209,3,292209,1,1,3,3,1,26,56,1,1,-4,2,6,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,1,-9,1,-10,-10,-10,-10,-10,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,6,2,-20,-20,1,6,-23,1,5,5,2,2,28,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,24.4590071694021
1030909,3,292209,1,1,3,3,1,29,16,1,1,-4,2,3,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,1,-9,1,-10,-10,-10,-10,-10,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,5,1,5,1,2,2,48,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.67900214228843
1031009,3,292209,1,1,3,3,1,21,56,1,1,-4,2,5,0,-6,-6,-6,-6,2,2,2,4,-8,2,6,2,2,5,1,4,0,2,2,6,-11,-11,-11,-11,-11,-11,-11,-11,2,4,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,5,1,5,1,2,2,22,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.67900214228843
1031109,3,292209,1,1,3,3,1,28,56,1,1,-4,2,5,0,-6,-6,-6,-6,2,2,2,3,-8,2,1,1,-9,8,3,5,0,3,1,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,1,2,1,1217001,5,2,-20,-20,2,-22,4,1,5,1,2,2,37,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.67900214228843
1031909,3,292209,1,1,3,3,1,36,56,1,1,-4,2,4,2,1,1,96,2,2,2,3,3,-8,2,1,1,-9,6,2,4,0,1,1,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,4,1,5,1,2,2,6,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,34.7160096068605
1032009,3,292209,1,1,3,3,2,31,56,1,1,-4,2,4,2,1,1,96,0,2,2,3,3,-8,2,1,2,1,6,2,4,0,1,2,6,-11,-11,-11,-11,-11,-11,-11,-11,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,5,1,5,1,2,2,6,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.98474020063183
1032809,3,292209,1,1,3,3,1,17,56,1,1,-4,2,5,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,2,2,6,99,99,99,2,2,6,-11,-11,-11,-11,-11,-11,-11,-11,2,4,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,4,1,5,1,2,2,13,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,14.8782896832678
1033309,3,292209,1,1,3,3,1,22,16,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,2,2,5,0,5,0,1,2,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,1,5,-23,1,5,1,2,2,48,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.67900214228843
1035309,3,292209,1,1,3,3,1,21,56,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,1,-9,1,-10,-10,-10,-10,-10,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,999,2,2,2,2,2,2,2,2,8,6,10,2,5,999,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,36,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.67900214228843
1036609,3,292209,1,1,3,3,2,34,56,1,1,-4,2,3,1,1,4,96,0,2,2,3,3,-8,2,1,2,1,6,1,5,0,2,2,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,48,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.98474020063183
1036709,3,292209,1,1,3,3,1,25,56,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,3,-8,2,6,2,2,8,4,4,0,2,2,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,36,-25,-25,-25,-25,-25,-25,2,1,6,2,-29,-29,-29,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.67900214228843
1036809,3,292209,1,1,3,3,1,18,56,1,1,-4,2,10,2,3,-7,-7,-7,2,2,1,1,1,2,6,2,2,8,0,8,0,6,2,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,7,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,36,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,12.1506036218279
1037909,3,292209,1,1,3,3,2,23,56,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,3,3,-8,2,1,2,1,2,0,2,0,2,2,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,5,1,5,1,2,2,10,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.98474020063183
1039009,3,292209,1,1,3,3,2,26,56,1,1,-4,2,6,3,2,1,96,0,2,2,2,3,-8,2,1,2,1,5,2,3,0,2,2,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,4,1,5,1,2,2,10,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,16.4720240592458
1039309,3,292209,1,1,3,3,2,39,56,1,1,-4,2,4,0,-6,-6,-6,-6,2,2,3,2,-8,2,5,2,1,2,0,2,0,1,2,6,-11,-11,-11,-11,-11,-11,-11,-11,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,1,0,1217001,6,2,-20,-20,2,-22,5,1,5,5,2,2,19,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,53.9084433523159
1039409,3,292209,1,1,3,3,1,40,56,1,1,-4,2,4,0,-6,-6,-6,-6,2,2,3,2,-8,2,5,1,-9,2,0,2,0,1,1,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,0,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,19,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.67900214228843
1039509,3,292209,1,1,3,3,1,27,56,1,1,-4,2,10,4,1,4,1,0,2,2,3,3,-8,2,5,1,-9,4,2,2,0,1,1,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,22,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.67900214228843
1039609,3,292209,1,1,3,3,2,28,56,1,1,-4,2,10,4,1,4,1,0,2,2,3,3,-8,2,5,2,1,4,2,2,0,1,2,6,-11,-11,-11,-11,-11,-11,-11,-11,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,22,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.98474020063183
1039709,3,292209,1,1,3,3,1,24,56,1,1,-4,2,10,4,3,-7,-7,-7,2,2,3,3,-8,2,6,2,2,6,2,4,0,2,2,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,22,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,22.2399437678942
1042509,3,292209,1,1,3,3,1,35,56,1,1,-4,2,5,0,-6,-6,-6,-6,2,2,3,3,-8,2,5,1,-9,5,2,2,1,2,1,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,834,2,2,2,2,2,2,2,2,10,6,30,2,3,485,2,-18,-18,2,2,2,2,4,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,45,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.67900214228843
1042609,3,292209,1,1,3,3,1,28,56,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,2,2,6,0,6,0,3,2,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,12,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,16.3936716356175
1043109,3,292209,1,1,3,3,2,28,56,1,1,-4,2,4,0,-6,-6,-6,-6,2,2,3,2,-8,2,6,2,2,10,3,7,0,3,2,6,-11,-11,-11,-11,-11,-11,-11,-11,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,3,2,2,2,4,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,54,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,41.0730995946919
1043909,3,292209,1,1,3,3,1,32,56,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,3,-8,2,1,1,-9,7,3,4,0,3,1,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,2,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,1,2,34,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,18.2259049138884
1044909,3,292209,1,1,3,3,1,43,56,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,3,3,-8,2,1,1,-9,2,0,2,0,2,1,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,96,1,1217001,5,2,-20,-20,2,-22,4,1,5,1,2,2,17,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,21.6975063934279
1045809,3,292209,1,1,3,3,1,23,56,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,3,-8,2,1,1,-9,4,1,3,0,1,1,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,4,1,5,1,2,2,28,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,17.3580053222837
1046909,3,292209,1,1,3,3,1,32,56,1,1,-4,2,5,0,-6,-6,-6,-6,2,2,3,3,-8,2,1,1,-9,8,2,4,2,2,1,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,4,1,1217001,5,2,-20,-20,2,-22,4,1,5,1,2,2,6,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.67900214228843
1047009,3,292209,1,1,3,3,2,38,56,1,1,-4,2,5,0,-6,-6,-6,-6,2,2,2,3,-8,2,1,2,1,6,1,5,0,2,2,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,5,1,5,1,2,2,48,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,39.5328586016
1049309,3,292209,1,1,3,3,1,29,16,1,1,-4,2,3,0,-6,-6,-6,-6,2,2,3,3,-8,2,1,1,-9,4,2,2,0,1,1,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,13,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.67900214228843
