folio,trim,unidad,region,ciudad,punto,turno,sexo,edad,nacio,cruzar,trabajar,estuvo,p1,p1_1,p1_2,p1_2_1,p1_2_2_1,p1_2_2_2,p1_3,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1d,p8_1m,p8_1u,p8_1_1,p8_2e,p8_2m,p8_2l,p8_2u,p9,p9_1,p9_2,p9_2_1,p9_4,p9_5,p9_6_1,p9_6_2,p9_6_3,p9_6_4,p9_6_5,p9_6_6,p9_6_7,p9_7,p9_8,p9_9c,p9_9u,p9_9t,p9_10,p9_11,p9_11_1_1,p9_11_1_2,p9_12,p9_13,p9_14,p9_15_1,p9_15_2,p10,p11,p12,p13,p13_1,p13_2,p14,p14_1,p14_2,p15,p16,p16_1,p16_2,p16_3,p16_4,p17,p17_1f,p17_1p,p17_1u,p17_2e,p17_2m,p17_3,p18,p18_1,p18_2,p18_2_1,p18_2_2c,p18_2_2t,p19c,p19t,p20,p20_1c,p20_1t,p20_2,p21,p21_1c,p21_1t,p22c,p22t,p23,p24m,p24a,p25_1,p25_1_1,p25_2,p25_2_1,p25_3,p25_3_1,p26,p26_1,p26_2,p27,p28,p28_1f,p28_1p,p28_1u,p28_2e,p28_2m,p28_4,p28_5,p28_6,p28_7_1,p28_7_2,p28_7_3,p28_7_4,p28_7_5,p28_7_6,p28_7_7,p28_8,p28_9,p28_10c,p28_10u,p28_10t,p28_10_1,p28_11,p28_12,p29,p30,p31,filtro,estrato,upm,ponfin3
1049409,3,292209,1,1,3,3,1,35,56,1,1,-4,2,5,0,-6,-6,-6,-6,2,2,3,3,-8,2,5,1,-9,5,2,3,0,2,1,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,6,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,8.67900214228843
1049509,3,292209,1,1,3,3,1,26,56,1,1,-4,2,5,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,1,-9,1,-10,-10,-10,-10,-10,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,6,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,23.7226068241147
1050309,3,292209,1,1,3,3,2,25,56,1,1,-4,2,4,2,1,4,1,0,2,2,3,3,-8,2,5,2,1,3,1,2,0,2,2,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,1,1,5,6,2,2,53,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,26.954221676158
1050409,3,292209,1,1,3,3,1,28,56,1,1,-4,2,4,2,1,4,1,0,2,2,3,3,-8,2,5,1,-9,3,1,2,0,2,1,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,2,1,1217001,5,2,-20,-20,2,-22,1,1,5,6,2,2,53,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,15.1882547867116
1051609,3,292209,1,1,3,3,1,25,16,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,2,2,5,2,3,0,2,2,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,4,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,36,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,39.0555117157116
1051709,3,292209,1,1,3,3,1,33,56,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,3,-8,2,1,1,-9,5,1,4,0,2,1,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,4,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,6,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,37.1957252458764
1052209,3,292209,1,1,3,3,1,22,56,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,2,2,7,99,99,99,2,2,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,999,2,2,2,2,2,2,2,2,8,6,200,6,5,999,2,-18,-18,2,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,2,2,5,1,2,2,12,-25,-25,-25,-25,-25,-25,2,1,6,2,-29,-29,-29,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,11.2827029925163
1054909,3,292209,1,1,3,3,1,37,56,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,2,2,4,2,2,0,2,2,6,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,999,2,2,2,2,2,2,2,2,8,6,35,2,3,999,2,-18,-18,2,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,1,2,5,1,2,2,51,-25,-25,-25,-25,-25,-25,2,1,6,2,-29,-29,-29,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,1033,1033292209,13.3078034232032
1056509,3,292209,1,3,3,3,1,37,2,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,2,2,-8,2,6,1,-9,1,-10,-10,-10,-10,-10,2,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,96,0,1312047,5,2,-20,-20,2,-22,1,1,5,1,1,2,8,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,3033,3033292209,90.381735250937
1056609,3,292209,1,3,3,3,1,46,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,5,1,-9,6,2,4,0,3,1,1,13,1312,99,1,-13,-13,-13,-13,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,2,96,1,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,5,1,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,2,1,1,1,2,-30,-30,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,3033,3033292209,13.9048818521864
1056709,3,292209,1,3,3,3,1,20,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,6,2,2,6,1,4,1,2,2,1,13,1312,1,1,-13,-13,-13,-13,1,-14,1,-16,611,2,1,1,2,2,2,2,2,10,6,85,3,2,111,2,-18,-18,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,5,1,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,1,1,7,2,-29,-29,-29,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,3033,3033292209,69.5244118303123
1057009,3,292209,1,3,3,3,1,24,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,1,1,-9,6,3,3,0,2,1,1,13,1312,1,1,-13,-13,-13,-13,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,7,96,2,2,2,1,2,0,1312047,1,2,-20,-20,2,-22,5,1,4,-24,-24,-24,-24,2,-27,203050001,1,20,20305,1,1,1,1,2,-30,-30,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,3033,3033292209,30.5907416164383
1057609,3,292209,1,3,3,3,1,32,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,6,1,-9,1,-10,-10,-10,-10,-10,1,13,1311,99,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,3,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,1,4,-24,-24,-24,-24,2,-27,70570001,2,7,7057,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,3033,3033292209,50.9845693607305
1057909,3,292209,1,3,3,3,1,20,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,3,1,1,2,5,1,-9,3,1,2,0,1,1,1,13,1312,1,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,2,2,2,2,96,0,1312047,1,2,-20,-20,1,1,-23,1,4,-24,-24,-24,-24,2,-27,70340099,1,7,7034,1,1,2,1,2,-30,-30,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,3033,3033292209,6.9524415684383
1059809,3,292209,1,3,3,3,1,25,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,6,2,2,5,0,4,1,2,2,1,13,1304,1,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,2,8,1,2,2,1,96,0,1312047,1,2,-20,-20,1,2,-23,1,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,1,1,7,2,-29,-29,-29,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,3033,3033292209,6.9524415684383
1060909,3,292209,1,3,3,3,1,25,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,6,2,2,4,0,4,0,2,2,1,13,1326,1,1,-13,-13,-13,-13,1,-14,1,-16,312,1,2,2,2,2,2,2,2,8,6,1500,3,5,522,2,-18,-18,1,2,2,2,96,0,1312047,5,1,2,2,-21,-21,-21,1,5,1,2,2,12,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,3033,3033292209,69.5244118303123
1061609,3,292209,1,3,3,3,1,40,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,1,1,1,2,5,1,-9,4,2,2,0,2,1,1,13,1311,1,1,-13,-13,-13,-13,1,-14,1,-16,611,6,2,2,2,2,2,2,2,8,6,70,3,2,111,1,8,96,2,2,2,2,96,0,1312047,1,2,-20,-20,1,99,-23,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,3033,3033292209,13.9048818521864
1061809,3,292209,1,3,3,3,1,40,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,5,1,-9,2,0,2,0,1,1,1,13,1312,99,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,2,2,2,1,96,0,1312047,1,2,-20,-20,1,1,-23,2,5,1,1,2,12,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,3033,3033292209,24.3335435624987
1062509,3,292209,1,3,3,3,1,36,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,5,1,-9,5,2,3,0,2,1,1,13,1312,99,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,7,96,2,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,5,1,4,-24,-24,-24,-24,2,-27,999999999,99,7,7091,2,1,7,2,-29,-29,-29,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,3033,3033292209,27.809764989063
1062609,3,292209,1,3,3,3,1,29,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,2,2,-8,2,3,1,-9,1,-10,-10,-10,-10,-10,1,13,1312,2,1,-13,-13,-13,-13,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,96,0,1312047,5,2,-20,-20,2,-22,1,1,5,1,1,2,45,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,3033,3033292209,104.286618387814
1062709,3,292209,1,3,3,3,1,32,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,5,1,-9,8,3,4,1,3,1,1,13,1312,1,1,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,0,1312047,1,1,1,2,-21,-21,-21,1,4,-24,-24,-24,-24,1,999999999,-26,99,7,7078,2,1,2,1,2,-30,-30,777,7,30,-33,-33,-33,15,1,3,3,3,2019,99,9999,2,-37,2,-38,2,-39,2,-40,-40,1,99,999999999,-43,99,7,7078,712,2,2,1,1,2,2,2,2,2,11,6,3000,1,4,1,236,2,2,-45,2,1,3033,3033292209,24.3335435624987
1063009,3,292209,1,3,3,3,1,21,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,6,2,2,5,0,5,0,3,2,1,13,1311,1,1,-13,-13,-13,-13,1,-14,1,-16,999,1,1,2,2,2,2,2,2,10,6,2800,3,5,999,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,5,1,4,-24,-24,-24,-24,2,-27,999999999,99,2,2002,1,1,7,2,-29,-29,-29,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,1,3033,3033292209,27.809764989063
1063209,3,292209,1,3,3,3,2,27,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,6,2,2,5,0,4,1,3,2,1,13,1312,99,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,1,1,5,1,2,1,23,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2, ,3033,3033292209,43.9205627800641
1063509,3,292209,1,3,3,3,1,40,1,1,1,-4,2,2,1,1,1,96,0,1,1,3,1,1,2,5,1,-9,3,1,2,0,1,1,1,13,1311,1,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,2,2,2,2,96,0,1312047,1,2,-20,-20,1,1,-23,1,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,2,1,2,1,2,-30,-30,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,3033,3033292209,6.9524415684383
1063709,3,292209,1,3,3,3,1,28,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,6,1,-9,1,-10,-10,-10,-10,-10,1,13,1312,1,1,-13,-13,-13,-13,1,-14,1,-16,411,6,2,2,2,2,2,2,2,8,6,2500,3,5,463,1,8,96,2,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,2,1,4,-24,-24,-24,-24,2,-27,70400001,2,7,7040,1,1,1,1,2,-30,-30,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,3033,3033292209,20.8573234206247
1066809,3,292209,1,3,3,2,2,42,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,99,99,99,2,5,2,1,4,1,3,0,2,2,1,13,1331,1,1,-13,-13,-13,-13,1,-14,2,8,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,96,0,1312047,1,1,5,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,1,6,1,1,7,6,777,7,15,-33,-33,-33,2,1,6,9,5,2015,2,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,233,1,1,1,1,2,2,2,2,2,7,5,3500,1,4,1,611,2,2,-45,2,1,3032,3032292209,14.0545794594559
1066909,3,292209,1,3,3,2,1,24,1,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,5,1,1,2,6,2,2,4,1,3,0,2,2,1,13,1312,99,1,-13,-13,-13,-13,1,-14,1,-16,999,2,1,2,2,2,2,2,2,7,4,100,3,2,999,2,-18,-18,2,2,2,2,96,0,1312047,5,2,-20,-20,2,-22,3,1,5,1,1,2,53,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,3032,3032292209,37.8212800768
1067009,3,292209,1,3,3,2,1,26,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,2,2,-8,2,6,2,2,7,3,4,0,4,2,1,13,1312,1,1,-13,-13,-13,-13,2,4,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,1,96,0,1312047,5,2,-20,-20,2,-22,4,2,5,1,1,2,12,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,3032,3032292209,26.0021300528
1067309,3,292209,1,3,3,2,2,25,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,6,2,2,7,3,4,0,2,1,1,13,1312,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,2,1,4,1,1,3,6,777,7,8,-33,-33,-33,1,1,6,1,6,2018,9,2021,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340001,2,7,7034,312,1,2,1,1,2,2,2,2,2,10,6,2500,1,4,1,461,2,2,-45,2,1,3032,3032292209,21.08186990528
1070209,3,302209,1,3,3,2,1,29,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,3,-8,2,6,1,-9,1,-10,-10,-10,-10,-10,1,13,1331,1,1,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,0,1312047,1,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70340014,1,7,7034,1,1,6,1,1,3,6,777,7,888,6,5,2,-34,-34,-34,1,6,2019,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340014,1,7,7034,521,1,1,1,1,2,2,2,2,2,10,6,2500,1,4,1,812,2,2,-45,2,1,3032,3032302209,80.3702201632
1071209,3,302209,1,3,3,2,1,28,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,4,1,1,2,1,1,-9,5,3,2,0,1,1,1,13,1312,99,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,2,1,2,2,-29,-29,-29,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,3032,3032302209,35.457450072
1073009,3,302209,1,3,3,2,1,24,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,6,2,2,6,2,3,1,2,2,1,13,1312,2,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,1,96,0,1312047,5,2,-20,-20,2,-22,2,1,5,1,1,2,12,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1, ,3032,3032302209,27.6905804232829
