Folio,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p7_4_1,p7_4_2,p7_4_3,p7_4_4,p7_5,p7_5_1,p7_5_2,p7_5_2_1,p8,p9_1,p9_2,p9_3,p9_4,p10p,p10_1d,p10_1m,p10_1u,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12,p13_13_1,p13_13_2,p13_14,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_0_1,p18_0_2,p18_0_3,p18_0_4,p18_0_5,p18_1,p18_2,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1e,p22_1m,p22_1l,p22_1u,p22_3,p22_4,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_1,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_0_1,p29_0_2,p29_0_3,p29_0_4,p29_0_5,p29_1,p29_2,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_2_3_1,p35_2_3_2,p35_2_3_3,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p35_9,p35_9_1,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,nivel,oficio_res,filtro
12408,3,102208,1,1,1,1,19,1,4,1,1,2,2,6,2,6,1,-3,3,0,3,0,1,2,1,0,0,0,-5,-5,-5,-5,-5,1,2,2,2,2,3,301,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,2,1,1,1217001,0,2,-20,1,11000,2,1,2,2,2,2,-22,-22,7,70090001,2,21,210150001,2,4,40090001,2,1,5,2,-23,-23,-23,-23,-23,-23,1,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,8,2,1,3,1,11000,2,6,1,11000,2,1,1,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48309,9999999999,5,1,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,7,2,2,2,2,4,2,-38,48,48309,9999999997,3,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,1,0,1
10108,3,82208,1,1,1,1,27,1,3,3,-2,2,2,6,2,6,1,-3,5,1,4,0,1,2,1,0,5,0,-5,-5,-5,-5,-5,1,2,2,2,2,5,512,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,2,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,1,2,1,1,1217001,0,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,7,70270001,2,19,190390001,2,19,190390001,2,3,5,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,3,1,3,1,3000,2,1,3,3000,2,1,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48309,9999999999,3,2,5,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,2,2,2,4,2,-38,48,48309,9999999999,3,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,4,0,1
9808,3,82208,1,1,1,1,20,1,1,3,-2,2,2,6,2,6,2,2,6,1,5,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,8,801,99,2,5,501,2,-13,-13,-13,-13,-13,-13,-13,777,7,2,5,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,2,2,1,1217001,0,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,2,20010001,2,7,70090001,2,19,190470001,2,3,3,2,-23,-23,-23,-23,-23,-23,1,2,1,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,2,-27,1,3000,4,2,3,5000,4,1,1,1,1,1,2,7,2,0,2,1,1,2,-33,1,0,-35,-35,0,48,48309,9999999999,5,1,5,1,1,1,1,1,1,2,-37,-37,-37,1,1,1,2,2,3,2,2,2,4,2,-38,48,48309,9999999999,1,3,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,0,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,4,0,1
33409,3,302209,1,1,1,1,23,1,6,1,1,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,3,0,5,0,-5,-5,-5,-5,-5,2,2,2,2,2,5,512,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,5,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,2,1,1217001,3,2,-20,1,5500,2,1,1,2,2,2,-22,-22,9,999999997,97,19,190390001,2,19,190390001,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,3,2,1,3,1,5500,2,6,1,11000,2,1,1,2,2,2,2,-31,-31,0,4,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,3,1,2,1,1,1,2,2,-37,-37,-37,2,2,2,2,3,3,2,2,2,4,2,-38,48,48215,4821545384,2,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,2,0,1
32809,3,302209,1,1,1,1,22,1,3,3,-2,2,2,6,1,6,2,2,2,0,2,0,2,2,1,0,0,0,-5,-5,-5,-5,-5,1,2,2,2,2,5,501,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,5,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,1,4,1,1,1217001,3,2,-20,2,-21,-21,1,1,1,1,2,6,2,13,130510027,2,13,130770001,2,2,20030001,2,26,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,20040001,1,2,2,-27,2,-28,-28,-28,-28,999997,97,1,1,2,2,2,2,-31,-31,2,2,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,15,2,2,2,2,4,2,-38,48,48215,4821545384,15,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,4,0,1
32709,3,302209,1,1,1,1,32,1,3,3,-2,2,2,6,2,5,1,-3,7,1,4,2,3,1,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,2,17,1703,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,1,731,1,1,1,1,1,2,2,2,2,10,6,3000,4,4,337,1,2,2,96,1,1,1217001,4,2,-20,1,14000,2,2,2,2,2,2,-22,-22,19,190390001,2,32,320560001,2,3,999999999,99,34,2,2,-23,-23,-23,-23,-23,-23,2,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,12,2,1,3,1,14000,2,6,3,18000,2,1,2,2,2,2,2,-31,-31,3,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,9,2,2,2,2,4,2,-38,48,48215,4821545384,9,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,4,2,1
31209,3,282209,1,1,1,2,26,1,6,1,1,2,2,6,2,6,2,2,5,2,2,1,2,2,1,0,5,0,-5,-5,-5,-5,-5,1,2,2,2,2,7,703,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,313,1,2,2,2,2,2,2,2,2,8,6,3500,4,4,493,1,1,1,96,2,1,1217001,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,3,999999997,97,26,999999997,97,12,999999997,97,2,3,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,5,2,-28,-28,-28,-28,999999,99,99,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,2,1,2,1,2,2,2,2,-37,-37,-37,2,2,2,2,8,2,2,2,2,4,2,-38,48,48215,4821545384,1,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,2,8,1
30909,3,282209,1,1,1,1,25,1,2,2,-2,2,2,6,2,6,2,2,6,1,3,2,2,2,1,0,5,0,-5,-5,-5,-5,-5,1,2,2,2,2,12,1201,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,1,1,1217001,0,2,-20,1,3500,2,1,2,2,2,2,-22,-22,19,190390001,2,7,71010001,2,19,190390001,2,20,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,6,2,1,3,1,3500,2,6,1,7000,2,2,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,1,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,12,2,2,2,2,4,2,-38,48,48215,4821545384,1,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,3,0,1
30809,3,282209,1,1,1,1,25,1,3,2,-2,2,2,6,2,6,2,2,4,0,2,2,2,2,1,0,3,0,-5,-5,-5,-5,-5,1,2,2,1,2,5,502,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,1,1,1217001,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,13,999999997,97,2,20020001,2,19,190390001,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,3,1,999999,99,99,2,999999,99,1,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,2,1,1,1,2,1,2,2,-37,-37,-37,2,2,2,2,10,2,2,2,2,4,2,-38,48,48215,4821545384,2,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,3,0,1
27709,3,282209,1,1,1,2,24,1,3,2,-2,2,2,6,2,6,2,2,6,2,3,1,3,2,1,0,0,0,-5,-5,-5,-5,-5,1,2,2,2,2,7,702,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,6,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,2,1,1,1217001,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,2,20040001,2,28,280320001,2,28,280320001,2,32,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,4,2,1,2,2,-28,-28,-28,-28,999999,99,1,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,7,2,2,2,2,4,2,-38,99,99999,9999999999,7,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,3,0,1
27409,3,282209,1,1,1,1,39,1,3,3,-2,2,2,6,2,5,1,-3,4,1,3,0,2,1,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,2,5,507,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,271,6,2,2,2,2,2,2,2,2,2,6,1000,4,1,713,1,2,1,96,1,1,1217001,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,2,20030001,2,26,260550001,2,1,10010001,2,26,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,2,2,1,6,2,-28,-28,-28,-28,999997,97,1,2,2,2,2,2,-31,-31,0,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,1,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,4,2,2,2,2,4,2,-38,48,48215,4821545384,4,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,4,8,1
27309,3,282209,1,1,1,1,42,1,3,3,-2,2,2,6,2,1,1,-3,2,0,2,0,1,1,3,1,0,3,2,-6,-6,-6,-6,1,2,2,2,2,16,1609,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,611,3,2,2,2,2,2,2,2,2,6,7,500,4,2,111,1,2,1,3,1,1,1217001,4,2,-20,1,12000,2,2,2,2,2,2,-22,-22,19,190390001,2,13,130510027,2,10,100380001,2,2,5,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,20,2,1,4,2,-28,-28,-28,-28,15000,2,1,2,2,2,2,2,-31,-31,2,4,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,1,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,15,2,2,2,2,4,2,-38,48,48215,4821545384,15,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,6,2022,0,0,-49,1,-50,-50,4,1,1
26509,3,262209,1,1,1,1,34,1,3,2,-2,2,2,6,97,6,1,-3,1,-4,-4,-4,-4,-4,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,5,503,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,8,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,4,2,6,96,1,1,1217001,3,2,-20,2,-21,-21,1,2,2,2,2,-22,-22,23,230010001,2,1,10010001,2,2,20040001,2,1,5,2,-23,-23,-23,-23,-23,-23,1,1,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,21,2,1,8,2,-28,-28,-28,-28,10000,2,1,1,1,2,2,2,-31,-31,2,8,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,3,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,20,2,2,2,2,2,2,-38,48,48215,4821545384,21,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,3,0,1
26409,3,262209,1,1,1,1,24,1,3,3,-2,2,2,6,2,6,2,2,4,1,3,0,0,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,18,1801,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,5,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,4,1,1,1,1217001,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,1,10010001,2,13,130510027,2,13,130510027,2,20,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,5,2,1,4,2,-28,-28,-28,-28,8000,2,1,2,2,2,2,2,-31,-31,2,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,4,0,1
26009,3,262209,1,1,1,1,45,1,2,2,-2,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,5,1,2,-6,-6,-6,-6,2,2,2,2,2,16,1613,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,4,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,2,1,1217001,3,2,-20,1,3000,2,1,2,2,2,2,-22,-22,7,999999997,97,14,999999997,97,28,280400001,2,3,3,2,-23,-23,-23,-23,-23,-23,1,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,5,1,3,1,5000,2,4,1,8000,2,1,1,1,2,2,2,-31,-31,0,1,1,2,2,-33,0,-34,-34,-34,-34,12,12086,1208645000,3,2,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,3,6,1,1,1,4,2,-38,48,48015,4801535984,1,6,1,712,10,6,500,2,3,236,1,0,-42,-42,-42,1,1,-44,2010,2,1,2,1,-48,2,2019,0,1,0,1,-50,-50,3,0,1
25709,3,262209,1,1,1,1,23,1,3,1,1,2,2,6,2,6,2,2,3,0,3,0,0,2,5,0,5,0,-5,-5,-5,-5,-5,2,2,2,2,2,2,205,97,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,6,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,2,2,1,1217001,0,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,4,999999997,97,21,999999997,97,7,999999997,97,2,3,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,3,1,3000,2,1,3,5000,2,2,2,2,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,3,2,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,13,5,2,2,2,4,2,-38,48,48215,4821545384,6,5,2,-41,-41,-41,-41,-41,-41,-41,1,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,2,2021,0,0,-49,1,-50,-50,1,0,1
25309,3,262209,1,1,1,1,30,1,3,2,-2,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,3,0,-5,-5,-5,-5,-5,2,2,2,2,2,16,1625,97,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,2,1,1217001,0,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,20,999999997,97,26,999999997,97,28,999999997,97,10,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,289999999,2,2,1,5,2,-28,-28,-28,-28,999999,99,99,2,2,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,1,5,2,2,2,4,2,-38,48,48215,4821545384,1,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,0,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,3,0,1
21509,3,212209,1,1,1,1,24,1,6,1,1,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,3,301,97,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,3,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,2,1,1217001,0,2,-20,1,5000,2,1,1,2,2,2,-22,-22,7,70650001,2,11,999999999,99,28,280400001,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,1,1,5000,2,6,1,10000,2,1,1,1,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,1,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,10,2,2,2,2,4,2,-38,48,48215,4821545384,2,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,2,0,1
21209,3,212209,1,1,1,1,28,1,6,1,1,2,2,6,2,6,2,2,4,0,3,1,2,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,15,1502,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,2,1,1217001,0,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,19,190390001,2,7,70690001,2,28,280320001,2,15,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,6,2,1,3,1,5000,4,2,3,7000,4,2,2,2,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,1,5,2,2,2,4,2,-38,48,48215,4821545384,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,2,0,1
21109,3,212209,1,1,1,1,35,1,4,1,1,2,2,6,2,1,1,-3,3,1,2,0,1,1,1,1,5,1,2,-6,-6,-6,-6,2,2,2,2,2,4,404,97,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,2,1,1217001,4,2,-20,1,2500,2,1,1,2,2,2,-22,-22,7,999999997,97,30,999999997,97,19,190390001,2,13,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,6,2,1,3,1,3500,2,4,1,6000,2,1,1,2,2,2,2,-31,-31,0,1,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,1,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,3,5,2,2,2,4,2,-38,48,48215,4821545384,3,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,0,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,1,0,1
20209,3,212209,1,1,1,1,33,1,6,1,1,2,2,6,2,5,1,-3,6,2,2,2,2,2,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,2,8,801,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,310,1,1,2,1,1,1,1,2,2,10,5,5000,4,4,311,1,2,2,96,1,1,1217001,3,2,-20,1,18000,2,2,2,2,2,2,-22,-22,12,120010001,2,23,230050001,2,13,130770001,2,16,2,2,-23,-23,-23,-23,-23,-23,2,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,6,2,1,3,1,18000,2,4,1,18000,2,1,2,2,2,2,2,-31,-31,3,2,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,4,1,1,1,1,1,1,3,-37,-37,-37,1,1,1,2,11,2,2,2,2,4,2,-38,48,48215,4821545384,11,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,2,8,1
14509,3,142209,1,1,1,1,34,1,2,2,-2,2,2,2,2,1,1,-3,4,2,2,0,0,1,1,1,5,1,2,-6,-6,-6,-6,1,2,2,2,2,4,409,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,815,1,2,2,2,1,2,2,2,2,8,5,2000,4,3,315,2,1,1,2,1,1,1217001,0,2,-20,1,10000,2,1,1,2,2,2,-22,-22,7,70090001,2,6,60070001,2,13,130690042,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,7,2,1,3,1,10000,2,6,1,10000,2,1,1,2,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,7,2,2,2,2,4,2,-38,48,48215,4821545384,2,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,2,1,-48,8,2022,0,0,-49,1,-50,-50,3,2,1
