Folio,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p7_4_1,p7_4_2,p7_4_3,p7_4_4,p7_5,p7_5_1,p7_5_2,p7_5_2_1,p8,p9_1,p9_2,p9_3,p9_4,p10p,p10_1d,p10_1m,p10_1u,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12,p13_13_1,p13_13_2,p13_14,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_0_1,p18_0_2,p18_0_3,p18_0_4,p18_0_5,p18_1,p18_2,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1e,p22_1m,p22_1l,p22_1u,p22_3,p22_4,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_1,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_0_1,p29_0_2,p29_0_3,p29_0_4,p29_0_5,p29_1,p29_2,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_2_3_1,p35_2_3_2,p35_2_3_3,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p35_9,p35_9_1,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,nivel,oficio_res,filtro
7608,3,52208,1,1,1,1,24,1,3,2,-2,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,5,0,-5,-5,-5,-5,-5,1,2,2,2,2,12,1201,99,5,-11,-11,-11,-11,-11,-11,-11,48,48113,4811342508,1,6,1,-15,2,8,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,5,1,1,1215013,0,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,12,120110001,2,17,170030001,2,20,203180009,2,3,3,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,1,3,1,3,1,2500,2,1,3,3000,2,1,1,1,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,13,13105,9999999999,3,2,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,1,5,2,2,2,4,2,-38,13,13105,1310526616,1,6,1,713,7,5,2000,2,3,236,1,12,350,4,3,1,0,-43,-43,-43,-43,2,1,-48,8,2020,0,1,0,1,-50,-50,3,0,1
2708,3,32208,1,1,1,1,28,1,6,1,1,2,2,6,2,1,1,-3,2,0,3,0,1,1,1,1,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,5,501,1,2,5,501,1,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,1,1,1215013,0,2,-20,1,3000,2,2,2,2,2,2,-22,-22,19,190390001,2,99,999999999,99,19,190390001,2,4,6,1,19,19039,190390001,2,731,337,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,2,2,-27,1,3000,2,4,1,6000,2,1,2,2,2,2,2,-31,-31,0,1,2,-32,2,-33,0,-34,-34,-34,-34,48,48309,4830931880,1,3,1,1,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,8,2,2,1,2,4,2,-38,48,48309,4830929408,4,6,1,712,8,6,500,2,3,236,2,0,-42,-42,-42,2,1,-44,2019,1,2,1,-46,-46,2,2019,0,0,-49,1,-50,-50,2,0,1
2508,3,32208,1,1,1,2,30,1,3,3,-2,2,2,4,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,5,0,-5,-5,-5,-5,-5,1,2,2,2,2,3,301,97,2,8,801,1,-13,-13,-13,-13,-13,-13,-13,777,7,2,2,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,2,1,1,1,1215013,0,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,2,20041624,2,19,190380001,2,19,190390001,2,1,3,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,2,-27,1,2000,2,4,3,3000,2,1,2,2,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,3,1,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,1,3,2,1,2,4,2,-38,48,48309,9999999997,1,3,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,1,-44,2022,2,2,1,-46,-46,7,2022,0,0,-49,1,-50,-50,4,0,1
2208,3,32208,1,1,1,1,26,1,3,2,-2,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,1,104,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,1,2,1,1,1215013,0,2,-20,2,-21,-21,1,2,1,2,2,5,2,15,150440020,2,4,999999998,98,19,190390001,2,3,3,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,4,2,1,5,1,3000,2,6,3,3500,2,2,2,2,2,2,2,-31,-31,0,1,1,1,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,1,3,1,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,1,3,2,2,2,4,2,-38,48,48309,9999999997,3,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,6,2022,0,0,-49,1,-50,-50,3,0,1
33309,3,302209,1,1,1,1,32,1,2,2,-2,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,2,8,801,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,1,1,1215013,3,2,-20,1,1000,2,1,1,2,2,2,-22,-22,2,20040001,2,6,999999997,97,2,20040001,2,3,3,2,-23,-23,-23,-23,-23,-23,1,2,1,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,3,1,3,1,1000,2,4,1,2000,2,1,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,1,1,1,2,1,2,2,2,-37,-37,-37,2,2,2,2,15,2,2,2,2,4,1,1,48,48215,4821545384,3,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,1,-44,2019,2,2,1,-46,-46,8,2022,0,0,-49,1,-50,-50,3,0,1
26909,3,262209,1,1,1,1,28,1,3,2,-2,2,2,6,2,5,1,-3,5,2,3,0,1,1,0,1,1,1,2,-6,-6,-6,-6,2,1,1,1,2,12,1208,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,1,96,1,1,1215013,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,19,190390001,2,2,20040001,2,2,20040001,2,12,2,2,-23,-23,-23,-23,-23,-23,1,1,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,4,2,-28,-28,-28,-28,12000,2,1,2,2,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,22,22019,2201980815,1,4,3,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,1,6,2,2,2,2,2,-38,22,22019,2201980815,3,6,1,511,8,4,80,2,2,722,1,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,3,2019,0,0,-49,1,-50,-50,3,0,1
26609,3,262209,1,1,1,1,32,1,2,3,-2,2,2,6,2,1,1,-3,4,0,4,0,2,1,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,2,16,1626,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,5,1,1,1215013,3,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,19,190390001,2,28,280380001,2,28,280380001,2,27,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,20040001,12,2,1,1,2,-28,-28,-28,-28,0,0,-30,1,1,2,2,2,-31,-31,2,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,1,3,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,4,5,2,2,2,4,2,-38,48,48215,4821545384,4,5,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,5,2022,0,0,-49,1,-50,-50,4,0,1
25909,3,262209,1,1,1,1,32,1,6,1,1,2,2,6,2,1,1,-3,4,1,2,1,2,1,1,3,5,3,1,1,1,2,3,2,2,2,2,2,18,1801,1,5,-11,-11,-11,-11,-11,-11,-11,48,48059,4805905336,5,6,1,-15,2,4,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,2,1,1215013,3,1,5,1,11000,2,1,1,2,2,2,-22,-22,10,100230001,2,15,150390001,2,25,250120001,2,1,3,2,-23,-23,-23,-23,-23,-23,1,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,1,2,1,3,1,11000,2,6,1,12000,2,1,1,1,2,2,2,-31,-31,2,1,1,2,2,-33,0,-34,-34,-34,-34,48,48059,4805905336,4,3,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,2,6,1,1,1,2,2,-38,48,48059,4805905336,3,6,1,524,12,7,1500,2,3,561,1,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,4,2018,0,0,-49,1,-50,-50,2,0,1
20309,3,212209,1,1,1,1,29,1,3,3,-2,2,2,3,2,6,2,2,4,2,1,1,1,1,1,0,1,1,2,-6,-6,-6,-6,1,2,2,2,2,1,107,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,1,621,6,2,2,2,2,2,2,2,2,9,6,600,4,2,114,1,2,3,1,1,1,1215013,3,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,1,10050001,2,2,20010001,2,2,20010001,2,18,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,1,2,2,-27,2,-28,-28,-28,-28,0,0,-30,2,2,2,2,2,-31,-31,2,2,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,12,2,2,2,2,2,2,-38,48,48215,4821545384,6,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,-43,-43,-43,-43,0,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,4,1,1
20109,3,212209,1,1,1,1,21,1,3,2,-2,2,2,3,2,6,2,2,3,0,3,0,2,2,1,0,7,0,-5,-5,-5,-5,-5,1,2,2,2,2,5,501,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,10,6,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,1,96,1,1,1215013,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,2,20030001,2,99,999999999,99,19,190390001,2,19,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,1,2,2,2,2,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,20030001,2,2,1,5,2,-28,-28,-28,-28,8000,2,1,2,2,2,2,2,-31,-31,2,1,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,3,1,3,1,1,1,1,1,1,3,-37,-37,-37,2,2,2,2,5,2,2,2,2,4,2,-38,48,48215,4821545384,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,-43,-43,-43,-43,0,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,3,0,1
16309,3,162209,1,1,1,1,28,1,3,3,-2,2,2,3,2,3,1,-3,6,1,4,1,2,1,1,0,3,1,1,1,1,2,2,2,2,2,2,2,2,207,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,6,2,7,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,2,1,1,1,1215013,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,12,120010001,2,13,130560001,2,13,130560001,2,3,5,1,99,99999,999999999,99,510,999,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,7,2,1,2,2,-28,-28,-28,-28,11000,1,1,2,2,2,2,2,-31,-31,2,2,2,-32,2,-33,0,-34,-34,-34,-34,36,36061,3606151000,3,4,3,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,8,5,2,2,2,4,2,-38,36,36061,3606151000,3,6,1,511,9,6,3000,2,5,722,2,0,-42,-42,-42,1,1,-44,2019,1,2,1,-46,-46,5,2019,0,0,-49,1,-50,-50,4,0,1
16209,3,162209,1,1,1,1,29,1,1,2,-2,2,2,6,2,6,2,2,3,0,3,0,3,2,7,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,5,501,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,12,6,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,2,1,2,1,1215013,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,26,999999997,97,2,20030001,2,2,20030001,2,28,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,20030001,2,2,1,1,2,-28,-28,-28,-28,11000,2,1,2,2,2,2,2,-31,-31,2,2,2,-32,2,-33,0,-34,-34,-34,-34,4,4023,402349640,3,4,1,1,1,1,1,1,1,3,-37,-37,-37,2,2,2,2,5,5,2,2,2,4,2,-38,4,4023,402349640,18,5,1,511,8,6,1300,2,3,722,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,0,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,3,0,1
16009,3,162209,1,1,1,1,26,1,3,3,-2,2,2,3,2,1,1,-3,6,2,4,0,1,1,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,2,1,104,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,7,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,1,96,1,1,1215013,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,2,20020289,2,1,999999997,97,2,20020289,2,18,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,2,2,-27,2,-28,-28,-28,-28,0,0,-30,2,2,2,2,2,-31,-31,2,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,4,2,1,1,1,1,1,1,3,-37,-37,-37,2,2,2,2,7,2,2,2,2,4,2,-38,48,48215,4821545384,7,2,2,-41,-41,-41,-41,-41,-41,-41,3,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,4,0,1
14409,3,142209,1,1,1,2,22,1,6,1,1,2,2,6,2,6,2,2,6,1,4,1,0,2,1,0,3,0,-5,-5,-5,-5,-5,1,2,2,2,2,8,801,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,5,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,2,1,1215013,4,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,17,999999997,97,4,999999997,97,29,999999997,97,2,3,2,-23,-23,-23,-23,-23,-23,1,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,1,2,1,3,2,-28,-28,-28,-28,999999,99,2,2,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,2,1,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,5,2,2,2,2,4,2,-38,48,48215,4821545384,2,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,2,0,1
11209,3,92209,1,1,1,1,36,1,3,2,-2,2,2,6,2,1,1,-3,4,2,2,0,1,1,1,1,5,1,2,-6,-6,-6,-6,2,2,2,2,2,5,501,99,5,-11,-11,-11,-11,-11,-11,-11,22,22051,2205139475,3,6,1,-15,2,4,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,1,96,1,1,1215013,3,2,-20,1,12000,2,1,1,2,2,2,-22,-22,14,140820001,2,3,999999997,97,17,170120001,2,2,3,2,-23,-23,-23,-23,-23,-23,1,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,2,2,1,3,1,12000,2,1,1,12000,2,2,2,2,2,2,2,-31,-31,2,2,1,2,2,-33,0,-34,-34,-34,-34,22,22051,2205139475,4,3,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,8,5,2,2,2,4,2,-38,22,22051,2205139475,3,6,1,524,10,7,1000,2,3,561,1,12,300,4,2,1,0,-43,-43,-43,-43,1,-46,-46,2,2019,0,0,-49,1,-50,-50,3,0,1
10509,3,92209,1,1,1,1,35,1,6,1,1,2,2,6,2,5,1,-3,5,1,4,0,3,1,1,1,4,1,2,-6,-6,-6,-6,1,2,2,2,2,7,703,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,4,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,1,2,2,1,2,1,1215013,4,2,-20,1,12000,2,2,2,2,2,2,-22,-22,2,20040001,2,12,120010001,2,2,20040001,2,25,2,2,-23,-23,-23,-23,-23,-23,2,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,5,2,1,2,1,12000,2,7,1,18000,2,1,2,2,2,2,2,-31,-31,3,4,1,2,2,-33,0,-34,-34,-34,-34,22,22071,2207155000,1,2,3,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,2,5,2,2,2,4,2,-38,36,36061,3606151000,5,6,1,834,8,5,500,2,3,492,1,4,200,4,3,1,0,-43,-43,-43,-43,1,-46,-46,11,2018,0,0,-49,1,-50,-50,2,0,1
10209,3,92209,1,1,1,1,21,1,3,2,-2,2,2,6,2,6,2,2,6,2,4,0,3,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,16,1627,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,5,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,3,1,1,1,1215013,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,11,999999997,97,23,230050001,2,19,190390001,2,24,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,1,2,2,-27,2,-28,-28,-28,-28,999997,97,1,2,2,2,2,2,-31,-31,2,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,4,2,1,1,1,1,1,1,3,-37,-37,-37,2,2,2,2,6,2,2,2,2,4,2,-38,48,48215,4821545384,6,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,3,0,1
6709,3,72209,1,1,1,1,32,1,6,1,1,2,2,6,2,1,1,-3,2,0,2,0,2,1,7,1,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,16,1602,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,933,1,2,2,2,2,1,1,2,2,8,6,10000,4,4,467,1,1,2,6,1,1,1215013,4,2,-20,1,18000,4,2,2,2,2,2,-22,-22,1,10010001,2,26,999999997,97,2,20020262,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,50250001,2,2,1,3,1,18000,2,4,2,0,0,-30,2,2,2,2,2,-31,-31,2,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,4,2,1,1,1,1,1,1,3,-37,-37,-37,2,2,2,2,7,2,2,2,2,4,2,-38,48,48215,4821545384,1,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,1,-44,2022,2,2,1,-46,-46,8,2022,0,0,-49,1,-50,-50,2,7,1
6409,3,72209,1,1,1,2,21,1,3,2,-2,2,2,6,2,6,2,2,6,2,3,0,3,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,5,501,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,5,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,1,2,2,1,1215013,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,3,999999997,97,26,999999997,97,19,190390001,2,26,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,2,2,-28,-28,-28,-28,0,0,-30,2,2,2,2,2,-31,-31,2,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,4,4,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,5,2,2,2,2,4,2,-38,48,48215,4821545384,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,3,0,1
1409,3,22209,1,1,1,1,20,1,2,2,-2,2,2,6,2,6,2,2,8,1,7,0,5,2,1,0,0,0,-5,-5,-5,-5,-5,1,2,2,2,2,1,107,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,834,1,2,2,2,2,2,2,2,2,12,6,350,4,2,485,1,2,1,2,2,1,1215013,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,30,300320001,2,19,190390001,2,19,190390001,2,2,5,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,4,2,1,1,1,7000,2,4,1,1000,1,2,2,2,2,2,2,-31,-31,3,2,1,1,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,4,4,3,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,5,2,2,2,2,4,2,-38,48,48309,9999999997,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,3,7,1
40108,3,312208,1,1,1,2,20,1,3,2,-2,2,2,6,2,6,2,2,5,0,5,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,2,18,1801,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,1,96,2,1,1217001,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,19,190390001,2,1,999999997,97,19,190390001,2,2,3,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,1,2,2,-27,2,-28,-28,-28,-28,999997,97,2,2,2,2,2,2,-31,-31,3,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,5,4,2,1,1,1,1,1,1,3,-37,-37,-37,2,2,2,2,6,2,2,2,2,4,2,-38,97,99997,9999999997,6,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,0,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,3,0,1
40008,3,312208,1,1,1,1,35,1,6,1,1,2,2,6,2,5,1,-3,5,3,2,0,1,1,1,1,1,1,1,14,2,-7,2,1,2,2,2,2,6,604,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,141,1,2,2,2,2,2,2,2,2,8,6,2600,4,3,488,1,2,1,2,1,1,1217001,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,30,999999997,97,19,190390001,2,19,190390001,2,2,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,6,2,-28,-28,-28,-28,15000,4,2,2,2,2,2,2,-31,-31,2,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48309,9999999997,6,4,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,4,2,2,2,2,4,2,-38,48,48309,9999999997,4,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,2,8,1
