folio,unidad,trim,region,ciudad,punto,turno,sexo,edad,nacio,vieneud,paisvive,trabaja,estuvo,p1,p1_1,p1_1_1,p1_1_2_1,p1_1_2_2,p1_2,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1c,p8_1t,p8_2m,p8_2a,p9,p9_1,p10,p11,p11_1,p11_1_1,p11_1_2,p12,p12_1c,p12_1u,p12_2,p13c,p13t,p13_1_1c,p13_1_1t,p13_1_2c,p13_1_2t,p13_1_3c,p13_1_3t,p14,p14_1,p14_1_1f,p14_1_1p,p14_1_1u,p14_1_2e,p14_1_2m,p14_1_3,p14_3,p14_4,p14_5,p14_6_0_1,p14_6_0_2,p14_6_0_3,p14_6_0_4,p14_6_0_5,p14_6_0_6,p14_6_0_7,p14_6_1,p14_7_1,p14_7_2,p14_7_3,p14_7_4,p14_7_5,p14_7_6,p14_7_7,p14_8,p14_9,p14_10c,p14_10u,p14_10t,p14_10_1,p14_11,p14_12,p14_12_1,p14_12_2,p14_12_3,p14_12_4,p14_12_5,p14_12_6,p15,p15_1,p15_2c,p15_2t,p16c,p16t,p17,p17_1_1,p17_1_2,p17_1_3,p17_2,p18_1,p18_1_1,p18_2,p18_2_1,p18_3,p18_3_1,p18_4,p18_4_1,p19_0_1,p19_0_2,p19_0_3,p19_0_4,p19_1,p20,p21,p22,p23c,p23t,p23_1,p23_2c,p23_2t,p23_3,p23_4c,p23_4t,p23_5,p24,p24_1,p25a,p25m,p26p,p26_1e,p26_1m,p26_1l,p26_1u,p26_2d,p26_2m,p26_2b,p26_2u,p27,p27_1,p27_2,p27_2_1,p27_4,p27_5,p27_6,p27_7,p27_8,p28,p29,p29_1m,p29_1a,p29_2,p29_3,p29_3_1,p29_4,p29_5c,p29_5t,p29_6,p29_7,p30,nivel,oficio_mx,filtro,estrato,upm,ponfin3
403910,82210,4,1,3,1,2,1,42,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,7,2,3,2,2,1,1,-12,-12,6,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,4,5,4,5,3,2,3,2,1,1,70340452,-20,1,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,180,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,4,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,2,1,5,-40,-40,-40,-40,4,5,1,0,-43,2020,-998,1,-44,-44,-44,-44,13,1312,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3012,3012082210,24.1166177046
322110,62210,4,1,3,1,2,1,40,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,7,1,4,2,2,1,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,6,5,6,5,2,2,2,2,1,1,70611160,-20,1,7,7061,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,2200,1,3,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,999,99,-40,-40,-40,-40,6,5,1,0,-43,2020,-998,1,-44,-44,-44,-44,13,1312,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3012,3012062210,24.1166177046
1204211,232211,4,1,3,2,3,1,34,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,7,2,3,2,2,1,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,999,99,999,99,3,2,3,2,1,1,70340227,-20,1,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,200,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,999,99,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,999,99,1,0,-43,2020,-998,1,-44,-44,-44,-44,99,9999,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1, ,3023,3023232211,23.6437422274833
1478410,302210,4,1,3,1,2,2,32,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,2,1,7,2,3,2,2,1,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,8,5,8,5,2,2,2,2,1,1,70340031,-20,1,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,8,6,180,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,8,5,1,0,-43,2021,99,1,-44,-44,-44,-44,13,1312,1312004,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3012,3012302210,23.562156828451
847011,172211,4,1,3,1,3,1,40,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,7,3,2,2,2,1,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,6,5,6,5,2,2,2,2,1,1,70300017,-20,1,7,7030,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,11,6,200,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,6,5,1,0,-43,2017,13,1,-44,-44,-44,-44,13,1312,1312034,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3013,3013172211,23.4467120965327
293511,82211,4,1,3,1,3,1,46,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,5,1,-10,5,1,2,2,2,1,1,-12,-12,3,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,8,5,8,5,2,2,2,2,1,1,70300017,-20,1,7,7030,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,7,6,200,1,2,1,111,99,99,99,99,99,99,99,1,-29,1,5,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,8,5,1,0,-43,2021,99,1,-44,-44,-44,-44,13,1312,9999997,97,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3013,3013082211,23.4467120965327
415710,82210,4,1,1,2,3,1,21,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,0,0,2,2,6,2,2,8,3,5,0,3,2,1,-12,-12,9,2022,1,1217001,1,2,-14,-14,2,2,-17,-17,-17,1,5,1,5,998,98,998,98,1,1,70870156,-20,1,7,7087,2,611,2,2,1,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,250,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,2,2,1,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,10,1008,1008001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,0,1,1,1023,1023082210,22.2485088592877
1535211,282211,4,1,1,1,3,1,22,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,6,2,2,6,2,4,0,3,2,1,-12,-12,11,2022,1,1217001,1,2,-14,-14,2,2,-17,-17,-17,15,2,15,2,999,99,999,99,1,1,70320037,-20,1,7,7032,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,200,1,2,1,111,2,-24,-24,-24,-24,-24,-24,2,2,-30,-30,3,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,15,2,-40,-40,-40,-40,15,2,6,0,-43,2022,8,1,-44,-44,-44,-44,10,1019,1019001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,3,1,1,1013,1013282211,21.8601720009996
1532511,282211,4,1,1,1,3,1,32,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,1,2,-9,2,5,1,-10,6,3,3,0,2,1,1,-12,-12,11,2022,1,1217001,1,2,-14,-14,4,2,-17,-17,-17,15,2,15,2,999,99,999,99,1,1,70410572,-20,1,7,7041,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,260,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,3,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,15,2,-40,-40,-40,-40,15,2,24,0,-43,2017,13,1,-44,-44,-44,-44,11,1109,1109001,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,3,1,1,1013,1013282211,21.8601720009996
1549311,282211,4,1,1,1,3,1,29,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,5,1,-10,4,2,2,0,1,1,1,-12,-12,11,2022,1,1217001,1,2,-14,-14,2,2,-17,-17,-17,15,2,15,2,999,99,999,99,1,1,999999999,-20,99,7,7087,2,611,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,250,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,2,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,15,2,-40,-40,-40,-40,15,2,24,0,-43,2020,-998,1,-44,-44,-44,-44,9,917,917001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,3,1,1,1013,1013282211,21.8601720009996
1539011,282211,4,1,1,1,3,1,26,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,6,2,2,10,3,6,1,3,2,1,-12,-12,9,2022,1,1217001,1,2,-14,-14,2,2,-17,-17,-17,2,5,2,5,999,99,999,99,1,1,999999999,-20,99,7,7089,1,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,220,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,3,2,2,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,9,920,920001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,3,1,1,1013,1013282211,21.8601720009996
1216810,242210,4,1,3,1,3,1,35,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,1,-10,7,2,3,2,2,1,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,8,5,8,5,1,3,1,3,1,1,70990172,-20,1,7,7099,2,611,1,2,1,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,2000,1,4,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,999,99,-40,-40,-40,-40,8,5,1,0,-43,2020,-998,1,-44,-44,-44,-44,13,1326,1326052,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,3013,3013242210,21.7719460995923
47610,12210,4,1,1,1,3,2,42,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,5,2,1,7,0,5,2,3,2,1,-12,-12,9,2022,1,1217001,1,2,-14,-14,2,2,-17,-17,-17,15,2,15,2,999,99,999,99,1,1,70350102,-20,1,7,7035,2,511,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,6,4500,1,5,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,2,2,3,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,15,2,-40,-40,-40,-40,15,2,24,0,-43,2019,-998,1,-44,-44,-44,-44,9,920,920001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,7,1,1013,1013012210,21.5737575292992
76910,12210,4,1,1,1,3,1,30,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,6,1,-10,3,0,3,0,2,2,1,-12,-12,7,2022,0,1217001,1,2,-14,-14,2,2,-17,-17,-17,3,5,3,5,999,99,999,99,1,1,70870193,-20,1,7,7087,1,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,190,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,5,2,1,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,3,5,-40,-40,-40,-40,3,5,4,0,-43,2018,13,1,-44,-44,-44,-44,9,901,901001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,1013,1013012210,21.5117626819636
66910,12210,4,1,1,1,3,1,48,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,1,-10,6,0,6,0,3,1,1,-12,-12,9,2022,1,1217001,1,2,-14,-14,5,2,-17,-17,-17,1,5,1,5,999,99,999,99,1,1,70890718,-20,1,7,7089,1,611,2,2,1,1,1,1,2,2,2,2,2,2,-23,2,2,2,2,8,6,250,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,2,2,5,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,1,5,12,0,-43,2015,13,1,-44,-44,-44,-44,9,901,901001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,1013,1013012210,21.5117626819636
66710,12210,4,1,1,1,3,1,41,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,1,2,-9,2,1,1,-10,6,1,5,0,3,1,1,-12,-12,9,2022,1,1217001,1,2,-14,-14,2,2,-17,-17,-17,15,2,15,2,999,99,999,99,1,1,70320070,-20,1,7,7032,2,611,2,2,1,1,1,2,2,2,2,3,2,2,-23,2,2,2,2,8,6,290,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,2,2,2,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,15,2,-40,-40,-40,-40,15,2,24,0,-43,2015,13,1,-44,-44,-44,-44,12,1222,1222001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,3,1,1,1013,1013012210,21.5117626819636
66510,12210,4,1,1,1,3,1,36,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,1,-10,6,2,4,0,2,1,1,-12,-12,8,2022,1,1217001,1,2,-14,-14,2,2,-17,-17,-17,2,5,2,5,999,99,999,99,1,1,70890179,-20,1,7,7089,2,611,2,2,2,1,1,1,1,2,2,3,2,2,-23,2,2,2,2,8,6,300,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,3,2,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,2,5,-40,-40,-40,-40,2,5,6,0,-43,2019,-998,1,-44,-44,-44,-44,11,1109,1109001,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,1013,1013012210,21.5117626819636
65110,12210,4,1,1,1,3,1,19,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,6,2,2,9,2,7,0,3,2,1,-12,-12,7,2022,1,1217001,1,2,-14,-14,5,2,-17,-17,-17,3,5,3,5,999,99,999,99,1,1,70890130,-20,1,7,7089,1,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,250,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,3,2,3,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,9,921,921001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,3,1,1,1013,1013012210,21.5117626819636
51210,12210,4,1,1,1,3,1,40,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,1,-10,5,0,5,0,3,1,1,-12,-12,8,2022,1,1217001,1,2,-14,-14,5,2,-17,-17,-17,2,5,2,5,999,99,999,99,1,1,70870268,-20,1,7,7087,2,611,2,2,2,1,1,1,2,2,2,3,2,2,-23,2,2,2,2,8,6,260,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,3,2,3,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,2,5,-40,-40,-40,-40,2,5,6,0,-43,2017,13,1,-44,-44,-44,-44,9,914,914001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,1013,1013012210,21.5117626819636
47010,12210,4,1,1,1,3,1,36,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,7,2,5,0,3,1,1,-12,-12,9,2022,1,1217001,1,2,-14,-14,1,2,-17,-17,-17,1,5,1,5,999,99,999,99,1,1,70890718,-20,1,7,7089,2,611,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,300,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,2,2,4,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,1,5,12,0,-43,2018,13,1,-44,-44,-44,-44,9,920,920001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,1013,1013012210,21.5117626819636
978411,202211,4,1,3,2,3,1,42,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,7,3,2,2,2,1,1,-12,-12,3,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,8,5,8,5,3,2,3,2,1,1,70170307,-20,1,7,7017,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,300,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,8,5,1,0,-43,2021,99,1,-44,-44,-44,-44,99,9999,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3023,3023202211,21.4883267682985
924011,192211,4,1,3,1,2,1,42,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,1,-10,8,3,3,2,2,1,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,7,5,7,5,3,2,3,2,1,1,70800138,-20,1,7,7080,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,7,6,1700,1,3,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,7,5,1,0,-43,2020,-998,1,-44,-44,-44,-44,99,9999,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,3012,3012192211,21.4369939544827
815310,152210,4,1,3,1,2,1,40,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,1,1,-10,5,1,2,2,2,1,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,8,5,8,5,3,2,3,2,1,1,70340452,-20,1,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,7,250,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,8,5,1,0,-43,2021,99,1,-44,-44,-44,-44,13,1312,1312034,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,3012,3012152210,21.4369939544827
815210,152210,4,1,3,1,2,1,42,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,5,1,-10,7,1,4,2,2,1,1,-12,-12,3,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,7,5,7,5,3,2,3,2,1,1,70340031,-20,1,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,1800,1,3,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,7,5,1,0,-43,2020,-998,1,-44,-44,-44,-44,13,1312,1312034,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3012,3012152210,21.4369939544827
794710,152210,4,1,3,1,2,1,38,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,1,-10,7,2,3,2,2,1,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,6,5,6,5,4,2,4,2,1,1,70340031,-20,1,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,1700,1,3,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,1,5,-40,-40,-40,-40,6,5,1,0,-43,2021,99,1,-44,-44,-44,-44,13,1312,1312009,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,3012,3012152210,21.4369939544827
794610,152210,4,1,3,1,2,1,47,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,8,3,3,2,2,1,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,5,5,5,5,2,2,2,2,1,1,70300376,-20,1,7,7030,2,611,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,1500,1,3,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,1,5,-40,-40,-40,-40,5,5,1,0,-43,2020,-998,1,-44,-44,-44,-44,13,1312,1312031,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3012,3012152210,21.4369939544827
536110,112210,4,1,3,1,2,1,39,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,7,2,3,2,2,1,1,-12,-12,4,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,6,5,6,5,2,2,2,2,1,1,70340031,-20,1,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,190,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,6,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,4,1,5,-40,-40,-40,-40,6,5,1,0,-43,2021,99,1,-44,-44,-44,-44,13,1312,1312034,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3012,3012112210,21.4369939544827
406710,82210,4,1,3,1,2,1,48,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,5,1,-10,6,1,4,1,2,1,1,-12,-12,3,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,7,5,7,5,3,2,3,2,1,1,70340047,-20,1,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,1800,1,3,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,7,5,1,0,-43,2021,99,1,-44,-44,-44,-44,99,9999,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3012,3012082210,21.4369939544827
324310,62210,4,1,3,1,2,1,38,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,1,1,-10,7,2,3,2,2,1,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,8,5,8,5,3,2,3,2,1,1,70300376,-20,1,7,7030,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,200,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,8,5,1,0,-43,2018,13,1,-44,-44,-44,-44,13,1312,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3012,3012062210,21.4369939544827
307210,62210,4,1,3,1,2,1,33,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,5,1,-10,7,2,3,2,2,1,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,8,5,8,5,4,2,4,2,1,1,70340047,-20,1,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,2000,1,3,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,8,5,1,0,-43,2021,2,1,-44,-44,-44,-44,13,1312,1312103,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3012,3012062210,21.4369939544827
