folio,unidad,trim,region,ciudad,punto,turno,sexo,edad,nacio,vieneud,paisvive,trabaja,estuvo,p1,p1_1,p1_1_1,p1_1_2_1,p1_1_2_2,p1_2,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1c,p8_1t,p8_2m,p8_2a,p9,p9_1,p10,p11,p11_1,p11_1_1,p11_1_2,p12,p12_1c,p12_1u,p12_2,p13c,p13t,p13_1_1c,p13_1_1t,p13_1_2c,p13_1_2t,p13_1_3c,p13_1_3t,p14,p14_1,p14_1_1f,p14_1_1p,p14_1_1u,p14_1_2e,p14_1_2m,p14_1_3,p14_3,p14_4,p14_5,p14_6_0_1,p14_6_0_2,p14_6_0_3,p14_6_0_4,p14_6_0_5,p14_6_0_6,p14_6_0_7,p14_6_1,p14_7_1,p14_7_2,p14_7_3,p14_7_4,p14_7_5,p14_7_6,p14_7_7,p14_8,p14_9,p14_10c,p14_10u,p14_10t,p14_10_1,p14_11,p14_12,p14_12_1,p14_12_2,p14_12_3,p14_12_4,p14_12_5,p14_12_6,p15,p15_1,p15_2c,p15_2t,p16c,p16t,p17,p17_1_1,p17_1_2,p17_1_3,p17_2,p18_1,p18_1_1,p18_2,p18_2_1,p18_3,p18_3_1,p18_4,p18_4_1,p19_0_1,p19_0_2,p19_0_3,p19_0_4,p19_1,p20,p21,p22,p23c,p23t,p23_1,p23_2c,p23_2t,p23_3,p23_4c,p23_4t,p23_5,p24,p24_1,p25a,p25m,p26p,p26_1e,p26_1m,p26_1l,p26_1u,p26_2d,p26_2m,p26_2b,p26_2u,p27,p27_1,p27_2,p27_2_1,p27_4,p27_5,p27_6,p27_7,p27_8,p28,p29,p29_1m,p29_1a,p29_2,p29_3,p29_3_1,p29_4,p29_5c,p29_5t,p29_6,p29_7,p30,nivel,oficio_mx,filtro,estrato,upm,ponfin3
186210,32210,4,1,3,1,2,1,40,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,4,1,1,2,1,1,-10,7,1,4,2,2,1,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,8,5,8,5,3,2,3,2,1,1,70340047,-20,1,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,200,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,8,5,1,0,-43,2019,-998,1,-44,-44,-44,-44,13,1312,1312004,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3012,3012032210,21.4369939544827
185910,32210,4,1,3,1,2,1,43,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,7,2,3,2,2,1,1,-12,-12,3,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,7,5,7,5,1,3,1,3,1,1,70340047,-20,1,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,200,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,7,5,1,0,-43,2018,13,1,-44,-44,-44,-44,13,1312,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3012,3012032210,21.4369939544827
141311,42211,4,1,3,1,2,1,41,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,0,0,2,2,1,1,-10,6,2,3,1,3,1,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,10,5,10,5,3,2,3,2,1,1,999999999,-20,99,7,7030,2,611,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,125,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,10,5,10,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,2,1,6,-40,-40,-40,-40,10,5,1,0,-43,2008,13,1,-44,-44,-44,-44,13,1312,1312100,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,0,1,1,3012,3012042211,21.4369939544827
1115210,202210,4,1,3,2,2,2,33,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,5,1,2,2,2,1,1,-12,-12,3,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,7,5,7,5,5,2,5,2,1,1,70300376,-20,1,7,7030,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,2,2,2,2,2,7,6,170,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,7,5,1,0,-43,2021,99,1,-44,-44,-44,-44,99,9999,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3022,3022202210,21.377351203516
984511,212211,4,1,3,2,2,2,27,1,1,1,1,-5,2,0,-7,-7,-7,2,1,1,6,1,1,2,6,2,2,7,2,5,0,4,2,1,-12,-12,10,2021,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,1,6,1,6,2,2,2,2,1,1,70970857,-20,1,7,7097,1,611,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,10,6,2500,1,4,1,111,2,-24,-24,-24,-24,-24,-24,2,1,1,5,1,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,6,-40,-40,-40,-40,12,5,1,0,-43,2019,-998,1,-44,-44,-44,-44,13,1312,1312002,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,3022,3022212211,21.2768636545314
1116010,202210,4,1,3,2,2,1,36,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,5,2,3,0,2,2,1,-12,-12,8,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,2,5,2,5,1,2,1,2,1,1,70340047,-20,1,7,7034,2,712,1,2,1,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,1500,1,4,1,236,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,2,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,2,3,5,-40,-40,-40,-40,2,5,2,0,-43,2019,-998,1,-44,-44,-44,-44,13,1302,1302001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,3,1,3022,3022202210,21.0700141503525
1018310,192210,4,1,3,2,2,1,32,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,1,2,-9,2,1,1,-10,7,2,3,2,2,1,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,8,5,8,5,1,3,1,3,1,1,70340031,-20,1,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,1500,1,3,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,8,5,1,0,-43,2017,13,1,-44,-44,-44,-44,13,1312,1312010,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,3,1,1,3022,3022192210,20.9709712867684
1441910,292210,4,1,1,2,1,1,43,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,1,-10,7,3,4,0,2,1,1,-12,-12,8,2022,1,1217001,1,2,-14,-14,2,2,-17,-17,-17,2,5,2,5,998,98,998,98,1,1,70890179,-20,1,7,7089,2,611,2,2,1,1,2,1,2,2,2,2,2,2,-23,2,2,2,2,8,6,190,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,3,2,4,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,2,5,-40,-40,-40,-40,2,5,6,0,-43,2014,13,1,-44,-44,-44,-44,5,510,510001,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,1021,1021292210,20.7652748672523
193510,32210,4,1,3,2,3,1,40,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,7,2,3,2,2,1,1,-12,-12,3,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,7,5,7,5,4,2,4,2,1,1,70340452,-20,1,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,180,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,2,2,1,5,-40,-40,-40,-40,7,5,1,0,-43,2021,99,1,-44,-44,-44,-44,13,1312,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3023,3023032210,20.5869833368406
191610,32210,4,1,3,2,3,1,40,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,7,3,2,2,2,1,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,9,5,9,5,3,2,3,2,1,1,70611360,-20,1,7,7061,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,190,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,9,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,9,5,1,0,-43,2018,13,1,-44,-44,-44,-44,13,1312,1312156,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3023,3023032210,20.5869833368406
294911,82211,4,1,3,1,3,2,25,1,1,1,1,-5,3,0,-7,-7,-7,3,1,1,6,1,1,2,5,1,-10,5,2,3,0,2,2,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,9,5,9,5,2,2,2,2,1,1,70300017,-20,1,7,7030,2,611,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,10,6,2500,1,4,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,3,3,9,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,6,-40,-40,-40,-40,9,5,1,0,-43,2019,-998,1,-44,-44,-44,-44,13,1309,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,3013,3013082211,20.39032828175
1612611,292211,4,1,1,1,2,1,42,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,2,2,-9,2,5,1,-10,5,0,5,0,3,1,1,-12,-12,10,2022,1,1217001,1,2,-14,-14,2,2,-17,-17,-17,1,5,1,5,999,99,999,99,1,1,70870089,-20,1,7,7087,2,611,2,2,1,1,2,2,2,99,2,2,2,2,-23,2,2,2,2,8,6,350,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,3,2,4,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,1,5,12,0,-43,2014,13,1,-44,-44,-44,-44,9,922,922001,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,3,1,1,1012,1012292211,20.2000260341392
844111,172211,4,1,3,1,3,1,46,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,1,1,-10,7,3,2,2,2,1,1,-12,-12,2,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,9,5,9,5,3,2,3,2,1,1,70300017,-20,1,7,7030,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,180,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,9,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,4,1,5,-40,-40,-40,-40,9,5,1,0,-43,2021,99,1,-44,-44,-44,-44,99,9999,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,3013,3013172211,20.0971814205
693911,142211,4,1,3,1,2,1,39,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,5,1,-10,7,2,5,0,3,1,1,-12,-12,11,2021,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,1,6,1,6,3,2,3,2,1,1,70300017,-20,1,7,7030,2,611,1,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,10,6,2500,1,4,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,1,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,6,-40,-40,-40,-40,12,5,1,0,-43,2019,-998,1,-44,-44,-44,-44,13,1304,1304013,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,3012,3012142211,20.0971814205
637311,132211,4,1,3,1,3,1,30,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,1,1,-10,6,3,2,1,2,1,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,1,2,-17,-17,-17,10,5,10,5,3,2,3,2,1,1,70340227,-20,1,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,99999,99,99,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,10,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,2,-37,4,1,5,-40,-40,-40,-40,10,5,1,0,-43,2020,-998,1,-44,-44,-44,-44,99,9999,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3013,3013132211,20.0971814205
395211,102211,4,1,3,1,3,1,38,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,5,1,-10,7,3,2,2,2,1,1,-12,-12,3,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,8,5,8,5,3,2,3,2,1,1,70300017,-20,1,7,7030,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,190,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,8,5,1,0,-43,2021,99,1,-44,-44,-44,-44,13,1312,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,3013,3013102211,20.0971814205
290211,82211,4,1,3,1,3,1,38,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,1,1,-10,5,1,2,2,2,1,1,-12,-12,3,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,8,5,8,5,4,2,4,2,1,1,70300017,-20,1,7,7030,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,7,6,190,1,2,1,111,99,99,99,99,99,99,99,1,-29,1,5,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,8,5,1,0,-43,2021,99,1,-44,-44,-44,-44,99,9999,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,3013,3013082211,20.0971814205
112910,22210,4,1,1,1,2,2,50,1,1,1,1,-5,1,0,-7,-7,-7,1,2,2,5,1,1,2,1,2,1,8,3,5,0,2,2,1,-12,-12,9,2022,1,1217001,1,2,-14,-14,2,2,-17,-17,-17,1,5,1,5,999,99,999,99,1,1,70870117,-20,1,7,7087,2,511,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,6,2000,1,4,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,2,2,4,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,1,5,4,0,-43,2022,7,1,-44,-44,-44,-44,12,1216,1216001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,7,1,1012,1012022210,19.8987010515352
113010,22210,4,1,1,1,2,1,51,1,1,1,1,-5,1,0,-7,-7,-7,1,2,2,2,1,1,2,1,1,-10,7,2,5,0,2,1,1,-12,-12,9,2022,1,1217001,1,2,-14,-14,2,2,-17,-17,-17,1,5,1,5,999,99,999,99,1,1,70870117,-20,1,7,7087,2,611,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,300,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,2,2,3,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,1,5,12,0,-43,2019,-998,1,-44,-44,-44,-44,12,1216,1216001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,1012,1012022210,19.8415196851371
1111010,212210,4,1,3,1,2,1,25,1,1,1,1,-5,0,-6,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,6,2,3,1,2,2,1,-12,-12,3,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,7,5,7,5,1,3,1,3,1,1,70320107,-20,1,7,7032,2,611,1,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,2000,1,4,1,111,2,-24,-24,-24,-24,-24,-24,2,1,1,5,7,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,4,5,-40,-40,-40,-40,7,5,1,0,-43,2020,-998,1,-44,-44,-44,-44,13,1326,1326052,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,3012,3012212210,19.775314187805
150311,42211,4,1,1,2,2,1,32,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,3,2,-9,2,5,1,-10,5,2,3,0,1,1,1,-12,-12,10,2022,1,1217001,1,2,-14,-14,2,2,-17,-17,-17,1,5,1,5,999,99,999,99,1,1,70870240,-20,1,7,7087,1,911,2,2,2,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,320,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,2,2,2,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,1,5,12,0,-43,2020,-998,1,-44,-44,-44,-44,5,506,506001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,3,1,1,1022,1022042211,19.7286202454904
1017010,192210,4,1,3,2,2,1,31,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,1,2,-9,2,5,1,-10,7,2,3,2,2,1,1,-12,-12,5,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,5,5,5,5,4,2,4,2,1,1,70340452,-20,1,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,1400,1,3,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,5,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,2,1,5,-40,-40,-40,-40,5,5,1,0,-43,2021,99,1,-44,-44,-44,-44,13,1312,1312004,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,3,1,1,3022,3022192210,19.2233915542316
1202111,232211,4,1,3,2,3,2,29,1,1,1,1,-5,1,0,-7,-7,-7,1,1,1,5,1,1,2,6,2,2,7,2,5,0,3,1,1,-12,-12,9,2021,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,1,6,1,6,2,2,2,2,1,1,70970857,-20,1,7,7097,2,611,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,10,6,2000,1,4,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,1,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,1,6,-40,-40,-40,-40,12,5,1,0,-43,2016,13,1,-44,-44,-44,-44,13,1307,1307023,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,3023,3023232211,19.1908969703993
1033311,202211,4,1,3,2,3,1,34,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,6,1,1,2,1,1,-10,7,3,2,2,2,1,1,-12,-12,1,2022,0,1312047,1,2,-14,-14,2,2,-17,-17,-17,10,5,10,5,3,2,3,2,1,1,70340227,-20,1,7,7034,2,611,2,2,2,2,2,2,2,2,2,-22,2,2,-23,2,2,2,2,8,6,200,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,5,10,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,4,1,5,-40,-40,-40,-40,10,5,1,0,-43,2020,-998,1,-44,-44,-44,-44,99,9999,9999999,99,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,1,1,3023,3023202211,19.1007341730164
1341311,262211,4,1,1,1,2,2,28,1,1,1,1,-5,2,2,1,1,96,2,2,2,3,1,1,2,1,2,1,5,2,3,0,2,2,1,-12,-12,11,2022,1,1217001,1,2,-14,-14,4,2,-17,-17,-17,15,5,15,2,999,99,999,99,1,1,70890449,-20,1,7,7089,2,511,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,8,6,5000,1,5,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,2,2,3,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,15,2,-40,-40,-40,-40,15,2,6,0,-43,2022,8,1,-44,-44,-44,-44,12,1220,1220001,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,7,1,1012,1012262211,18.9865045200752
1337411,262211,4,1,1,1,2,2,24,1,1,1,1,-5,1,0,-7,-7,-7,1,2,2,2,3,-9,2,6,2,2,6,4,2,0,3,2,1,-12,-12,11,2022,1,1217001,1,2,-14,-14,1,2,-17,-17,-17,15,2,15,2,999,99,999,99,1,1,70890893,-20,1,7,7089,2,611,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,6,2000,1,3,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,2,2,8,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,4,-40,-40,-40,-40,15,2,24,0,-43,2020,-998,1,-44,-44,-44,-44,12,1212,1212001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,4,1,1,1012,1012262211,18.9865045200752
1337211,262211,4,1,1,1,2,2,52,1,1,1,1,-5,1,0,-7,-7,-7,1,2,2,6,1,1,2,1,2,1,4,1,3,0,3,2,1,-12,-12,11,2022,1,1217001,1,2,-14,-14,7,2,-17,-17,-17,15,2,15,2,999,99,999,99,1,1,70890893,-20,1,7,7089,2,511,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,8,6,3000,1,4,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,2,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,4,-40,-40,-40,-40,15,2,24,0,-43,2015,13,1,-44,-44,-44,-44,12,1212,1212001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,2,7,1,1012,1012262211,18.9865045200752
1348211,262211,4,1,1,1,2,1,29,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,2,2,6,1,-10,5,1,4,0,3,1,1,-12,-12,10,2022,2,1217001,1,2,-14,-14,2,2,-17,-17,-17,1,5,1,5,999,99,999,99,1,1,70800138,-20,1,7,7080,2,611,2,2,1,1,2,2,2,2,2,2,2,2,-23,2,2,2,2,8,6,350,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,2,2,2,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,1,5,12,0,-43,2020,-998,1,-44,-44,-44,-44,9,920,920001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,1012,1012262211,18.9319444626739
1346311,262211,4,1,1,1,2,1,44,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,5,1,1,2,5,1,-10,7,3,4,0,2,1,1,-12,-12,11,2022,1,1217001,1,2,-14,-14,4,2,-17,-17,-17,1,5,1,5,999,99,999,99,1,1,70150006,-20,1,7,7015,2,611,2,2,1,1,2,1,2,2,2,2,2,2,-23,2,2,2,2,8,6,240,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,3,2,5,6,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,1,5,-40,-40,-40,-40,1,5,12,0,-43,2017,13,1,-44,-44,-44,-44,12,1220,1220001,1,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,1,1,1,1012,1012262211,18.9319444626739
1341211,262211,4,1,1,1,2,1,22,1,1,1,1,-5,0,-6,-6,-6,-6,-6,2,2,2,2,-9,2,6,2,2,6,3,3,0,2,2,1,-12,-12,10,2022,1,1217001,1,2,-14,-14,2,2,-17,-17,-17,1,5,1,5,999,99,999,99,1,1,70890606,-20,1,7,7089,2,611,2,2,1,1,2,2,2,2,2,1,2,2,-23,2,2,2,2,8,6,250,1,2,1,111,2,-24,-24,-24,-24,-24,-24,1,-29,1,2,1,5,2,-31,-31,-31,-31,2,-32,2,-33,2,-34,2,-35,2,2,2,2,-36,1,1,7,996,96,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-44,-44,-44,-44,12,1212,1212001,2,1,-47,2,4,-50,-50,-50,-50,-50,2,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,2,3,1,1,1012,1012262211,18.9319444626739
