folio,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p7_4_1,p7_4_2,p7_4_3,p7_4_4,p7_5,p7_5_1,p7_5_2,p7_5_2_1,p8,p9_1,p9_2,p9_3,p9_4,p10p,p10_1d,p10_1m,p10_1u,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p13_12,p13_13_1,p13_13_2,p13_14,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_0_1,p18_0_2,p18_0_3,p18_0_4,p18_0_5,p18_1,p18_2,p19_1e,p19_1l,p19_1u,p19_2e,p19_2l,p19_2u,p20e,p20l,p20u,p21c,p21t,p22,p22_1e,p22_1m,p22_1l,p22_1u,p22_3,p22_4,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_0_1,p24_0_2,p24_0_3,p24_0_4,p24_1,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28c,p28u,p28_1,p29_0_1,p29_0_2,p29_0_3,p29_0_4,p29_0_5,p29_1,p29_2,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p34,p35es,p35cn,p35cd,p35_1,p35_1_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_2,p35_2_3_1,p35_2_3_2,p35_2_3_3,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_4c,p35_4t,p35_5,p35_6,p35_7,p35_8,p35_9,p35_9_1,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,nivel,oficio_res,filtro,estrato,upm,ponfin3
24509,3,272209,1,1,1,1,30,1,3,2,-2,2,2,6,2,5,1,-3,6,2,2,2,3,1,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,1,2,201,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,2,3,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,2,1,1,1217001,0,2,-20,1,42500,3,1,2,2,2,2,-22,-22,7,70270001,2,21,999999997,97,28,280320001,2,28,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,12,2,1,3,1,42500,3,4,2,43000,3,1,1,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,1,2,1,2,2,1,1,1,2,-37,-37,-37,1,2,2,2,10,2,2,1,2,4,2,-38,48,48215,4821545384,10,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011272209,43.9949038454959
24009,3,272209,1,1,1,2,30,1,3,3,-2,2,2,6,2,5,2,1,2,1,1,0,1,2,1,3,1,1,2,-6,-6,-6,-6,1,2,2,2,1,5,508,99,1,5,508,99,-13,-13,-13,-13,-13,-13,-13,777,7,2,6,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,3,96,2,1,1217001,3,2,-20,1,50000,3,2,2,2,2,2,-22,-22,7,70270001,2,99,999999999,99,26,260020001,2,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,260020001,2,2,1,3,1,50000,3,6,2,50000,3,2,2,2,2,2,2,-31,-31,0,4,1,2,2,-33,0,-34,-34,-34,-34,4,4003,9999999999,5,1,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,8,2,2,2,2,4,2,-38,99,99999,9999999999,999,99,99,999,99,99,99999,99,99,999,99,99,99999,99,99,1,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011272209,66.7644042955684
24109,3,272209,1,1,1,1,28,1,3,2,-2,2,2,3,2,6,1,-3,3,0,3,0,2,1,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,1,101,2,1,1,101,2,-13,-13,-13,-13,-13,-13,-13,777,7,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,3,2,1,1312047,3,2,-20,1,200000,3,2,2,2,2,2,-22,-22,7,70270001,2,28,280320001,2,28,280320001,2,28,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,3,1,200000,3,4,1,200000,3,2,2,2,2,2,2,-31,-31,0,4,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,10,2,2,2,2,4,2,-38,48,48215,4821545384,998,98,2,-41,-41,-41,-41,-41,-41,-41,3,99,99999,99,99,1,0,-43,-43,-43,-43,1,-46,-46,8,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011272209,43.9949038454959
7107,3,282207,1,1,1,1,23,1,2,4,-2,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,5,513,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,23,6,2,2,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,96,2,2,-19,-19,1,3,2,-21,-21,2,2,2,2,2,-22,-22,28,280250001,2,99,999999999,99,99,999999999,99,4,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,1,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280330282,2,2,1,4,1,1800,2,7,3,50000,3,2,2,2,2,2,2,-31,-31,0,4,1,2,2,-33,0,-34,-34,-34,-34,99,99999,9999999999,6,4,2,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,4,2,2,1,2,4,2,-38,99,99999,9999999999,999,99,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-45,1,-45,-45,5,0,1,1011,1011282207,45.013304397475
7407,3,282207,1,1,1,1,23,1,6,1,1,2,2,6,2,6,2,2,5,0,5,0,5,2,1,0,5,0,-5,-5,-5,-5,-5,2,2,2,2,1,10,1010,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,23,6,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,96,2,1,1305024,3,2,-20,1,80000,3,1,1,2,2,2,-22,-22,21,211140001,2,30,300280037,2,26,260040001,1,12,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,260040001,1,3,1,3,1,80000,3,6,2,45000,3,1,2,2,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,4,99999,9999999999,6,4,3,1,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,5,2,2,1,2,4,2,-38,4,99999,9999999999,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,2,2,2022,7,2022,0,0,-49,2,2,2,2,0,1,1011,1011282207,45.013304397475
7307,3,282207,1,1,1,1,24,1,3,3,-2,1,1,4,2,6,2,2,4,0,4,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,14,1416,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,24,6,2,2,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,96,2,1,1305024,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,25,999999997,97,26,260040001,1,26,260040001,1,15,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,260040001,3,2,1,2,1,2000,2,4,3,20000,3,2,1,1,2,2,2,-31,-31,0,1,2,-32,2,-33,0,-34,-34,-34,-34,4,4019,401977000,6,4,4,1,1,2,2,2,2,2,-37,-37,-37,1,1,2,2,3,2,2,2,2,4,2,-38,4,4019,401977000,3,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011282207,45.013304397475
6807,3,282207,1,1,1,1,29,1,3,3,-2,1,1,6,2,5,1,-3,4,2,2,0,1,1,1,1,1,1,2,-6,-6,-6,-6,1,2,2,2,1,15,1501,99,1,15,1501,99,-13,-13,-13,-13,-13,-13,-13,29,6,1,-15,2,1,834,1,2,2,2,2,2,2,2,2,12,6,2300,3,5,484,2,2,1,96,1,1,1305024,0,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,7,999999999,99,9,999999999,99,9,999999999,99,12,2,2,-23,-23,-23,-23,-23,-23,2,2,1,2,2,2,1,2,2,2,6,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,5,2,-28,-28,-28,-28,3500,3,1,1,1,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,3,4,2,1,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,3,2,2,1,2,2,1,1,48,48215,4821545384,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,1,-44,2022,2,2,2,2,2022,4,2022,2,2,2,2,2,2,4,7,1,1011,1011282207,45.013304397475
6107,3,282207,1,1,1,1,24,1,3,2,-2,2,2,6,2,6,2,3,6,0,6,0,6,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,10,1010,99,1,10,1010,99,-13,-13,-13,-13,-13,-13,-13,24,6,2,2,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,96,2,1,1305024,0,2,-20,1,999998,98,2,2,2,2,2,-22,-22,15,150330001,2,99,999999999,99,15,150330001,2,12,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,269999999,5,2,1,3,1,999998,98,4,2,999998,98,1,2,2,2,2,2,-31,-31,0,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48141,9999999997,5,4,3,1,2,2,2,1,1,3,-37,-37,-37,2,2,2,2,3,2,2,2,2,4,2,-38,48,99999,9999999997,3,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011282207,45.013304397475
5607,3,282207,1,1,1,1,22,1,2,3,-2,1,1,6,2,6,1,-3,3,2,1,0,0,1,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,14,1415,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,223,1,2,2,2,2,1,2,2,2,10,5,3000,3,5,115,2,1,2,96,1,1,1305024,3,2,-20,1,70000,3,1,1,1,1,2,4,2,26,260040001,1,99,999999999,99,26,260040001,1,22,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,1,2,2,2,6,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,260040001,8,2,1,6,1,70000,3,7,2,75000,3,1,1,1,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,4,1,1,99,99999,9999999999,1,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,1,-44,2022,2,2,1,-46,-46,7,2022,0,0,-49,1,-50,-50,4,8,1,1011,1011282207,45.013304397475
5707,3,282207,1,1,1,1,23,1,5,4,-2,2,2,6,2,6,1,-3,5,2,3,0,2,1,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,14,1420,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,712,2,2,2,2,2,2,2,2,2,9,6,100,3,2,236,3,2,2,1,1,1,1312047,0,1,5,1,45000,3,1,1,1,1,2,4,2,26,260040001,1,99,999999999,99,99,999999999,99,30,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,1,1,2,2,6,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,999999999,14,2,1,3,1,40000,3,1,2,50000,3,1,1,1,1,1,2,3,2,2,2,2,-32,2,-33,0,-34,-34,-34,-34,4,4019,401977000,6,2,3,1,2,2,1,2,2,1,1,1,2,2,2,2,2,999,99,2,1,2,4,1,4,99,99999,9999999999,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,1,-44,2022,2,2,1,-46,-46,7,2022,2,2,2,1,-50,-50,5,3,1,1011,1011282207,45.013304397475
5507,3,282207,1,1,1,1,26,1,2,2,-2,2,2,6,2,6,2,2,6,1,3,2,2,2,1,0,1,1,2,-6,-6,-6,-6,1,2,2,2,1,22,2202,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,721,5,1,1,1,1,2,1,1,2,12,6,1500,3,3,811,2,2,1,96,2,1,1312047,3,2,-20,1,4000,2,2,2,2,2,2,-22,-22,7,71010001,2,99,999999999,99,99,999999999,99,1,5,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,1,1,4000,2,6,2,4000,2,2,2,2,2,2,2,-31,-31,0,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,1,2,2,2,2,2,2,1,2,-37,-37,-37,2,2,2,2,3,2,2,2,2,4,2,-38,48,48215,4821545384,3,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,1,0,-49,1,-50,-50,3,2,1,1011,1011282207,45.013304397475
6407,3,282207,1,1,1,1,19,1,6,1,1,2,2,6,2,6,2,3,7,0,7,0,3,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,10,1010,99,1,10,1010,99,-13,-13,-13,-13,-13,-13,-13,19,6,2,2,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,3,2,1,96,2,1,9999999,0,2,-20,1,90000,3,2,2,2,2,2,-22,-22,26,260020001,2,99,999999999,99,26,260020001,2,10,2,2,-23,-23,-23,-23,-23,-23,2,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,269999999,7,2,1,3,1,90000,3,1,2,90000,3,1,1,2,2,2,2,-31,-31,0,2,2,-32,2,-33,0,-34,-34,-34,-34,4,4023,402349640,5,4,3,1,2,2,2,1,1,3,-37,-37,-37,2,2,2,2,2,2,2,2,2,4,2,-38,4,4023,9999999998,2,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,2,0,1,1011,1011282207,45.013304397475
29109,3,282209,1,1,1,1,28,1,3,2,-2,2,2,6,2,6,1,-3,5,1,4,0,3,1,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,22,2205,1,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,2,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,2,1,1,1217001,0,2,-20,1,30000,3,1,2,2,2,2,-22,-22,7,70270001,2,21,999999997,97,28,999999998,98,20,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,5,2,1,3,1,30000,3,4,2,35000,1,1,1,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,1,2,1,2,2,1,1,1,2,-37,-37,-37,2,2,2,2,10,2,2,1,2,4,2,-38,48,48215,4821545384,10,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011282209,111.820380607302
29009,3,282209,1,1,1,1,38,1,6,1,1,2,2,2,2,5,1,-3,3,1,2,0,1,1,1,3,5,3,1,1,1,2,3,2,1,1,2,1,19,9997,97,5,-11,-11,-11,-11,-11,-11,-11,5,5001,500118790,22,6,1,-15,2,3,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,1,1,9999997,0,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,7,70270001,2,97,999999997,97,97,999999997,97,14,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280220001,2,2,1,3,2,-28,-28,-28,-28,999997,97,2,1,1,2,2,2,-31,-31,2,1,1,1,2,-33,0,-34,-34,-34,-34,29,29037,9999999999,1,3,2,1,1,1,1,1,1,2,-37,-37,-37,2,2,2,2,5,5,2,1,2,4,2,-38,29,29037,9999999999,22,6,1,712,12,7,3500,2,3,236,2,10,1500,3,2,1,0,-43,-43,-43,-43,1,-46,-46,4,2000,0,0,-49,1,-50,-50,2,0,1,1011,1011282209,111.820380607302
8607,3,292207,1,1,1,1,21,1,3,2,-2,1,1,6,2,6,2,2,4,0,4,0,1,2,1,0,5,0,-5,-5,-5,-5,-5,2,2,2,2,1,17,1709,99,1,17,1709,99,-13,-13,-13,-13,-13,-13,-13,21,6,2,8,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,3,6,2,3,-19,-19,2,-20,1,25000,3,2,2,2,2,2,-22,-22,9,999999999,99,7,999999999,99,7,999999999,99,8,2,2,-23,-23,-23,-23,-23,-23,2,2,2,1,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280330282,3,2,1,2,1,25000,3,1,2,30000,3,2,2,2,2,2,2,-31,-31,0,5,2,-32,2,-33,0,-34,-34,-34,-34,99,99999,9999999999,3,4,5,1,1,2,2,2,2,2,-37,-37,-37,1,2,1,2,4,2,2,2,2,4,2,-38,99,99999,9999999999,999,99,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,3,0,1,1011,1011292207,39.9620376596588
9207,3,292207,1,1,1,1,30,1,6,1,1,1,1,6,2,5,1,-3,4,2,2,0,1,1,0,1,1,1,2,-6,-6,-6,-6,2,2,2,2,1,16,1609,99,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,1,-15,1,-17,521,2,2,2,2,2,2,2,2,2,4,3,50,3,1,812,3,2,1,2,2,1,1217001,0,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,99,999999999,99,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,2,7,1,1011,1011292207,39.9620376596588
8907,3,292207,1,1,1,1,24,1,6,1,1,1,1,6,2,1,1,-3,6,2,4,0,2,1,1,1,5,1,2,-6,-6,-6,-6,2,2,2,2,1,14,1415,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,24,6,1,-15,2,2,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,2,2,1,96,1,1,1305024,0,2,-20,1,999997,97,2,2,2,2,2,-22,-22,7,70780001,2,19,190390001,2,28,280320001,2,24,2,2,-23,-23,-23,-23,-23,-23,1,2,1,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,4,2,1,3,1,999997,97,6,2,999997,97,1,1,1,2,2,2,-31,-31,0,2,97,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,4,4,3,2,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,999,99,2,1,2,4,2,-38,48,48215,4821545384,5,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,2,0,1,1011,1011292207,39.9620376596588
9607,3,292207,1,1,1,1,25,1,2,3,-2,2,2,6,2,6,1,-3,1,-4,-4,-4,-4,-4,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,1,101,2,1,1,101,2,-13,-13,-13,-13,-13,-13,-13,25,6,1,-15,1,-17,263,6,2,2,2,2,2,2,2,2,8,5,2000,3,5,811,2,2,2,96,1,1,1312047,3,2,-20,2,-21,-21,2,2,2,2,2,-22,-22,21,999999997,97,15,999999997,97,28,280320001,2,25,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,1,2,2,2,6,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,4,2,1,5,2,-28,-28,-28,-28,0,0,-30,1,2,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,5,4,3,1,2,2,2,1,1,3,-37,-37,-37,2,1,2,2,4,2,2,2,2,4,2,-38,48,48215,4821545384,4,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,2,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,4,8,1,1011,1011292207,39.9620376596588
8307,3,292207,1,1,1,2,17,1,6,1,1,1,1,6,2,6,2,2,4,1,3,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,14,1401,99,1,14,1401,99,-13,-13,-13,-13,-13,-13,-13,777,7,2,5,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,1,2,1,96,1,1,1312047,0,2,-20,1,999997,97,2,2,2,2,2,-22,-22,10,999999997,97,28,280320001,2,28,280320001,2,7,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,2,2,1,3,1,999997,97,4,1,999997,97,97,2,2,2,2,2,-31,-31,0,2,1,2,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,4,1,1,2,2,2,2,2,2,-37,-37,-37,2,2,2,2,3,2,2,2,2,4,2,-38,48,48215,4821545384,3,2,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,1,0,-43,-43,-43,-43,1,-46,-46,7,2022,0,0,-49,1,-50,-50,2,0, ,1011,1011292207,60.644333901808
32109,3,292209,1,1,1,1,26,1,2,3,-2,2,2,6,2,6,2,2,5,2,3,0,2,2,1,0,1,0,-5,-5,-5,-5,-5,1,2,2,2,1,10,1001,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,777,7,2,2,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,1,2,1,1,1215013,0,2,-20,1,999997,97,1,2,2,2,2,-22,-22,7,70270001,2,9,999999997,97,28,999999997,97,28,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,8,2,1,3,1,999997,97,4,2,999997,97,97,1,2,2,2,2,-31,-31,0,2,1,1,2,-33,0,-34,-34,-34,-34,97,99997,9999999997,4,1,3,2,2,2,1,1,1,2,-37,-37,-37,1,2,2,2,10,2,2,1,2,4,2,-38,97,99997,9999999997,10,2,2,-41,-41,-41,-41,-41,-41,-41,2,0,-42,-42,-42,2,0,-43,-43,-43,-43,1,-46,-46,9,2022,0,0,-49,1,-50,-50,4,0,1,1011,1011292209,56.8267508004323
31509,3,292209,1,1,1,1,27,1,3,2,-2,2,2,6,2,6,1,-3,4,0,4,0,4,1,1,0,1,0,-5,-5,-5,-5,-5,2,2,2,2,1,6,614,99,1,6,614,99,-13,-13,-13,-13,-13,-13,-13,777,7,2,1,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,2,2,2,1,2,1,1305024,3,2,-20,2,-21,-21,1,1,2,2,2,-22,-22,21,999999999,99,19,190390001,2,19,190390001,2,25,2,2,-23,-23,-23,-23,-23,-23,1,2,2,2,2,2,2,2,2,2,-24,2,-25,-25,-25,-25,-25,-25,-25,-25,-25,280320001,3,2,1,5,2,-28,-28,-28,-28,999999,99,2,1,1,2,2,2,-31,-31,0,2,2,-32,2,-33,0,-34,-34,-34,-34,48,48215,4821545384,6,1,2,1,2,2,1,1,1,2,-37,-37,-37,1,2,2,2,7,2,2,2,2,4,2,-38,48,48215,4821545384,7,2,2,-41,-41,-41,-41,-41,-41,-41,3,99,99999,99,99,1,0,-43,-43,-43,-43,2,1,-48,9,2022,0,0,-49,2,2,2,3,0,1,1011,1011292209,56.8267508004323
