,Unnamed: 0,nommun,cvemun,estado,region,id_poligon,eventos,inm_30km,sc_30km,geometry,buffer,facility_count
91,81,"Durango, Durango",7016.0,Durango,Centro,PG841,574,0,4,POINT (-104.663661325132 24.0350752647048),"POLYGON ((-104.39234980524486 24.0350752647048, -104.3936562443701 24.008482085386998, -104.39756298002287 23.982145012923336, -104.40403238820319 23.956317687718947, -104.41300216497375 23.931248841034204, -104.42438592648087 23.907179899566703, -104.43807404087822 23.884342660380202, -104.45393468414152 23.86295705857217, -104.47181510960577 23.84322904917858, -104.49154311899937 23.825348623714316, -104.5129287208074 23.80948798045103, -104.5357659599939 23.795799866053667, -104.5598349014614 23.784416104546548, -104.58490374814615 23.77544632777599, -104.61073107335054 23.768976919595673, -104.6370681458142 23.765070183942903, -104.663661325132 23.763763744817666, -104.6902545044498 23.765070183942903, -104.71659157691346 23.768976919595673, -104.74241890211785 23.77544632777599, -104.7674877488026 23.784416104546548, -104.7915566902701 23.795799866053667, -104.8143939294566 23.80948798045103, -104.83577953126462 23.825348623714316, -104.85550754065822 23.84322904917858, -104.87338796612248 23.86295705857217, -104.88924860938577 23.884342660380202, -104.90293672378313 23.907179899566703, -104.91432048529025 23.931248841034204, -104.9232902620608 23.956317687718947, -104.92975967024113 23.982145012923336, -104.93366640589389 24.008482085386998, -104.93497284501913 24.0350752647048, -104.93366640589389 24.061668444022605, -104.92975967024113 24.088005516486266, -104.9232902620608 24.113832841690655, -104.91432048529025 24.138901688375398, -104.90293672378313 24.1629706298429, -104.88924860938577 24.1858078690294, -104.87338796612248 24.20719347083743, -104.85550754065822 24.226921480231024, -104.83577953126462 24.244801905695287, -104.8143939294566 24.26066254895857, -104.7915566902701 24.274350663355936, -104.7674877488026 24.285734424863055, -104.74241890211785 24.29470420163361, -104.71659157691346 24.30117360981393, -104.6902545044498 24.3050803454667, -104.663661325132 24.306386784591936, -104.6370681458142 24.3050803454667, -104.61073107335054 24.30117360981393, -104.58490374814615 24.29470420163361, -104.5598349014614 24.285734424863055, -104.5357659599939 24.274350663355936, -104.5129287208074 24.26066254895857, -104.49154311899937 24.244801905695287, -104.47181510960577 24.226921480231024, -104.45393468414152 24.20719347083743, -104.43807404087822 24.1858078690294, -104.42438592648087 24.1629706298429, -104.41300216497375 24.138901688375398, -104.40403238820319 24.113832841690655, -104.39756298002287 24.088005516486266, -104.3936562443701 24.061668444022605, -104.39234980524486 24.0350752647048))",0
92,288,"Jaumave, Tamaulipas",2003.0,Tamaulipas,Golfo,PG1152,538,0,0,POINT (-99.3806698 23.40496),"POLYGON ((-99.10935828011287 23.40496, -99.11066471923812 23.378366820682196, -99.11457145489088 23.352029748218534, -99.1210408630712 23.326202423014145, -99.13001063984176 23.301133576329402, -99.14139440134888 23.2770646348619, -99.15508251574623 23.2542273956754, -99.17094315900952 23.23284179386737, -99.18882358447378 23.213113784473776, -99.20855159386738 23.195233359009514, -99.2299371956754 23.17937271574623, -99.2527744348619 23.165684601348865, -99.27684337632941 23.154300839841746, -99.30191222301416 23.14533106307119, -99.32773954821855 23.13886165489087, -99.3540766206822 23.1349549192381, -99.3806698 23.133648480112864, -99.4072629793178 23.1349549192381, -99.43360005178147 23.13886165489087, -99.45942737698586 23.14533106307119, -99.4844962236706 23.154300839841746, -99.50856516513811 23.165684601348865, -99.53140240432461 23.17937271574623, -99.55278800613263 23.195233359009514, -99.57251601552623 23.213113784473776, -99.59039644099049 23.23284179386737, -99.60625708425378 23.2542273956754, -99.61994519865114 23.2770646348619, -99.63132896015826 23.301133576329402, -99.64029873692881 23.326202423014145, -99.64676814510914 23.352029748218534, -99.6506748807619 23.378366820682196, -99.65198131988714 23.40496, -99.6506748807619 23.431553179317802, -99.64676814510914 23.457890251781464, -99.64029873692881 23.483717576985853, -99.63132896015826 23.508786423670596, -99.61994519865114 23.532855365138097, -99.60625708425378 23.555692604324598, -99.59039644099049 23.57707820613263, -99.57251601552623 23.59680621552622, -99.55278800613263 23.614686640990485, -99.53140240432461 23.63054728425377, -99.50856516513811 23.644235398651134, -99.4844962236706 23.655619160158253, -99.45942737698586 23.66458893692881, -99.43360005178147 23.671058345109127, -99.4072629793178 23.674965080761897, -99.3806698 23.676271519887134, -99.3540766206822 23.674965080761897, -99.32773954821855 23.671058345109127, -99.30191222301416 23.66458893692881, -99.27684337632941 23.655619160158253, -99.2527744348619 23.644235398651134, -99.2299371956754 23.63054728425377, -99.20855159386738 23.614686640990485, -99.18882358447378 23.59680621552622, -99.17094315900952 23.57707820613263, -99.15508251574623 23.555692604324598, -99.14139440134888 23.532855365138097, -99.13001063984176 23.508786423670596, -99.1210408630712 23.483717576985853, -99.11457145489088 23.457890251781464, -99.11066471923812 23.431553179317802, -99.10935828011287 23.40496))",0
93,54,"Cintalapa de Figueroa, Chiapas",13075.0,Chiapas,Sur,PG1454,520,0,1,POINT (-93.7257625 16.6905402),"POLYGON ((-93.45445098011287 16.6905402, -93.45575741923811 16.663947020682198, -93.45966415489087 16.637609948218536, -93.4661335630712 16.611782623014147, -93.47510333984175 16.586713776329404, -93.48648710134887 16.562644834861903, -93.50017521574622 16.539807595675402, -93.51603585900952 16.51842199386737, -93.53391628447378 16.49869398447378, -93.55364429386738 16.480813559009516, -93.5750298956754 16.46495291574623, -93.5978671348619 16.451264801348866, -93.6219360763294 16.439881039841747, -93.64700492301415 16.43091126307119, -93.67283224821854 16.424441854890873, -93.6991693206822 16.420535119238103, -93.7257625 16.419228680112866, -93.7523556793178 16.420535119238103, -93.77869275178146 16.424441854890873, -93.80452007698585 16.43091126307119, -93.8295889236706 16.439881039841747, -93.8536578651381 16.451264801348866, -93.8764951043246 16.46495291574623, -93.89788070613263 16.480813559009516, -93.91760871552623 16.49869398447378, -93.93548914099048 16.51842199386737, -93.95134978425378 16.539807595675402, -93.96503789865113 16.562644834861903, -93.97642166015825 16.586713776329404, -93.98539143692881 16.611782623014147, -93.99186084510913 16.637609948218536, -93.99576758076189 16.663947020682198, -93.99707401988714 16.6905402, -93.99576758076189 16.717133379317804, -93.99186084510913 16.743470451781466, -93.98539143692881 16.769297776985855, -93.97642166015825 16.794366623670598, -93.96503789865113 16.8184355651381, -93.95134978425378 16.8412728043246, -93.93548914099048 16.86265840613263, -93.91760871552623 16.882386415526224, -93.89788070613263 16.900266840990486, -93.8764951043246 16.91612748425377, -93.8536578651381 16.929815598651135, -93.8295889236706 16.941199360158254, -93.80452007698585 16.95016913692881, -93.77869275178146 16.95663854510913, -93.7523556793178 16.9605452807619, -93.7257625 16.961851719887136, -93.6991693206822 16.9605452807619, -93.67283224821854 16.95663854510913, -93.64700492301415 16.95016913692881, -93.6219360763294 16.941199360158254, -93.5978671348619 16.929815598651135, -93.5750298956754 16.91612748425377, -93.55364429386738 16.900266840990486, -93.53391628447378 16.882386415526224, -93.51603585900952 16.86265840613263, -93.50017521574622 16.8412728043246, -93.48648710134887 16.8184355651381, -93.47510333984175 16.794366623670598, -93.4661335630712 16.769297776985855, -93.45966415489087 16.743470451781466, -93.45575741923811 16.717133379317804, -93.45445098011287 16.6905402))",0
94,373,"Pueblo Viejo, Veracruz",,Veracruz,Golfo,PG1228,484,1,5,POINT (-97.8985550734824 22.1638426),"POLYGON ((-97.62724355359526 22.1638426, -97.62854999272051 22.137249420682195, -97.63245672837327 22.110912348218534, -97.6389261365536 22.085085023014145, -97.64789591332415 22.060016176329402, -97.65927967483127 22.0359472348619, -97.67296778922862 22.0131099956754, -97.68882843249192 21.99172439386737, -97.70670885795617 21.971996384473776, -97.72643686734978 21.954115959009513, -97.7478224691578 21.93825531574623, -97.7706597083443 21.924567201348864, -97.7947286498118 21.913183439841745, -97.81979749649655 21.90421366307119, -97.84562482170094 21.89774425489087, -97.8719618941646 21.8938375192381, -97.8985550734824 21.892531080112864, -97.9251482528002 21.8938375192381, -97.95148532526386 21.89774425489087, -97.97731265046825 21.90421366307119, -98.002381497153 21.913183439841745, -98.0264504386205 21.924567201348864, -98.049287677807 21.93825531574623, -98.07067327961502 21.954115959009513, -98.09040128900862 21.971996384473776, -98.10828171447288 21.99172439386737, -98.12414235773618 22.0131099956754, -98.13783047213353 22.0359472348619, -98.14921423364065 22.060016176329402, -98.1581840104112 22.085085023014145, -98.16465341859153 22.110912348218534, -98.16856015424429 22.137249420682195, -98.16986659336953 22.1638426, -98.16856015424429 22.190435779317802, -98.16465341859153 22.216772851781464, -98.1581840104112 22.242600176985853, -98.14921423364065 22.267669023670596, -98.13783047213353 22.291737965138097, -98.12414235773618 22.314575204324598, -98.10828171447288 22.33596080613263, -98.09040128900862 22.35568881552622, -98.07067327961502 22.373569240990484, -98.049287677807 22.38942988425377, -98.0264504386205 22.403117998651133, -98.002381497153 22.414501760158252, -97.97731265046825 22.42347153692881, -97.95148532526386 22.429940945109127, -97.9251482528002 22.433847680761897, -97.8985550734824 22.435154119887134, -97.8719618941646 22.433847680761897, -97.84562482170094 22.429940945109127, -97.81979749649655 22.42347153692881, -97.7947286498118 22.414501760158252, -97.7706597083443 22.403117998651133, -97.7478224691578 22.38942988425377, -97.72643686734978 22.373569240990484, -97.70670885795617 22.35568881552622, -97.68882843249192 22.33596080613263, -97.67296778922862 22.314575204324598, -97.65927967483127 22.291737965138097, -97.64789591332415 22.267669023670596, -97.6389261365536 22.242600176985853, -97.63245672837327 22.216772851781464, -97.62854999272051 22.190435779317802, -97.62724355359526 22.1638426))",0
95,161,"Monterrey, Nuevo Leon",28038.0,Nuevo Leon,Golfo,PG1116,446,1,99,POINT (-100.315258 25.6802019),"POLYGON ((-100.04394648011287 25.6802019, -100.04525291923811 25.653608720682197, -100.04915965489087 25.627271648218535, -100.0556290630712 25.601444323014146, -100.06459883984175 25.576375476329403, -100.07598260134887 25.552306534861902, -100.08967071574622 25.5294692956754, -100.10553135900952 25.50808369386737, -100.12341178447377 25.488355684473778, -100.14313979386738 25.470475259009515, -100.1645253956754 25.45461461574623, -100.1873626348619 25.440926501348866, -100.2114315763294 25.429542739841747, -100.23650042301415 25.42057296307119, -100.26232774821854 25.414103554890872, -100.2886648206822 25.410196819238102, -100.315258 25.408890380112865, -100.3418511793178 25.410196819238102, -100.36818825178146 25.414103554890872, -100.39401557698585 25.42057296307119, -100.4190844236706 25.429542739841747, -100.4431533651381 25.440926501348866, -100.4659906043246 25.45461461574623, -100.48737620613262 25.470475259009515, -100.50710421552623 25.488355684473778, -100.52498464099048 25.50808369386737, -100.54084528425378 25.5294692956754, -100.55453339865113 25.552306534861902, -100.56591716015825 25.576375476329403, -100.5748869369288 25.601444323014146, -100.58135634510913 25.627271648218535, -100.58526308076189 25.653608720682197, -100.58656951988714 25.6802019, -100.58526308076189 25.706795079317803, -100.58135634510913 25.733132151781465, -100.5748869369288 25.758959476985854, -100.56591716015825 25.784028323670597, -100.55453339865113 25.808097265138098, -100.54084528425378 25.8309345043246, -100.52498464099048 25.85232010613263, -100.50710421552623 25.872048115526223, -100.48737620613262 25.889928540990486, -100.4659906043246 25.90578918425377, -100.4431533651381 25.919477298651135, -100.4190844236706 25.930861060158254, -100.39401557698585 25.93983083692881, -100.36818825178146 25.94630024510913, -100.3418511793178 25.950206980761898, -100.315258 25.951513419887135, -100.2886648206822 25.950206980761898, -100.26232774821854 25.94630024510913, -100.23650042301415 25.93983083692881, -100.2114315763294 25.930861060158254, -100.1873626348619 25.919477298651135, -100.1645253956754 25.90578918425377, -100.14313979386738 25.889928540990486, -100.12341178447377 25.872048115526223, -100.10553135900952 25.85232010613263, -100.08967071574622 25.8309345043246, -100.07598260134887 25.808097265138098, -100.06459883984175 25.784028323670597, -100.0556290630712 25.758959476985854, -100.04915965489087 25.733132151781465, -100.04525291923811 25.706795079317803, -100.04394648011287 25.6802019))",1
96,36,"Mezcalapa, Chiapas",28017.0,Chiapas,Sur,PG1455,439,0,0,POINT (-93.6349751688609 17.2364959),"POLYGON ((-93.36366364897377 17.2364959, -93.36497008809901 17.209902720682198, -93.36887682375178 17.183565648218536, -93.3753462319321 17.157738323014147, -93.38431600870265 17.132669476329404, -93.39569977020977 17.108600534861903, -93.40938788460713 17.085763295675402, -93.42524852787042 17.06437769386737, -93.44312895333468 17.04464968447378, -93.46285696272828 17.026769259009516, -93.4842425645363 17.01090861574623, -93.5070798037228 16.997220501348867, -93.53114874519031 16.985836739841748, -93.55621759187505 16.976866963071192, -93.58204491707944 16.970397554890873, -93.6083819895431 16.966490819238103, -93.6349751688609 16.965184380112866, -93.6615683481787 16.966490819238103, -93.68790542064237 16.970397554890873, -93.71373274584676 16.976866963071192, -93.7388015925315 16.985836739841748, -93.762870533999 16.997220501348867, -93.78570777318551 17.01090861574623, -93.80709337499353 17.026769259009516, -93.82682138438713 17.04464968447378, -93.84470180985139 17.06437769386737, -93.86056245311468 17.085763295675402, -93.87425056751204 17.108600534861903, -93.88563432901915 17.132669476329404, -93.89460410578971 17.157738323014147, -93.90107351397003 17.183565648218536, -93.9049802496228 17.209902720682198, -93.90628668874804 17.2364959, -93.9049802496228 17.263089079317805, -93.90107351397003 17.289426151781466, -93.89460410578971 17.315253476985855, -93.88563432901915 17.3403223236706, -93.87425056751204 17.3643912651381, -93.86056245311468 17.3872285043246, -93.84470180985139 17.40861410613263, -93.82682138438713 17.428342115526224, -93.80709337499353 17.446222540990487, -93.78570777318551 17.46208318425377, -93.762870533999 17.475771298651136, -93.7388015925315 17.487155060158255, -93.71373274584676 17.49612483692881, -93.68790542064237 17.50259424510913, -93.6615683481787 17.5065009807619, -93.6349751688609 17.507807419887136, -93.6083819895431 17.5065009807619, -93.58204491707944 17.50259424510913, -93.55621759187505 17.49612483692881, -93.53114874519031 17.487155060158255, -93.5070798037228 17.475771298651136, -93.4842425645363 17.46208318425377, -93.46285696272828 17.446222540990487, -93.44312895333468 17.428342115526224, -93.42524852787042 17.40861410613263, -93.40938788460713 17.3872285043246, -93.39569977020977 17.3643912651381, -93.38431600870265 17.3403223236706, -93.3753462319321 17.315253476985855, -93.36887682375178 17.289426151781466, -93.36497008809901 17.263089079317805, -93.36366364897377 17.2364959))",0
97,12,"Campeche, Campeche",7071.0,Campeche,Sur,PG1654,430,1,8,POINT (-90.5355146399854 19.830285751988),"POLYGON ((-90.26420312009826 19.830285751988, -90.2655095592235 19.803692572670197, -90.26941629487627 19.777355500206536, -90.27588570305659 19.751528175002147, -90.28485547982714 19.726459328317404, -90.29623924133426 19.702390386849903, -90.30992735573162 19.679553147663402, -90.32578799899491 19.65816754585537, -90.34366842445917 19.638439536461778, -90.36339643385277 19.620559110997515, -90.38478203566079 19.60469846773423, -90.40761927484729 19.591010353336866, -90.4316882163148 19.579626591829747, -90.45675706299954 19.57065681505919, -90.48258438820393 19.564187406878872, -90.5089214606676 19.560280671226103, -90.5355146399854 19.558974232100866, -90.5621078193032 19.560280671226103, -90.58844489176685 19.564187406878872, -90.61427221697124 19.57065681505919, -90.63934106365599 19.579626591829747, -90.6634100051235 19.591010353336866, -90.68624724431 19.60469846773423, -90.70763284611802 19.620559110997515, -90.72736085551162 19.638439536461778, -90.74524128097588 19.65816754585537, -90.76110192423917 19.679553147663402, -90.77479003863652 19.702390386849903, -90.78617380014364 19.726459328317404, -90.7951435769142 19.751528175002147, -90.80161298509452 19.777355500206536, -90.80551972074728 19.803692572670197, -90.80682615987253 19.830285751988, -90.80551972074728 19.856878931305804, -90.80161298509452 19.883216003769466, -90.7951435769142 19.909043328973855, -90.78617380014364 19.934112175658598, -90.77479003863652 19.9581811171261, -90.76110192423917 19.9810183563126, -90.74524128097588 20.00240395812063, -90.72736085551162 20.022131967514223, -90.70763284611802 20.040012392978486, -90.68624724431 20.05587303624177, -90.6634100051235 20.069561150639135, -90.63934106365599 20.080944912146254, -90.61427221697124 20.08991468891681, -90.58844489176685 20.09638409709713, -90.5621078193032 20.1002908327499, -90.5355146399854 20.101597271875136, -90.5089214606676 20.1002908327499, -90.48258438820393 20.09638409709713, -90.45675706299954 20.08991468891681, -90.4316882163148 20.080944912146254, -90.40761927484729 20.069561150639135, -90.38478203566079 20.05587303624177, -90.36339643385277 20.040012392978486, -90.34366842445917 20.022131967514223, -90.32578799899491 20.00240395812063, -90.30992735573162 19.9810183563126, -90.29623924133426 19.9581811171261, -90.28485547982714 19.934112175658598, -90.27588570305659 19.909043328973855, -90.26941629487627 19.883216003769466, -90.2655095592235 19.856878931305804, -90.26420312009826 19.830285751988))",0
98,263,"Caborca, Sonora",,Sonora,Pacifico,PG460,413,0,1,POINT (-112.1562598 30.7166014),"POLYGON ((-111.88494828011287 30.7166014, -111.88625471923811 30.690008220682195, -111.89016145489087 30.663671148218533, -111.8966308630712 30.637843823014144, -111.90560063984175 30.6127749763294, -111.91698440134887 30.5887060348619, -111.93067251574622 30.5658687956754, -111.94653315900952 30.544483193867368, -111.96441358447377 30.524755184473776, -111.98414159386738 30.506874759009513, -112.0055271956754 30.49101411574623, -112.0283644348619 30.477326001348864, -112.0524333763294 30.465942239841745, -112.07750222301415 30.45697246307119, -112.10332954821854 30.45050305489087, -112.1296666206822 30.4465963192381, -112.1562598 30.445289880112863, -112.1828529793178 30.4465963192381, -112.20919005178146 30.45050305489087, -112.23501737698585 30.45697246307119, -112.2600862236706 30.465942239841745, -112.2841551651381 30.477326001348864, -112.3069924043246 30.49101411574623, -112.32837800613262 30.506874759009513, -112.34810601552623 30.524755184473776, -112.36598644099048 30.544483193867368, -112.38184708425378 30.5658687956754, -112.39553519865113 30.5887060348619, -112.40691896015825 30.6127749763294, -112.4158887369288 30.637843823014144, -112.42235814510913 30.663671148218533, -112.42626488076189 30.690008220682195, -112.42757131988714 30.7166014, -112.42626488076189 30.7431945793178, -112.42235814510913 30.769531651781463, -112.4158887369288 30.795358976985852, -112.40691896015825 30.820427823670595, -112.39553519865113 30.844496765138096, -112.38184708425378 30.867334004324597, -112.36598644099048 30.88871960613263, -112.34810601552623 30.90844761552622, -112.32837800613262 30.926328040990484, -112.3069924043246 30.942188684253768, -112.2841551651381 30.955876798651133, -112.2600862236706 30.967260560158252, -112.23501737698585 30.976230336928808, -112.20919005178146 30.982699745109127, -112.1828529793178 30.986606480761896, -112.1562598 30.987912919887133, -112.1296666206822 30.986606480761896, -112.10332954821854 30.982699745109127, -112.07750222301415 30.976230336928808, -112.0524333763294 30.967260560158252, -112.0283644348619 30.955876798651133, -112.0055271956754 30.942188684253768, -111.98414159386738 30.926328040990484, -111.96441358447377 30.90844761552622, -111.94653315900952 30.88871960613263, -111.93067251574622 30.867334004324597, -111.91698440134887 30.844496765138096, -111.90560063984175 30.820427823670595, -111.8966308630712 30.795358976985852, -111.89016145489087 30.769531651781463, -111.88625471923811 30.7431945793178, -111.88494828011287 30.7166014))",0
99,86,"Chalco, Estado de Mexico",1001.0,Estado de Mexico,Centro,PG1185,411,1,25,POINT (-98.8958362 19.2612215),"POLYGON ((-98.62452468011287 19.2612215, -98.62583111923811 19.234628320682198, -98.62973785489088 19.208291248218536, -98.6362072630712 19.182463923014147, -98.64517703984176 19.157395076329404, -98.65656080134887 19.133326134861903, -98.67024891574623 19.110488895675402, -98.68610955900952 19.08910329386737, -98.70398998447378 19.06937528447378, -98.72371799386738 19.051494859009516, -98.7451035956754 19.03563421574623, -98.7679408348619 19.021946101348867, -98.79200977632941 19.010562339841748, -98.81707862301415 19.001592563071192, -98.84290594821854 18.995123154890873, -98.8692430206822 18.991216419238103, -98.8958362 18.989909980112866, -98.9224293793178 18.991216419238103, -98.94876645178147 18.995123154890873, -98.97459377698586 19.001592563071192, -98.9996626236706 19.010562339841748, -99.0237315651381 19.021946101348867, -99.04656880432461 19.03563421574623, -99.06795440613263 19.051494859009516, -99.08768241552623 19.06937528447378, -99.10556284099049 19.08910329386737, -99.12142348425378 19.110488895675402, -99.13511159865114 19.133326134861903, -99.14649536015826 19.157395076329404, -99.15546513692881 19.182463923014147, -99.16193454510913 19.208291248218536, -99.1658412807619 19.234628320682198, -99.16714771988714 19.2612215, -99.1658412807619 19.287814679317805, -99.16193454510913 19.314151751781466, -99.15546513692881 19.339979076985855, -99.14649536015826 19.3650479236706, -99.13511159865114 19.3891168651381, -99.12142348425378 19.4119541043246, -99.10556284099049 19.43333970613263, -99.08768241552623 19.453067715526224, -99.06795440613263 19.470948140990487, -99.04656880432461 19.48680878425377, -99.0237315651381 19.500496898651136, -98.9996626236706 19.511880660158255, -98.97459377698586 19.52085043692881, -98.94876645178147 19.52731984510913, -98.9224293793178 19.5312265807619, -98.8958362 19.532533019887136, -98.8692430206822 19.5312265807619, -98.84290594821854 19.52731984510913, -98.81707862301415 19.52085043692881, -98.79200977632941 19.511880660158255, -98.7679408348619 19.500496898651136, -98.7451035956754 19.48680878425377, -98.72371799386738 19.470948140990487, -98.70398998447378 19.453067715526224, -98.68610955900952 19.43333970613263, -98.67024891574623 19.4119541043246, -98.65656080134887 19.3891168651381, -98.64517703984176 19.3650479236706, -98.6362072630712 19.339979076985855, -98.62973785489088 19.314151751781466, -98.62583111923811 19.287814679317805, -98.62452468011287 19.2612215))",2
100,2,"Jesus Maria, Aguascalientes",10013.0,Aguascalientes,Centro,PG994,399,1,45,POINT (-102.468451716512 21.9345555),"POLYGON ((-102.19714019662487 21.9345555, -102.19844663575012 21.907962320682195, -102.20235337140288 21.881625248218533, -102.2088227795832 21.855797923014144, -102.21779255635376 21.8307290763294, -102.22917631786088 21.8066601348619, -102.24286443225823 21.7838228956754, -102.25872507552153 21.762437293867368, -102.27660550098578 21.742709284473776, -102.29633351037938 21.724828859009513, -102.3177191121874 21.70896821574623, -102.3405563513739 21.695280101348864, -102.36462529284141 21.683896339841745, -102.38969413952616 21.67492656307119, -102.41552146473055 21.66845715489087, -102.44185853719421 21.6645504192381, -102.468451716512 21.663243980112863, -102.4950448958298 21.6645504192381, -102.52138196829347 21.66845715489087, -102.54720929349786 21.67492656307119, -102.5722781401826 21.683896339841745, -102.59634708165011 21.695280101348864, -102.61918432083661 21.70896821574623, -102.64056992264463 21.724828859009513, -102.66029793203823 21.742709284473776, -102.67817835750249 21.762437293867368, -102.69403900076578 21.7838228956754, -102.70772711516314 21.8066601348619, -102.71911087667026 21.8307290763294, -102.72808065344081 21.855797923014144, -102.73455006162114 21.881625248218533, -102.7384567972739 21.907962320682195, -102.73976323639914 21.9345555, -102.7384567972739 21.9611486793178, -102.73455006162114 21.987485751781463, -102.72808065344081 22.013313076985852, -102.71911087667026 22.038381923670595, -102.70772711516314 22.062450865138096, -102.69403900076578 22.085288104324597, -102.67817835750249 22.10667370613263, -102.66029793203823 22.12640171552622, -102.64056992264463 22.144282140990484, -102.61918432083661 22.160142784253768, -102.59634708165011 22.173830898651133, -102.5722781401826 22.185214660158252, -102.54720929349786 22.194184436928808, -102.52138196829347 22.200653845109127, -102.4950448958298 22.204560580761896, -102.468451716512 22.205867019887133, -102.44185853719421 22.204560580761896, -102.41552146473055 22.200653845109127, -102.38969413952616 22.194184436928808, -102.36462529284141 22.185214660158252, -102.3405563513739 22.173830898651133, -102.3177191121874 22.160142784253768, -102.29633351037938 22.144282140990484, -102.27660550098578 22.12640171552622, -102.25872507552153 22.10667370613263, -102.24286443225823 22.085288104324597, -102.22917631786088 22.062450865138096, -102.21779255635376 22.038381923670595, -102.2088227795832 22.013313076985852, -102.20235337140288 21.987485751781463, -102.19844663575012 21.9611486793178, -102.19714019662487 21.9345555))",0
101,50,"Villa Corzo, Chiapas",28012.0,Chiapas,Sur,PG1492,380,0,0,POINT (-93.2650025252038 16.0631888),"POLYGON ((-92.99369100531666 16.0631888, -92.9949974444419 16.036595620682196, -92.99890418009467 16.010258548218534, -93.00537358827499 15.984431223014145, -93.01434336504555 15.959362376329402, -93.02572712655267 15.935293434861903, -93.03941524095002 15.912456195675402, -93.05527588421332 15.891070593867369, -93.07315630967757 15.871342584473778, -93.09288431907117 15.853462159009512, -93.1142699208792 15.837601515746229, -93.1371071600657 15.823913401348863, -93.1611761015332 15.812529639841747, -93.18624494821795 15.80355986307119, -93.21207227342234 15.797090454890869, -93.238409345886 15.793183719238103, -93.2650025252038 15.791877280112864, -93.2915957045216 15.793183719238103, -93.31793277698526 15.797090454890869, -93.34376010218965 15.80355986307119, -93.3688289488744 15.812529639841747, -93.3928978903419 15.823913401348863, -93.4157351295284 15.837601515746229, -93.43712073133642 15.853462159009512, -93.45684874073002 15.871342584473778, -93.47472916619428 15.891070593867369, -93.49058980945757 15.912456195675402, -93.50427792385493 15.935293434861903, -93.51566168536205 15.9593623763294, -93.5246314621326 15.984431223014145, -93.53110087031293 16.010258548218534, -93.53500760596569 16.036595620682196, -93.53631404509093 16.0631888, -93.53500760596569 16.089781979317802, -93.53110087031293 16.116119051781464, -93.5246314621326 16.141946376985853, -93.51566168536205 16.167015223670596, -93.50427792385493 16.191084165138097, -93.49058980945757 16.213921404324598, -93.47472916619428 16.23530700613263, -93.45684874073002 16.25503501552622, -93.43712073133642 16.272915440990484, -93.4157351295284 16.28877608425377, -93.3928978903419 16.302464198651133, -93.3688289488744 16.313847960158252, -93.34376010218965 16.32281773692881, -93.31793277698526 16.329287145109127, -93.2915957045216 16.333193880761897, -93.2650025252038 16.334500319887134, -93.238409345886 16.333193880761897, -93.21207227342234 16.329287145109127, -93.18624494821795 16.32281773692881, -93.1611761015332 16.313847960158252, -93.1371071600657 16.302464198651133, -93.1142699208792 16.28877608425377, -93.09288431907117 16.272915440990484, -93.07315630967757 16.25503501552622, -93.05527588421332 16.23530700613263, -93.03941524095002 16.213921404324598, -93.02572712655267 16.191084165138097, -93.01434336504555 16.167015223670596, -93.00537358827499 16.141946376985853, -92.99890418009467 16.116119051781464, -92.9949974444419 16.089781979317802, -92.99369100531666 16.0631888))",0
