,Unnamed: 0,nommun,cvemun,estado,region,id_poligon,eventos,inm_30km,sc_30km,geometry,buffer,facility_count
318,375,"Tecolutla, Veracruz",20083.0,Veracruz,Golfo,PG1264,2,0,0,POINT (-96.9936370355502 20.41847865),"POLYGON ((-96.72232551566306 20.41847865, -96.7236319547883 20.391885470682197, -96.72753869044107 20.365548398218536, -96.73400809862139 20.339721073014147, -96.74297787539194 20.314652226329404, -96.75436163689906 20.290583284861903, -96.76804975129642 20.267746045675402, -96.78391039455971 20.24636044386737, -96.80179082002397 20.22663243447378, -96.82151882941757 20.208752009009515, -96.84290443122559 20.19289136574623, -96.86574167041209 20.179203251348866, -96.8898106118796 20.167819489841747, -96.91487945856434 20.15884971307119, -96.94070678376873 20.152380304890873, -96.9670438562324 20.148473569238103, -96.9936370355502 20.147167130112866, -97.020230214868 20.148473569238103, -97.04656728733165 20.152380304890873, -97.07239461253604 20.15884971307119, -97.09746345922079 20.167819489841747, -97.1215324006883 20.179203251348866, -97.1443696398748 20.19289136574623, -97.16575524168282 20.208752009009515, -97.18548325107642 20.22663243447378, -97.20336367654068 20.24636044386737, -97.21922431980397 20.267746045675402, -97.23291243420132 20.290583284861903, -97.24429619570844 20.314652226329404, -97.253265972479 20.339721073014147, -97.25973538065932 20.365548398218536, -97.26364211631208 20.391885470682197, -97.26494855543733 20.41847865, -97.26364211631208 20.445071829317804, -97.25973538065932 20.471408901781466, -97.253265972479 20.497236226985855, -97.24429619570844 20.522305073670598, -97.23291243420132 20.5463740151381, -97.21922431980397 20.5692112543246, -97.20336367654068 20.59059685613263, -97.18548325107642 20.610324865526223, -97.16575524168282 20.628205290990486, -97.1443696398748 20.64406593425377, -97.1215324006883 20.657754048651135, -97.09746345922079 20.669137810158254, -97.07239461253604 20.67810758692881, -97.04656728733165 20.68457699510913, -97.020230214868 20.6884837307619, -96.9936370355502 20.689790169887136, -96.9670438562324 20.6884837307619, -96.94070678376873 20.68457699510913, -96.91487945856434 20.67810758692881, -96.8898106118796 20.669137810158254, -96.86574167041209 20.657754048651135, -96.84290443122559 20.64406593425377, -96.82151882941757 20.628205290990486, -96.80179082002397 20.610324865526223, -96.78391039455971 20.59059685613263, -96.76804975129642 20.5692112543246, -96.75436163689906 20.5463740151381, -96.74297787539194 20.522305073670598, -96.73400809862139 20.497236226985855, -96.72753869044107 20.471408901781466, -96.7236319547883 20.445071829317804, -96.72232551566306 20.41847865))",0
319,374,"Tres Valles, Veracruz",,Veracruz,Golfo,PG1339,2,0,1,POINT (-96.1664119682439 18.2921576),"POLYGON ((-95.89510044835677 18.2921576, -95.89640688748202 18.265564420682196, -95.90031362313478 18.239227348218535, -95.9067830313151 18.213400023014145, -95.91575280808566 18.188331176329402, -95.92713656959278 18.1642622348619, -95.94082468399013 18.1414249956754, -95.95668532725342 18.12003939386737, -95.97456575271768 18.100311384473777, -95.99429376211128 18.082430959009514, -96.0156793639193 18.06657031574623, -96.0385166031058 18.052882201348865, -96.06258554457331 18.041498439841746, -96.08765439125806 18.03252866307119, -96.11348171646245 18.02605925489087, -96.1398187889261 18.0221525192381, -96.1664119682439 18.020846080112864, -96.1930051475617 18.0221525192381, -96.21934222002537 18.02605925489087, -96.24516954522976 18.03252866307119, -96.2702383919145 18.041498439841746, -96.29430733338201 18.052882201348865, -96.31714457256851 18.06657031574623, -96.33853017437653 18.082430959009514, -96.35825818377013 18.100311384473777, -96.37613860923439 18.12003939386737, -96.39199925249768 18.1414249956754, -96.40568736689504 18.1642622348619, -96.41707112840216 18.188331176329402, -96.42604090517271 18.213400023014145, -96.43251031335303 18.239227348218535, -96.4364170490058 18.265564420682196, -96.43772348813104 18.2921576, -96.4364170490058 18.318750779317803, -96.43251031335303 18.345087851781464, -96.42604090517271 18.370915176985854, -96.41707112840216 18.395984023670596, -96.40568736689504 18.420052965138098, -96.39199925249768 18.4428902043246, -96.37613860923439 18.46427580613263, -96.35825818377013 18.484003815526222, -96.33853017437653 18.501884240990485, -96.31714457256851 18.51774488425377, -96.29430733338201 18.531432998651134, -96.2702383919145 18.542816760158253, -96.24516954522976 18.55178653692881, -96.21934222002537 18.558255945109128, -96.1930051475617 18.562162680761897, -96.1664119682439 18.563469119887134, -96.1398187889261 18.562162680761897, -96.11348171646245 18.558255945109128, -96.08765439125806 18.55178653692881, -96.06258554457331 18.542816760158253, -96.0385166031058 18.531432998651134, -96.0156793639193 18.51774488425377, -95.99429376211128 18.501884240990485, -95.97456575271768 18.484003815526222, -95.95668532725342 18.46427580613263, -95.94082468399013 18.4428902043246, -95.92713656959278 18.420052965138098, -95.91575280808566 18.395984023670596, -95.9067830313151 18.370915176985854, -95.90031362313478 18.345087851781464, -95.89640688748202 18.318750779317803, -95.89510044835677 18.2921576))",1
320,228,"San Lorenzo Cacaotepec, Oaxaca",27014.0,Oaxaca,Sur,PG1299,2,1,8,POINT (-96.8017692 17.1278714),"POLYGON ((-96.53045768011286 17.1278714, -96.5317641192381 17.101278220682197, -96.53567085489087 17.074941148218535, -96.54214026307119 17.049113823014146, -96.55111003984175 17.024044976329403, -96.56249380134886 16.999976034861902, -96.57618191574622 16.9771387956754, -96.59204255900951 16.95575319386737, -96.60992298447377 16.936025184473777, -96.62965099386737 16.918144759009515, -96.6510365956754 16.90228411574623, -96.6738738348619 16.888596001348866, -96.6979427763294 16.877212239841747, -96.72301162301414 16.86824246307119, -96.74883894821853 16.86177305489087, -96.7751760206822 16.857866319238102, -96.8017692 16.856559880112865, -96.8283623793178 16.857866319238102, -96.85469945178146 16.86177305489087, -96.88052677698585 16.86824246307119, -96.90559562367059 16.877212239841747, -96.9296645651381 16.888596001348866, -96.9525018043246 16.90228411574623, -96.97388740613262 16.918144759009515, -96.99361541552622 16.936025184473777, -97.01149584099048 16.95575319386737, -97.02735648425377 16.9771387956754, -97.04104459865113 16.999976034861902, -97.05242836015825 17.024044976329403, -97.0613981369288 17.049113823014146, -97.06786754510912 17.074941148218535, -97.07177428076189 17.101278220682197, -97.07308071988713 17.1278714, -97.07177428076189 17.154464579317803, -97.06786754510912 17.180801651781465, -97.0613981369288 17.206628976985854, -97.05242836015825 17.231697823670597, -97.04104459865113 17.255766765138098, -97.02735648425377 17.2786040043246, -97.01149584099048 17.29998960613263, -96.99361541552622 17.319717615526223, -96.97388740613262 17.337598040990486, -96.9525018043246 17.35345868425377, -96.9296645651381 17.367146798651135, -96.90559562367059 17.378530560158254, -96.88052677698585 17.38750033692881, -96.85469945178146 17.39396974510913, -96.8283623793178 17.397876480761898, -96.8017692 17.399182919887135, -96.7751760206822 17.397876480761898, -96.74883894821853 17.39396974510913, -96.72301162301414 17.38750033692881, -96.6979427763294 17.378530560158254, -96.6738738348619 17.367146798651135, -96.6510365956754 17.35345868425377, -96.62965099386737 17.337598040990486, -96.60992298447377 17.319717615526223, -96.59204255900951 17.29998960613263, -96.57618191574622 17.2786040043246, -96.56249380134886 17.255766765138098, -96.55111003984175 17.231697823670597, -96.54214026307119 17.206628976985854, -96.53567085489087 17.180801651781465, -96.5317641192381 17.154464579317803, -96.53045768011286 17.1278714))",0
321,229,"Villa Tejupam de la Union, Oaxaca",29041.0,Oaxaca,Sur,PG1260,2,0,0,POINT (-97.470833 17.6625),"POLYGON ((-97.19952148011286 17.6625, -97.20082791923811 17.635906820682198, -97.20473465489087 17.609569748218536, -97.2112040630712 17.583742423014147, -97.22017383984175 17.558673576329404, -97.23155760134887 17.534604634861903, -97.24524571574622 17.511767395675403, -97.26110635900952 17.49038179386737, -97.27898678447377 17.47065378447378, -97.29871479386738 17.452773359009516, -97.3201003956754 17.43691271574623, -97.3429376348619 17.423224601348867, -97.3670065763294 17.411840839841748, -97.39207542301415 17.402871063071192, -97.41790274821854 17.396401654890873, -97.4442398206822 17.392494919238104, -97.470833 17.391188480112866, -97.4974261793178 17.392494919238104, -97.52376325178146 17.396401654890873, -97.54959057698585 17.402871063071192, -97.5746594236706 17.411840839841748, -97.5987283651381 17.423224601348867, -97.6215656043246 17.43691271574623, -97.64295120613262 17.452773359009516, -97.66267921552623 17.47065378447378, -97.68055964099048 17.49038179386737, -97.69642028425378 17.511767395675403, -97.71010839865113 17.534604634861903, -97.72149216015825 17.558673576329404, -97.7304619369288 17.583742423014147, -97.73693134510913 17.609569748218536, -97.74083808076189 17.635906820682198, -97.74214451988713 17.6625, -97.74083808076189 17.689093179317805, -97.73693134510913 17.715430251781466, -97.7304619369288 17.741257576985856, -97.72149216015825 17.7663264236706, -97.71010839865113 17.7903953651381, -97.69642028425378 17.8132326043246, -97.68055964099048 17.83461820613263, -97.66267921552623 17.854346215526224, -97.64295120613262 17.872226640990487, -97.6215656043246 17.88808728425377, -97.5987283651381 17.901775398651136, -97.5746594236706 17.913159160158255, -97.54959057698585 17.92212893692881, -97.52376325178146 17.92859834510913, -97.4974261793178 17.9325050807619, -97.470833 17.933811519887136, -97.4442398206822 17.9325050807619, -97.41790274821854 17.92859834510913, -97.39207542301415 17.92212893692881, -97.3670065763294 17.913159160158255, -97.3429376348619 17.901775398651136, -97.3201003956754 17.88808728425377, -97.29871479386738 17.872226640990487, -97.27898678447377 17.854346215526224, -97.26110635900952 17.83461820613263, -97.24524571574622 17.8132326043246, -97.23155760134887 17.7903953651381, -97.22017383984175 17.7663264236706, -97.2112040630712 17.741257576985856, -97.20473465489087 17.715430251781466, -97.20082791923811 17.689093179317805, -97.19952148011286 17.6625))",0
322,130,"Atitalaquia, Hidalgo",20540.0,Hidalgo,Centro,PG1147,2,0,4,POINT (-99.213288197313 20.0597395),"POLYGON ((-98.94197667742587 20.0597395, -98.94328311655111 20.033146320682196, -98.94718985220388 20.006809248218534, -98.9536592603842 19.980981923014145, -98.96262903715476 19.955913076329402, -98.97401279866187 19.9318441348619, -98.98770091305923 19.9090068956754, -99.00356155632252 19.88762129386737, -99.02144198178678 19.867893284473777, -99.04116999118038 19.850012859009514, -99.0625555929884 19.83415221574623, -99.0853928321749 19.820464101348865, -99.10946177364241 19.809080339841746, -99.13453062032715 19.80011056307119, -99.16035794553154 19.79364115489087, -99.1866950179952 19.7897344192381, -99.213288197313 19.788427980112864, -99.2398813766308 19.7897344192381, -99.26621844909447 19.79364115489087, -99.29204577429886 19.80011056307119, -99.3171146209836 19.809080339841746, -99.3411835624511 19.820464101348865, -99.36402080163761 19.83415221574623, -99.38540640344563 19.850012859009514, -99.40513441283923 19.867893284473777, -99.42301483830349 19.88762129386737, -99.43887548156678 19.9090068956754, -99.45256359596414 19.9318441348619, -99.46394735747126 19.955913076329402, -99.47291713424181 19.980981923014145, -99.47938654242213 20.006809248218534, -99.4832932780749 20.033146320682196, -99.48459971720014 20.0597395, -99.4832932780749 20.086332679317803, -99.47938654242213 20.112669751781464, -99.47291713424181 20.138497076985853, -99.46394735747126 20.163565923670596, -99.45256359596414 20.187634865138097, -99.43887548156678 20.210472104324598, -99.42301483830349 20.23185770613263, -99.40513441283923 20.25158571552622, -99.38540640344563 20.269466140990485, -99.36402080163761 20.28532678425377, -99.3411835624511 20.299014898651134, -99.3171146209836 20.310398660158253, -99.29204577429886 20.31936843692881, -99.26621844909447 20.325837845109127, -99.2398813766308 20.329744580761897, -99.213288197313 20.331051019887134, -99.1866950179952 20.329744580761897, -99.16035794553154 20.325837845109127, -99.13453062032715 20.31936843692881, -99.10946177364241 20.310398660158253, -99.0853928321749 20.299014898651134, -99.0625555929884 20.28532678425377, -99.04116999118038 20.269466140990485, -99.02144198178678 20.25158571552622, -99.00356155632252 20.23185770613263, -98.98770091305923 20.210472104324598, -98.97401279866187 20.187634865138097, -98.96262903715476 20.163565923670596, -98.9536592603842 20.138497076985853, -98.94718985220388 20.112669751781464, -98.94328311655111 20.086332679317803, -98.94197667742587 20.0597395))",1
323,55,"Acacoyagua, Chiapas",,Chiapas,Sur,PG1530,2,0,1,POINT (-92.6972939305788 15.4060577),"POLYGON ((-92.42598241069166 15.4060577, -92.4272888498169 15.379464520682196, -92.43119558546967 15.353127448218533, -92.43766499364999 15.327300123014146, -92.44663477042054 15.302231276329401, -92.45801853192766 15.278162334861904, -92.47170664632502 15.255325095675403, -92.48756728958831 15.23393949386737, -92.50544771505257 15.214211484473779, -92.52517572444617 15.196331059009513, -92.54656132625419 15.18047041574623, -92.5693985654407 15.166782301348864, -92.5934675069082 15.155398539841748, -92.61853635359294 15.146428763071189, -92.64436367879733 15.13995935489087, -92.670700751261 15.136052619238104, -92.6972939305788 15.134746180112865, -92.7238871098966 15.136052619238104, -92.75022418236026 15.13995935489087, -92.77605150756465 15.146428763071189, -92.80112035424939 15.155398539841748, -92.8251892957169 15.166782301348864, -92.8480265349034 15.18047041574623, -92.86941213671142 15.196331059009513, -92.88914014610502 15.214211484473779, -92.90702057156928 15.23393949386737, -92.92288121483257 15.255325095675403, -92.93656932922993 15.278162334861904, -92.94795309073704 15.302231276329401, -92.9569228675076 15.327300123014146, -92.96339227568792 15.353127448218533, -92.96729901134069 15.379464520682196, -92.96860545046593 15.4060577, -92.96729901134069 15.432650879317803, -92.96339227568792 15.458987951781467, -92.9569228675076 15.484815276985854, -92.94795309073704 15.509884123670597, -92.93656932922993 15.533953065138096, -92.92288121483257 15.556790304324597, -92.90702057156928 15.578175906132628, -92.88914014610502 15.59790391552622, -92.86941213671142 15.615784340990487, -92.8480265349034 15.63164498425377, -92.8251892957169 15.645333098651136, -92.80112035424939 15.656716860158252, -92.77605150756465 15.665686636928811, -92.75022418236026 15.67215604510913, -92.7238871098966 15.676062780761896, -92.6972939305788 15.677369219887135, -92.670700751261 15.676062780761896, -92.64436367879733 15.67215604510913, -92.61853635359294 15.665686636928811, -92.5934675069082 15.656716860158252, -92.5693985654407 15.645333098651136, -92.54656132625419 15.63164498425377, -92.52517572444617 15.615784340990487, -92.50544771505257 15.59790391552622, -92.48756728958831 15.57817590613263, -92.47170664632502 15.556790304324597, -92.45801853192766 15.533953065138096, -92.44663477042054 15.509884123670599, -92.43766499364999 15.484815276985854, -92.43119558546967 15.458987951781467, -92.4272888498169 15.432650879317803, -92.42598241069166 15.4060577))",1
324,52,"Villaflores, Chiapas",28021.0,Chiapas,Sur,PG1493,2,0,0,POINT (-93.3589334041931 16.37550225),"POLYGON ((-93.08762188430596 16.37550225, -93.0889283234312 16.348909070682197, -93.09283505908397 16.322571998218535, -93.09930446726429 16.296744673014146, -93.10827424403485 16.271675826329403, -93.11965800554196 16.247606884861902, -93.13334611993932 16.2247696456754, -93.14920676320261 16.20338404386737, -93.16708718866687 16.183656034473778, -93.18681519806047 16.165775609009515, -93.2082007998685 16.14991496574623, -93.231038039055 16.136226851348866, -93.2551069805225 16.124843089841747, -93.28017582720724 16.11587331307119, -93.30600315241163 16.109403904890872, -93.3323402248753 16.105497169238102, -93.3589334041931 16.104190730112865, -93.3855265835109 16.105497169238102, -93.41186365597456 16.109403904890872, -93.43769098117895 16.11587331307119, -93.46275982786369 16.124843089841747, -93.4868287693312 16.136226851348866, -93.5096660085177 16.14991496574623, -93.53105161032572 16.165775609009515, -93.55077961971932 16.183656034473778, -93.56866004518358 16.20338404386737, -93.58452068844687 16.2247696456754, -93.59820880284423 16.247606884861902, -93.60959256435135 16.271675826329403, -93.6185623411219 16.296744673014146, -93.62503174930222 16.322571998218535, -93.62893848495499 16.348909070682197, -93.63024492408023 16.37550225, -93.62893848495499 16.402095429317804, -93.62503174930222 16.428432501781465, -93.6185623411219 16.454259826985854, -93.60959256435135 16.479328673670597, -93.59820880284423 16.5033976151381, -93.58452068844687 16.5262348543246, -93.56866004518358 16.54762045613263, -93.55077961971932 16.567348465526223, -93.53105161032572 16.585228890990486, -93.5096660085177 16.60108953425377, -93.4868287693312 16.614777648651135, -93.46275982786369 16.626161410158254, -93.43769098117895 16.63513118692881, -93.41186365597456 16.64160059510913, -93.3855265835109 16.645507330761898, -93.3589334041931 16.646813769887135, -93.3323402248753 16.645507330761898, -93.30600315241163 16.64160059510913, -93.28017582720724 16.63513118692881, -93.2551069805225 16.626161410158254, -93.231038039055 16.614777648651135, -93.2082007998685 16.60108953425377, -93.18681519806047 16.585228890990486, -93.16708718866687 16.567348465526223, -93.14920676320261 16.54762045613263, -93.13334611993932 16.5262348543246, -93.11965800554196 16.5033976151381, -93.10827424403485 16.479328673670597, -93.09930446726429 16.454259826985854, -93.09283505908397 16.428432501781465, -93.0889283234312 16.402095429317804, -93.08762188430596 16.37550225))",0
325,377,"Ixtaczoquitlan, Veracruz",13010.0,Veracruz,Golfo,PG1262,2,0,2,POINT (-97.0271071244907 18.85134015),"POLYGON ((-96.75579560460356 18.85134015, -96.7571020437288 18.824746970682195, -96.76100877938157 18.798409898218534, -96.76747818756189 18.772582573014144, -96.77644796433245 18.7475137263294, -96.78783172583957 18.7234447848619, -96.80151984023692 18.7006075456754, -96.81738048350022 18.67922194386737, -96.83526090896447 18.659493934473776, -96.85498891835807 18.641613509009513, -96.8763745201661 18.62575286574623, -96.8992117593526 18.612064751348864, -96.9232807008201 18.600680989841745, -96.94834954750485 18.59171121307119, -96.97417687270924 18.58524180489087, -97.0005139451729 18.5813350692381, -97.0271071244907 18.580028630112864, -97.0537003038085 18.5813350692381, -97.08003737627216 18.58524180489087, -97.10586470147655 18.59171121307119, -97.1309335481613 18.600680989841745, -97.1550024896288 18.612064751348864, -97.1778397288153 18.62575286574623, -97.19922533062332 18.641613509009513, -97.21895334001692 18.659493934473776, -97.23683376548118 18.67922194386737, -97.25269440874447 18.7006075456754, -97.26638252314183 18.7234447848619, -97.27776628464895 18.7475137263294, -97.2867360614195 18.772582573014144, -97.29320546959983 18.798409898218534, -97.29711220525259 18.824746970682195, -97.29841864437783 18.85134015, -97.29711220525259 18.877933329317802, -97.29320546959983 18.904270401781464, -97.2867360614195 18.930097726985853, -97.27776628464895 18.955166573670596, -97.26638252314183 18.979235515138097, -97.25269440874447 19.002072754324598, -97.23683376548118 19.02345835613263, -97.21895334001692 19.04318636552622, -97.19922533062332 19.061066790990484, -97.1778397288153 19.07692743425377, -97.1550024896288 19.090615548651133, -97.1309335481613 19.101999310158252, -97.10586470147655 19.110969086928808, -97.08003737627216 19.117438495109127, -97.0537003038085 19.121345230761897, -97.0271071244907 19.122651669887134, -97.0005139451729 19.121345230761897, -96.97417687270924 19.117438495109127, -96.94834954750485 19.110969086928808, -96.9232807008201 19.101999310158252, -96.8992117593526 19.090615548651133, -96.8763745201661 19.07692743425377, -96.85498891835807 19.061066790990484, -96.83526090896447 19.04318636552622, -96.81738048350022 19.02345835613263, -96.80151984023692 19.002072754324598, -96.78783172583957 18.979235515138097, -96.77644796433245 18.955166573670596, -96.76747818756189 18.930097726985853, -96.76100877938157 18.904270401781464, -96.7571020437288 18.877933329317802, -96.75579560460356 18.85134015))",0
326,96,"Xalatlaco, Estado de Mexico",20350.0,Estado de Mexico,Centro,PG1146,2,0,20,POINT (-99.4145622 19.1843821),"POLYGON ((-99.14325068011287 19.1843821, -99.14455711923812 19.157788920682197, -99.14846385489088 19.131451848218536, -99.1549332630712 19.105624523014146, -99.16390303984176 19.080555676329404, -99.17528680134888 19.056486734861902, -99.18897491574623 19.0336494956754, -99.20483555900952 19.01226389386737, -99.22271598447378 18.992535884473778, -99.24244399386738 18.974655459009515, -99.2638295956754 18.95879481574623, -99.2866668348619 18.945106701348866, -99.31073577632941 18.933722939841747, -99.33580462301416 18.92475316307119, -99.36163194821854 18.918283754890872, -99.3879690206822 18.914377019238103, -99.4145622 18.913070580112866, -99.4411553793178 18.914377019238103, -99.46749245178147 18.918283754890872, -99.49331977698586 18.92475316307119, -99.5183886236706 18.933722939841747, -99.54245756513811 18.945106701348866, -99.56529480432461 18.95879481574623, -99.58668040613263 18.974655459009515, -99.60640841552623 18.992535884473778, -99.62428884099049 19.01226389386737, -99.64014948425378 19.0336494956754, -99.65383759865114 19.056486734861902, -99.66522136015826 19.080555676329404, -99.67419113692881 19.105624523014146, -99.68066054510913 19.131451848218536, -99.6845672807619 19.157788920682197, -99.68587371988714 19.1843821, -99.6845672807619 19.210975279317804, -99.68066054510913 19.237312351781465, -99.67419113692881 19.263139676985855, -99.66522136015826 19.288208523670598, -99.65383759865114 19.3122774651381, -99.64014948425378 19.3351147043246, -99.62428884099049 19.35650030613263, -99.60640841552623 19.376228315526223, -99.58668040613263 19.394108740990486, -99.56529480432461 19.40996938425377, -99.54245756513811 19.423657498651135, -99.5183886236706 19.435041260158254, -99.49331977698586 19.44401103692881, -99.46749245178147 19.45048044510913, -99.4411553793178 19.4543871807619, -99.4145622 19.455693619887136, -99.3879690206822 19.4543871807619, -99.36163194821854 19.45048044510913, -99.33580462301416 19.44401103692881, -99.31073577632941 19.435041260158254, -99.2866668348619 19.423657498651135, -99.2638295956754 19.40996938425377, -99.24244399386738 19.394108740990486, -99.22271598447378 19.376228315526223, -99.20483555900952 19.35650030613263, -99.18897491574623 19.3351147043246, -99.17528680134888 19.3122774651381, -99.16390303984176 19.288208523670598, -99.1549332630712 19.263139676985855, -99.14846385489088 19.237312351781465, -99.14455711923812 19.210975279317804, -99.14325068011287 19.1843821))",0
327,129,"Actopan, Hidalgo",,Hidalgo,Centro,PG1186,2,1,4,POINT (-98.9431476 20.2687373),"POLYGON ((-98.67183608011287 20.2687373, -98.67314251923811 20.242144120682198, -98.67704925489087 20.215807048218537, -98.6835186630712 20.189979723014147, -98.69248843984175 20.164910876329404, -98.70387220134887 20.140841934861903, -98.71756031574623 20.118004695675403, -98.73342095900952 20.09661909386737, -98.75130138447378 20.07689108447378, -98.77102939386738 20.059010659009516, -98.7924149956754 20.04315001574623, -98.8152522348619 20.029461901348867, -98.8393211763294 20.018078139841748, -98.86439002301415 20.009108363071192, -98.89021734821854 20.002638954890873, -98.9165544206822 19.998732219238104, -98.9431476 19.997425780112867, -98.9697407793178 19.998732219238104, -98.99607785178146 20.002638954890873, -99.02190517698585 20.009108363071192, -99.0469740236706 20.018078139841748, -99.0710429651381 20.029461901348867, -99.0938802043246 20.04315001574623, -99.11526580613263 20.059010659009516, -99.13499381552623 20.07689108447378, -99.15287424099049 20.09661909386737, -99.16873488425378 20.118004695675403, -99.18242299865113 20.140841934861903, -99.19380676015825 20.164910876329404, -99.20277653692881 20.189979723014147, -99.20924594510913 20.215807048218537, -99.2131526807619 20.242144120682198, -99.21445911988714 20.2687373, -99.2131526807619 20.295330479317805, -99.20924594510913 20.321667551781466, -99.20277653692881 20.347494876985856, -99.19380676015825 20.3725637236706, -99.18242299865113 20.3966326651381, -99.16873488425378 20.4194699043246, -99.15287424099049 20.440855506132632, -99.13499381552623 20.460583515526224, -99.11526580613263 20.478463940990487, -99.0938802043246 20.49432458425377, -99.0710429651381 20.508012698651136, -99.0469740236706 20.519396460158255, -99.02190517698585 20.52836623692881, -98.99607785178146 20.53483564510913, -98.9697407793178 20.5387423807619, -98.9431476 20.540048819887136, -98.9165544206822 20.5387423807619, -98.89021734821854 20.53483564510913, -98.86439002301415 20.52836623692881, -98.8393211763294 20.519396460158255, -98.8152522348619 20.508012698651136, -98.7924149956754 20.49432458425377, -98.77102939386738 20.478463940990487, -98.75130138447378 20.460583515526224, -98.73342095900952 20.440855506132632, -98.71756031574623 20.4194699043246, -98.70387220134887 20.3966326651381, -98.69248843984175 20.3725637236706, -98.6835186630712 20.347494876985856, -98.67704925489087 20.321667551781466, -98.67314251923811 20.295330479317805, -98.67183608011287 20.2687373))",0
328,376,"Perote, Veracruz",17028.0,Veracruz,Golfo,PG1263,2,0,0,POINT (-97.2685344806973 19.51086405),"POLYGON ((-96.99722296081016 19.51086405, -96.9985293999354 19.484270870682195, -97.00243613558817 19.457933798218534, -97.00890554376849 19.432106473014144, -97.01787532053905 19.4070376263294, -97.02925908204617 19.3829686848619, -97.04294719644352 19.3601314456754, -97.05880783970682 19.33874584386737, -97.07668826517107 19.319017834473776, -97.09641627456467 19.301137409009513, -97.1178018763727 19.28527676574623, -97.1406391155592 19.271588651348864, -97.1647080570267 19.260204889841745, -97.18977690371145 19.25123511307119, -97.21560422891584 19.24476570489087, -97.2419413013795 19.2408589692381, -97.2685344806973 19.239552530112864, -97.2951276600151 19.2408589692381, -97.32146473247876 19.24476570489087, -97.34729205768315 19.25123511307119, -97.3723609043679 19.260204889841745, -97.3964298458354 19.271588651348864, -97.4192670850219 19.28527676574623, -97.44065268682992 19.301137409009513, -97.46038069622352 19.319017834473776, -97.47826112168778 19.33874584386737, -97.49412176495107 19.3601314456754, -97.50780987934843 19.3829686848619, -97.51919364085555 19.4070376263294, -97.5281634176261 19.432106473014144, -97.53463282580643 19.457933798218534, -97.53853956145919 19.484270870682195, -97.53984600058443 19.51086405, -97.53853956145919 19.537457229317802, -97.53463282580643 19.563794301781464, -97.5281634176261 19.589621626985853, -97.51919364085555 19.614690473670596, -97.50780987934843 19.638759415138097, -97.49412176495107 19.661596654324597, -97.47826112168778 19.68298225613263, -97.46038069622352 19.70271026552622, -97.44065268682992 19.720590690990484, -97.4192670850219 19.73645133425377, -97.3964298458354 19.750139448651133, -97.3723609043679 19.761523210158252, -97.34729205768315 19.770492986928808, -97.32146473247876 19.776962395109127, -97.2951276600151 19.780869130761896, -97.2685344806973 19.782175569887134, -97.2419413013795 19.780869130761896, -97.21560422891584 19.776962395109127, -97.18977690371145 19.770492986928808, -97.1647080570267 19.761523210158252, -97.1406391155592 19.750139448651133, -97.1178018763727 19.73645133425377, -97.09641627456467 19.720590690990484, -97.07668826517107 19.70271026552622, -97.05880783970682 19.68298225613263, -97.04294719644352 19.661596654324597, -97.02925908204617 19.638759415138097, -97.01787532053905 19.614690473670596, -97.00890554376849 19.589621626985853, -97.00243613558817 19.563794301781464, -96.9985293999354 19.537457229317802, -96.99722296081016 19.51086405))",0
