ciudad,estado,ruta,detenciones,latitud,longitud,tipo,ID_Poligono,geometry,codigo_ruta,contador_xy,codigo_unico
"Angostura, Sinaloa",Sinaloa,Ruta del Pacifico, 79,25.3657471,-108.16152,Presencia Migración Irregular,PG314,"POLYGON ((-109 26, -108 26, -108 25, -109 25, -109 26))",P,1,P-PG314-1
"Mazatlan, Sinaloa",Sinaloa,Ruta del Pacifico, 976,23.2035785,-106.4208391,Presencia Migración Irregular,PG366,"POLYGON ((-107 24, -106 24, -106 23, -107 23, -107 24))",P,1,P-PG366-1
"Ahome, Sinaloa",Sinaloa,Ruta del Pacifico, 4,25.9240491,-109.20583440830308,Presencia Migración Irregular,PG287,"POLYGON ((-110 26, -109 26, -109 25, -110 25, -110 26))",P,1,P-PG287-1
"Guasave, Sinaloa",Sinaloa,Ruta del Pacifico, 1,25.5738,-108.4674697,Presencia Migración Irregular,PG314,"POLYGON ((-109 26, -108 26, -108 25, -109 25, -109 26))",P,2,P-PG314-2
"Culiacan, Sinaloa",Sinaloa,Ruta del Pacifico, 11,24.7978965,-107.393395,Presencia Migración Irregular,PG340,"POLYGON ((-108 25, -107 25, -107 24, -108 24, -108 25))",P,1,P-PG340-1
"Imuris, Sonora",Sonora,Ruta del Pacifico, 7,30.7874899,-110.8463861,Presencia Migración Irregular,PG265,"POLYGON ((-111 31, -110 31, -110 30, -111 30, -111 31))",P,1,P-PG265-1
"Guaymas, Sonora",Sonora,Ruta del Pacifico, 860,27.9216441,-110.8994059,Presencia Migración Irregular,PG262,"POLYGON ((-111 28, -110 28, -110 27, -111 27, -111 28))",P,1,P-PG262-1
"Altar, Sonora",Sonora,Ruta del Pacifico, 30,30.7170323,-111.8380038,Presencia Migración Irregular,PG238,"POLYGON ((-112 31, -111 31, -111 30, -112 30, -112 31))",P,2,P-PG238-2
"Nogales, Sonora",Sonora,Ruta del Pacifico,4 084,31.3285057,-110.9450472,Presencia Migración Irregular,PG266,"POLYGON ((-111 32, -110 32, -110 31, -111 31, -111 32))",P,1,P-PG266-1
"Santa Ana, Sonora",Sonora,Ruta del Pacifico,12 341,30.5410922,-111.1184881,Presencia Migración Irregular,PG238,"POLYGON ((-112 31, -111 31, -111 30, -112 30, -112 31))",P,1,P-PG238-1
"San Luis Rio Colorado, Sonora",Sonora,Ruta del Pacifico, 67,32.4517957,-114.7652542,Presencia Migración Irregular,PG159,"POLYGON ((-115 33, -114 33, -114 32, -115 32, -115 33))",P,1,P-PG159-1
"General Plutarco Elias Calles, Sonora",Sonora,Ruta del Pacifico,1 431,31.6949837,-112.71174894524104,Presencia Migración Irregular,PG212,"POLYGON ((-113 32, -112 32, -112 31, -113 31, -113 32))",P,1,P-PG212-1
"Agua Prieta, Sonora",Sonora,Ruta del Pacifico, 35,31.3305591,-109.5564331,Presencia Migración Irregular,PG293,"POLYGON ((-110 32, -109 32, -109 31, -110 31, -110 32))",P,1,P-PG293-1
"Huatabampo, Sonora",Sonora,Ruta del Pacifico,1 045,26.8248431,-109.6420085,Presencia Migración Irregular,PG288,"POLYGON ((-110 27, -109 27, -109 26, -110 26, -110 27))",P,1,P-PG288-1
"Hermosillo, Sonora",Sonora,Ruta del Pacifico,9 637,29.0948207,-110.9692202,Presencia Migración Irregular,PG264,"POLYGON ((-111 30, -110 30, -110 29, -111 29, -111 30))",P,1,P-PG264-1
"Cajeme, Sonora",Sonora,Ruta del Pacifico,1 040,27.71198065,-109.9022075359282,Presencia Migración Irregular,PG289,"POLYGON ((-110 28, -109 28, -109 27, -110 27, -110 28))",P,2,P-PG289-2
"Caborca, Sonora",Sonora,Ruta del Pacifico, 414,30.7166014,-112.1562598,Presencia Migración Irregular,PG211,"POLYGON ((-113 31, -112 31, -112 30, -113 30, -113 31))",P,1,P-PG211-1
"Puerto Penasco, Sonora",Sonora,Ruta del Pacifico, 1,31.3170867,-113.531819,Presencia Migración Irregular,PG185,"POLYGON ((-114 32, -113 32, -113 31, -114 31, -114 32))",P,1,P-PG185-1
"Navojoa, Sonora",Sonora,Ruta del Pacifico, 823,27.0721872,-109.4438227,Presencia Migración Irregular,PG289,"POLYGON ((-110 28, -109 28, -109 27, -110 27, -110 28))",P,1,P-PG289-1
"Comalcalco, Tabasco",Tabasco,Ruta del Golfo, 368,18.2615076,-93.2231523,Presencia Migración Irregular,PG712,"POLYGON ((-94 19, -93 19, -93 18, -94 18, -94 19))",G,2,G-PG712-2
"Cunduacan, Tabasco",Tabasco,Ruta del Golfo, 2,18.066059,-93.173675,Presencia Migración Irregular,PG712,"POLYGON ((-94 19, -93 19, -93 18, -94 18, -94 19))",G,1,G-PG712-1
"Cardenas, Tabasco",Tabasco,Ruta del Golfo,13 100,17.990878,-93.3753314,Presencia Migración Irregular,PG711,"POLYGON ((-94 18, -93 18, -93 17, -94 17, -94 18))",G,6,G-PG711-6
"Paraiso, Tabasco",Tabasco,Ruta del Golfo, 2,18.3987331,-93.2125326,Presencia Migración Irregular,PG712,"POLYGON ((-94 19, -93 19, -93 18, -94 18, -94 19))",G,3,G-PG712-3
"Huimanguillo, Tabasco",Tabasco,Ruta del Golfo,97 523,17.7620967,-93.66344080511584,Presencia Migración Irregular,PG711,"POLYGON ((-94 18, -93 18, -93 17, -94 17, -94 18))",G,5,G-PG711-5
"Teapa, Tabasco",Tabasco,Ruta del Golfo,9 947,17.5566526,-92.9480504,Presencia Migración Irregular,PG738,"POLYGON ((-93 18, -92 18, -92 17, -93 17, -93 18))",G,3,G-PG738-3
"Macuspana, Tabasco",Tabasco,Ruta del Golfo,34 779,17.760922,-92.596108,Presencia Migración Irregular,PG738,"POLYGON ((-93 18, -92 18, -92 17, -93 17, -93 18))",G,6,G-PG738-6
"Centro, Tabasco",Tabasco,Ruta del Golfo,71 661,18.0271588,-92.77479118046158,Presencia Migración Irregular,PG739,"POLYGON ((-93 19, -92 19, -92 18, -93 18, -93 19))",G,1,G-PG739-1
"Centla, Tabasco",Tabasco,Ruta del Golfo, 45,18.3536762,-92.65219864326907,Presencia Migración Irregular,PG739,"POLYGON ((-93 19, -92 19, -92 18, -93 18, -93 19))",G,3,G-PG739-3
"Tenosique, Tabasco",Tabasco,Ruta del Golfo,40 069,17.4707129,-91.4220212,Presencia Migración Irregular,PG765,"POLYGON ((-92 18, -91 18, -91 17, -92 17, -92 18))",G,1,G-PG765-1
"Emiliano Zapata, Tabasco",Tabasco,Ruta del Golfo,6 643,17.693626000000002,-91.63973455765353,Presencia Migración Irregular,PG765,"POLYGON ((-92 18, -91 18, -91 17, -92 17, -92 18))",G,3,G-PG765-3
"Balancan, Tabasco",Tabasco,Ruta del Golfo,1 472,17.79751665,-91.34585889385215,Presencia Migración Irregular,PG765,"POLYGON ((-92 18, -91 18, -91 17, -92 17, -92 18))",G,4,G-PG765-4
"Tacotalpa, Tabasco",Tabasco,Ruta del Golfo,9 367,17.5952197,-92.8253388,Presencia Migración Irregular,PG738,"POLYGON ((-93 18, -92 18, -92 17, -93 17, -93 18))",G,4,G-PG738-4
"Jalapa, Tabasco",Tabasco,Ruta del Golfo,7 479,17.721716,-92.812012,Presencia Migración Irregular,PG738,"POLYGON ((-93 18, -92 18, -92 17, -93 17, -93 18))",G,5,G-PG738-5
"Antiguo Morelos, Tamaulipas",Tamaulipas,Ruta del Golfo, 117,22.56570125,-99.08713716065976,Presencia Migración Irregular,PG554,"POLYGON ((-100 23, -99 23, -99 22, -100 22, -100 23))",G,1,G-PG554-1
"Jaumave, Tamaulipas",Tamaulipas,Ruta del Golfo, 501,23.40496,-99.3806698,Presencia Migración Irregular,PG555,"POLYGON ((-100 24, -99 24, -99 23, -100 23, -100 24))",G,1,G-PG555-1
"Victoria, Tamaulipas",Tamaulipas,Ruta del Golfo, 33,23.7389846,-99.1441352,Presencia Migración Irregular,PG555,"POLYGON ((-100 24, -99 24, -99 23, -100 23, -100 24))",G,2,G-PG555-2
"Hidalgo, Tamaulipas",Tamaulipas,Ruta del Golfo, 45,24.2480354,-99.4382079,Presencia Migración Irregular,PG556,"POLYGON ((-100 25, -99 25, -99 24, -100 24, -100 25))",G,2,G-PG556-2
"Miguel Aleman, Tamaulipas",Tamaulipas,Ruta del Golfo, 16,26.3995446,-99.0314218,Presencia Migración Irregular,PG558,"POLYGON ((-100 27, -99 27, -99 26, -100 26, -100 27))",G,1,G-PG558-1
"Nuevo Laredo, Tamaulipas",Tamaulipas,Ruta del Golfo, 143,27.4930466,-99.5074055,Presencia Migración Irregular,PG559,"POLYGON ((-100 28, -99 28, -99 27, -100 27, -100 28))",G,1,G-PG559-1
"Altamira, Tamaulipas",Tamaulipas,Ruta del Golfo, 833,22.3921625,-97.9362975,Presencia Migración Irregular,PG608,"POLYGON ((-98 23, -97 23, -97 22, -98 22, -98 23))",G,3,G-PG608-3
"Matamoros, Tamaulipas",Tamaulipas,Ruta del Golfo, 405,25.8810158,-97.5064866,Presencia Migración Irregular,PG611,"POLYGON ((-98 26, -97 26, -97 25, -98 25, -98 26))",G,1,G-PG611-1
"Aldama, Tamaulipas",Tamaulipas,Ruta del Golfo, 14,22.9196081,-98.0741727,Presencia Migración Irregular,PG581,"POLYGON ((-99 23, -98 23, -98 22, -99 22, -99 23))",G,4,G-PG581-4
"Soto la Marina, Tamaulipas",Tamaulipas,Ruta del Golfo, 53,23.87599915,-98.0502640007194,Presencia Migración Irregular,PG582,"POLYGON ((-99 24, -98 24, -98 23, -99 23, -99 24))",G,1,G-PG582-1
"Tampico, Tamaulipas",Tamaulipas,Ruta del Golfo, 563,22.2157619,-97.8577713,Presencia Migración Irregular,PG608,"POLYGON ((-98 23, -97 23, -97 22, -98 22, -98 23))",G,2,G-PG608-2
"Jimenez, Tamaulipas",Tamaulipas,Ruta del Golfo, 1,24.2169169,-98.483929,Presencia Migración Irregular,PG583,"POLYGON ((-99 25, -98 25, -98 24, -99 24, -99 25))",G,1,G-PG583-1
"El Mante, Tamaulipas",Tamaulipas,Ruta del Golfo, 6,22.60787365,-98.93534140593027,Presencia Migración Irregular,PG581,"POLYGON ((-99 23, -98 23, -98 22, -99 22, -99 23))",G,2,G-PG581-2
"Cruillas, Tamaulipas",Tamaulipas,Ruta del Golfo, 985,24.7554618,-98.5369904,Presencia Migración Irregular,PG583,"POLYGON ((-99 25, -98 25, -98 24, -99 24, -99 25))",G,2,G-PG583-2
"San Fernando, Tamaulipas",Tamaulipas,Ruta del Golfo, 673,24.8466769,-98.1473493,Presencia Migración Irregular,PG583,"POLYGON ((-99 25, -98 25, -98 24, -99 24, -99 25))",G,3,G-PG583-3
"Gonzalez, Tamaulipas",Tamaulipas,Ruta del Golfo, 8,22.790387350000003,-98.57631895542931,Presencia Migración Irregular,PG581,"POLYGON ((-99 23, -98 23, -98 22, -99 22, -99 23))",G,3,G-PG581-3
"Rio Bravo, Tamaulipas",Tamaulipas,Ruta del Golfo, 58,25.988981,-98.0945766,Presencia Migración Irregular,PG584,"POLYGON ((-99 26, -98 26, -98 25, -99 25, -99 26))",G,2,G-PG584-2
"Reynosa, Tamaulipas",Tamaulipas,Ruta del Golfo,6 356,26.0907673,-98.2788191,Presencia Migración Irregular,PG585,"POLYGON ((-99 27, -98 27, -98 26, -99 26, -99 27))",G,1,G-PG585-1
"Tlaxco, Tlaxcala",Tlaxcala,Ruta Centro, 49,19.62058645,-98.17076010112392,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,31,C-PG578-31
"Xaloztoc, Tlaxcala",Tlaxcala,Ruta Centro,4 231,19.403611,-98.048611,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,19,C-PG578-19
"Tzompantepec, Tlaxcala",Tlaxcala,Ruta Centro, 33,19.38326045,-98.08616228147103,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,17,C-PG578-17
"Apetatitlan de Antonio Carvajal, Tlaxcala",Tlaxcala,Ruta Centro, 339,19.3505173,-98.19120205454092,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,16,C-PG578-16
"Amaxac de Guerrero, Tlaxcala",Tlaxcala,Ruta Centro, 1,19.348889,-98.167778,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,15,C-PG578-15
"Ixtacuixtla de Mariano Matamoros, Tlaxcala",Tlaxcala,Ruta Centro,2 539,19.34670365,-98.37815810373962,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,14,C-PG578-14
"Nativitas, Tlaxcala",Tlaxcala,Ruta Centro, 17,19.233333,-98.314722,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,9,C-PG578-9
"San Jeronimo Zacualpan, Tlaxcala",Tlaxcala,Ruta Centro, 4,19.240833,-98.261389,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,10,C-PG578-10
"Yauhquemehcan, Tlaxcala",Tlaxcala,Ruta Centro, 101,19.4057444,-98.1824244,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,20,C-PG578-20
"San Juan Huactzinco, Tlaxcala",Tlaxcala,Ruta Centro, 1,19.2329326,-98.2520375,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,8,C-PG578-8
"Zacatelco, Tlaxcala",Tlaxcala,Ruta Centro, 8,19.215833,-98.239722,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,7,C-PG578-7
"Santa Cruz Quilehtla, Tlaxcala",Tlaxcala,Ruta Centro, 9,19.212222,-98.221111,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,6,C-PG578-6
"Papalotla de Xicohtencatl, Tlaxcala",Tlaxcala,Ruta Centro, 2,19.168611,-98.203889,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,5,C-PG578-5
"San Pablo del Monte, Tlaxcala",Tlaxcala,Ruta Centro, 2,19.12695185,-98.16539571695478,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,4,C-PG578-4
"Chiautempan, Tlaxcala",Tlaxcala,Ruta Centro, 16,19.313889,-98.1925,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,13,C-PG578-13
"Apizaco, Tlaxcala",Tlaxcala,Ruta Centro, 134,19.415556,-98.14,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,21,C-PG578-21
"Tocatlan, Tlaxcala",Tlaxcala,Ruta Centro, 7,19.389167,-98.03,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,18,C-PG578-18
"Tetla de la Solidaridad, Tlaxcala",Tlaxcala,Ruta Centro, 2,19.440556,-98.103333,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,23,C-PG578-23
"Calpulalpan, Tlaxcala",Tlaxcala,Ruta Centro, 25,19.587778,-98.569167,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,30,C-PG578-30
"Atlangatepec, Tlaxcala",Tlaxcala,Ruta Centro, 83,19.530833,-98.208333,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,29,C-PG578-29
"Nanacamilpa de Mariano Arista, Tlaxcala",Tlaxcala,Ruta Centro, 2,19.5080315,-98.54324076456274,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,27,C-PG578-27
"Sanctorum de Lazaro Cardenas, Tlaxcala",Tlaxcala,Ruta Centro, 13,19.4925,-98.471944,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,26,C-PG578-26
"Tlaxcala, Tlaxcala",Tlaxcala,Ruta Centro, 33,19.416667,-98.166667,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,22,C-PG578-22
"Hueyotlipan, Tlaxcala",Tlaxcala,Ruta Centro, 14,19.469444,-98.348056,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,24,C-PG578-24
"Munoz de Domingo Arenas, Tlaxcala",Tlaxcala,Ruta Centro, 2,19.474722,-98.208056,Presencia Migración Irregular,PG578,"POLYGON ((-99 20, -98 20, -98 19, -99 19, -99 20))",C,25,C-PG578-25
"Ixtenco, Tlaxcala",Tlaxcala,Ruta Centro, 242,19.2518725,-97.8947561,Presencia Migración Irregular,PG605,"POLYGON ((-98 20, -97 20, -97 19, -98 19, -98 20))",C,1,C-PG605-1
"Huamantla, Tlaxcala",Tlaxcala,Ruta Centro, 73,19.313427,-97.9230236,Presencia Migración Irregular,PG605,"POLYGON ((-98 20, -97 20, -97 19, -98 19, -98 20))",C,3,C-PG605-3
"Cuapiaxtla, Tlaxcala",Tlaxcala,Ruta Centro, 47,19.2961777,-97.768912,Presencia Migración Irregular,PG605,"POLYGON ((-98 20, -97 20, -97 19, -98 19, -98 20))",C,2,C-PG605-2
"Ixtaczoquitlan, Veracruz",Veracruz,Ruta del Golfo, 2,18.85134015,-97.02710712449068,Presencia Migración Irregular,PG604,"POLYGON ((-98 19, -97 19, -97 18, -98 18, -98 19))",G,5,G-PG604-5
"Tezonapa, Veracruz",Veracruz,Ruta del Golfo, 6,18.5587309,-96.78234114824798,Presencia Migración Irregular,PG631,"POLYGON ((-97 19, -96 19, -96 18, -97 18, -97 19))",G,5,G-PG631-5
"Tierra Blanca, Veracruz",Veracruz,Ruta del Golfo, 13,18.5272475,-96.21520077487332,Presencia Migración Irregular,PG631,"POLYGON ((-97 19, -96 19, -96 18, -97 18, -97 19))",G,4,G-PG631-4
"Tres Valles, Veracruz",Veracruz,Ruta del Golfo, 2,18.2921576,-96.16641196824392,Presencia Migración Irregular,PG631,"POLYGON ((-97 19, -96 19, -96 18, -97 18, -97 19))",G,3,G-PG631-3
"Cuitlahuac, Veracruz",Veracruz,Ruta del Golfo,1 345,18.814226,-96.7223775,Presencia Migración Irregular,PG631,"POLYGON ((-97 19, -96 19, -96 18, -97 18, -97 19))",G,6,G-PG631-6
"Pueblo Viejo, Veracruz",Veracruz,Ruta del Golfo, 3,22.1638426,-97.89855507348236,Presencia Migración Irregular,PG608,"POLYGON ((-98 23, -97 23, -97 22, -98 22, -98 23))",G,1,G-PG608-1
"Ozuluama de Mascarenas, Veracruz",Veracruz,Ruta del Golfo, 74,21.661111,-97.850556,Presencia Migración Irregular,PG607,"POLYGON ((-98 22, -97 22, -97 21, -98 21, -98 22))",G,2,G-PG607-2
"Naranjos Amatlan, Veracruz",Veracruz,Ruta del Golfo, 21,21.3093326,-97.67600130026644,Presencia Migración Irregular,PG607,"POLYGON ((-98 22, -97 22, -97 21, -98 21, -98 22))",G,1,G-PG607-1
"Alamo Temapache, Veracruz",Veracruz,Ruta del Golfo, 1,20.995193200000003,-97.75578419140824,Presencia Migración Irregular,PG606,"POLYGON ((-98 21, -97 21, -97 20, -98 20, -98 21))",G,7,G-PG606-7
"Tuxpan, Veracruz",Veracruz,Ruta del Golfo, 231,20.95647915,-97.40738177120748,Presencia Migración Irregular,PG606,"POLYGON ((-98 21, -97 21, -97 20, -98 20, -98 21))",G,6,G-PG606-6
"Tihuatlan, Veracruz",Veracruz,Ruta del Golfo, 8,20.716735,-97.5367859622192,Presencia Migración Irregular,PG606,"POLYGON ((-98 21, -97 21, -97 20, -98 20, -98 21))",G,5,G-PG606-5
"Poza Rica de Hidalgo, Veracruz",Veracruz,Ruta del Golfo, 129,20.53765745,-97.44512479987276,Presencia Migración Irregular,PG606,"POLYGON ((-98 21, -97 21, -97 20, -98 20, -98 21))",G,4,G-PG606-4
"Perote, Veracruz",Veracruz,Ruta del Golfo, 2,19.51086405,-97.26853448069734,Presencia Migración Irregular,PG605,"POLYGON ((-98 20, -97 20, -97 19, -98 19, -98 20))",G,4,G-PG605-4
"Villa Aldama, Veracruz",Veracruz,Ruta del Golfo, 3,19.6489805,-97.2228382,Presencia Migración Irregular,PG605,"POLYGON ((-98 20, -97 20, -97 19, -98 19, -98 20))",G,5,G-PG605-5
"Camerino Z. Mendoza, Veracruz",Veracruz,Ruta del Golfo, 126,18.7896308,-97.15993214034108,Presencia Migración Irregular,PG604,"POLYGON ((-98 19, -97 19, -97 18, -98 18, -98 19))",G,1,G-PG604-1
"Nogales, Veracruz",Veracruz,Ruta del Golfo, 6,18.8226013,-97.1627659,Presencia Migración Irregular,PG604,"POLYGON ((-98 19, -97 19, -97 18, -98 18, -98 19))",G,2,G-PG604-2
"Rio Blanco, Veracruz",Veracruz,Ruta del Golfo, 73,18.84522475,-97.15229388882732,Presencia Migración Irregular,PG604,"POLYGON ((-98 19, -97 19, -97 18, -98 18, -98 19))",G,3,G-PG604-3
"Orizaba, Veracruz",Veracruz,Ruta del Golfo,1 100,18.8497366,-97.1060062,Presencia Migración Irregular,PG604,"POLYGON ((-98 19, -97 19, -97 18, -98 18, -98 19))",G,4,G-PG604-4
"Gutierrez Zamora, Veracruz",Veracruz,Ruta del Golfo, 9,20.456991,-97.085536109707,Presencia Migración Irregular,PG606,"POLYGON ((-98 21, -97 21, -97 20, -98 20, -98 21))",G,3,G-PG606-3
"Papantla, Veracruz",Veracruz,Ruta del Golfo, 48,20.445872100000003,-97.32327774944926,Presencia Migración Irregular,PG606,"POLYGON ((-98 21, -97 21, -97 20, -98 20, -98 21))",G,2,G-PG606-2
"Martinez de la Torre, Veracruz",Veracruz,Ruta del Golfo, 15,20.1197165,-97.04616467665728,Presencia Migración Irregular,PG606,"POLYGON ((-98 21, -97 21, -97 20, -98 20, -98 21))",G,1,G-PG606-1
"Carrillo Puerto, Veracruz",Veracruz,Ruta del Golfo, 55,18.8215893,-96.58428389542232,Presencia Migración Irregular,PG631,"POLYGON ((-97 19, -96 19, -96 18, -97 18, -97 19))",G,7,G-PG631-7
"Coatzacoalcos, Veracruz",Veracruz,Ruta del Golfo, 297,18.1396787,-94.4501731,Presencia Migración Irregular,PG685,"POLYGON ((-95 19, -94 19, -94 18, -95 18, -95 19))",G,3,G-PG685-3
"Cotaxtla, Veracruz",Veracruz,Ruta del Golfo, 250,18.857657250000003,-96.35099905704104,Presencia Migración Irregular,PG631,"POLYGON ((-97 19, -96 19, -96 18, -97 18, -97 19))",G,9,G-PG631-9
"San Juan Evangelista, Veracruz",Veracruz,Ruta del Golfo, 1,17.76252635,-95.23042939358857,Presencia Migración Irregular,PG657,"POLYGON ((-96 18, -95 18, -95 17, -96 17, -96 18))",G,1,G-PG657-1
"Juan Rodriguez Clara, Veracruz",Veracruz,Ruta del Golfo, 8,17.97320895,-95.34412799338502,Presencia Migración Irregular,PG657,"POLYGON ((-96 18, -95 18, -95 17, -96 17, -96 18))",G,2,G-PG657-2
"Isla, Veracruz",Veracruz,Ruta del Golfo, 15,18.0276212,-95.5281332,Presencia Migración Irregular,PG658,"POLYGON ((-96 19, -95 19, -95 18, -96 18, -96 19))",G,1,G-PG658-1
"Cosamaloapan de Carpio, Veracruz",Veracruz,Ruta del Golfo,3 096,18.28167395,-95.96435747268424,Presencia Migración Irregular,PG658,"POLYGON ((-96 19, -95 19, -95 18, -96 18, -96 19))",G,2,G-PG658-2
"Carlos A. Carrillo, Veracruz",Veracruz,Ruta del Golfo, 1,18.32836115,-95.71540338041564,Presencia Migración Irregular,PG658,"POLYGON ((-96 19, -95 19, -95 18, -96 18, -96 19))",G,3,G-PG658-3
"San Andres Tuxtla, Veracruz",Veracruz,Ruta del Golfo, 102,18.4633672,-95.19831533920046,Presencia Migración Irregular,PG658,"POLYGON ((-96 19, -95 19, -95 18, -96 18, -96 19))",G,4,G-PG658-4
"Angel R. Cabada, Veracruz",Veracruz,Ruta del Golfo, 17,18.5927238,-95.38616824749718,Presencia Migración Irregular,PG658,"POLYGON ((-96 19, -95 19, -95 18, -96 18, -96 19))",G,5,G-PG658-5
"Alvarado, Veracruz",Veracruz,Ruta del Golfo, 59,18.82874235,-95.9238540059007,Presencia Migración Irregular,PG658,"POLYGON ((-96 19, -95 19, -95 18, -96 18, -96 19))",G,6,G-PG658-6
"Jesus Carranza, Veracruz",Veracruz,Ruta del Golfo,5 396,17.38793115,-94.90949730630518,Presencia Migración Irregular,PG684,"POLYGON ((-95 18, -94 18, -94 17, -95 17, -95 18))",G,1,G-PG684-1
"Sayula de Aleman, Veracruz",Veracruz,Ruta del Golfo, 53,17.74768255,-94.95439752101804,Presencia Migración Irregular,PG684,"POLYGON ((-95 18, -94 18, -94 17, -95 17, -95 18))",G,2,G-PG684-2
"Texistepec, Veracruz",Veracruz,Ruta del Golfo, 7,17.894167,-94.816389,Presencia Migración Irregular,PG684,"POLYGON ((-95 18, -94 18, -94 17, -95 17, -95 18))",G,3,G-PG684-3
"Acayucan, Veracruz",Veracruz,Ruta del Golfo,45 794,17.9487862,-94.9145752,Presencia Migración Irregular,PG684,"POLYGON ((-95 18, -94 18, -94 17, -95 17, -95 18))",G,4,G-PG684-4
"Moloacan, Veracruz",Veracruz,Ruta del Golfo, 81,17.9926405,-94.28232907418123,Presencia Migración Irregular,PG684,"POLYGON ((-95 18, -94 18, -94 17, -95 17, -95 18))",G,5,G-PG684-5
"Yanga, Veracruz",Veracruz,Ruta del Golfo, 62,18.8313634,-96.7992608,Presencia Migración Irregular,PG631,"POLYGON ((-97 19, -96 19, -96 18, -97 18, -97 19))",G,8,G-PG631-8
"Cosoleacaque, Veracruz",Veracruz,Ruta del Golfo, 17,18.0060183,-94.61748300858764,Presencia Migración Irregular,PG685,"POLYGON ((-95 19, -94 19, -94 18, -95 18, -95 19))",G,1,G-PG685-1
"Minatitlan, Veracruz",Veracruz,Ruta del Golfo, 10,17.992773,-94.5567103,Presencia Migración Irregular,PG684,"POLYGON ((-95 18, -94 18, -94 17, -95 17, -95 18))",G,6,G-PG684-6
"Tecolutla, Veracruz",Veracruz,Ruta del Golfo, 2,20.41847865,-96.9936370355502,Presencia Migración Irregular,PG633,"POLYGON ((-97 21, -96 21, -96 20, -97 20, -97 21))",G,1,G-PG633-1
"Las Choapas, Veracruz",Veracruz,Ruta del Golfo, 303,17.56348585,-93.94000863532293,Presencia Migración Irregular,PG711,"POLYGON ((-94 18, -93 18, -93 17, -94 17, -94 18))",G,4,G-PG711-4
"Xalapa, Veracruz",Veracruz,Ruta del Golfo, 109,19.5408338,-96.9146374,Presencia Migración Irregular,PG632,"POLYGON ((-97 20, -96 20, -96 19, -97 19, -97 20))",G,6,G-PG632-6
"Coatepec, Veracruz",Veracruz,Ruta del Golfo, 1,19.4543134,-96.9596375,Presencia Migración Irregular,PG632,"POLYGON ((-97 20, -96 20, -96 19, -97 19, -97 20))",G,5,G-PG632-5
"Veracruz, Veracruz",Veracruz,Ruta del Golfo,2 478,19.333333,-96.666667,Presencia Migración Irregular,PG632,"POLYGON ((-97 20, -96 20, -96 19, -97 19, -97 20))",G,4,G-PG632-4
"La Antigua, Veracruz",Veracruz,Ruta del Golfo, 160,19.3176799,-96.31864092519668,Presencia Migración Irregular,PG632,"POLYGON ((-97 20, -96 20, -96 19, -97 19, -97 20))",G,3,G-PG632-3
