nombre,latitud,longitud,edo,tipo,ciudad,ID_Poligono,geometry,codigo_ruta,secuencia,codigo_unico,geometry_range
"San Luis Potosí, A. I. ""Ponciano Arriaga """,22.3563762491891,-100.82316583967602,San Luis Potosí,Aeropuerto Internacional,"San Luis Potosí, San Luis Potosí",PG527,POINT (-100.82316583967602 22.356376249189097),AI,1,AI-PG527-1,"POLYGON ((2191544.765022126 2564252.1466118237, 2191496.612288848 2563271.975208528, 2191352.617826158 2562301.2433916624, 2191114.168379448 2561349.299839279, 2190783.560347239 2560425.312288173, 2190363.9776656097 2559538.1792435637, 2189859.4611451514 2558696.444281628, 2189274.869555753 2557908.2137701875, 2188615.8328339914 2557181.0787999583, 2187888.6978637623 2556522.0420781965, 2187100.467352322 2555937.4504887983, 2186258.732390386 2555432.93396834, 2185371.5993457767 2555013.3512867107, 2184447.6117946706 2554682.743254502, 2183495.6682422874 2554444.2938077915, 2182524.936425422 2554300.2993451017, 2181544.765022126 2554252.1466118237, 2180564.59361883 2554300.2993451017, 2179593.8618019647 2554444.2938077915, 2178641.9182495815 2554682.743254502, 2177717.9306984753 2555013.3512867107, 2176830.797653866 2555432.93396834, 2175989.06269193 2555937.4504887983, 2175200.83218049 2556522.0420781965, 2174473.6972102607 2557181.0787999583, 2173814.660488499 2557908.2137701875, 2173230.0688991006 2558696.444281628, 2172725.5523786424 2559538.1792435637, 2172305.969697013 2560425.312288173, 2171975.361664804 2561349.299839279, 2171736.912218094 2562301.2433916624, 2171592.917755404 2563271.975208528, 2171544.765022126 2564252.1466118237, 2171592.917755404 2565232.3180151195, 2171736.912218094 2566203.049831985, 2171975.361664804 2567154.9933843683, 2172305.969697013 2568078.9809354744, 2172725.5523786424 2568966.1139800837, 2173230.0688991006 2569807.8489420195, 2173814.660488499 2570596.07945346, 2174473.6972102607 2571323.214423689, 2175200.83218049 2571982.251145451, 2175989.06269193 2572566.842734849, 2176830.797653866 2573071.3592553074, 2177717.9306984753 2573490.9419369367, 2178641.9182495815 2573821.5499691456, 2179593.8618019647 2574059.999415856, 2180564.59361883 2574203.9938785457, 2181544.765022126 2574252.1466118237, 2182524.936425422 2574203.9938785457, 2183495.6682422874 2574059.999415856, 2184447.6117946706 2573821.5499691456, 2185371.5993457767 2573490.9419369367, 2186258.732390386 2573071.3592553074, 2187100.467352322 2572566.842734849, 2187888.6978637623 2571982.251145451, 2188615.8328339914 2571323.214423689, 2189274.869555753 2570596.07945346, 2189859.4611451514 2569807.8489420195, 2190363.9776656097 2568966.1139800837, 2190783.560347239 2568078.9809354744, 2191114.168379448 2567154.9933843683, 2191352.617826158 2566203.049831985, 2191496.612288848 2565232.3180151195, 2191544.765022126 2564252.1466118237))"
"Saltillo, A. I.",25.456279826312368,-100.96600974047595,Coahuila,Aeropuerto Internacional,"Saltillo, Coahuila",PG530,POINT (-100.96600974047595 25.456279826312368),AI,1,AI-PG530-1,"POLYGON ((2135368.803548434 2914961.3283393662, 2135320.650815156 2913981.1569360704, 2135176.656352466 2913010.425119205, 2134938.2069057557 2912058.4815668217, 2134607.598873547 2911134.4940157156, 2134188.0161919175 2910247.360971106, 2133683.499671459 2909405.6260091704, 2133098.908082061 2908617.39549773, 2132439.871360299 2907890.260527501, 2131712.73639007 2907231.223805739, 2130924.5058786296 2906646.632216341, 2130082.770916694 2906142.1156958826, 2129195.6378720845 2905722.5330142532, 2128271.6503209784 2905391.9249820444, 2127319.706768595 2905153.475535334, 2126348.9749517296 2905009.4810726442, 2125368.803548434 2904961.3283393662, 2124388.632145138 2905009.4810726442, 2123417.9003282725 2905153.475535334, 2122465.9567758893 2905391.9249820444, 2121541.969224783 2905722.5330142532, 2120654.836180174 2906142.1156958826, 2119813.101218238 2906646.632216341, 2119024.8707067976 2907231.223805739, 2118297.7357365685 2907890.260527501, 2117638.6990148067 2908617.39549773, 2117054.1074254084 2909405.6260091704, 2116549.59090495 2910247.360971106, 2116130.008223321 2911134.4940157156, 2115799.400191112 2912058.4815668217, 2115560.9507444017 2913010.425119205, 2115416.956281712 2913981.1569360704, 2115368.803548434 2914961.3283393662, 2115416.956281712 2915941.499742662, 2115560.9507444017 2916912.2315595276, 2115799.400191112 2917864.175111911, 2116130.008223321 2918788.162663017, 2116549.59090495 2919675.2957076263, 2117054.1074254084 2920517.030669562, 2117638.6990148067 2921305.2611810025, 2118297.7357365685 2922032.3961512316, 2119024.8707067976 2922691.4328729934, 2119813.101218238 2923276.0244623916, 2120654.836180174 2923780.54098285, 2121541.969224783 2924200.1236644792, 2122465.9567758893 2924530.731696688, 2123417.9003282725 2924769.1811433984, 2124388.632145138 2924913.1756060882, 2125368.803548434 2924961.3283393662, 2126348.9749517296 2924913.1756060882, 2127319.706768595 2924769.1811433984, 2128271.6503209784 2924530.731696688, 2129195.6378720845 2924200.1236644792, 2130082.770916694 2923780.54098285, 2130924.5058786296 2923276.0244623916, 2131712.73639007 2922691.4328729934, 2132439.871360299 2922032.3961512316, 2133098.908082061 2921305.2611810025, 2133683.499671459 2920517.030669562, 2134188.0161919175 2919675.2957076263, 2134607.598873547 2918788.162663017, 2134938.2069057557 2917864.175111911, 2135176.656352466 2916912.2315595276, 2135320.650815156 2915941.499742662, 2135368.803548434 2914961.3283393662))"
"Monterrey, A. I. ""Gral. Mariano Escobedo""",25.777369975420985,-100.11492445256783,Nuevo León,Aeropuerto Internacional,"Monterrey, Nuevo León",PG530,POINT (-100.11492445256785 25.77736997542099),AI,2,AI-PG530-2,"POLYGON ((2218391.4742661742 2962654.6073793573, 2218343.3215328963 2961674.4359760615, 2218199.3270702064 2960703.704159196, 2217960.877623496 2959751.760606813, 2217630.2695912872 2958827.7730557066, 2217210.686909658 2957940.6400110973, 2216706.1703891996 2957098.9050491615, 2216121.5787998014 2956310.674537721, 2215462.5420780396 2955583.539567492, 2214735.4071078105 2954924.50284573, 2213947.17659637 2954339.911256332, 2213105.4416344343 2953835.3947358737, 2212218.308589825 2953415.8120542443, 2211294.321038719 2953085.2040220355, 2210342.3774863356 2952846.754575325, 2209371.64566947 2952702.7601126353, 2208391.4742661742 2952654.6073793573, 2207411.3028628784 2952702.7601126353, 2206440.571046013 2952846.754575325, 2205488.6274936297 2953085.2040220355, 2204564.6399425236 2953415.8120542443, 2203677.506897914 2953835.3947358737, 2202835.7719359784 2954339.911256332, 2202047.541424538 2954924.50284573, 2201320.406454309 2955583.539567492, 2200661.369732547 2956310.674537721, 2200076.778143149 2957098.9050491615, 2199572.2616226906 2957940.6400110973, 2199152.6789410613 2958827.7730557066, 2198822.0709088524 2959751.760606813, 2198583.621462142 2960703.704159196, 2198439.6269994522 2961674.4359760615, 2198391.4742661742 2962654.6073793573, 2198439.6269994522 2963634.778782653, 2198583.621462142 2964605.5105995187, 2198822.0709088524 2965557.454151902, 2199152.6789410613 2966481.441703008, 2199572.2616226906 2967368.5747476174, 2200076.778143149 2968210.309709553, 2200661.369732547 2968998.5402209936, 2201320.406454309 2969725.6751912227, 2202047.541424538 2970384.7119129845, 2202835.7719359784 2970969.3035023827, 2203677.506897914 2971473.820022841, 2204564.6399425236 2971893.4027044703, 2205488.6274936297 2972224.010736679, 2206440.571046013 2972462.4601833895, 2207411.3028628784 2972606.4546460793, 2208391.4742661742 2972654.6073793573, 2209371.64566947 2972606.4546460793, 2210342.3774863356 2972462.4601833895, 2211294.321038719 2972224.010736679, 2212218.308589825 2971893.4027044703, 2213105.4416344343 2971473.820022841, 2213947.17659637 2970969.3035023827, 2214735.4071078105 2970384.7119129845, 2215462.5420780396 2969725.6751912227, 2216121.5787998014 2968998.5402209936, 2216706.1703891996 2968210.309709553, 2217210.686909658 2967368.5747476174, 2217630.2695912872 2966481.441703008, 2217960.877623496 2965557.454151902, 2218199.3270702064 2964605.5105995187, 2218343.3215328963 2963634.778782653, 2218391.4742661742 2962654.6073793573))"
Piedras Negras II (terrestre) 9,28.697381790115017,-100.51247083314838,Coahuila,Cruce Fronterizo Terrestre,"Piedras Negras II , Coahuila",PG533,POINT (-100.51247083314838 28.697381790115013),FN,1,FN-PG533-1,"POLYGON ((2132581.552623476 3288590.9381979383, 2132533.399890198 3287610.7667946424, 2132389.405427508 3286640.034977777, 2132150.9559807978 3285688.0914253937, 2131820.347948589 3284764.1038742876, 2131400.7652669596 3283876.9708296782, 2130896.2487465013 3283035.2358677424, 2130311.657157103 3282247.005356302, 2129652.6204353413 3281519.870386073, 2128925.485465112 3280860.833664311, 2128137.2549536717 3280276.242074913, 2127295.519991736 3279771.7255544546, 2126408.3869471266 3279352.1428728253, 2125484.3993960205 3279021.5348406164, 2124532.455843637 3278783.085393906, 2123561.7240267717 3278639.0909312163, 2122581.552623476 3278590.9381979383, 2121601.38122018 3278639.0909312163, 2120630.6494033146 3278783.085393906, 2119678.7058509314 3279021.5348406164, 2118754.718299825 3279352.1428728253, 2117867.585255216 3279771.7255544546, 2117025.85029328 3280276.242074913, 2116237.6197818397 3280860.833664311, 2115510.4848116105 3281519.870386073, 2114851.4480898487 3282247.005356302, 2114266.8565004505 3283035.2358677424, 2113762.3399799922 3283876.9708296782, 2113342.757298363 3284764.1038742876, 2113012.149266154 3285688.0914253937, 2112773.6998194437 3286640.034977777, 2112629.705356754 3287610.7667946424, 2112581.552623476 3288590.9381979383, 2112629.705356754 3289571.109601234, 2112773.6998194437 3290541.8414180996, 2113012.149266154 3291493.784970483, 2113342.757298363 3292417.772521589, 2113762.3399799922 3293304.9055661983, 2114266.8565004505 3294146.640528134, 2114851.4480898487 3294934.8710395745, 2115510.4848116105 3295662.0060098036, 2116237.6197818397 3296321.0427315654, 2117025.85029328 3296905.6343209636, 2117867.585255216 3297410.150841422, 2118754.718299825 3297829.7335230513, 2119678.7058509314 3298160.34155526, 2120630.6494033146 3298398.7910019704, 2121601.38122018 3298542.7854646603, 2122581.552623476 3298590.9381979383, 2123561.7240267717 3298542.7854646603, 2124532.455843637 3298398.7910019704, 2125484.3993960205 3298160.34155526, 2126408.3869471266 3297829.7335230513, 2127295.519991736 3297410.150841422, 2128137.2549536717 3296905.6343209636, 2128925.485465112 3296321.0427315654, 2129652.6204353413 3295662.0060098036, 2130311.657157103 3294934.8710395745, 2130896.2487465013 3294146.640528134, 2131400.7652669596 3293304.9055661983, 2131820.347948589 3292417.772521589, 2132150.9559807978 3291493.784970483, 2132389.405427508 3290541.8414180996, 2132533.399890198 3289571.109601234, 2132581.552623476 3288590.9381979383))"
Ciudad Acuña (terrestre),29.332926131901367,-100.96617510467406,Coahuila,Cruce Fronterizo Terrestre,"Ciudad Acuña , Coahuila",PG534,POINT (-100.96617510467406 29.332926131901367),FN,1,FN-PG534-1,"POLYGON ((2077274.772204717 3354123.5412047175, 2077226.619471439 3353143.3698014216, 2077082.6250087493 3352172.637984556, 2076844.175562039 3351220.694432173, 2076513.5675298297 3350296.706881067, 2076093.9848482006 3349409.5738364574, 2075589.4683277423 3348567.8388745217, 2075004.8767383443 3347779.6083630812, 2074345.8400165825 3347052.473392852, 2073618.7050463534 3346393.4366710903, 2072830.474534913 3345808.845081692, 2071988.739572977 3345304.328561234, 2071101.6065283678 3344884.7458796045, 2070177.6189772615 3344554.1378473956, 2069225.6754248783 3344315.6884006853, 2068254.9436080125 3344171.6939379955, 2067274.772204717 3344123.5412047175, 2066294.6008014213 3344171.6939379955, 2065323.8689845556 3344315.6884006853, 2064371.9254321724 3344554.1378473956, 2063447.937881066 3344884.7458796045, 2062560.804836457 3345304.328561234, 2061719.0698745209 3345808.845081692, 2060930.8393630804 3346393.4366710903, 2060203.7043928516 3347052.473392852, 2059544.6676710895 3347779.6083630812, 2058960.0760816915 3348567.8388745217, 2058455.5595612333 3349409.5738364574, 2058035.9768796042 3350296.706881067, 2057705.3688473948 3351220.694432173, 2057466.9194006845 3352172.637984556, 2057322.924937995 3353143.3698014216, 2057274.772204717 3354123.5412047175, 2057322.924937995 3355103.7126080133, 2057466.9194006845 3356074.444424879, 2057705.3688473948 3357026.387977262, 2058035.9768796042 3357950.375528368, 2058455.5595612333 3358837.5085729775, 2058960.0760816915 3359679.2435349133, 2059544.6676710895 3360467.4740463537, 2060203.7043928513 3361194.609016583, 2060930.8393630804 3361853.6457383446, 2061719.0698745209 3362438.237327743, 2062560.804836457 3362942.753848201, 2063447.937881066 3363362.3365298305, 2064371.9254321724 3363692.9445620393, 2065323.8689845556 3363931.3940087496, 2066294.6008014213 3364075.3884714395, 2067274.772204717 3364123.5412047175, 2068254.9436080125 3364075.3884714395, 2069225.6754248783 3363931.3940087496, 2070177.6189772615 3363692.9445620393, 2071101.6065283678 3363362.3365298305, 2071988.739572977 3362942.753848201, 2072830.474534913 3362438.237327743, 2073618.7050463534 3361853.6457383446, 2074345.8400165823 3361194.609016583, 2075004.8767383443 3360467.4740463537, 2075589.4683277423 3359679.2435349133, 2076093.9848482006 3358837.5085729775, 2076513.5675298297 3357950.375528368, 2076844.175562039 3357026.387977262, 2077082.6250087493 3356074.444424879, 2077226.619471439 3355103.7126080133, 2077274.772204717 3354123.5412047175))"
"Ciudad Acuña, A. I.",29.33307578409917,-100.97033789304382,Coahuila,Aeropuerto Internacional,"Ciudad Acuña, Coahuila",PG534,POINT (-100.97033789304382 29.333075784099172),AI,2,AI-PG534-2,"POLYGON ((2076859.9974912012 3354082.391256637, 2076811.8447579232 3353102.219853341, 2076667.8502952335 3352131.4880364756, 2076429.4008485232 3351179.5444840924, 2076098.792816314 3350255.5569329862, 2075679.2101346848 3349368.423888377, 2075174.6936142265 3348526.688926441, 2074590.1020248285 3347738.4584150007, 2073931.0653030667 3347011.3234447716, 2073203.9303328376 3346352.28672301, 2072415.6998213972 3345767.6951336116, 2071573.9648594612 3345263.1786131533, 2070686.831814852 3344843.595931524, 2069762.8442637457 3344512.987899315, 2068810.9007113625 3344274.538452605, 2067840.1688944967 3344130.543989915, 2066859.9974912012 3344082.391256637, 2065879.8260879056 3344130.543989915, 2064909.0942710398 3344274.538452605, 2063957.1507186566 3344512.987899315, 2063033.1631675502 3344843.595931524, 2062146.0301229411 3345263.1786131533, 2061304.295161005 3345767.6951336116, 2060516.0646495647 3346352.28672301, 2059788.9296793358 3347011.3234447716, 2059129.8929575738 3347738.4584150007, 2058545.3013681758 3348526.688926441, 2058040.7848477175 3349368.423888377, 2057621.2021660884 3350255.5569329862, 2057290.594133879 3351179.5444840924, 2057052.1446871688 3352131.4880364756, 2056908.1502244791 3353102.219853341, 2056859.9974912012 3354082.391256637, 2056908.1502244791 3355062.5626599328, 2057052.1446871688 3356033.2944767983, 2057290.594133879 3356985.2380291815, 2057621.2021660884 3357909.2255802876, 2058040.7848477175 3358796.358624897, 2058545.3013681758 3359638.0935868328, 2059129.8929575738 3360426.324098273, 2059788.9296793356 3361153.4590685023, 2060516.0646495647 3361812.495790264, 2061304.295161005 3362397.0873796623, 2062146.0301229411 3362901.6039001206, 2063033.1631675502 3363321.18658175, 2063957.1507186566 3363651.794613959, 2064909.0942710398 3363890.244060669, 2065879.8260879056 3364034.238523359, 2066859.9974912012 3364082.391256637, 2067840.1688944967 3364034.238523359, 2068810.9007113625 3363890.244060669, 2069762.8442637457 3363651.794613959, 2070686.831814852 3363321.18658175, 2071573.9648594612 3362901.6039001206, 2072415.6998213972 3362397.0873796623, 2073203.9303328376 3361812.495790264, 2073931.0653030665 3361153.4590685023, 2074590.1020248285 3360426.324098273, 2075174.6936142265 3359638.0935868328, 2075679.2101346848 3358796.358624897, 2076098.792816314 3357909.2255802876, 2076429.4008485232 3356985.2380291815, 2076667.8502952335 3356033.2944767983, 2076811.8447579232 3355062.5626599328, 2076859.9974912012 3354082.391256637))"
"Acapulco, A. I. ""Plan de los Amates""",16.761797515396246,-99.75594331534404,Guerrero,Aeropuerto Internacional,"Acapulco, Guerrero",PG548,POINT (-99.75594331534404 16.761797515396243),AI,1,AI-PG548-1,"POLYGON ((2371469.38023533 1935792.9127537115, 2371421.227502052 1934812.7413504159, 2371277.2330393624 1933842.0095335501, 2371038.783592652 1932890.065981167, 2370708.175560443 1931966.0784300605, 2370288.592878814 1931078.9453854514, 2369784.0763583556 1930237.2104235154, 2369199.4847689574 1929448.979912075, 2368540.4480471956 1928721.844941846, 2367813.3130769664 1928062.808220084, 2367025.082565526 1927478.216630686, 2366183.34760359 1926973.7001102278, 2365296.214558981 1926554.1174285987, 2364372.2270078748 1926223.5093963894, 2363420.2834554915 1925985.059949679, 2362449.551638626 1925841.0654869894, 2361469.38023533 1925792.9127537115, 2360489.2088320344 1925841.0654869894, 2359518.477015169 1925985.059949679, 2358566.5334627857 1926223.5093963894, 2357642.5459116795 1926554.1174285987, 2356755.41286707 1926973.7001102278, 2355913.6779051344 1927478.216630686, 2355125.447393694 1928062.808220084, 2354398.312423465 1928721.844941846, 2353739.275701703 1929448.979912075, 2353154.684112305 1930237.2104235154, 2352650.1675918465 1931078.9453854514, 2352230.584910217 1931966.0784300605, 2351899.9768780083 1932890.065981167, 2351661.527431298 1933842.0095335501, 2351517.532968608 1934812.7413504159, 2351469.38023533 1935792.9127537115, 2351517.532968608 1936773.084157007, 2351661.527431298 1937743.8159738728, 2351899.9768780083 1938695.759526256, 2352230.584910217 1939619.7470773624, 2352650.1675918465 1940506.8801219715, 2353154.684112305 1941348.6150839075, 2353739.275701703 1942136.845595348, 2354398.312423465 1942863.9805655768, 2355125.447393694 1943523.0172873389, 2355913.6779051344 1944107.6088767368, 2356755.41286707 1944612.125397195, 2357642.5459116795 1945031.7080788242, 2358566.5334627857 1945362.3161110335, 2359518.477015169 1945600.7655577438, 2360489.2088320344 1945744.7600204335, 2361469.38023533 1945792.9127537115, 2362449.551638626 1945744.7600204335, 2363420.2834554915 1945600.7655577438, 2364372.2270078748 1945362.3161110335, 2365296.214558981 1945031.7080788242, 2366183.34760359 1944612.125397195, 2367025.082565526 1944107.6088767368, 2367813.3130769664 1943523.0172873389, 2368540.4480471956 1942863.980565577, 2369199.4847689574 1942136.845595348, 2369784.0763583556 1941348.6150839075, 2370288.592878814 1940506.8801219715, 2370708.175560443 1939619.7470773624, 2371038.783592652 1938695.759526256, 2371277.2330393624 1937743.8159738728, 2371421.227502052 1936773.084157007, 2371469.38023533 1935792.9127537115))"
Acapulco (marítimo) 10,16.8680495,-99.8940182,Guerrero,Puerto Internacion Maritimo,"Acapulco , Guerrero",PG548,POINT (-99.8940182 16.8680495),PM,2,PM-PG548-2,"POLYGON ((2355097.2899959614 1946634.1323894407, 2355049.1372626834 1945653.960986145, 2354905.1427999935 1944683.2291692793, 2354666.693353283 1943731.285616896, 2354336.0853210744 1942807.2980657897, 2353916.502639445 1941920.1650211806, 2353411.9861189867 1941078.4300592446, 2352827.3945295885 1940290.1995478042, 2352168.3578078267 1939563.0645775753, 2351441.2228375976 1938904.0278558133, 2350652.992326157 1938319.4362664153, 2349811.2573642214 1937814.919745957, 2348924.124319612 1937395.337064328, 2348000.136768506 1937064.7290321186, 2347048.1932161227 1936826.2795854083, 2346077.461399257 1936682.2851227187, 2345097.2899959614 1936634.1323894407, 2344117.1185926655 1936682.2851227187, 2343146.3867758 1936826.2795854083, 2342194.443223417 1937064.7290321186, 2341270.4556723107 1937395.337064328, 2340383.3226277013 1937814.919745957, 2339541.5876657655 1938319.4362664153, 2338753.357154325 1938904.0278558133, 2338026.222184096 1939563.0645775753, 2337367.185462334 1940290.1995478042, 2336782.593872936 1941078.4300592446, 2336278.0773524777 1941920.1650211806, 2335858.4946708484 1942807.2980657897, 2335527.8866386395 1943731.285616896, 2335289.437191929 1944683.2291692793, 2335145.4427292394 1945653.960986145, 2335097.2899959614 1946634.1323894407, 2335145.4427292394 1947614.3037927363, 2335289.437191929 1948585.035609602, 2335527.8866386395 1949536.9791619852, 2335858.4946708484 1950460.9667130916, 2336278.0773524777 1951348.0997577007, 2336782.593872936 1952189.8347196367, 2337367.185462334 1952978.0652310771, 2338026.222184096 1953705.200201306, 2338753.357154325 1954364.236923068, 2339541.5876657655 1954948.828512466, 2340383.3226277013 1955453.3450329243, 2341270.4556723107 1955872.9277145534, 2342194.443223417 1956203.5357467628, 2343146.3867758 1956441.985193473, 2344117.1185926655 1956585.9796561627, 2345097.2899959614 1956634.1323894407, 2346077.461399257 1956585.9796561627, 2347048.1932161227 1956441.985193473, 2348000.136768506 1956203.5357467628, 2348924.124319612 1955872.9277145534, 2349811.2573642214 1955453.3450329243, 2350652.992326157 1954948.828512466, 2351441.2228375976 1954364.236923068, 2352168.3578078267 1953705.2002013063, 2352827.3945295885 1952978.0652310771, 2353411.9861189867 1952189.8347196367, 2353916.502639445 1951348.0997577007, 2354336.0853210744 1950460.9667130916, 2354666.693353283 1949536.9791619852, 2354905.1427999935 1948585.035609602, 2355049.1372626834 1947614.3037927363, 2355097.2899959614 1946634.1323894407))"
"Cuernavaca, A. I. ""Gral. Mariano Matamoros""",18.83319256234764,-99.2612599667938,Morelos,Aeropuerto Internacional,"Cuernavaca, Morelos",PG550,POINT (-99.2612599667938 18.83319256234764),AI,1,AI-PG550-1,"POLYGON ((2402989.3367767828 2179169.6909513343, 2402941.1840435048 2178189.5195480385, 2402797.189580815 2177218.787731173, 2402558.7401341046 2176266.8441787898, 2402228.1321018958 2175342.8566276836, 2401808.5494202664 2174455.7235830743, 2401304.032899808 2173613.9886211385, 2400719.44131041 2172825.758109698, 2400060.404588648 2172098.623139469, 2399333.269618419 2171439.586417707, 2398545.0391069786 2170854.994828309, 2397703.304145043 2170350.4783078507, 2396816.1711004335 2169930.8956262213, 2395892.1835493273 2169600.2875940125, 2394940.239996944 2169361.838147302, 2393969.5081800786 2169217.8436846123, 2392989.3367767828 2169169.6909513343, 2392009.165373487 2169217.8436846123, 2391038.4335566214 2169361.838147302, 2390086.490004238 2169600.2875940125, 2389162.502453132 2169930.8956262213, 2388275.3694085227 2170350.4783078507, 2387433.634446587 2170854.994828309, 2386645.4039351465 2171439.586417707, 2385918.2689649174 2172098.623139469, 2385259.2322431556 2172825.758109698, 2384674.6406537574 2173613.9886211385, 2384170.124133299 2174455.7235830743, 2383750.5414516698 2175342.8566276836, 2383419.933419461 2176266.8441787898, 2383181.4839727506 2177218.787731173, 2383037.4895100608 2178189.5195480385, 2382989.3367767828 2179169.6909513343, 2383037.4895100608 2180149.86235463, 2383181.4839727506 2181120.5941714956, 2383419.933419461 2182072.537723879, 2383750.5414516698 2182996.525274985, 2384170.124133299 2183883.6583195943, 2384674.6406537574 2184725.39328153, 2385259.2322431556 2185513.6237929706, 2385918.2689649174 2186240.7587631997, 2386645.4039351465 2186899.7954849615, 2387433.634446587 2187484.3870743597, 2388275.3694085227 2187988.903594818, 2389162.502453132 2188408.4862764473, 2390086.490004238 2188739.094308656, 2391038.4335566214 2188977.5437553665, 2392009.165373487 2189121.5382180563, 2392989.3367767828 2189169.6909513343, 2393969.5081800786 2189121.5382180563, 2394940.239996944 2188977.5437553665, 2395892.1835493273 2188739.094308656, 2396816.1711004335 2188408.4862764473, 2397703.304145043 2187988.903594818, 2398545.0391069786 2187484.3870743597, 2399333.269618419 2186899.7954849615, 2400060.404588648 2186240.7587631997, 2400719.44131041 2185513.6237929706, 2401304.032899808 2184725.39328153, 2401808.5494202664 2183883.6583195943, 2402228.1321018958 2182996.525274985, 2402558.7401341046 2182072.537723879, 2402797.189580815 2181120.5941714956, 2402941.1840435048 2180149.86235463, 2402989.3367767828 2179169.6909513343))"
"Toluca, A. I.",19.33761668587876,-99.57135892698398,México,Aeropuerto Internacional,"Toluca, México",PG551,POINT (-99.57135892698398 19.33761668587876),AI,1,AI-PG551-1,"POLYGON ((2363117.1227910966 2233601.3487214623, 2363068.9700578186 2232621.1773181665, 2362924.9755951287 2231650.445501301, 2362686.5261484184 2230698.5019489178, 2362355.9181162096 2229774.5143978116, 2361936.33543458 2228887.3813532023, 2361431.818914122 2228045.6463912665, 2360847.2273247237 2227257.415879826, 2360188.190602962 2226530.280909597, 2359461.055632733 2225871.244187835, 2358672.8251212924 2225286.652598437, 2357831.0901593566 2224782.1360779786, 2356943.9571147473 2224362.5533963493, 2356019.969563641 2224031.9453641404, 2355068.026011258 2223793.49591743, 2354097.2941943924 2223649.5014547403, 2353117.1227910966 2223601.3487214623, 2352136.9513878007 2223649.5014547403, 2351166.2195709352 2223793.49591743, 2350214.276018552 2224031.9453641404, 2349290.288467446 2224362.5533963493, 2348403.1554228365 2224782.1360779786, 2347561.4204609008 2225286.652598437, 2346773.1899494603 2225871.244187835, 2346046.054979231 2226530.280909597, 2345387.0182574694 2227257.415879826, 2344802.426668071 2228045.6463912665, 2344297.910147613 2228887.3813532023, 2343878.3274659836 2229774.5143978116, 2343547.7194337747 2230698.5019489178, 2343309.2699870644 2231650.445501301, 2343165.2755243746 2232621.1773181665, 2343117.1227910966 2233601.3487214623, 2343165.2755243746 2234581.520124758, 2343309.2699870644 2235552.2519416236, 2343547.7194337747 2236504.195494007, 2343878.3274659836 2237428.183045113, 2344297.910147613 2238315.3160897223, 2344802.426668071 2239157.051051658, 2345387.0182574694 2239945.2815630985, 2346046.054979231 2240672.4165333277, 2346773.1899494603 2241331.4532550895, 2347561.4204609008 2241916.0448444877, 2348403.1554228365 2242420.561364946, 2349290.288467446 2242840.1440465753, 2350214.276018552 2243170.752078784, 2351166.2195709352 2243409.2015254945, 2352136.9513878007 2243553.1959881843, 2353117.1227910966 2243601.3487214623, 2354097.2941943924 2243553.1959881843, 2355068.026011258 2243409.2015254945, 2356019.969563641 2243170.752078784, 2356943.9571147473 2242840.1440465753, 2357831.0901593566 2242420.561364946, 2358672.8251212924 2241916.0448444877, 2359461.055632733 2241331.4532550895, 2360188.190602962 2240672.4165333277, 2360847.2273247237 2239945.2815630985, 2361431.818914122 2239157.051051658, 2361936.33543458 2238315.3160897223, 2362355.9181162096 2237428.183045113, 2362686.5261484184 2236504.195494007, 2362924.9755951287 2235552.2519416236, 2363068.9700578186 2234581.520124758, 2363117.1227910966 2233601.3487214623))"
